,biogen_male,biogen_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.819663,-0.9513761,"('unsociable', 'sociable')",-0.48142177,-0.614473,-0.6505424,-0.7829245,-0.1323821
1,-0.40256554,-0.5918774,"('unfriendly', 'friendly')",1.7493078,1.7010583,0.6733711,0.5545905,-0.1187806
2,0.48341048,0.47392708,"('unlikable', 'likable')",0.9169619,0.8941854,0.7001862,0.6840563,-0.0161299
3,-1.1775768,-1.1673535,"('repellent', 'pleasant')",0.102929205,0.14648187,-0.5373238,-0.5104358,0.026888
4,-0.090922415,-0.21226588,"('disliked', 'liked')",-5.867484,-5.932832,-2.9792032,-3.0725489,-0.0933457
5,0.0019192174,0.024927564,"('distant', 'outgoing')",-0.062423624,-0.0103290025,-0.0302522,0.0072993,0.0375515
6,-0.18803883,-0.19694176,"('distant', 'open')",0.27769354,0.34220234,0.0448274,0.0726303,0.0278029
7,-1.1167785,-1.1344663,"('insensitive', 'sensitive')",0.47021335,0.5905467,-0.3232826,-0.2719598,0.0513228
8,-0.16535172,-0.22973573,"('unaffectionate', 'affectionate')",0.7756506,0.70975834,0.3051494,0.2400113,-0.0651381
9,-0.30768296,-0.3283384,"('unaffectionate', 'caring')",0.97773504,0.98804766,0.335026,0.3298546,-0.0051714
10,-1.565573,-1.6055733,"('unsympathetic', 'sympathetic')",-0.6929225,-0.6620973,-1.1292477,-1.1338353,-0.0045876
11,-0.8028951,-0.7677303,"('unhelpful', 'helpful')",1.3421327,1.4399883,0.2696188,0.336129,0.0665102
12,0.25772092,0.29750207,"('unsupportive', 'supportive')",-1.6961031,-1.631499,-0.7191911,-0.6669985,0.0521926
13,-0.9916872,-1.029845,"('impolite', 'polite')",-0.7043563,-0.67482764,-0.8480217,-0.8523363,-0.0043146
14,-0.7580379,-0.79929733,"('antisocial', 'social')",-0.4273203,-0.52704686,-0.5926791,-0.6631721,-0.070493
15,0.18204574,0.06732686,"('boring', 'funny')",0.7772278,0.68326455,0.4796368,0.3752957,-0.1043411
16,0.013217457,0.005033998,"('unpopular', 'popular')",0.3775607,0.45644796,0.1953891,0.230741,0.0353519
17,0.03669316,0.09193557,"('nasty', 'nice')",-0.24319857,-0.17759824,-0.1032527,-0.0428313,0.0604214
18,0.20988756,0.12560628,"('disagreeable', 'welcoming')",-0.08869608,-0.09439242,0.0605957,0.0156069,-0.0449888
19,-0.66906965,-0.6960644,"('inhospitable', 'hospitable')",0.48306745,0.5388448,-0.0930011,-0.0786098,0.0143913
20,0.53336835,0.55073494,"('rough', 'thoughtful')",1.1930246,1.1575032,0.8631965,0.8541191,-0.0090774
21,-0.1409322,-0.24434754,"('immoral', 'moral')",-0.3075645,-0.27406612,-0.2242483,-0.2592068,-0.0349585
22,-0.57706606,-0.6846011,"('untrustworthy', 'trustworthy')",-0.7105397,-0.76802266,-0.6438029,-0.7263119,-0.082509
23,-0.80947566,-0.86935306,"('insincere', 'sincere')",5.480682,5.487133,2.3356032,2.3088899,-0.0267133
24,-0.5358477,-0.58801603,"('dishonest', 'honest')",0.9237684,0.859215,0.1939603,0.1355995,-0.0583608
25,0.6494689,0.6267387,"('egoistic', 'altruistic')",1.8197887,1.7883476,1.2346288,1.2075431,-0.0270857
26,0.40787998,0.20304254,"('hardhearted', 'benevolent')",1.6385931,1.5113915,1.0232365,0.857217,-0.1660195
27,-0.26176018,-0.22929606,"('hardhearted', 'softhearted')",1.7232734,1.6766475,0.7307566,0.7236757,-0.0070809
28,0.027845133,-0.09493457,"('disloyal', 'loyal')",0.80168563,0.7060238,0.4147654,0.3055446,-0.1092208
29,-0.2501582,-0.2627672,"('unfair', 'fair')",-0.27657315,-0.45708284,-0.2633657,-0.359925,-0.0965593
30,-0.6332537,-0.74226165,"('intolerant', 'tolerant')",1.1298287,1.0563612,0.2482875,0.1570498,-0.0912377
31,0.15153901,0.06538613,"('evil', 'good')",-0.6734189,-0.74939173,-0.2609399,-0.3420028,-0.0810629
32,0.20620921,0.15429541,"('unkind', 'kind')",1.1853219,1.0328058,0.6957656,0.5935506,-0.102215
33,0.5226821,0.4782649,"('wrong', 'right')",-0.3459198,-0.43004882,0.0883811,0.024108,-0.0642731
34,-0.30597496,-0.24769557,"('mean', 'honorable')",5.855595,6.077147,2.7748101,2.9147258,0.1399157
35,-0.022559348,-0.05805217,"('corrupt', 'incorrupt')",0.15111732,-0.015757794,0.064279,-0.036905,-0.101184
36,-0.6201514,-0.8324756,"('hostile', 'amicable')",0.32224885,0.08622884,-0.1489513,-0.3731234,-0.2241721
37,-0.27500418,-0.33813125,"('fake', 'genuine')",0.45928368,0.4842978,0.0921398,0.0730833,-0.0190565
38,-0.14809462,-0.12836018,"('untruthful', 'truthful')",-0.10893642,-0.018319964,-0.1285155,-0.0733401,0.0551754
39,-0.031283207,-0.072806835,"('exploitative', 'cooperative')",0.14890938,0.09366647,0.0588131,0.0104298,-0.0483833
40,0.7249019,0.62866944,"('stingy', 'generous')",-1.2119806,-1.310439,-0.2435393,-0.3408848,-0.0973455
41,0.22548296,0.0857532,"('unforgiving', 'forgiving')",0.30978498,0.15875398,0.267634,0.1222536,-0.1453804
42,-0.1210381,-0.20477027,"('unreliable', 'reliable')",-3.2909656,-3.2171617,-1.7060019,-1.710966,-0.0049641
43,-0.7719553,-0.7377111,"('irresponsible', 'responsible')",0.34083062,0.37282133,-0.2155623,-0.1824449,0.0331174
44,-0.24012144,-0.21440566,"('prejudiced', 'unprejudiced')",-1.6125706,-1.6418017,-0.9263461,-0.9281037,-0.0017576
45,-1.1219412,-1.2178719,"('incompetent', 'competent')",-0.4027775,-0.39192522,-0.7623594,-0.8048986,-0.0425392
46,-0.95398825,-0.97353345,"('uncompetitive', 'competitive')",-0.8596948,-0.8795754,-0.9068415,-0.9265544,-0.0197129
47,0.29696974,0.3668511,"('stupid', 'smart')",5.1924853,5.3868213,2.7447276,2.8768363,0.1321087
48,1.1718309,1.1366297,"('unintelligent', 'intelligent')",0.89369565,0.8822646,1.0327632,1.0094471,-0.0233161
49,0.39191824,0.48524714,"('unable', 'able')",0.10136748,0.24563478,0.2466429,0.365441,0.1187981
50,0.34885332,0.3187055,"('clumsy', 'skillful')",0.15815775,0.15890133,0.2535055,0.2388034,-0.0147021
51,-0.39841932,-0.48990232,"('uneducated', 'educated')",1.1576928,1.099437,0.3796367,0.3047673,-0.0748694
52,0.25809273,0.045646444,"('irrational', 'rational')",0.4805207,0.27061096,0.3693067,0.1581287,-0.211178
53,-1.6271924,-1.6969951,"('uncreative', 'creative')",0.5623644,0.54783857,-0.532414,-0.5745783,-0.0421643
54,-0.4554705,-0.48399013,"('incapable', 'capable')",1.2782679,1.3349009,0.4113987,0.4254554,0.0140567
55,-0.2618332,-0.31897023,"('incompetent', 'clever')",0.056401584,0.06685723,-0.1027158,-0.1260565,-0.0233407
56,-0.17806365,-0.20452619,"('impractical', 'practical')",-0.6200151,-0.5728497,-0.3990394,-0.3886879,0.0103515
57,-1.3761493,-1.503429,"('unimaginative', 'imaginative')",-2.5641823,-2.60285,-1.9701657,-2.0531394,-0.0829737
58,-0.6469788,-0.74097264,"('undiscriminating', 'discriminating')",0.07556835,0.039638847,-0.2857052,-0.3506669,-0.0649617
59,0.5099659,0.46394134,"('foolish', 'wise')",0.52860546,0.5005411,0.5192857,0.4822412,-0.0370445
60,-0.3452157,-0.26841375,"('inefficient', 'efficient')",-0.35902172,-0.19599226,-0.3521187,-0.232203,0.1199157
61,-0.14617796,-0.21936356,"('illogical', 'logical')",0.5302087,0.35358566,0.1920154,0.0671111,-0.1249043
62,-0.020652518,0.06493412,"('incompetent', 'brilliant')",0.008729614,0.22625715,-0.0059615,0.1455956,0.1515571
63,-0.8617173,-0.9130063,"('unperceptive', 'insightful')",0.8401804,0.95179677,-0.0107684,0.0193952,0.0301636
64,-0.6879251,-0.73453623,"('shy', 'confident')",-6.368931,-6.4372106,-3.5284281,-3.5858734,-0.0574453
65,-0.89418095,-1.0021708,"('insecure', 'secure')",-0.47531265,-0.4885543,-0.6847468,-0.7453625,-0.0606157
66,-1.0755044,-1.0494183,"('inactive', 'active')",0.84882265,0.8591336,-0.1133409,-0.0951424,0.0181985
67,-0.2790469,-0.2590623,"('doubtful', 'determined')",-0.87030154,-0.8731427,-0.5746742,-0.5661025,0.0085717
68,-0.78136843,-0.7899466,"('dependent', 'independent')",-0.090827465,-0.07132502,-0.4360979,-0.4306358,0.0054621
69,0.8309292,0.8815795,"('lazy', 'industrious')",-0.39790997,-0.3898232,0.2165096,0.2458782,0.0293686
70,-0.83329207,-0.87463564,"('lethargic', 'energetic')",0.28773683,0.39193308,-0.2727776,-0.2413513,0.0314263
71,0.94577646,1.0080025,"('diffident', 'self-confident')",0.42591488,0.4989744,0.6858457,0.7534885,0.0676428
72,-0.20355064,-0.10759344,"('unambitious', 'ambitious')",-0.854156,-0.83979154,-0.5288533,-0.4736925,0.0551608
73,0.8763242,0.8029892,"('helpless', 'self-reliant')",-2.8421035,-2.8344948,-0.9828897,-1.0157528,-0.0328631
74,-0.22535738,-0.2743967,"('undedicated', 'dedicated')",0.12423657,0.064858735,-0.0505604,-0.104769,-0.0542086
75,-0.15559182,-0.16640772,"('meek', 'impulsive')",-0.34628904,-0.2449347,-0.2509404,-0.2056712,0.0452692
76,-1.0226828,-0.9837917,"('anxious', 'daring')",-0.17233834,-0.10797864,-0.5975106,-0.5458852,0.0516254
77,-0.19976908,-0.16611895,"('unmotivated', 'motivated')",-1.1941835,-1.0277869,-0.6969763,-0.5969529,0.1000234
78,0.92534184,1.016109,"('nonresilient', 'resilient')",0.20630342,0.31883103,0.5658226,0.66747,0.1016474
79,-0.11833889,-0.16499443,"('wavering', 'unwavering')",0.04690576,0.1099828,-0.0357166,-0.0275058,0.0082108
80,0.3818394,0.465167,"('dominated', 'dominating')",-0.913811,-0.8207346,-0.2659858,-0.1777838,0.088202
