,activision_male,activision_female,tuple,blizzard_male,blizzard_female,inc_male,inc_female,average_male,average_female,female-male
0,-2.7808325,-2.929277,"('unsociable', 'sociable')",-0.93343985,-1.096215,-1.077096,-1.3823892,-1.5971228,-1.8026269,-0.2055041
1,-0.84448636,-0.9690996,"('unfriendly', 'friendly')",0.7380895,0.5554743,1.0347862,0.713028,0.3094631,0.0998009,-0.2096622
2,0.006297536,0.035066992,"('unlikable', 'likable')",-0.6328022,-0.62072855,0.6057328,0.8057809,-0.006924,0.0733731,0.0802971
3,-1.4217572,-1.2842842,"('repellent', 'pleasant')",-1.0408686,-0.9580038,0.242799,0.28227583,-0.7399423,-0.6533374,0.0866049
4,0.3129262,0.26012912,"('disliked', 'liked')",-1.3821115,-1.4742671,-4.9498067,-4.952184,-2.0063306,-2.0554407,-0.0491101
5,1.1511441,1.143322,"('distant', 'outgoing')",1.0838825,1.074887,-0.3019854,-0.17445938,0.6443471,0.6812499,0.0369028
6,0.6552718,0.6766301,"('distant', 'open')",0.23024836,0.20589642,-0.023584478,0.06422004,0.2873119,0.3155822,0.0282703
7,-2.3266976,-2.291076,"('insensitive', 'sensitive')",-0.9126739,-0.8256258,-0.28153247,-0.3949773,-1.1736347,-1.1705596,0.0030751
8,-0.40416637,-0.53886193,"('unaffectionate', 'affectionate')",0.81155545,0.7016442,-0.15447958,-0.23875453,0.0843032,-0.0253241,-0.1096273
9,-0.78287166,-0.9447528,"('unaffectionate', 'caring')",0.94428784,0.83280206,0.43510145,0.33082163,0.1988392,0.072957,-0.1258822
10,-3.5550985,-3.586085,"('unsympathetic', 'sympathetic')",-1.5346661,-1.5923235,-0.9919175,-1.2134559,-2.0272274,-2.1306216,-0.1033942
11,-1.6802515,-1.6727178,"('unhelpful', 'helpful')",0.26384455,0.35813263,1.8490009,1.7660321,0.144198,0.1504823,0.0062843
12,-1.7815187,-1.7435215,"('unsupportive', 'supportive')",0.5756195,0.63877714,-1.9597273,-1.9958235,-1.0552088,-1.0335226,0.0216862
13,-2.6748004,-2.677462,"('impolite', 'polite')",-1.2936424,-1.2623883,-0.7847853,-0.8808874,-1.5844094,-1.6069126,-0.0225032
14,-2.4271955,-2.4245105,"('antisocial', 'social')",-0.9867809,-0.9832463,-1.3700259,-1.4504972,-1.5946674,-1.619418,-0.0247506
15,0.38755223,0.27169564,"('boring', 'funny')",0.40811625,0.4545971,0.3631289,0.39007735,0.3862658,0.3721234,-0.0141424
16,0.51144326,0.58998984,"('unpopular', 'popular')",-0.5163191,-0.52085304,0.80025923,0.8729578,0.2651278,0.3140315,0.0489037
17,-0.6072101,-0.5719116,"('nasty', 'nice')",-1.5912358,-1.4475228,-0.6678914,-0.49750906,-0.9554458,-0.8389812,0.1164646
18,-0.25136778,-0.20072746,"('disagreeable', 'welcoming')",-0.52470315,-0.47975862,-0.48470792,-0.4947778,-0.4202596,-0.3917546,0.028505
19,-0.23945175,-0.22394204,"('inhospitable', 'hospitable')",-0.51096785,-0.52215946,0.057079993,0.2229744,-0.2311132,-0.1743757,0.0567375
20,-0.70789564,-0.7191536,"('rough', 'thoughtful')",-0.31475398,-0.33983147,0.7845,0.6598143,-0.0793832,-0.1330569,-0.0536737
21,-2.1976073,-2.2837002,"('immoral', 'moral')",-1.0457164,-1.1362857,-0.89413583,-0.967685,-1.3791533,-1.4625568,-0.0834035
22,-2.3080263,-2.3288414,"('untrustworthy', 'trustworthy')",-0.9859079,-1.0860237,-1.2928108,-1.4681753,-1.5289151,-1.6276801,-0.098765
23,-1.846652,-1.9209099,"('insincere', 'sincere')",0.18620959,0.21373782,4.3402333,4.1150465,0.8932637,0.8026249,-0.0906388
24,-1.6068001,-1.6431458,"('dishonest', 'honest')",-0.02851804,-0.05818077,-0.0075639226,-0.15852356,-0.5476274,-0.6199501,-0.0723227
25,0.6341815,0.55222315,"('egoistic', 'altruistic')",0.56234145,0.44393104,1.345109,1.2974882,0.8472106,0.7645475,-0.0826631
26,0.62618566,0.54503644,"('hardhearted', 'benevolent')",1.4375231,1.3021221,1.0610107,0.8340588,1.0415732,0.8937391,-0.1478341
27,-1.3978374,-1.4460956,"('hardhearted', 'softhearted')",-0.950116,-1.0191115,0.0071388893,-0.14007199,-0.7802715,-0.8684263,-0.0881548
28,-0.99144095,-1.1480713,"('disloyal', 'loyal')",0.17986065,0.09169097,0.7982653,0.5011094,-0.0044383,-0.1850903,-0.180652
29,-0.110545166,-0.12082315,"('unfair', 'fair')",-0.97096664,-1.0103734,-0.80236685,-0.99251854,-0.6279596,-0.707905,-0.0799454
30,-1.3973875,-1.4255933,"('intolerant', 'tolerant')",-0.026813671,0.04085969,0.40611023,0.32893077,-0.3393637,-0.3519343,-0.0125706
31,0.3850459,0.434146,"('evil', 'good')",-0.62758917,-0.5003312,-1.3816652,-1.326404,-0.5414028,-0.4641964,0.0772064
32,-0.8948339,-0.97472465,"('unkind', 'kind')",0.25723287,0.19546577,0.3294506,0.14812103,-0.1027168,-0.2103793,-0.1076625
33,0.59375656,0.52490985,"('wrong', 'right')",0.52402097,0.42197758,-0.8064888,-0.7865392,0.1037629,0.0534494,-0.0503135
34,-0.3090133,-0.20869848,"('mean', 'honorable')",-0.62611705,-0.49745998,5.1089087,5.2093577,1.3912595,1.5010664,0.1098069
35,2.540304,2.4516346,"('corrupt', 'incorrupt')",0.29926035,0.21512836,0.19008492,0.2796936,1.0098831,0.9821522,-0.0277309
36,1.6122668,1.4841763,"('hostile', 'amicable')",-0.2820397,-0.4515302,0.5659042,0.48648936,0.6320438,0.5063785,-0.1256653
37,-0.90485066,-0.94513756,"('fake', 'genuine')",-1.0627232,-1.1479193,-0.4452269,-0.5078999,-0.8042669,-0.8669856,-0.0627187
38,-1.0283235,-0.9730052,"('untruthful', 'truthful')",-0.55498683,-0.47623926,0.026509814,0.053223133,-0.5189335,-0.4653405,0.053593
39,-0.49453622,-0.48707348,"('exploitative', 'cooperative')",0.7531221,0.88865095,-0.063769944,-0.010939214,0.0649386,0.1302128,0.0652742
40,-0.07242076,-0.13597135,"('stingy', 'generous')",-0.6274566,-0.7053797,-2.0224824,-2.2367945,-0.9074532,-1.0260485,-0.1185953
41,-1.9235767,-1.9598722,"('unforgiving', 'forgiving')",-0.7424827,-0.78676844,-0.25144646,-0.31105554,-0.972502,-1.0192321,-0.0467301
42,-0.90875596,-0.81091344,"('unreliable', 'reliable')",-1.3314748,-1.2725892,-2.9408758,-2.8486156,-1.7270355,-1.6440395,0.082996
43,-2.4833694,-2.4014397,"('irresponsible', 'responsible')",-0.34717095,-0.25855967,-0.12123928,-0.20259169,-0.9839265,-0.954197,0.0297295
44,0.19133808,0.27614814,"('prejudiced', 'unprejudiced')",-2.0497055,-1.9053056,-1.2629167,-1.0678473,-1.040428,-0.8990016,0.1414264
45,-2.939872,-2.8646765,"('incompetent', 'competent')",-1.1901804,-1.1513656,-0.9835263,-1.1506513,-1.7045263,-1.7222312,-0.0177049
46,-2.3785129,-2.3191543,"('uncompetitive', 'competitive')",-0.3190522,-0.38945466,-0.1767192,-0.30348465,-0.9580948,-1.0040312,-0.0459364
47,-1.8509914,-1.6756407,"('stupid', 'smart')",-0.8062519,-0.6798349,3.8190906,3.9703314,0.3872825,0.5382853,0.1510028
48,-1.180835,-1.3455565,"('unintelligent', 'intelligent')",0.22295997,0.1673021,0.17036481,-0.09643883,-0.2625034,-0.4248978,-0.1623944
49,-0.011601627,0.03727127,"('unable', 'able')",0.13453129,0.23266266,-0.15263484,-0.020002738,-0.0099017,0.0833104,0.0932121
50,1.375544,1.4395013,"('clumsy', 'skillful')",-0.005195397,0.032059394,0.49274427,0.5512018,0.621031,0.6742542,0.0532232
51,-1.8727343,-1.9834784,"('uneducated', 'educated')",-1.1528747,-1.321004,0.42511183,0.24545436,-0.8668324,-1.019676,-0.1528436
52,0.77539873,0.633541,"('irrational', 'rational')",0.068982616,-0.022147525,-0.20755309,-0.3323797,0.2122761,0.0930046,-0.1192715
53,-0.3820423,-0.44337472,"('uncreative', 'creative')",1.1820811,1.005207,1.3725919,1.1898725,0.7242103,0.5839016,-0.1403087
54,0.8141424,0.71349823,"('incapable', 'capable')",1.2885271,1.1549448,1.2411731,1.2412274,1.1146142,1.0365568,-0.0780574
55,-2.7379496,-2.7630744,"('incompetent', 'clever')",-0.5255585,-0.5458924,-0.6048258,-0.7596041,-1.2894446,-1.3561904,-0.0667458
56,-1.7331254,-1.6934205,"('impractical', 'practical')",0.32346562,0.4213609,-0.17387015,-0.23112237,-0.5278433,-0.5010607,0.0267826
57,-2.3145094,-2.366534,"('unimaginative', 'imaginative')",-0.88285834,-0.9755088,-2.0683277,-2.2412984,-1.7552319,-1.8611139,-0.105882
58,-0.47601393,-0.553622,"('undiscriminating', 'discriminating')",-0.22339547,-0.42722857,0.1874316,0.08620588,-0.1706593,-0.2982149,-0.1275556
59,1.2222296,1.2291839,"('foolish', 'wise')",0.47686607,0.4985967,0.4256452,0.46880668,0.7082469,0.7321958,0.0239489
60,-1.941365,-1.9141902,"('inefficient', 'efficient')",-0.68036216,-0.5829402,-0.27015632,-0.37799847,-0.9639612,-0.9583762,0.005585
61,-1.1282269,-1.2009435,"('illogical', 'logical')",1.0069367,0.8585628,-0.122537114,-0.3390556,-0.0812758,-0.2271454,-0.1458696
62,-2.2313921,-2.16348,"('incompetent', 'brilliant')",-0.64526224,-0.4825598,-0.60000825,-0.48320982,-1.1588875,-1.0430833,0.1158042
63,-1.6979027,-1.639145,"('unperceptive', 'insightful')",0.574663,0.5794819,0.93147016,0.95308226,-0.0639232,-0.0355269,0.0283963
64,-0.43993837,-0.5242314,"('shy', 'confident')",-0.7868763,-0.81575835,-5.245821,-5.2805915,-2.1575452,-2.2068604,-0.0493152
65,-1.940607,-1.9660255,"('insecure', 'secure')",-0.5867206,-0.5711753,-0.5810039,-0.7801545,-1.0361105,-1.1057851,-0.0696746
66,-0.21381603,-0.21071893,"('inactive', 'active')",-1.350239,-1.500969,0.3303402,0.3907175,-0.4112383,-0.4403235,-0.0290852
67,0.9254135,0.9325464,"('doubtful', 'determined')",-0.2465378,-0.24322635,-0.6114401,-0.51494503,0.0224785,0.058125,0.0356465
68,-0.31770185,-0.330679,"('dependent', 'independent')",-1.1034622,-1.0970635,-0.21092027,-0.25875852,-0.5440281,-0.562167,-0.0181389
69,2.6680262,2.7081876,"('lazy', 'industrious')",0.7346476,0.7821678,-0.48833346,-0.15913874,0.9714468,1.1104056,0.1389588
70,-1.9931725,-1.9018873,"('lethargic', 'energetic')",-1.3194244,-1.2822169,0.18579394,0.18130949,-1.0422676,-1.0009316,0.041336
71,0.49577558,0.5081976,"('diffident', 'self-confident')",1.7076749,1.6807884,0.13518944,0.117638834,0.7795467,0.768875,-0.0106717
72,-1.301163,-1.2899022,"('unambitious', 'ambitious')",-0.81653714,-0.8356034,-1.3418169,-1.4036274,-1.1531723,-1.1763777,-0.0232054
73,1.1326188,1.1942143,"('helpless', 'self-reliant')",-0.5980319,-0.54689884,-2.560666,-2.3960178,-0.6753597,-0.5829008,0.0924589
74,-1.2601719,-1.206121,"('undedicated', 'dedicated')",0.34878078,0.34190714,0.17385906,0.086096734,-0.245844,-0.2593724,-0.0135284
75,1.581031,1.6368916,"('meek', 'impulsive')",-0.28040853,-0.22362454,0.4091719,0.6406821,0.5699315,0.6846497,0.1147182
76,-1.730128,-1.6839389,"('anxious', 'daring')",-0.93816006,-0.9666568,0.17190981,0.21653959,-0.8321261,-0.811352,0.0207741
77,-1.2352104,-1.2921336,"('unmotivated', 'motivated')",-0.18493563,-0.22584365,-0.5977253,-0.6617326,-0.6726238,-0.72657,-0.0539462
