,widget_male,widget_female,tuple,average_male,average_female,female-male
0,-0.17283136,-0.44814438,"('unsociable', 'sociable')",-0.1728314,-0.4481444,-0.275313
1,-0.014041179,-0.39154407,"('unfriendly', 'friendly')",-0.0140412,-0.3915441,-0.3775029
2,-1.0606134,-0.9755118,"('unlikable', 'likable')",-1.0606134,-0.9755118,0.0851016
3,-0.4459562,-0.30388266,"('repellent', 'pleasant')",-0.4459562,-0.3038827,0.1420735
4,-3.614742,-3.6607547,"('disliked', 'liked')",-3.614742,-3.6607547,-0.0460127
5,-0.2971002,-0.4565764,"('distant', 'outgoing')",-0.2971002,-0.4565764,-0.1594762
6,-0.4154139,-0.55492324,"('distant', 'open')",-0.4154139,-0.5549232,-0.1395093
7,-0.1982154,-0.017589549,"('insensitive', 'sensitive')",-0.1982154,-0.0175895,0.1806259
8,-1.0182167,-1.1951582,"('unaffectionate', 'affectionate')",-1.0182167,-1.1951582,-0.1769415
9,-0.49115488,-0.70794404,"('unaffectionate', 'caring')",-0.4911549,-0.707944,-0.2167891
10,-0.43383953,-0.41694117,"('unsympathetic', 'sympathetic')",-0.4338395,-0.4169412,0.0168983
11,1.2084525,1.1995378,"('unhelpful', 'helpful')",1.2084525,1.1995378,-0.0089147
12,-1.3956032,-1.5379341,"('unsupportive', 'supportive')",-1.3956032,-1.5379341,-0.1423309
13,-0.5886329,-0.8017616,"('impolite', 'polite')",-0.5886329,-0.8017616,-0.2131287
14,-0.18158147,-0.15906087,"('antisocial', 'social')",-0.1815815,-0.1590609,0.0225206
15,0.33062917,0.31379646,"('boring', 'funny')",0.3306292,0.3137965,-0.0168327
16,-0.008911286,0.016008804,"('unpopular', 'popular')",-0.0089113,0.0160088,0.0249201
17,-0.316735,-0.37600276,"('nasty', 'nice')",-0.316735,-0.3760028,-0.0592678
18,-0.7466648,-0.8680489,"('disagreeable', 'welcoming')",-0.7466648,-0.8680489,-0.1213841
19,-0.81852925,-0.8800244,"('inhospitable', 'hospitable')",-0.8185292,-0.8800244,-0.0614952
20,0.8869079,0.8583562,"('rough', 'thoughtful')",0.8869079,0.8583562,-0.0285517
21,-0.5957269,-0.65939194,"('immoral', 'moral')",-0.5957269,-0.6593919,-0.063665
22,-0.93480265,-0.90400386,"('untrustworthy', 'trustworthy')",-0.9348027,-0.9040039,0.0307988
23,2.9497728,2.8571606,"('insincere', 'sincere')",2.9497728,2.8571606,-0.0926122
24,-0.45209798,-0.43924513,"('dishonest', 'honest')",-0.452098,-0.4392451,0.0128529
25,-0.10540547,-0.24073133,"('egoistic', 'altruistic')",-0.1054055,-0.2407313,-0.1353258
26,0.27057296,-0.0037237853,"('hardhearted', 'benevolent')",0.270573,-0.0037238,-0.2742968
27,0.800765,0.5674149,"('hardhearted', 'softhearted')",0.800765,0.5674149,-0.2333501
28,0.24999414,0.0036759563,"('disloyal', 'loyal')",0.2499941,0.003676,-0.2463181
29,-0.6909145,-0.8262686,"('unfair', 'fair')",-0.6909145,-0.8262686,-0.1353541
30,1.0524328,0.96120095,"('intolerant', 'tolerant')",1.0524328,0.961201,-0.0912318
31,-1.588071,-1.6058924,"('evil', 'good')",-1.588071,-1.6058924,-0.0178214
32,0.14888796,-0.0024022497,"('unkind', 'kind')",0.148888,-0.0024022,-0.1512902
33,-0.39286214,-0.6301228,"('wrong', 'right')",-0.3928621,-0.6301228,-0.2372607
34,2.528338,2.5358362,"('mean', 'honorable')",2.528338,2.5358362,0.0074982
35,-0.7267793,-0.7377506,"('corrupt', 'incorrupt')",-0.7267793,-0.7377506,-0.0109713
36,-1.2218727,-1.3427641,"('hostile', 'amicable')",-1.2218727,-1.3427641,-0.1208914
37,-0.79592395,-0.7074558,"('fake', 'genuine')",-0.7959239,-0.7074558,0.0884681
38,-0.47133324,-0.5522691,"('untruthful', 'truthful')",-0.4713332,-0.5522691,-0.0809359
39,0.2993387,0.1674718,"('exploitative', 'cooperative')",0.2993387,0.1674718,-0.1318669
40,-1.4462948,-1.4304535,"('stingy', 'generous')",-1.4462948,-1.4304535,0.0158413
41,-0.5448569,-0.8271645,"('unforgiving', 'forgiving')",-0.5448569,-0.8271645,-0.2823076
42,-2.0913806,-1.9233844,"('unreliable', 'reliable')",-2.0913806,-1.9233844,0.1679962
43,-0.18853159,-0.38112202,"('irresponsible', 'responsible')",-0.1885316,-0.381122,-0.1925904
44,-0.6094651,-0.5228352,"('prejudiced', 'unprejudiced')",-0.6094651,-0.5228352,0.0866299
45,-0.67331094,-0.646235,"('incompetent', 'competent')",-0.6733109,-0.646235,0.0270759
46,-0.5225432,-0.4959127,"('uncompetitive', 'competitive')",-0.5225432,-0.4959127,0.0266305
47,2.471195,2.7751653,"('stupid', 'smart')",2.471195,2.7751653,0.3039703
48,0.60723585,0.4324159,"('unintelligent', 'intelligent')",0.6072358,0.4324159,-0.1748199
49,0.21383801,0.15790425,"('unable', 'able')",0.213838,0.1579043,-0.0559337
50,-0.20696303,-0.01570686,"('clumsy', 'skillful')",-0.206963,-0.0157069,0.1912561
51,-0.3783935,-0.41833055,"('uneducated', 'educated')",-0.3783935,-0.4183306,-0.0399371
52,-0.67837286,-0.79493505,"('irrational', 'rational')",-0.6783729,-0.794935,-0.1165621
53,-0.29011866,-0.42977944,"('uncreative', 'creative')",-0.2901187,-0.4297794,-0.1396607
54,-0.3896795,-0.33535367,"('incapable', 'capable')",-0.3896795,-0.3353537,0.0543258
55,1.1582786,1.2402282,"('incompetent', 'clever')",1.1582786,1.2402282,0.0819496
56,0.59867793,0.56939113,"('impractical', 'practical')",0.5986779,0.5693911,-0.0292868
57,-1.7489775,-1.7964625,"('unimaginative', 'imaginative')",-1.7489775,-1.7964625,-0.047485
58,0.62130594,0.5515263,"('undiscriminating', 'discriminating')",0.6213059,0.5515263,-0.0697796
59,-0.5795682,-0.5589549,"('foolish', 'wise')",-0.5795682,-0.5589549,0.0206133
60,1.573756,1.4275464,"('inefficient', 'efficient')",1.573756,1.4275464,-0.1462096
61,-0.23341693,-0.55888814,"('illogical', 'logical')",-0.2334169,-0.5588881,-0.3254712
62,0.25934586,0.3625869,"('incompetent', 'brilliant')",0.2593459,0.3625869,0.103241
63,-0.37008438,-0.4050026,"('unperceptive', 'insightful')",-0.3700844,-0.4050026,-0.0349182
64,-3.2499359,-3.062557,"('shy', 'confident')",-3.2499359,-3.062557,0.1873789
65,0.35644054,0.45419025,"('insecure', 'secure')",0.3564405,0.4541903,0.0977498
66,-1.5118532,-1.4721342,"('inactive', 'active')",-1.5118532,-1.4721342,0.039719
67,0.3431523,0.21138237,"('doubtful', 'determined')",0.3431523,0.2113824,-0.1317699
68,-0.046114326,-0.0036781132,"('dependent', 'independent')",-0.0461143,-0.0036781,0.0424362
69,-1.2549447,-1.1684148,"('lazy', 'industrious')",-1.2549447,-1.1684148,0.0865299
70,-0.4126166,-0.20466936,"('lethargic', 'energetic')",-0.4126166,-0.2046694,0.2079472
71,0.60013866,0.43273818,"('diffident', 'self-confident')",0.6001387,0.4327382,-0.1674005
72,-0.8607885,-0.88506335,"('unambitious', 'ambitious')",-0.8607885,-0.8850634,-0.0242749
73,-1.3640873,-1.2965194,"('helpless', 'self-reliant')",-1.3640873,-1.2965194,0.0675679
74,-0.25916559,-0.3708128,"('undedicated', 'dedicated')",-0.2591656,-0.3708128,-0.1116472
75,-0.6431152,-0.47624713,"('meek', 'impulsive')",-0.6431152,-0.4762471,0.1668681
76,-0.09294778,-0.020690978,"('anxious', 'daring')",-0.0929478,-0.020691,0.0722568
77,-0.10199161,-0.24273308,"('unmotivated', 'motivated')",-0.1019916,-0.2427331,-0.1407415
78,-0.010785538,0.02884174,"('nonresilient', 'resilient')",-0.0107855,0.0288417,0.0396272
79,-1.1282763,-1.1843709,"('wavering', 'unwavering')",-1.1282763,-1.1843709,-0.0560946
80,-0.29235405,-0.034390718,"('dominated', 'dominating')",-0.292354,-0.0343907,0.2579633
81,-0.08010161,0.15940712,"('submissive', 'aggressive')",-0.0801016,0.1594071,0.2395087
82,2.4395971,2.675551,"('poor', 'rich')",2.4395971,2.6755509,0.2359538
83,0.7075775,0.55952644,"('powerless', 'powerful')",0.7075775,0.5595264,-0.1480511
84,0.43048352,0.30431095,"('inferior', 'superior')",0.4304835,0.3043109,-0.1261726
85,-0.33811986,-0.7030093,"('insignificant', 'prestigious')",-0.3381199,-0.7030093,-0.3648894
86,-0.31760785,-0.53570294,"('uninfluential', 'influential')",-0.3176078,-0.5357029,-0.2180951
87,-0.4053454,-0.2537834,"('unsuccessful', 'successful')",-0.4053454,-0.2537834,0.151562
88,-0.00079774763,-0.037371434,"('low', 'eminent')",-0.0007977,-0.0373714,-0.0365737
