,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,female-male
0,-0.81928617,-0.9215207,"('unsociable', 'sociable')",0.95144343,0.7939485,0.0660786,-0.0637861,-0.1298647
1,-0.95676565,-1.1503978,"('unfriendly', 'friendly')",1.2218392,1.016855,0.1325368,-0.0667714,-0.1993082
2,0.79924035,0.79561526,"('unlikable', 'likable')",0.49610075,0.6034024,0.6476706,0.6995088,0.0518382
3,-0.9715698,-0.98720604,"('repellent', 'pleasant')",0.11719721,0.09626838,-0.4271863,-0.4454688,-0.0182825
4,0.51830554,0.44403848,"('disliked', 'liked')",-6.4183483,-6.304612,-2.9500213,-2.9302869,0.0197344
5,0.5605246,0.5216687,"('distant', 'outgoing')",-1.5133091,-1.4485772,-0.4763923,-0.4634542,0.0129381
6,0.3738082,0.36911163,"('distant', 'open')",-1.2840734,-1.311837,-0.4551326,-0.4713627,-0.0162301
7,-1.093997,-1.05797,"('insensitive', 'sensitive')",0.78517884,0.8354532,-0.1544091,-0.1112584,0.0431507
8,-0.10974224,-0.165389,"('unaffectionate', 'affectionate')",0.53192514,0.42585886,0.2110915,0.1302349,-0.0808566
9,-0.4184328,-0.47259486,"('unaffectionate', 'caring')",1.0137002,0.9392998,0.2976337,0.2333525,-0.0642812
10,-2.1900306,-2.2360942,"('unsympathetic', 'sympathetic')",0.81622136,0.71065664,-0.6869046,-0.7627188,-0.0758142
11,-1.1822908,-1.2024481,"('unhelpful', 'helpful')",2.510381,2.45271,0.6640451,0.6251309,-0.0389142
12,-0.9417325,-0.957765,"('unsupportive', 'supportive')",-1.1471305,-1.0613308,-1.0444314,-1.0095479,0.0348835
13,-0.9658982,-0.9956845,"('impolite', 'polite')",0.6761915,0.694214,-0.1448534,-0.1507353,-0.0058819
14,-0.62403697,-0.679238,"('antisocial', 'social')",1.0073324,0.9827263,0.1916477,0.1517441,-0.0399036
15,0.5359087,0.48499024,"('boring', 'funny')",0.75329924,0.71311826,0.644604,0.5990542,-0.0455498
16,0.23632115,0.29984304,"('unpopular', 'popular')",-0.07561703,-0.043677066,0.0803521,0.128083,0.0477309
17,-0.5081507,-0.4154233,"('nasty', 'nice')",-0.5970146,-0.6087745,-0.5525826,-0.5120989,0.0404837
18,-0.07288834,-0.12210982,"('disagreeable', 'welcoming')",-0.92093426,-0.977689,-0.4969113,-0.5498994,-0.0529881
19,-0.15741296,-0.16859055,"('inhospitable', 'hospitable')",-0.9668275,-0.9236565,-0.5621203,-0.5461235,0.0159968
20,-0.3696854,-0.35297525,"('rough', 'thoughtful')",0.49769023,0.5795014,0.0640024,0.1132631,0.0492607
21,-0.885692,-0.8676944,"('immoral', 'moral')",0.5310919,0.59697306,-0.1773,-0.1353607,0.0419393
22,-1.0631019,-1.0768046,"('untrustworthy', 'trustworthy')",-0.5357208,-0.5652552,-0.7994114,-0.8210299,-0.0216185
23,-1.1181245,-1.1927463,"('insincere', 'sincere')",5.815244,5.641543,2.3485599,2.2243984,-0.1241615
