,expeditors_male,expeditors_female,tuple,international_male,international_female,wa_male,wa_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.710991,-0.8748271,"('unsociable', 'sociable')",0.377526,0.22157928,0.4395634,0.3152702,-0.61954516,-0.7247998,-0.1283617,-0.2656944,-0.1373327
1,-1.7653271,-1.711893,"('unfriendly', 'friendly')",-1.1174079,-1.1456704,-0.6171172,-0.57749385,1.4590546,1.3906143,-0.5101994,-0.5111108,-0.0009114
2,0.43751436,0.44964632,"('unlikable', 'likable')",1.2438811,1.2284783,1.4715202,1.4874831,0.62681043,0.65911216,0.9449315,0.95618,0.0112485
3,-0.8432667,-0.73426616,"('repellent', 'pleasant')",0.33131692,0.38957465,1.4614141,1.5648003,0.41594863,0.5260876,0.3413532,0.4365491,0.0951959
4,0.52221286,0.53052664,"('disliked', 'liked')",-0.28904915,-0.3246132,-1.5369822,-1.6222509,-6.544429,-6.667166,-1.9620619,-2.0208759,-0.058814
5,0.08015487,0.26355106,"('distant', 'outgoing')",-0.5256482,-0.36909944,-2.1977537,-2.0934963,-0.22809921,-0.13444258,-0.7178365,-0.5833718,0.1344647
6,-0.61085796,-0.40292212,"('distant', 'open')",-0.8069579,-0.6152732,-2.2642155,-2.1453507,0.25193518,0.3779594,-0.857524,-0.6963966,0.1611274
7,-0.35476542,-0.3139249,"('insensitive', 'sensitive')",0.29532784,0.26839533,1.4142321,1.534206,0.5354867,0.60015213,0.4725703,0.5222071,0.0496368
8,-1.8124592,-1.7922287,"('unaffectionate', 'affectionate')",-1.414227,-1.450969,-2.97525,-2.8975487,0.24033073,0.21431144,-1.4904014,-1.4816086,0.0087928
9,-1.4335421,-1.4009511,"('unaffectionate', 'caring')",-0.48338047,-0.48928615,-0.7730242,-0.7288041,0.9226462,0.9507944,-0.4418251,-0.4170617,0.0247634
10,-0.8634926,-0.936539,"('unsympathetic', 'sympathetic')",-0.019844346,-0.005140256,1.300974,1.3661364,-0.48147938,-0.4540988,-0.0159606,-0.0074104,0.0085502
11,0.56538993,0.49940336,"('unhelpful', 'helpful')",1.2946097,1.2720497,0.93365026,0.9867749,1.7891324,1.8814363,1.1456956,1.159916,0.0142204
12,0.1267428,0.32290435,"('unsupportive', 'supportive')",0.3840169,0.5329007,-0.0985818,0.06357709,-2.1624234,-2.087495,-0.4375614,-0.2920282,0.1455332
13,0.4977063,0.41155297,"('impolite', 'polite')",1.8971503,1.8896385,1.8295944,1.8339853,-0.25732324,-0.2321897,0.9917819,0.9757468,-0.0160351
14,0.20039748,0.1451315,"('antisocial', 'social')",1.4258993,1.3224341,1.2182288,1.2235116,-0.7783287,-0.7897137,0.5165492,0.4753409,-0.0412083
15,0.15796393,0.010564528,"('boring', 'funny')",0.04835873,-0.066542916,0.27802077,0.17288879,0.962145,0.8784307,0.3616221,0.2488353,-0.1127868
16,-0.92088664,-0.945531,"('unpopular', 'popular')",-0.21095428,-0.24734947,-0.77262783,-0.8447039,0.6653933,0.6373545,-0.3097689,-0.3500575,-0.0402886
17,0.36759126,0.42043993,"('nasty', 'nice')",-1.3555952,-1.315538,-0.5982605,-0.56386137,-0.45509914,-0.36523274,-0.5103409,-0.456048,0.0542929
18,-0.65847695,-0.54537135,"('disagreeable', 'welcoming')",0.9549877,1.0755881,0.14633647,0.23166828,-0.22448225,-0.20572521,0.0545912,0.13904,0.0844488
19,-0.6993021,-0.591086,"('inhospitable', 'hospitable')",-1.0059932,-0.95639914,-1.1159225,-1.0235698,-0.3240653,-0.21907654,-0.7863207,-0.6975329,0.0887878
20,-0.009028954,0.01028324,"('rough', 'thoughtful')",0.023153648,0.036812324,0.060891293,0.12300458,0.81832194,0.8528088,0.2233345,0.2557272,0.0323927
21,0.43139252,0.363477,"('immoral', 'moral')",1.116743,1.1015203,1.6382109,1.6681775,-0.34999558,-0.37041917,0.7090877,0.6906889,-0.0183988
22,0.4870321,0.42580718,"('untrustworthy', 'trustworthy')",0.6295116,0.59534323,1.2938098,1.3054047,-0.9029161,-0.9155888,0.3768593,0.3527415,-0.0241178
23,-0.56342864,-0.601905,"('insincere', 'sincere')",0.45942253,0.42434776,2.3346934,2.378848,6.017017,6.057215,2.0619261,2.0646265,0.0027004
24,-0.29446998,-0.30850524,"('dishonest', 'honest')",0.20921564,0.24048492,0.48298714,0.55109334,1.0214572,1.0498185,0.3547975,0.3832229,0.0284254
25,-0.7854436,-0.7797602,"('egoistic', 'altruistic')",-0.40011257,-0.4527446,-1.0520337,-1.0910912,0.8843666,0.85646206,-0.3383058,-0.3667835,-0.0284777
26,0.15821216,0.12764066,"('hardhearted', 'benevolent')",0.91351306,0.81503147,0.8061374,0.79533553,1.3501582,1.2231797,0.8070052,0.7402968,-0.0667084
27,-0.49980968,-0.33419153,"('hardhearted', 'softhearted')",-1.2015368,-1.1164788,0.3526094,0.437265,1.3309283,1.3544846,-0.0044522,0.0852698,0.089722
28,-0.99681574,-1.134687,"('disloyal', 'loyal')",-0.38352603,-0.508047,0.3580871,0.29386523,1.0466911,0.93719214,0.0061091,-0.1029191,-0.1090282
29,-0.4327346,-0.3794614,"('unfair', 'fair')",-1.0019267,-1.0719442,-0.4677838,-0.5402712,-0.3710811,-0.51186836,-0.5683815,-0.6258863,-0.0575048
30,0.9314497,0.87393534,"('intolerant', 'tolerant')",0.9068986,0.8122133,2.0941117,2.0957603,1.5197057,1.5176395,1.3630414,1.3248872,-0.0381542
31,-1.159116,-0.99771804,"('evil', 'good')",-1.3714964,-1.2843221,-2.027685,-1.9551384,-1.1318647,-1.107167,-1.4225404,-1.3360865,0.0864539
32,0.30920577,0.24044453,"('unkind', 'kind')",0.73789394,0.55708957,1.7439729,1.7333044,0.9555493,0.8140445,0.9366555,0.8362207,-0.1004348
33,0.17727642,0.23115744,"('wrong', 'right')",-0.30039144,-0.20612603,-0.18174091,-0.18631428,-0.5164108,-0.506993,-0.2053167,-0.167069,0.0382477
34,0.4504462,0.5982137,"('mean', 'honorable')",1.091701,1.2358271,0.5675323,0.64871407,6.5184455,6.7091317,2.1570313,2.2979717,0.1409404
35,0.4815039,0.4923692,"('corrupt', 'incorrupt')",-0.8477447,-0.95374596,-2.5227444,-2.6184084,-0.14384504,-0.23231117,-0.7582076,-0.8280241,-0.0698165
36,-0.9904161,-0.97371787,"('hostile', 'amicable')",-0.4961115,-0.5323775,-2.9788,-3.0567563,0.05451955,-0.079649076,-1.102702,-1.1606252,-0.0579232
37,0.08285889,0.12346922,"('fake', 'genuine')",-0.29700208,-0.2782593,-0.33039927,-0.24984583,0.44164404,0.4826895,-0.0257246,0.0195134,0.045238
