,diary_male,diary_female,tuple,average_male,average_female,female-male
0,0.3653459,0.26077163,"('unsociable', 'sociable')",0.3653459,0.2607716,-0.1045743
1,0.65811026,0.5701162,"('unfriendly', 'friendly')",0.6581103,0.5701162,-0.0879941
2,0.18758899,0.36614105,"('unlikable', 'likable')",0.187589,0.3661411,0.1785521
3,0.53637075,0.5509503,"('repellent', 'pleasant')",0.5363708,0.5509503,0.0145795
4,-7.695863,-7.605069,"('disliked', 'liked')",-7.6958628,-7.6050692,0.0907936
5,-1.073948,-0.96381706,"('distant', 'outgoing')",-1.073948,-0.9638171,0.1101309
6,-0.7271694,-0.679374,"('distant', 'open')",-0.7271694,-0.679374,0.0477954
7,1.5696996,1.5241703,"('insensitive', 'sensitive')",1.5696996,1.5241703,-0.0455293
8,0.7323314,0.6692652,"('unaffectionate', 'affectionate')",0.7323314,0.6692652,-0.0630662
9,1.2115649,1.2506692,"('unaffectionate', 'caring')",1.2115649,1.2506692,0.0391043
10,1.6397283,1.4532976,"('unsympathetic', 'sympathetic')",1.6397283,1.4532976,-0.1864307
11,2.2668417,2.2845938,"('unhelpful', 'helpful')",2.2668417,2.2845938,0.0177521
12,-1.3507873,-1.2606581,"('unsupportive', 'supportive')",-1.3507873,-1.2606581,0.0901292
13,0.11722244,0.095314756,"('impolite', 'polite')",0.1172224,0.0953148,-0.0219076
14,0.17607729,0.27049083,"('antisocial', 'social')",0.1760773,0.2704908,0.0944135
15,-0.0048085283,0.058335327,"('boring', 'funny')",-0.0048085,0.0583353,0.0631438
16,-1.115485,-0.9613669,"('unpopular', 'popular')",-1.115485,-0.9613669,0.1541181
17,0.07353222,0.0029166918,"('nasty', 'nice')",0.0735322,0.0029167,-0.0706155
18,-0.69094247,-0.6837553,"('disagreeable', 'welcoming')",-0.6909425,-0.6837553,0.0071872
19,-0.7658684,-0.78094715,"('inhospitable', 'hospitable')",-0.7658684,-0.7809471,-0.0150787
20,0.64968395,0.5494603,"('rough', 'thoughtful')",0.649684,0.5494603,-0.1002237
21,-0.0037036384,0.04327617,"('immoral', 'moral')",-0.0037036,0.0432762,0.0469798
22,0.23079783,0.21955557,"('untrustworthy', 'trustworthy')",0.2307978,0.2195556,-0.0112422
23,6.62696,6.5485554,"('insincere', 'sincere')",6.6269598,6.5485554,-0.0784044
24,1.8786699,1.8563995,"('dishonest', 'honest')",1.8786699,1.8563995,-0.0222704
25,-0.10674713,-0.1363042,"('egoistic', 'altruistic')",-0.1067471,-0.1363042,-0.0295571
26,0.65599716,0.5101189,"('hardhearted', 'benevolent')",0.6559972,0.5101189,-0.1458783
27,1.6629703,1.4228486,"('hardhearted', 'softhearted')",1.6629703,1.4228486,-0.2401217
28,1.0760514,0.9001889,"('disloyal', 'loyal')",1.0760514,0.9001889,-0.1758625
29,-0.07688184,-0.19233951,"('unfair', 'fair')",-0.0768818,-0.1923395,-0.1154577
30,1.4123605,1.3248869,"('intolerant', 'tolerant')",1.4123605,1.3248869,-0.0874736
31,-1.7120255,-1.6535833,"('evil', 'good')",-1.7120255,-1.6535833,0.0584422
32,1.2505888,1.1096989,"('unkind', 'kind')",1.2505888,1.1096989,-0.1408899
33,-1.3204292,-1.1830063,"('wrong', 'right')",-1.3204292,-1.1830063,0.1374229
34,4.129202,4.235301,"('mean', 'honorable')",4.1292019,4.235301,0.1060991
35,-1.5703925,-1.6883379,"('corrupt', 'incorrupt')",-1.5703925,-1.6883379,-0.1179454
36,-1.2092296,-1.3817391,"('hostile', 'amicable')",-1.2092296,-1.3817391,-0.1725095
37,0.64550334,0.524396,"('fake', 'genuine')",0.6455033,0.524396,-0.1211073
38,-0.028379846,0.03963179,"('untruthful', 'truthful')",-0.0283798,0.0396318,0.0680116
39,0.042488184,0.069712944,"('exploitative', 'cooperative')",0.0424882,0.0697129,0.0272247
40,-1.4510663,-1.6883458,"('stingy', 'generous')",-1.4510663,-1.6883458,-0.2372795
41,0.28418928,0.080808036,"('unforgiving', 'forgiving')",0.2841893,0.080808,-0.2033813
42,-1.6074417,-1.659455,"('unreliable', 'reliable')",-1.6074417,-1.6594549,-0.0520132
43,1.8297141,1.8486428,"('irresponsible', 'responsible')",1.8297141,1.8486428,0.0189287
44,-1.1719515,-1.2157577,"('prejudiced', 'unprejudiced')",-1.1719515,-1.2157577,-0.0438062
45,0.53869426,0.42366028,"('incompetent', 'competent')",0.5386943,0.4236603,-0.115034
46,-0.16369814,-0.22930636,"('uncompetitive', 'competitive')",-0.1636981,-0.2293064,-0.0656083
47,5.3456516,5.463599,"('stupid', 'smart')",5.3456516,5.4635992,0.1179476
48,0.68130887,0.58185095,"('unintelligent', 'intelligent')",0.6813089,0.5818509,-0.099458
49,-0.54083097,-0.39381114,"('unable', 'able')",-0.540831,-0.3938111,0.1470199
50,-0.4525219,-0.5643014,"('clumsy', 'skillful')",-0.4525219,-0.5643014,-0.1117795
51,0.28535122,0.22894204,"('uneducated', 'educated')",0.2853512,0.228942,-0.0564092
52,-0.63946724,-0.69310856,"('irrational', 'rational')",-0.6394672,-0.6931086,-0.0536414
53,-0.038057376,-0.06002505,"('uncreative', 'creative')",-0.0380574,-0.0600251,-0.0219677
54,0.8242101,0.94267166,"('incapable', 'capable')",0.8242101,0.9426717,0.1184616
55,0.9444531,1.0081984,"('incompetent', 'clever')",0.9444531,1.0081984,0.0637453
56,0.7456665,0.8977312,"('impractical', 'practical')",0.7456665,0.8977312,0.1520647
57,-2.3548863,-2.3806415,"('unimaginative', 'imaginative')",-2.3548863,-2.3806415,-0.0257552
58,0.23215814,0.1389979,"('undiscriminating', 'discriminating')",0.2321581,0.1389979,-0.0931602
59,-0.30808276,-0.21226525,"('foolish', 'wise')",-0.3080828,-0.2122653,0.0958175
60,0.7399115,0.9104898,"('inefficient', 'efficient')",0.7399115,0.9104898,0.1705783
61,0.647981,0.48230258,"('illogical', 'logical')",0.647981,0.4823026,-0.1656784
62,1.2000167,1.390815,"('incompetent', 'brilliant')",1.2000167,1.390815,0.1907983
63,0.66433764,0.64493,"('unperceptive', 'insightful')",0.6643376,0.64493,-0.0194076
64,-5.5776267,-5.422714,"('shy', 'confident')",-5.5776267,-5.4227142,0.1549125
65,1.5872265,1.4173479,"('insecure', 'secure')",1.5872265,1.4173479,-0.1698786
66,-0.2854885,-0.39005604,"('inactive', 'active')",-0.2854885,-0.390056,-0.1045675
