,space_male,space_female,tuple,average_male,average_female,female-male
0,-0.19259068,-0.24507666,"('unsociable', 'sociable')",-0.1925907,-0.2450767,-0.052486
1,1.3588119,1.3125942,"('unfriendly', 'friendly')",1.3588119,1.3125942,-0.0462177
2,0.26967093,0.40908724,"('unlikable', 'likable')",0.2696709,0.4090872,0.1394163
3,0.6586911,0.7243501,"('repellent', 'pleasant')",0.6586911,0.7243501,0.065659
4,-7.1322875,-7.1621647,"('disliked', 'liked')",-7.1322875,-7.1621647,-0.0298772
5,-0.40699887,-0.39763945,"('distant', 'outgoing')",-0.4069989,-0.3976395,0.0093594
6,0.028583623,0.013186783,"('distant', 'open')",0.0285836,0.0131868,-0.0153968
7,0.9871754,1.0746375,"('insensitive', 'sensitive')",0.9871754,1.0746375,0.0874621
8,1.4788914,1.4289805,"('unaffectionate', 'affectionate')",1.4788914,1.4289805,-0.0499109
9,1.7530153,1.8134207,"('unaffectionate', 'caring')",1.7530153,1.8134207,0.0604054
10,0.81903785,0.83119553,"('unsympathetic', 'sympathetic')",0.8190379,0.8311955,0.0121576
11,1.8189483,1.885754,"('unhelpful', 'helpful')",1.8189483,1.885754,0.0668057
12,-1.3314586,-1.258956,"('unsupportive', 'supportive')",-1.3314586,-1.258956,0.0725026
13,-0.30073607,-0.25880784,"('impolite', 'polite')",-0.3007361,-0.2588078,0.0419283
14,-0.029951885,-0.023628164,"('antisocial', 'social')",-0.0299519,-0.0236282,0.0063237
15,0.15181433,0.1516806,"('boring', 'funny')",0.1518143,0.1516806,-0.0001337
16,-0.38884547,-0.29007718,"('unpopular', 'popular')",-0.3888455,-0.2900772,0.0987683
17,0.065573156,0.09229894,"('nasty', 'nice')",0.0655732,0.0922989,0.0267257
18,-0.7140936,-0.66884714,"('disagreeable', 'welcoming')",-0.7140936,-0.6688471,0.0452465
19,-0.50491416,-0.465047,"('inhospitable', 'hospitable')",-0.5049142,-0.465047,0.0398672
20,0.7226436,0.6153918,"('rough', 'thoughtful')",0.7226436,0.6153918,-0.1072518
21,-0.35137203,-0.24060223,"('immoral', 'moral')",-0.351372,-0.2406022,0.1107698
22,-0.32987618,-0.32851404,"('untrustworthy', 'trustworthy')",-0.3298762,-0.328514,0.0013622
23,6.0935397,6.2000704,"('insincere', 'sincere')",6.0935397,6.2000704,0.1065307
24,1.4547839,1.4436071,"('dishonest', 'honest')",1.4547839,1.4436071,-0.0111768
25,0.646256,0.6397504,"('egoistic', 'altruistic')",0.646256,0.6397504,-0.0065056
26,0.6194794,0.51210994,"('hardhearted', 'benevolent')",0.6194794,0.5121099,-0.1073695
27,1.5851017,1.4663497,"('hardhearted', 'softhearted')",1.5851017,1.4663497,-0.118752
28,0.97098005,0.8959667,"('disloyal', 'loyal')",0.97098,0.8959667,-0.0750133
29,-0.26471072,-0.42480037,"('unfair', 'fair')",-0.2647107,-0.4248004,-0.1600897
30,1.0188915,1.0165454,"('intolerant', 'tolerant')",1.0188915,1.0165454,-0.0023461
31,-0.7604284,-0.81794477,"('evil', 'good')",-0.7604284,-0.8179448,-0.0575164
32,1.1157784,1.1020948,"('unkind', 'kind')",1.1157784,1.1020948,-0.0136836
33,-0.44446433,-0.43036464,"('wrong', 'right')",-0.4444643,-0.4303646,0.0140997
34,4.3485312,4.544923,"('mean', 'honorable')",4.3485312,4.5449228,0.1963916
35,-0.7827579,-0.97400475,"('corrupt', 'incorrupt')",-0.7827579,-0.9740047,-0.1912468
36,-0.26159438,-0.4367282,"('hostile', 'amicable')",-0.2615944,-0.4367282,-0.1751338
37,0.70470905,0.6906683,"('fake', 'genuine')",0.7047091,0.6906683,-0.0140408
38,-0.07964185,-0.05601026,"('untruthful', 'truthful')",-0.0796418,-0.0560103,0.0236315
39,0.24162221,0.2334872,"('exploitative', 'cooperative')",0.2416222,0.2334872,-0.008135
40,-1.43247,-1.4806197,"('stingy', 'generous')",-1.43247,-1.4806197,-0.0481497
41,0.16056849,0.10462943,"('unforgiving', 'forgiving')",0.1605685,0.1046294,-0.0559391
42,-2.0369325,-1.9561142,"('unreliable', 'reliable')",-2.0369325,-1.9561142,0.0808183
43,1.0617942,1.1263292,"('irresponsible', 'responsible')",1.0617942,1.1263292,0.064535
44,-1.047018,-1.1022029,"('prejudiced', 'unprejudiced')",-1.0470181,-1.1022029,-0.0551848
45,-0.071881086,-0.07260379,"('incompetent', 'competent')",-0.0718811,-0.0726038,-0.0007227
46,-1.0290779,-0.98141724,"('uncompetitive', 'competitive')",-1.0290779,-0.9814172,0.0476607
47,5.2715874,5.4577217,"('stupid', 'smart')",5.2715874,5.4577217,0.1861343
48,0.7444743,0.7283556,"('unintelligent', 'intelligent')",0.7444743,0.7283556,-0.0161187
49,-0.2551117,-0.119451545,"('unable', 'able')",-0.2551117,-0.1194515,0.1356602
50,-0.29359072,-0.23465155,"('clumsy', 'skillful')",-0.2935907,-0.2346516,0.0589391
51,0.10658559,0.1457188,"('uneducated', 'educated')",0.1065856,0.1457188,0.0391332
52,-0.087342456,-0.1987834,"('irrational', 'rational')",-0.0873425,-0.1987834,-0.1114409
53,0.37140575,0.39165428,"('uncreative', 'creative')",0.3714058,0.3916543,0.0202485
54,1.0911306,1.1872922,"('incapable', 'capable')",1.0911306,1.1872922,0.0961616
55,0.3664079,0.4198073,"('incompetent', 'clever')",0.3664079,0.4198073,0.0533994
56,0.36640233,0.45537215,"('impractical', 'practical')",0.3664023,0.4553722,0.0889699
57,-2.703092,-2.686948,"('unimaginative', 'imaginative')",-2.7030921,-2.6869481,0.016144
58,-0.12483217,-0.12974535,"('undiscriminating', 'discriminating')",-0.1248322,-0.1297453,-0.0049131
59,0.22770071,0.2695842,"('foolish', 'wise')",0.2277007,0.2695842,0.0418835
60,0.11231811,0.28057957,"('inefficient', 'efficient')",0.1123181,0.2805796,0.1682615
61,0.29550645,0.13532183,"('illogical', 'logical')",0.2955064,0.1353218,-0.1601846
62,0.81120384,0.9684029,"('incompetent', 'brilliant')",0.8112038,0.9684029,0.1571991
63,0.29102102,0.392366,"('unperceptive', 'insightful')",0.291021,0.392366,0.101345
64,-6.328088,-6.289126,"('shy', 'confident')",-6.3280878,-6.2891259,0.0389619
65,0.35601163,0.40317598,"('insecure', 'secure')",0.3560116,0.403176,0.0471644
66,0.037538804,-0.059411906,"('inactive', 'active')",0.0375388,-0.0594119,-0.0969507
67,-0.60309285,-0.5065305,"('doubtful', 'determined')",-0.6030928,-0.5065305,0.0965623
68,-0.8788927,-0.8550684,"('dependent', 'independent')",-0.8788927,-0.8550684,0.0238243
69,-1.5309668,-1.5447414,"('lazy', 'industrious')",-1.5309668,-1.5447414,-0.0137746
70,1.0225352,1.0453122,"('lethargic', 'energetic')",1.0225352,1.0453122,0.022777
71,0.55474836,0.6405487,"('diffident', 'self-confident')",0.5547484,0.6405487,0.0858003
