,brown_male,brown_female,tuple,&_male,&_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5944189,0.4989796,"('unsociable', 'sociable')",0.71503353,0.6198187,-0.44738925,-0.55697155,0.2873544,0.1872756,-0.1000788
1,0.63840365,0.53737724,"('unfriendly', 'friendly')",0.10560151,-0.022073548,2.213491,2.0412028,0.9858321,0.8521688,-0.1336633
2,0.22525959,0.293842,"('unlikable', 'likable')",1.2504445,1.2574515,0.37097412,0.44838092,0.6155594,0.6665581,0.0509987
3,-0.70454353,-0.72109103,"('repellent', 'pleasant')",-0.47946736,-0.4441293,-0.40819305,-0.38183296,-0.5307346,-0.5156844,0.0150502
4,0.54255533,0.46793035,"('disliked', 'liked')",-0.040818,-0.06004815,-5.3549485,-5.453341,-1.6177371,-1.6818196,-0.0640825
5,0.5734457,0.591101,"('distant', 'outgoing')",-0.04771307,-0.031731006,0.58780015,0.4919705,0.3711776,0.3504468,-0.0207308
6,1.186875,1.2036351,"('distant', 'open')",-0.26553592,-0.20961635,0.9243738,0.7899451,0.6152376,0.5946546,-0.020583
7,0.119193666,0.1710674,"('insensitive', 'sensitive')",-0.28959987,-0.22722155,0.5170158,0.49144197,0.1155365,0.1450959,0.0295594
8,0.7651163,0.7313794,"('unaffectionate', 'affectionate')",0.7471127,0.71098435,1.2771395,1.1262225,0.9297895,0.8561954,-0.0735941
9,1.45033,1.401342,"('unaffectionate', 'caring')",0.6566268,0.61869645,1.2625524,1.1587603,1.1231697,1.0595996,-0.0635701
10,-0.37949365,-0.46997574,"('unsympathetic', 'sympathetic')",-0.15365604,-0.23582323,-0.645717,-0.7097102,-0.3929556,-0.4718364,-0.0788808
11,-0.5312151,-0.49879923,"('unhelpful', 'helpful')",-0.7889114,-0.76129985,1.556974,1.5678412,0.0789492,0.1025807,0.0236315
12,1.4513005,1.528411,"('unsupportive', 'supportive')",0.89988863,0.99765134,-1.0833287,-1.0822306,0.4226201,0.4812773,0.0586572
13,-0.38052982,-0.2680221,"('impolite', 'polite')",0.12886506,0.13718203,-0.71845466,-0.6888672,-0.3233731,-0.2732358,0.0501373
14,0.22725664,0.17488153,"('antisocial', 'social')",1.2602098,1.145205,-0.87551355,-0.9059991,0.2039843,0.1380292,-0.0659551
15,0.65396804,0.73207456,"('boring', 'funny')",0.6405747,0.65539974,0.69812506,0.65357196,0.6642226,0.6803487,0.0161261
16,-0.8666031,-0.8873136,"('unpopular', 'popular')",-0.38192886,-0.29714215,0.3683125,0.35217696,-0.2934065,-0.2774263,0.0159802
17,0.23505917,0.28034395,"('nasty', 'nice')",0.105443224,0.24473706,-0.31906992,-0.29446033,0.0071442,0.0768736,0.0697294
18,-0.4280014,-0.43602464,"('disagreeable', 'welcoming')",0.19642013,0.3302626,-0.26310033,-0.3794748,-0.1648939,-0.1617456,0.0031483
19,0.54261065,0.6160627,"('inhospitable', 'hospitable')",-0.8073894,-0.7025075,0.41388592,0.4303369,0.0497024,0.1146307,0.0649283
20,-1.0069647,-1.022744,"('rough', 'thoughtful')",0.2497656,0.28911403,1.3597907,1.3167453,0.2008639,0.1943717,-0.0064922
21,-0.106350765,-0.09715174,"('immoral', 'moral')",0.7003329,0.7399743,-0.9048627,-0.88466924,-0.1036269,-0.0806156,0.0230113
22,-1.1341671,-1.2591884,"('untrustworthy', 'trustworthy')",-0.05185456,-0.121571675,-1.1535399,-1.2534646,-0.7798538,-0.8780749,-0.0982211
23,-0.93704593,-1.0051492,"('insincere', 'sincere')",-0.39583153,-0.4289802,4.951194,4.848994,1.2061055,1.1382881,-0.0678174
24,0.51590455,0.43433216,"('dishonest', 'honest')",0.2945212,0.30575064,0.6306943,0.534137,0.4803734,0.4247399,-0.0556335
25,1.1591448,1.204725,"('egoistic', 'altruistic')",0.19533753,0.22544385,1.4624633,1.4405624,0.9389819,0.9569105,0.0179286
