,s&p_male,s&p_female,tuple,global_male,global_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6812311,-1.0372775,"('unsociable', 'sociable')",-2.732335,-3.042747,-0.29028177,-0.42624468,-1.234616,-1.5020898,-0.2674738
1,-0.89190733,-0.9919348,"('unfriendly', 'friendly')",-0.50057286,-0.4262224,-0.7062874,-0.88722724,-0.6995892,-0.7684615,-0.0688723
2,1.9691763,1.9958379,"('unlikable', 'likable')",1.5075686,1.5819076,1.9062376,1.9073513,1.7943274,1.8283656,0.0340382
3,0.13536915,0.048876178,"('repellent', 'pleasant')",-1.5047463,-1.5004507,-0.43533897,-0.42139435,-0.601572,-0.624323,-0.022751
4,-0.11811128,-0.18139446,"('disliked', 'liked')",0.6594699,0.7581812,0.8722324,0.8707675,0.471197,0.4825181,0.0113211
5,0.23526654,0.5048327,"('distant', 'outgoing')",1.110042,1.4208566,0.56508666,0.7010152,0.6367984,0.8755682,0.2387698
6,0.7301761,1.0473009,"('distant', 'open')",1.4673206,1.8730984,0.4366653,0.59125805,0.878054,1.1705524,0.2924984
7,-0.1150745,-0.2509649,"('insensitive', 'sensitive')",-1.7051747,-1.867763,-0.75449586,-0.8093794,-0.8582484,-0.9760358,-0.1177874
8,-0.2896152,-0.28706223,"('unaffectionate', 'affectionate')",0.2259252,0.37676483,-0.369076,-0.4739257,-0.1442553,-0.1280744,0.0161809
9,0.2753788,0.2322005,"('unaffectionate', 'caring')",-0.36081952,-0.32623306,0.052391797,-0.091837265,-0.0110163,-0.0619566,-0.0509403
10,-0.9131568,-1.1882167,"('unsympathetic', 'sympathetic')",-2.4876897,-2.7810848,-1.4267759,-1.5366434,-1.6092075,-1.8353149,-0.2261074
11,-0.1282751,-0.17316267,"('unhelpful', 'helpful')",-2.2091572,-2.4916096,-0.90505916,-0.96121675,-1.0808305,-1.208663,-0.1278325
12,0.5264165,0.505636,"('unsupportive', 'supportive')",-0.83643645,-0.8665924,0.5511131,0.5753137,0.0803644,0.0714524,-0.008912
13,-0.5455475,-0.7006545,"('impolite', 'polite')",-1.864105,-2.1260924,0.11396788,0.105617344,-0.7652282,-0.9070432,-0.141815
14,-0.04543216,-0.32201016,"('antisocial', 'social')",-1.367562,-1.6162894,-0.12156612,-0.16750067,-0.5115201,-0.7019334,-0.1904133
