,colgate_male,colgate_female,tuple,palmolive_male,palmolive_female,co_male,co_female,average_male,average_female,female-male
0,-1.3553329,-1.4696207,"('unsociable', 'sociable')",-1.0471354,-1.1106887,-0.10990603,-0.23368359,-0.8374581,-0.9379977,-0.1005396
1,-1.2940177,-1.496592,"('unfriendly', 'friendly')",0.0295575,-0.09277468,1.729873,1.6090604,0.1551376,0.0065646,-0.148573
2,0.50942934,0.5633057,"('unlikable', 'likable')",0.8290666,0.8329347,0.78129935,0.90244,0.7065984,0.7662268,0.0596284
3,-0.74617726,-0.69144076,"('repellent', 'pleasant')",-1.4700255,-1.4499474,0.42993367,0.55015767,-0.595423,-0.5304102,0.0650128
4,0.22658372,0.12582839,"('disliked', 'liked')",0.38964817,0.39329937,-6.765796,-6.8703613,-2.0498548,-2.1170778,-0.067223
5,0.57030714,0.50134027,"('distant', 'outgoing')",0.9007416,0.90038216,-0.28923392,-0.28046855,0.3939383,0.3737513,-0.020187
6,0.24014863,0.18000901,"('distant', 'open')",1.2074872,1.2233609,0.048051976,0.03717619,0.4985626,0.480182,-0.0183806
7,-0.8083644,-0.79850245,"('insensitive', 'sensitive')",-0.85896397,-0.81373405,0.20957807,0.27707288,-0.4859168,-0.4450545,0.0408623
8,-0.7266755,-0.9108289,"('unaffectionate', 'affectionate')",0.051241323,-0.053164333,0.6318326,0.46810317,-0.0145339,-0.1652967,-0.1507628
9,-1.013021,-1.1724491,"('unaffectionate', 'caring')",-0.48906136,-0.59579414,0.9921594,0.92336094,-0.1699743,-0.2816275,-0.1116532
10,-2.0126433,-2.0281951,"('unsympathetic', 'sympathetic')",-1.7937536,-1.7911108,-0.17777774,-0.13999447,-1.3280582,-1.3197668,0.0082914
11,-1.0414257,-1.0672424,"('unhelpful', 'helpful')",-2.1372836,-2.1640043,1.5152524,1.5565288,-0.5544856,-0.5582393,-0.0037537
12,-1.0636891,-1.1094915,"('unsupportive', 'supportive')",-1.2240912,-1.2097685,-2.0632396,-2.0385609,-1.45034,-1.452607,-0.002267
13,-1.1242398,-1.0648468,"('impolite', 'polite')",-0.9830229,-0.958319,-0.3879536,-0.35832924,-0.8317387,-0.7938317,0.037907
14,-0.20054972,-0.15300962,"('antisocial', 'social')",-0.2268961,-0.24242215,0.028286617,0.0047413297,-0.1330531,-0.1302301,0.002823
15,0.29656923,0.2953633,"('boring', 'funny')",0.8273539,0.79540026,0.43075436,0.3894765,0.5182258,0.4934134,-0.0248124
16,-0.5876834,-0.6395763,"('unpopular', 'popular')",0.6517429,0.65263313,0.08005567,-0.04207372,0.0480384,-0.0096723,-0.0577107
17,0.13813022,0.13177449,"('nasty', 'nice')",0.091113366,0.119360775,-0.418606,-0.42695546,-0.0631208,-0.0586067,0.0045141
18,-0.24921876,-0.23287368,"('disagreeable', 'welcoming')",0.17984754,0.23290679,-0.73871326,-0.77953786,-0.2693615,-0.2598349,0.0095266
