,figure_male,figure_female,tuple,average_male,average_female,female-male
0,0.011542359,-0.14802407,"('unsociable', 'sociable')",0.0115424,-0.1480241,-0.1595665
1,1.3943871,1.4014593,"('unfriendly', 'friendly')",1.3943871,1.4014593,0.0070722
2,0.2875017,0.47463784,"('unlikable', 'likable')",0.2875017,0.4746378,0.1871361
3,0.84555155,0.87501866,"('repellent', 'pleasant')",0.8455516,0.8750187,0.0294671
4,-7.2440667,-7.1446,"('disliked', 'liked')",-7.2440667,-7.1445999,0.0994668
5,-0.40067184,-0.1950234,"('distant', 'outgoing')",-0.4006718,-0.1950234,0.2056484
6,-0.17866313,0.027714081,"('distant', 'open')",-0.1786631,0.0277141,0.2063772
7,0.79812986,0.8622998,"('insensitive', 'sensitive')",0.7981299,0.8622998,0.0641699
8,0.89869195,0.9575249,"('unaffectionate', 'affectionate')",0.898692,0.9575249,0.0588329
9,1.8075942,1.9412485,"('unaffectionate', 'caring')",1.8075942,1.9412485,0.1336543
10,1.1337805,1.1217313,"('unsympathetic', 'sympathetic')",1.1337805,1.1217313,-0.0120492
11,2.2619798,2.320172,"('unhelpful', 'helpful')",2.2619798,2.3201721,0.0581923
12,-1.6647772,-1.5950031,"('unsupportive', 'supportive')",-1.6647772,-1.5950031,0.0697741
13,0.43441555,0.34158012,"('impolite', 'polite')",0.4344155,0.3415801,-0.0928354
14,-0.15077992,-0.2891522,"('antisocial', 'social')",-0.1507799,-0.2891522,-0.1383723
15,0.7031462,0.73062986,"('boring', 'funny')",0.7031462,0.7306299,0.0274837
16,-0.16274883,-0.07521342,"('unpopular', 'popular')",-0.1627488,-0.0752134,0.0875354
17,-0.26431102,-0.16312435,"('nasty', 'nice')",-0.264311,-0.1631244,0.1011866
18,-0.65784675,-0.77043706,"('disagreeable', 'welcoming')",-0.6578467,-0.7704371,-0.1125904
19,-0.8353846,-0.5509468,"('inhospitable', 'hospitable')",-0.8353846,-0.5509468,0.2844378
20,0.9083782,0.7784857,"('rough', 'thoughtful')",0.9083782,0.7784857,-0.1298925
21,0.21660888,0.28326595,"('immoral', 'moral')",0.2166089,0.2832659,0.066657
22,-0.094418496,-0.06942274,"('untrustworthy', 'trustworthy')",-0.0944185,-0.0694227,0.0249958
23,6.5999937,6.571627,"('insincere', 'sincere')",6.5999937,6.5716271,-0.0283666
24,1.7462747,1.7922668,"('dishonest', 'honest')",1.7462747,1.7922668,0.0459921
25,0.53864616,0.41656566,"('egoistic', 'altruistic')",0.5386462,0.4165657,-0.1220805
26,0.4957648,0.46931136,"('hardhearted', 'benevolent')",0.4957648,0.4693114,-0.0264534
27,1.2472653,1.102966,"('hardhearted', 'softhearted')",1.2472653,1.102966,-0.1442993
28,1.2584155,1.2096547,"('disloyal', 'loyal')",1.2584155,1.2096547,-0.0487608
29,-0.47822094,-0.50992477,"('unfair', 'fair')",-0.4782209,-0.5099248,-0.0317039
30,0.69053966,0.70251536,"('intolerant', 'tolerant')",0.6905397,0.7025154,0.0119757
31,-1.7480121,-1.6314461,"('evil', 'good')",-1.7480121,-1.6314461,0.116566
32,1.3148955,1.3815578,"('unkind', 'kind')",1.3148955,1.3815578,0.0666623
33,-0.3207726,-0.24352401,"('wrong', 'right')",-0.3207726,-0.243524,0.0772486
34,4.6809897,4.888546,"('mean', 'honorable')",4.6809897,4.888546,0.2075563
35,-1.1276727,-1.1617093,"('corrupt', 'incorrupt')",-1.1276727,-1.1617093,-0.0340366
36,-0.8893059,-0.8076261,"('hostile', 'amicable')",-0.8893059,-0.8076261,0.0816798
37,0.6527063,0.6849067,"('fake', 'genuine')",0.6527063,0.6849067,0.0322004
38,0.015827216,0.10804681,"('untruthful', 'truthful')",0.0158272,0.1080468,0.0922196
39,-0.24069254,-0.29394692,"('exploitative', 'cooperative')",-0.2406925,-0.2939469,-0.0532544
40,-1.8799181,-2.1046402,"('stingy', 'generous')",-1.8799181,-2.1046402,-0.2247221
41,-0.11441836,-0.028237926,"('unforgiving', 'forgiving')",-0.1144184,-0.0282379,0.0861805
42,-2.1416435,-2.1875303,"('unreliable', 'reliable')",-2.1416435,-2.1875303,-0.0458868
43,1.3770623,1.390302,"('irresponsible', 'responsible')",1.3770623,1.3903019,0.0132396
44,-1.3120978,-1.3769298,"('prejudiced', 'unprejudiced')",-1.3120978,-1.3769298,-0.064832
45,0.09639339,0.13893552,"('incompetent', 'competent')",0.0963934,0.1389355,0.0425421
46,-0.38361895,-0.4157334,"('uncompetitive', 'competitive')",-0.383619,-0.4157334,-0.0321144
