,essex_male,essex_female,tuple,property_male,property_female,trust_male,trust_female,inc_male,inc_female,average_male,average_female,female-male
0,0.5269616,0.42192185,"('unsociable', 'sociable')",-0.855301,-0.90185183,0.7403813,0.6722067,-0.36929676,-0.44074756,0.0106863,-0.0621177,-0.072804
1,-0.32631817,-0.34936917,"('unfriendly', 'friendly')",0.09876206,0.11546347,0.3187225,0.27386844,2.3076558,2.238727,0.5997056,0.5696725,-0.0300331
2,0.3859734,0.43774217,"('unlikable', 'likable')",0.95698667,1.0589224,1.6785718,1.7658708,0.48277283,0.56619674,0.8760762,0.957183,0.0811068
3,-0.12679186,-0.038956836,"('repellent', 'pleasant')",-1.0577163,-0.9618384,0.44664282,0.5688975,0.23830703,0.26565558,-0.1248896,-0.0415605,0.0833291
4,-0.15557982,-0.23697582,"('disliked', 'liked')",0.8290196,0.7442716,-0.3230996,-0.39104086,-6.791801,-6.846409,-1.6103652,-1.6825385,-0.0721733
5,-0.42017263,-0.36154836,"('distant', 'outgoing')",0.4567652,0.48529136,-0.63259447,-0.6618021,0.04149764,0.002475895,-0.1386261,-0.1338958,0.0047303
6,-0.50655127,-0.39404774,"('distant', 'open')",0.4947485,0.5271832,-0.59289867,-0.65107965,0.8145324,0.7542368,0.0524577,0.0590732,0.0066155
7,0.9521002,0.90880823,"('insensitive', 'sensitive')",0.64517593,0.6821315,1.636807,1.7017151,1.2486887,1.2322372,1.120693,1.1312231,0.0105301
8,-0.04140705,0.0050150305,"('unaffectionate', 'affectionate')",0.73884565,0.75582886,-0.022040248,-0.03223446,1.0871599,0.963985,0.4406396,0.4231486,-0.017491
9,0.16289528,0.1762062,"('unaffectionate', 'caring')",0.85857356,0.86418617,0.79231423,0.7920345,1.5758219,1.5597237,0.8474013,0.8480377,0.0006364
10,1.0693393,1.0663425,"('unsympathetic', 'sympathetic')",-0.96180993,-0.88587487,0.5851063,0.662246,-0.075999856,-0.04253326,0.1541589,0.2000451,0.0458862
11,0.79600024,0.77162355,"('unhelpful', 'helpful')",-0.53814566,-0.44445676,0.6561297,0.7537985,2.130923,2.2748027,0.7612268,0.838942,0.0777152
12,1.4030042,1.4635729,"('unsupportive', 'supportive')",1.1597397,1.3002033,1.0241141,1.1798935,-1.6707218,-1.6399815,0.4790341,0.5759221,0.096888
13,1.24795,1.2078677,"('impolite', 'polite')",-0.3477469,-0.3045605,1.0891362,1.0772069,-0.49601364,-0.50142676,0.3733314,0.3697718,-0.0035596
14,0.76727104,0.62823427,"('antisocial', 'social')",0.37993404,0.4605687,1.683115,1.7292664,-0.6428309,-0.6515267,0.5468723,0.5416357,-0.0052366
15,0.15452266,0.052730203,"('boring', 'funny')",0.42239296,0.36013824,0.21483794,0.12690169,0.59641486,0.558422,0.3470421,0.2745481,-0.072494
16,-1.4226503,-1.4136974,"('unpopular', 'popular')",-0.93599904,-0.87419623,-1.2911888,-1.2253679,0.053413965,0.061988913,-0.899106,-0.8628181,0.0362879
17,-0.05095025,-0.024126556,"('nasty', 'nice')",0.43158814,0.51911217,0.9552867,0.9770449,-0.06649265,-0.06284289,0.317358,0.3522969,0.0349389
18,0.91367084,1.0114254,"('disagreeable', 'welcoming')",-0.3897018,-0.2706393,-0.5321901,-0.37476507,-0.48747686,-0.47934365,-0.1239245,-0.0283307,0.0955938
19,-0.5404448,-0.4435001,"('inhospitable', 'hospitable')",-0.39573565,-0.32068196,-1.4250222,-1.3634378,0.26955667,0.27957824,-0.5229115,-0.4620104,0.0609011
20,0.0029216707,-0.04615095,"('rough', 'thoughtful')",-0.34635705,-0.32207465,-0.016068716,-0.024168644,0.9879044,0.9484078,0.1571001,0.1390034,-0.0180967
21,0.06582005,0.065210976,"('immoral', 'moral')",-0.08408816,-0.018911304,1.326508,1.4224815,-0.8488555,-0.7712236,0.1148461,0.1743894,0.0595433
22,1.1485847,1.0577495,"('untrustworthy', 'trustworthy')",-1.1988732,-1.1598276,0.83465177,0.8379294,-0.75840795,-0.7765362,0.0064888,-0.0101712,-0.01666
23,0.29282734,0.26560977,"('insincere', 'sincere')",-0.34430707,-0.34552357,1.1723315,1.2004509,6.4821005,6.4526086,1.900738,1.8932865,-0.0074515
24,2.0202336,2.0174475,"('dishonest', 'honest')",-0.9840872,-0.97200406,0.3804296,0.43249255,1.207183,1.1570066,0.6559398,0.6587356,0.0027958
25,-0.18504496,-0.1981913,"('egoistic', 'altruistic')",0.32529217,0.32562616,-0.07565541,-0.11723289,1.5591332,1.5409677,0.4059312,0.3877924,-0.0181388
26,0.83836377,0.74537545,"('hardhearted', 'benevolent')",1.5360742,1.5660515,2.1638863,2.1718123,1.7615556,1.7639148,1.57497,1.5617886,-0.0131814
27,0.5938175,0.6549666,"('hardhearted', 'softhearted')",0.1549801,0.20613688,1.2732536,1.2687858,1.8436916,1.6565936,0.9664357,0.9466207,-0.019815
28,0.7875854,0.6363023,"('disloyal', 'loyal')",0.21613373,0.14032266,0.14717424,0.08780534,1.212428,1.189268,0.5908303,0.5134246,-0.0774057
29,-0.60395956,-0.6774269,"('unfair', 'fair')",-0.83801556,-0.8241893,-0.46086162,-0.52995145,-0.072552845,-0.22197217,-0.4938474,-0.563385,-0.0695376
30,1.3125368,1.3401229,"('intolerant', 'tolerant')",0.754656,0.824437,1.5916821,1.6359769,0.9295159,0.9479343,1.1470977,1.1871177,0.04002
31,-1.5913252,-1.4947973,"('evil', 'good')",-0.75637764,-0.76556647,-1.619864,-1.5974414,-0.84985477,-0.9660582,-1.2043554,-1.2059659,-0.0016105
32,0.21120687,0.14089409,"('unkind', 'kind')",-0.35592136,-0.3212631,1.0595901,1.1122581,1.3796457,1.3312513,0.5736303,0.5657851,-0.0078452
33,0.28941128,0.2523828,"('wrong', 'right')",0.7809229,0.76782256,-0.08790225,-0.12899795,-0.49202782,-0.57738745,0.122601,0.078455,-0.044146
34,0.35927957,0.4649273,"('mean', 'honorable')",0.23097357,0.35136402,0.9024177,1.0023283,6.4133162,6.5171833,1.9764967,2.0839508,0.1074541
35,-1.1777885,-1.2368239,"('corrupt', 'incorrupt')",-0.27198654,-0.39262447,-1.2547002,-1.4368236,0.21046516,0.02107091,-0.6235025,-0.7613003,-0.1377978
36,-1.0317593,-1.0054963,"('hostile', 'amicable')",0.682831,0.5658199,-0.4068915,-0.55667835,0.3901851,0.21989167,-0.0914087,-0.1941158,-0.1027071
37,-0.10958475,-0.08145422,"('fake', 'genuine')",-0.25093332,-0.28298151,-0.57683116,-0.5651656,0.64909023,0.63900524,-0.0720647,-0.072649,-0.0005843
38,0.7743262,0.7825861,"('untruthful', 'truthful')",-0.028350875,-0.018522304,0.29341862,0.31580073,0.022632949,0.06140057,0.2655067,0.2853163,0.0198096
39,1.0981002,1.1215334,"('exploitative', 'cooperative')",-0.093484536,-0.04483063,1.1928903,1.2620149,0.39538217,0.39835957,0.648222,0.6842692,0.0360472
40,0.9897858,0.9728681,"('stingy', 'generous')",1.5149531,1.489174,0.5866415,0.6162671,-1.6847724,-1.7857037,0.351652,0.3231514,-0.0285006
41,0.35875964,0.2933751,"('unforgiving', 'forgiving')",-0.3709808,-0.32721573,0.9132432,0.9830987,-0.0647474,-0.13308567,0.2090687,0.2040431,-0.0050256
