,xl_male,xl_female,tuple,group_male,group_female,ltd_male,ltd_female,average_male,average_female,female-male
0,1.8805982,2.181375,"('unsociable', 'sociable')",0.32737964,0.28933507,-0.18039604,-0.18091193,0.6758606,0.763266,0.0874054
1,-1.255416,-1.3853674,"('unfriendly', 'friendly')",-0.13538781,-0.18504196,1.9441141,1.9035853,0.1844368,0.1110587,-0.0733781
2,0.5752369,0.4815015,"('unlikable', 'likable')",1.3262423,1.3202178,0.3602501,0.38914472,0.7539097,0.730288,-0.0236217
3,0.95138437,1.2504206,"('repellent', 'pleasant')",-0.07368015,0.025036298,0.250326,0.34800535,0.3760101,0.5411541,0.165144
4,-2.4324946,-2.8119543,"('disliked', 'liked')",0.31726104,0.2230478,-6.078997,-6.1115313,-2.7314103,-2.9001458,-0.1687355
5,-2.418318,-2.7673059,"('distant', 'outgoing')",-1.1756896,-1.2077724,-0.23692837,-0.30234057,-1.2769787,-1.4258062,-0.1488275
6,-3.0851383,-3.4788709,"('distant', 'open')",-1.1753206,-1.2240283,0.54624796,0.4146401,-1.2380703,-1.4294197,-0.1913494
7,2.6763577,3.0010462,"('insensitive', 'sensitive')",-0.31417435,-0.22620703,0.6213454,0.74675107,0.9945095,1.1738634,0.1793539
8,-1.5607009,-1.8093605,"('unaffectionate', 'affectionate')",0.06213683,0.006837547,0.9426762,0.82299566,-0.1852959,-0.3265091,-0.1412132
9,-0.45488244,-0.62640274,"('unaffectionate', 'caring')",-0.18179607,-0.24191247,1.2819668,1.2184993,0.2150961,0.116728,-0.0983681
10,3.0394258,3.662121,"('unsympathetic', 'sympathetic')",-0.8422082,-0.72665364,0.033630755,0.20333791,0.7436162,1.0462685,0.3026523
11,2.0492334,2.3745182,"('unhelpful', 'helpful')",-0.8110048,-0.7739632,1.3883543,1.5030222,0.8755276,1.0345257,0.1589981
12,2.0369658,2.1704779,"('unsupportive', 'supportive')",0.19788681,0.3671915,-1.8293517,-1.8079135,0.135167,0.243252,0.108085
13,1.9932433,2.2734554,"('impolite', 'polite')",-0.6871085,-0.59329367,-0.6500436,-0.59653,0.2186971,0.3612106,0.1425135
