,gathering_male,gathering_female,tuple,average_male,average_female,female-male
0,0.16763529,0.037965156,"('unsociable', 'sociable')",0.1676353,0.0379652,-0.1296701
1,0.99251986,0.9131299,"('unfriendly', 'friendly')",0.9925199,0.9131299,-0.07939
2,0.5884071,0.7235344,"('unlikable', 'likable')",0.5884071,0.7235344,0.1351273
3,0.877853,1.0395943,"('repellent', 'pleasant')",0.877853,1.0395943,0.1617413
4,-7.4600334,-7.378211,"('disliked', 'liked')",-7.4600334,-7.378211,0.0818224
5,-0.53574246,-0.25644863,"('distant', 'outgoing')",-0.5357425,-0.2564486,0.2792939
6,-0.37407595,-0.13965137,"('distant', 'open')",-0.3740759,-0.1396514,0.2344245
7,0.5721307,0.715297,"('insensitive', 'sensitive')",0.5721307,0.715297,0.1431663
8,0.99399143,0.9413022,"('unaffectionate', 'affectionate')",0.9939914,0.9413022,-0.0526892
9,1.552808,1.6732312,"('unaffectionate', 'caring')",1.552808,1.6732312,0.1204232
10,1.3239383,1.3779444,"('unsympathetic', 'sympathetic')",1.3239383,1.3779444,0.0540061
11,2.1196513,2.1760728,"('unhelpful', 'helpful')",2.1196513,2.1760728,0.0564215
12,-1.5783038,-1.5185792,"('unsupportive', 'supportive')",-1.5783038,-1.5185792,0.0597246
13,0.3712281,0.22273004,"('impolite', 'polite')",0.3712281,0.22273,-0.1484981
14,0.181444,0.07715267,"('antisocial', 'social')",0.181444,0.0771527,-0.1042913
15,0.2773996,0.18019578,"('boring', 'funny')",0.2773996,0.1801958,-0.0972038
16,-0.41905105,-0.34507638,"('unpopular', 'popular')",-0.4190511,-0.3450764,0.0739747
17,-0.20495446,-0.16727012,"('nasty', 'nice')",-0.2049545,-0.1672701,0.0376844
18,-0.5337214,-0.6725164,"('disagreeable', 'welcoming')",-0.5337214,-0.6725164,-0.138795
19,-0.8430781,-0.62903833,"('inhospitable', 'hospitable')",-0.8430781,-0.6290383,0.2140398
20,0.72414035,0.6173203,"('rough', 'thoughtful')",0.7241403,0.6173203,-0.10682
21,0.12038929,0.2546814,"('immoral', 'moral')",0.1203893,0.2546814,0.1342921
22,-0.21229205,-0.16433637,"('untrustworthy', 'trustworthy')",-0.212292,-0.1643364,0.0479556
23,6.430857,6.486829,"('insincere', 'sincere')",6.4308572,6.4868288,0.0559716
24,1.7537962,1.8202984,"('dishonest', 'honest')",1.7537962,1.8202984,0.0665022
25,0.25091183,0.1353852,"('egoistic', 'altruistic')",0.2509118,0.1353852,-0.1155266
26,0.33582336,0.11672646,"('hardhearted', 'benevolent')",0.3358234,0.1167265,-0.2190969
27,1.4552436,1.3077319,"('hardhearted', 'softhearted')",1.4552436,1.3077319,-0.1475117
28,1.1243694,1.1160688,"('disloyal', 'loyal')",1.1243694,1.1160688,-0.0083006
29,-0.42431375,-0.4628613,"('unfair', 'fair')",-0.4243138,-0.4628613,-0.0385475
30,1.0244654,0.98815155,"('intolerant', 'tolerant')",1.0244654,0.9881516,-0.0363138
31,-2.0264494,-1.8861705,"('evil', 'good')",-2.0264494,-1.8861705,0.1402789
32,1.3224837,1.2190704,"('unkind', 'kind')",1.3224837,1.2190704,-0.1034133
33,-0.32400447,-0.27730215,"('wrong', 'right')",-0.3240045,-0.2773021,0.0467024
34,4.5872273,4.8505645,"('mean', 'honorable')",4.5872273,4.8505645,0.2633372
35,-1.5129302,-1.5462601,"('corrupt', 'incorrupt')",-1.5129302,-1.5462601,-0.0333299
36,-1.2845654,-1.3344235,"('hostile', 'amicable')",-1.2845654,-1.3344235,-0.0498581
37,0.7640323,0.7524784,"('fake', 'genuine')",0.7640323,0.7524784,-0.0115539
38,-0.11942382,-0.03483732,"('untruthful', 'truthful')",-0.1194238,-0.0348373,0.0845865
39,0.07798128,0.07504066,"('exploitative', 'cooperative')",0.0779813,0.0750407,-0.0029406
40,-1.9241523,-2.04411,"('stingy', 'generous')",-1.9241523,-2.0441101,-0.1199578
41,0.22113311,0.14839178,"('unforgiving', 'forgiving')",0.2211331,0.1483918,-0.0727413
42,-2.0341074,-2.0199711,"('unreliable', 'reliable')",-2.0341074,-2.0199711,0.0141363
43,1.4507918,1.4935735,"('irresponsible', 'responsible')",1.4507918,1.4935735,0.0427817
44,-1.1130676,-1.2653048,"('prejudiced', 'unprejudiced')",-1.1130676,-1.2653048,-0.1522372
45,0.30404618,0.42931256,"('incompetent', 'competent')",0.3040462,0.4293126,0.1252664
46,-0.26813412,-0.25902152,"('uncompetitive', 'competitive')",-0.2681341,-0.2590215,0.0091126
47,5.3443837,5.548726,"('stupid', 'smart')",5.3443837,5.5487261,0.2043424
48,0.5242957,0.41241708,"('unintelligent', 'intelligent')",0.5242957,0.4124171,-0.1118786
49,0.22890672,0.4713379,"('unable', 'able')",0.2289067,0.4713379,0.2424312
50,-0.28281233,-0.2910452,"('clumsy', 'skillful')",-0.2828123,-0.2910452,-0.0082329
51,0.38617957,0.4142764,"('uneducated', 'educated')",0.3861796,0.4142764,0.0280968
52,-0.5567664,-0.53958106,"('irrational', 'rational')",-0.5567664,-0.5395811,0.0171853
53,-0.29797286,-0.2289112,"('uncreative', 'creative')",-0.2979729,-0.2289112,0.0690617
54,1.0642912,1.3206304,"('incapable', 'capable')",1.0642912,1.3206304,0.2563392
55,0.76561505,0.7637137,"('incompetent', 'clever')",0.765615,0.7637137,-0.0019013
56,0.86174536,0.9620789,"('impractical', 'practical')",0.8617454,0.9620789,0.1003335
57,-2.5444217,-2.47387,"('unimaginative', 'imaginative')",-2.5444217,-2.47387,0.0705517
58,0.11229646,0.06962158,"('undiscriminating', 'discriminating')",0.1122965,0.0696216,-0.0426749
59,-0.15633349,-0.027628526,"('foolish', 'wise')",-0.1563335,-0.0276285,0.128705
60,1.1685071,1.1553236,"('inefficient', 'efficient')",1.1685071,1.1553236,-0.0131835
61,0.3248893,0.2220802,"('illogical', 'logical')",0.3248893,0.2220802,-0.1028091
62,1.2164443,1.3841786,"('incompetent', 'brilliant')",1.2164443,1.3841786,0.1677343
63,0.38721916,0.4856499,"('unperceptive', 'insightful')",0.3872192,0.4856499,0.0984307
64,-5.712176,-5.521947,"('shy', 'confident')",-5.7121758,-5.5219469,0.1902289
65,0.744805,0.7437027,"('insecure', 'secure')",0.744805,0.7437027,-0.0011023
66,-0.20670274,-0.15565816,"('inactive', 'active')",-0.2067027,-0.1556582,0.0510445
67,-0.22112341,-0.1834302,"('doubtful', 'determined')",-0.2211234,-0.1834302,0.0376932
68,-0.49475443,-0.3750199,"('dependent', 'independent')",-0.4947544,-0.3750199,0.1197345
69,-2.0558941,-1.8806483,"('lazy', 'industrious')",-2.0558941,-1.8806483,0.1752458
