,monster_male,monster_female,tuple,worldwide_male,worldwide_female,inc_male,inc_female,average_male,average_female,female-male
0,0.04370764,-0.101919845,"('unsociable', 'sociable')",0.12447831,0.06675913,-0.78798825,-0.92136717,-0.2066008,-0.3188426,-0.1122418
1,0.45124614,0.240294,"('unfriendly', 'friendly')",0.5315092,0.39474744,2.2337997,2.1237714,1.072185,0.9196043,-0.1525807
2,-1.0722765,-1.125611,"('unlikable', 'likable')",0.20315492,0.28416348,0.23270223,0.32095546,-0.2121398,-0.1734973,0.0386425
3,-1.2622308,-1.3082073,"('repellent', 'pleasant')",-0.5985888,-0.55477345,-0.14843565,-0.11972562,-0.6697517,-0.6609021,0.0088496
4,-1.3093128,-1.4669482,"('disliked', 'liked')",-0.032094114,-0.07143676,-6.8321247,-6.9439907,-2.7245105,-2.8274587,-0.1029482
5,-0.2496373,-0.34311318,"('distant', 'outgoing')",0.9369748,0.8668866,0.7019358,0.7116343,0.4630911,0.4118026,-0.0512885
6,-0.8891959,-0.9857521,"('distant', 'open')",0.10170184,-0.014955483,1.0484146,1.0421379,0.0869735,0.0138101,-0.0731634
7,-0.41339043,-0.47332117,"('insensitive', 'sensitive')",-0.84589505,-0.74947184,0.056947723,0.104096554,-0.4007792,-0.3728988,0.0278804
8,0.2919684,0.18308917,"('unaffectionate', 'affectionate')",-0.3110088,-0.35875052,1.2208507,1.2209519,0.4006035,0.3484302,-0.0521733
9,0.9057291,0.8464408,"('unaffectionate', 'caring')",0.4679101,0.47671878,1.5419463,1.5837268,0.9718618,0.9689621,-0.0028997
10,0.031273462,0.0074158357,"('unsympathetic', 'sympathetic')",-1.1949688,-1.0293173,-1.0314105,-1.0731556,-0.7317019,-0.6983523,0.0333496
11,0.40359265,0.44778177,"('unhelpful', 'helpful')",0.3461209,0.5046859,1.361569,1.4866467,0.7037609,0.8130381,0.1092772
12,0.66502476,0.6669872,"('unsupportive', 'supportive')",1.2146871,1.3646669,-1.9469208,-1.9060448,-0.022403,0.0418698,0.0642728
13,-0.2332572,-0.1726858,"('impolite', 'polite')",-0.5369177,-0.4542537,-0.7616011,-0.74152124,-0.510592,-0.4561536,0.0544384
14,-0.9989769,-1.0242233,"('antisocial', 'social')",0.2417343,0.2388608,-1.5786793,-1.5737381,-0.7786406,-0.7863669,-0.0077263
