,verisign_male,verisign_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.825356,-1.9851108,"('unsociable', 'sociable')",-0.017179012,-0.18823037,-0.9212675,-1.0866705,-0.165403
1,-1.5373036,-1.6626784,"('unfriendly', 'friendly')",1.5267701,1.1781623,-0.0052667,-0.242258,-0.2369913
2,0.08091216,0.14394908,"('unlikable', 'likable')",0.51443833,0.5648575,0.2976753,0.3544033,0.056728
3,-0.8946915,-0.8373453,"('repellent', 'pleasant')",0.04420608,0.14144787,-0.4252427,-0.3479487,0.077294
4,-0.07974064,-0.16538587,"('disliked', 'liked')",-5.9903574,-6.0059533,-3.035049,-3.0856695,-0.0506205
5,-0.4126651,-0.34888682,"('distant', 'outgoing')",-0.37912625,-0.4723912,-0.3958957,-0.410639,-0.0147433
6,-0.736741,-0.6430338,"('distant', 'open')",-0.03824374,-0.24467185,-0.3874924,-0.4438528,-0.0563604
7,-0.9349704,-0.9398866,"('insensitive', 'sensitive')",0.8101537,0.751891,-0.0624083,-0.0939978,-0.0315895
8,-1.426974,-1.4474175,"('unaffectionate', 'affectionate')",0.4305374,0.16134594,-0.4982183,-0.6430358,-0.1448175
9,-1.732444,-1.7461932,"('unaffectionate', 'caring')",0.89707625,0.7345755,-0.4176839,-0.5058088,-0.0881249
10,-1.9128493,-1.9897807,"('unsympathetic', 'sympathetic')",-0.048916496,-0.11877445,-0.9808829,-1.0542775,-0.0733946
11,-0.52721715,-0.6041427,"('unhelpful', 'helpful')",1.8623186,1.8987417,0.6675507,0.6472995,-0.0202512
12,-1.7369931,-1.7111216,"('unsupportive', 'supportive')",-1.5559824,-1.5238819,-1.6464877,-1.6175017,0.028986
13,-1.155969,-1.3083029,"('impolite', 'polite')",-0.01415731,0.040400267,-0.5850632,-0.6339513,-0.0488881
14,-0.5293204,-0.5509369,"('antisocial', 'social')",0.023912389,0.053605147,-0.252704,-0.2486659,0.0040381
15,0.27938545,0.14605783,"('boring', 'funny')",0.525261,0.435046,0.4023232,0.2905519,-0.1117713
16,-0.31809017,-0.28338516,"('unpopular', 'popular')",0.25648636,0.3335688,-0.0308019,0.0250918,0.0558937
17,-0.18352005,-0.19562735,"('nasty', 'nice')",-0.43375,-0.41080993,-0.308635,-0.3032186,0.0054164
18,-1.1109428,-1.0365638,"('disagreeable', 'welcoming')",-0.4451818,-0.49163222,-0.7780623,-0.764098,0.0139643
19,-0.38045225,-0.36687672,"('inhospitable', 'hospitable')",-0.33206546,-0.40876767,-0.3562589,-0.3878222,-0.0315633
20,0.058878876,0.10996745,"('rough', 'thoughtful')",1.266626,1.2247498,0.6627524,0.6673586,0.0046062
21,-0.666618,-0.7052489,"('immoral', 'moral')",-0.5946688,-0.47388053,-0.6306434,-0.5895647,0.0410787
22,-0.3286544,-0.39684272,"('untrustworthy', 'trustworthy')",-0.8144528,-0.8817529,-0.5715536,-0.6392978,-0.0677442
23,-0.8244315,-0.8468232,"('insincere', 'sincere')",5.5056667,5.3978963,2.3406177,2.2755365,-0.0650812
24,-0.9896806,-1.0430688,"('dishonest', 'honest')",0.8314198,0.73428196,-0.0791304,-0.1543934,-0.075263
25,-0.4569015,-0.41030365,"('egoistic', 'altruistic')",1.4664447,1.3045055,0.5047716,0.4471009,-0.0576707
26,-0.038982235,-0.12531736,"('hardhearted', 'benevolent')",1.5219611,1.3095125,0.7414894,0.5920976,-0.1493918
27,-0.53719854,-0.50730294,"('hardhearted', 'softhearted')",1.1172156,0.98332065,0.2900085,0.2380089,-0.0519996
28,-1.1941713,-1.2719101,"('disloyal', 'loyal')",0.92120653,0.7560608,-0.1364824,-0.2579246,-0.1214422
29,0.013085455,0.0015110448,"('unfair', 'fair')",-0.567746,-0.7938818,-0.2773303,-0.3961854,-0.1188551
30,0.20674744,0.12404883,"('intolerant', 'tolerant')",1.8367435,1.7730391,1.0217454,0.948544,-0.0732014
31,-0.687442,-0.69755536,"('evil', 'good')",-1.1635625,-1.406961,-0.9255023,-1.0522581,-0.1267558
32,-0.827394,-0.83418596,"('unkind', 'kind')",0.6730896,0.49402866,-0.0771522,-0.1700787,-0.0929265
33,0.46313247,0.39317286,"('wrong', 'right')",-0.47104582,-0.5234739,-0.0039567,-0.0651505,-0.0611938
34,-0.02680237,0.033938434,"('mean', 'honorable')",5.5928307,5.6519465,2.7830141,2.8429425,0.0599284
35,1.152989,1.1486411,"('corrupt', 'incorrupt')",-0.39730635,-0.577346,0.3778414,0.2856475,-0.0921939
36,0.12287461,0.05316325,"('hostile', 'amicable')",-0.28912303,-0.58160424,-0.0831242,-0.2642205,-0.1810963
37,0.059078462,0.07480259,"('fake', 'genuine')",0.25661477,0.19723529,0.1578466,0.1360189,-0.0218277
38,-0.80910003,-0.86708194,"('untruthful', 'truthful')",-0.018329747,0.027109366,-0.4137149,-0.4199863,-0.0062714
39,0.34230742,0.30873838,"('exploitative', 'cooperative')",0.26691517,0.21581154,0.3046113,0.262275,-0.0423363
40,-0.10888092,-0.08575714,"('stingy', 'generous')",-1.1246743,-1.1970028,-0.6167776,-0.64138,-0.0246024
41,-1.012922,-1.1210412,"('unforgiving', 'forgiving')",0.07761378,-0.0739632,-0.4676541,-0.5975022,-0.1298481
42,0.52841187,0.6490202,"('unreliable', 'reliable')",-2.4724903,-2.370147,-0.9720392,-0.8605634,0.1114758
43,-1.5099353,-1.5096203,"('irresponsible', 'responsible')",0.77854997,0.71237504,-0.3656926,-0.3986226,-0.03293
44,0.8266902,0.81450796,"('prejudiced', 'unprejudiced')",-1.5683265,-1.5501276,-0.3708181,-0.3678098,0.0030083
45,-1.1414919,-1.2486609,"('incompetent', 'competent')",0.022345383,-0.038901675,-0.5595732,-0.6437813,-0.0842081
46,-0.79433167,-0.92066956,"('uncompetitive', 'competitive')",-0.5555767,-0.4974975,-0.6749542,-0.7090836,-0.0341294
47,-0.21037054,-0.10585239,"('stupid', 'smart')",5.351735,5.366666,2.5706823,2.6304066,0.0597243
48,-0.81915706,-0.9349155,"('unintelligent', 'intelligent')",1.1114069,1.0756508,0.1461249,0.0703677,-0.0757572
49,-0.46868476,-0.34383136,"('unable', 'able')",-0.1465343,-0.017383805,-0.3076095,-0.1806076,0.1270019
50,0.3941322,0.4763637,"('clumsy', 'skillful')",-0.109959036,-0.10418964,0.1420866,0.186087,0.0440004
51,-1.174623,-1.2621453,"('uneducated', 'educated')",0.81825316,0.85624474,-0.1781849,-0.2029503,-0.0247654
52,-0.3704475,-0.46563926,"('irrational', 'rational')",-0.35934252,-0.57195264,-0.364895,-0.518796,-0.153901
53,-0.70816714,-0.6966123,"('uncreative', 'creative')",0.8844513,0.7376063,0.0881421,0.020497,-0.0676451
54,-0.9072294,-0.8612847,"('incapable', 'capable')",0.8910804,0.8711136,-0.0080745,0.0049145,0.012989
