,theft_male,theft_female,tuple,average_male,average_female,female-male
0,-0.3722741,-0.38923496,"('unsociable', 'sociable')",-0.3722741,-0.389235,-0.0169609
1,1.1245998,1.0356896,"('unfriendly', 'friendly')",1.1245998,1.0356896,-0.0889102
2,-0.053982556,0.056511313,"('unlikable', 'likable')",-0.0539826,0.0565113,0.1104939
3,0.435424,0.5631008,"('repellent', 'pleasant')",0.435424,0.5631008,0.1276768
4,-7.6450725,-7.7187133,"('disliked', 'liked')",-7.6450725,-7.7187133,-0.0736408
5,-0.4808349,-0.5070272,"('distant', 'outgoing')",-0.4808349,-0.5070272,-0.0261923
6,-0.015277039,-0.09225473,"('distant', 'open')",-0.015277,-0.0922547,-0.0769777
7,0.8114166,0.94343185,"('insensitive', 'sensitive')",0.8114166,0.9434319,0.1320153
8,1.5617516,1.3738819,"('unaffectionate', 'affectionate')",1.5617516,1.3738819,-0.1878697
9,1.8686416,1.8274158,"('unaffectionate', 'caring')",1.8686416,1.8274158,-0.0412258
10,0.85774505,1.00581,"('unsympathetic', 'sympathetic')",0.8577451,1.00581,0.1480649
11,1.6398939,1.7030234,"('unhelpful', 'helpful')",1.6398939,1.7030234,0.0631295
12,-1.7806956,-1.7390044,"('unsupportive', 'supportive')",-1.7806956,-1.7390044,0.0416912
13,-0.43755767,-0.3753134,"('impolite', 'polite')",-0.4375577,-0.3753134,0.0622443
14,-0.47061315,-0.47222403,"('antisocial', 'social')",-0.4706132,-0.472224,-0.0016108
15,-0.042550333,-0.14115891,"('boring', 'funny')",-0.0425503,-0.1411589,-0.0986086
16,-0.31306243,-0.29908055,"('unpopular', 'popular')",-0.3130624,-0.2990806,0.0139818
17,-0.5670134,-0.49534264,"('nasty', 'nice')",-0.5670134,-0.4953426,0.0716708
18,-0.70620996,-0.7004131,"('disagreeable', 'welcoming')",-0.70621,-0.7004131,0.0057969
19,-0.7426938,-0.71406966,"('inhospitable', 'hospitable')",-0.7426938,-0.7140697,0.0286241
20,0.7162101,0.71372813,"('rough', 'thoughtful')",0.7162101,0.7137281,-0.002482
21,-0.53225756,-0.3305755,"('immoral', 'moral')",-0.5322576,-0.3305755,0.2016821
22,-0.9176031,-0.8715872,"('untrustworthy', 'trustworthy')",-0.9176031,-0.8715872,0.0460159
23,6.146853,6.216994,"('insincere', 'sincere')",6.146853,6.2169938,0.0701408
24,1.3530669,1.300705,"('dishonest', 'honest')",1.3530669,1.300705,-0.0523619
25,0.32890722,0.25200945,"('egoistic', 'altruistic')",0.3289072,0.2520095,-0.0768977
26,0.78698707,0.63368225,"('hardhearted', 'benevolent')",0.7869871,0.6336823,-0.1533048
27,1.48792,1.4145225,"('hardhearted', 'softhearted')",1.48792,1.4145225,-0.0733975
28,1.2936896,1.1780505,"('disloyal', 'loyal')",1.2936896,1.1780505,-0.1156391
29,-0.6833679,-0.77486783,"('unfair', 'fair')",-0.6833679,-0.7748678,-0.0914999
30,0.7879053,0.8800647,"('intolerant', 'tolerant')",0.7879053,0.8800647,0.0921594
31,-1.6659923,-1.6716899,"('evil', 'good')",-1.6659923,-1.6716899,-0.0056976
32,1.3401055,1.3013995,"('unkind', 'kind')",1.3401055,1.3013995,-0.038706
33,-0.5338663,-0.5993426,"('wrong', 'right')",-0.5338663,-0.5993426,-0.0654763
34,4.8653097,5.0059953,"('mean', 'honorable')",4.8653097,5.0059953,0.1406856
35,-1.0635856,-1.3168886,"('corrupt', 'incorrupt')",-1.0635856,-1.3168886,-0.253303
36,-0.5065515,-0.6325196,"('hostile', 'amicable')",-0.5065515,-0.6325196,-0.1259681
37,0.5077998,0.5561294,"('fake', 'genuine')",0.5077998,0.5561294,0.0483296
38,-0.5619172,-0.5100125,"('untruthful', 'truthful')",-0.5619172,-0.5100125,0.0519047
39,-0.33399683,-0.25869024,"('exploitative', 'cooperative')",-0.3339968,-0.2586902,0.0753066
40,-1.8520325,-1.9432452,"('stingy', 'generous')",-1.8520325,-1.9432452,-0.0912127
41,-0.27430868,-0.21842553,"('unforgiving', 'forgiving')",-0.2743087,-0.2184255,0.0558832
42,-2.4289458,-2.3944001,"('unreliable', 'reliable')",-2.4289458,-2.3944001,0.0345457
43,1.1271352,1.250049,"('irresponsible', 'responsible')",1.1271352,1.250049,0.1229138
44,-1.3467739,-1.2902231,"('prejudiced', 'unprejudiced')",-1.3467739,-1.2902231,0.0565508
45,-0.35357684,-0.31102416,"('incompetent', 'competent')",-0.3535768,-0.3110242,0.0425526
46,-0.68359643,-0.6005069,"('uncompetitive', 'competitive')",-0.6835964,-0.6005069,0.0830895
47,4.916256,5.0853972,"('stupid', 'smart')",4.916256,5.0853972,0.1691412
48,0.4088676,0.39175367,"('unintelligent', 'intelligent')",0.4088676,0.3917537,-0.0171139
49,-0.2807319,-0.08508928,"('unable', 'able')",-0.2807319,-0.0850893,0.1956426
50,-0.4093784,-0.41136843,"('clumsy', 'skillful')",-0.4093784,-0.4113684,-0.00199
51,-0.05476191,-0.031261653,"('uneducated', 'educated')",-0.0547619,-0.0312617,0.0235002
52,-0.59576887,-0.7660299,"('irrational', 'rational')",-0.5957689,-0.7660299,-0.170261
53,0.2982771,0.24876821,"('uncreative', 'creative')",0.2982771,0.2487682,-0.0495089
54,0.9380652,1.0214225,"('incapable', 'capable')",0.9380652,1.0214225,0.0833573
55,0.45224893,0.5170659,"('incompetent', 'clever')",0.4522489,0.5170659,0.064817
56,0.20566024,0.27060136,"('impractical', 'practical')",0.2056602,0.2706014,0.0649412
57,-2.8233378,-2.7223504,"('unimaginative', 'imaginative')",-2.8233378,-2.7223504,0.1009874
58,0.50261736,0.49193987,"('undiscriminating', 'discriminating')",0.5026174,0.4919399,-0.0106775
59,-0.22781442,-0.21365294,"('foolish', 'wise')",-0.2278144,-0.2136529,0.0141615
60,0.395968,0.60759836,"('inefficient', 'efficient')",0.395968,0.6075984,0.2116304
61,0.28281346,0.17907125,"('illogical', 'logical')",0.2828135,0.1790712,-0.1037423
62,0.1870746,0.32857546,"('incompetent', 'brilliant')",0.1870746,0.3285755,0.1415009
63,-0.15803853,-0.068087,"('unperceptive', 'insightful')",-0.1580385,-0.068087,0.0899515
64,-6.7748885,-6.6906767,"('shy', 'confident')",-6.7748885,-6.6906767,0.0842118
65,0.17975332,0.26861823,"('insecure', 'secure')",0.1797533,0.2686182,0.0888649
66,0.034197986,-0.055014912,"('inactive', 'active')",0.034198,-0.0550149,-0.0892129
67,-0.681324,-0.5759945,"('doubtful', 'determined')",-0.681324,-0.5759945,0.1053295
68,-0.7709886,-0.68835884,"('dependent', 'independent')",-0.7709886,-0.6883588,0.0826298
69,-2.2123327,-2.239418,"('lazy', 'industrious')",-2.2123327,-2.239418,-0.0270853
70,1.025012,1.1299711,"('lethargic', 'energetic')",1.025012,1.1299711,0.1049591
71,0.41618577,0.37899062,"('diffident', 'self-confident')",0.4161858,0.3789906,-0.0371952
72,0.51640517,0.6485493,"('unambitious', 'ambitious')",0.5164052,0.6485493,0.1321441
73,-3.096442,-3.0731525,"('helpless', 'self-reliant')",-3.096442,-3.0731525,0.0232895
74,0.028922617,-0.009554446,"('undedicated', 'dedicated')",0.0289226,-0.0095544,-0.038477
75,-0.9303339,-0.8194157,"('meek', 'impulsive')",-0.9303339,-0.8194157,0.1109182
76,0.5123882,0.5928157,"('anxious', 'daring')",0.5123882,0.5928157,0.0804275
77,-1.2017702,-1.0551561,"('unmotivated', 'motivated')",-1.2017702,-1.0551561,0.1466141
78,-0.672552,-0.6900139,"('nonresilient', 'resilient')",-0.672552,-0.6900139,-0.0174619
79,-0.38189757,-0.37680495,"('wavering', 'unwavering')",-0.3818976,-0.3768049,0.0050927
80,-0.5136245,-0.50137246,"('dominated', 'dominating')",-0.5136245,-0.5013725,0.012252
81,-0.34964964,-0.16616338,"('submissive', 'aggressive')",-0.3496496,-0.1661634,0.1834862
82,6.5771837,6.727966,"('poor', 'rich')",6.5771837,6.7279658,0.1507821
83,-0.5014805,-0.46011516,"('powerless', 'powerful')",-0.5014805,-0.4601152,0.0413653
84,0.46837768,0.5180451,"('inferior', 'superior')",0.4683777,0.5180451,0.0496674
85,-0.6464778,-0.76106143,"('insignificant', 'prestigious')",-0.6464778,-0.7610614,-0.1145836
86,0.11098558,0.14024292,"('uninfluential', 'influential')",0.1109856,0.1402429,0.0292573
87,-0.63330686,-0.5276477,"('unsuccessful', 'successful')",-0.6333069,-0.5276477,0.1056592
88,-0.0947011,-0.0035458952,"('low', 'eminent')",-0.0947011,-0.0035459,0.0911552
