,fourths_male,fourths_female,tuple,average_male,average_female,female-male
0,0.37267756,0.119181894,"('unsociable', 'sociable')",0.3726776,0.1191819,-0.2534957
1,-0.4005065,-0.45591292,"('unfriendly', 'friendly')",-0.4005065,-0.4559129,-0.0554064
2,0.9508141,0.99291945,"('unlikable', 'likable')",0.9508141,0.9929194,0.0421053
3,0.44524282,0.67714477,"('repellent', 'pleasant')",0.4452428,0.6771448,0.231902
4,-4.115033,-4.2929106,"('disliked', 'liked')",-4.1150331,-4.2929106,-0.1778775
5,-1.1042346,-1.0772122,"('distant', 'outgoing')",-1.1042346,-1.0772122,0.0270224
6,-1.3016521,-1.1668133,"('distant', 'open')",-1.3016521,-1.1668133,0.1348388
7,1.3473485,1.4560431,"('insensitive', 'sensitive')",1.3473485,1.4560431,0.1086946
8,-0.37738702,-0.25648683,"('unaffectionate', 'affectionate')",-0.377387,-0.2564868,0.1209002
9,0.12389859,0.31348857,"('unaffectionate', 'caring')",0.1238986,0.3134886,0.18959
10,1.0382154,0.98643625,"('unsympathetic', 'sympathetic')",1.0382154,0.9864362,-0.0517792
11,1.7912439,1.8228064,"('unhelpful', 'helpful')",1.7912439,1.8228064,0.0315625
12,-0.7003978,-0.58355206,"('unsupportive', 'supportive')",-0.7003978,-0.5835521,0.1168457
13,1.0410289,0.82715046,"('impolite', 'polite')",1.0410289,0.8271505,-0.2138784
14,1.395091,1.0877535,"('antisocial', 'social')",1.3950911,1.0877535,-0.3073376
15,0.040798824,-0.1775719,"('boring', 'funny')",0.0407988,-0.1775719,-0.2183707
16,-1.1947063,-1.1863881,"('unpopular', 'popular')",-1.1947063,-1.1863881,0.0083182
17,-0.092153296,-0.18225807,"('nasty', 'nice')",-0.0921533,-0.1822581,-0.0901048
18,-0.7762653,-0.5037814,"('disagreeable', 'welcoming')",-0.7762653,-0.5037814,0.2724839
19,-0.5603952,-0.41035607,"('inhospitable', 'hospitable')",-0.5603952,-0.4103561,0.1500391
20,0.8283187,0.8713077,"('rough', 'thoughtful')",0.8283187,0.8713077,0.042989
21,0.6170462,0.84820646,"('immoral', 'moral')",0.6170462,0.8482065,0.2311603
22,0.13665836,-0.08632009,"('untrustworthy', 'trustworthy')",0.1366584,-0.0863201,-0.2229785
23,4.2578015,4.407036,"('insincere', 'sincere')",4.2578015,4.4070358,0.1492343
24,1.0342361,0.92819333,"('dishonest', 'honest')",1.0342361,0.9281933,-0.1060428
25,0.08912489,0.24990119,"('egoistic', 'altruistic')",0.0891249,0.2499012,0.1607763
26,0.32915416,-0.17279673,"('hardhearted', 'benevolent')",0.3291542,-0.1727967,-0.5019509
27,0.54520744,0.6434848,"('hardhearted', 'softhearted')",0.5452074,0.6434848,0.0982774
