,sempra_male,sempra_female,tuple,energy_male,energy_female,average_male,average_female,female-male
0,-0.8977975,-0.9933723,"('unsociable', 'sociable')",-0.27905315,-0.34898078,-0.5884253,-0.6711766,-0.0827513
1,-1.32584,-1.4706305,"('unfriendly', 'friendly')",1.973262,1.8952671,0.323711,0.2123183,-0.1113927
2,0.9874111,1.0285585,"('unlikable', 'likable')",0.8735973,0.89756536,0.9305042,0.9630619,0.0325577
3,-0.40716988,-0.26996577,"('repellent', 'pleasant')",0.12429406,0.18153241,-0.1414379,-0.0442167,0.0972212
4,0.12641734,0.04834119,"('disliked', 'liked')",-7.047114,-7.1062837,-3.4603484,-3.5289712,-0.0686228
5,-0.93487453,-1.0349519,"('distant', 'outgoing')",0.3687306,0.32703817,-0.283072,-0.3539569,-0.0708849
6,-1.1985686,-1.2508073,"('distant', 'open')",0.43117598,0.3290241,-0.3836963,-0.4608916,-0.0771953
7,-0.49167943,-0.45627037,"('insensitive', 'sensitive')",0.4433969,0.58857006,-0.0241413,0.0661498,0.0902911
8,-1.3392107,-1.460802,"('unaffectionate', 'affectionate')",1.3304211,1.1848456,-0.0043948,-0.1379782,-0.1335834
9,-1.2308662,-1.3452588,"('unaffectionate', 'caring')",1.8918216,1.8441708,0.3304777,0.249456,-0.0810217
10,-1.1634774,-1.1620502,"('unsympathetic', 'sympathetic')",-0.63772374,-0.569654,-0.9006006,-0.8658521,0.0347485
11,-0.4645024,-0.42661428,"('unhelpful', 'helpful')",1.6848545,1.8380824,0.6101761,0.7057341,0.095558
12,-1.0039034,-0.9389386,"('unsupportive', 'supportive')",-1.6073397,-1.6090193,-1.3056216,-1.2739789,0.0316427
13,-0.36770388,-0.37006092,"('impolite', 'polite')",-0.5612362,-0.506962,-0.46447,-0.4385115,0.0259585
14,-0.025121145,0.017076818,"('antisocial', 'social')",0.042297766,0.07660583,0.0085883,0.0468413,0.038253
15,0.47274905,0.32606184,"('boring', 'funny')",-0.025806375,-0.13799793,0.2234713,0.094032,-0.1294393
16,-0.24193731,-0.24972929,"('unpopular', 'popular')",0.71300125,0.644544,0.235532,0.1974074,-0.0381246
17,-0.08149776,-0.026106067,"('nasty', 'nice')",-0.44100493,-0.38024676,-0.2612513,-0.2031764,0.0580749
18,-0.32203957,-0.2674155,"('disagreeable', 'welcoming')",-0.43772024,-0.5337582,-0.3798799,-0.4005868,-0.0207069
19,-1.0272282,-1.039188,"('inhospitable', 'hospitable')",-0.3688639,-0.36198747,-0.6980461,-0.7005877,-0.0025416
20,-0.30512705,-0.23991874,"('rough', 'thoughtful')",0.45308924,0.47374946,0.0739811,0.1169154,0.0429343
21,-0.21704291,-0.15648869,"('immoral', 'moral')",-0.54413855,-0.39852506,-0.3805907,-0.2775069,0.1030838
22,0.3081129,0.38015425,"('untrustworthy', 'trustworthy')",-1.3579552,-1.3791021,-0.5249212,-0.4994739,0.0254473
23,-0.51107055,-0.51849735,"('insincere', 'sincere')",6.4721813,6.548528,2.9805553,3.0150154,0.0344601
24,-0.14126712,-0.21286052,"('dishonest', 'honest')",1.0181336,1.0448666,0.4384333,0.416003,-0.0224303
25,0.013485522,-0.106884524,"('egoistic', 'altruistic')",1.3552651,1.2980841,0.6843753,0.5955998,-0.0887755
26,0.15372765,0.08261253,"('hardhearted', 'benevolent')",1.3930037,1.3194305,0.7733657,0.7010215,-0.0723442
27,-0.19359857,-0.25837123,"('hardhearted', 'softhearted')",1.0391816,0.9544068,0.4227915,0.3480178,-0.0747737
28,-0.75909317,-0.82340086,"('disloyal', 'loyal')",1.0825994,1.0668526,0.1617531,0.1217259,-0.0400272
29,-0.7180299,-0.8387415,"('unfair', 'fair')",-0.55858874,-0.7222709,-0.6383094,-0.7805062,-0.1421968
30,0.55942047,0.53033674,"('intolerant', 'tolerant')",1.019687,1.0848037,0.7895538,0.8075702,0.0180164
31,-0.85775536,-0.81296724,"('evil', 'good')",-0.9627301,-1.1130171,-0.9102427,-0.9629922,-0.0527495
32,0.3227864,0.24674664,"('unkind', 'kind')",0.8910588,0.81002975,0.6069226,0.5283882,-0.0785344
33,-0.1253473,-0.20435815,"('wrong', 'right')",0.635312,0.5699546,0.2549824,0.1827982,-0.0721842
34,-0.33303952,-0.24067762,"('mean', 'honorable')",5.358324,5.512315,2.5126424,2.6358185,0.1231761
35,0.34121397,0.16037184,"('corrupt', 'incorrupt')",-0.36045054,-0.51956993,-0.0096183,-0.179599,-0.1699807
36,-0.91229576,-1.0738558,"('hostile', 'amicable')",-0.072230965,-0.3496719,-0.4922634,-0.7117639,-0.2195005
37,0.07637823,0.042745914,"('fake', 'genuine')",0.15689677,0.11421698,0.1166375,0.0784815,-0.038156
38,-0.61379516,-0.625138,"('untruthful', 'truthful')",0.49171257,0.54379404,-0.0610413,-0.040672,0.0203693
39,0.84917617,0.9125084,"('exploitative', 'cooperative')",-0.16238394,-0.07184663,0.3433961,0.4203309,0.0769348
40,-0.07810828,-0.17161039,"('stingy', 'generous')",-2.061326,-2.1807225,-1.0697172,-1.1761664,-0.1064492
41,-0.021757558,-0.044757225,"('unforgiving', 'forgiving')",0.029337926,-0.09343924,0.0037902,-0.0690982,-0.0728884
42,0.7369973,0.8478604,"('unreliable', 'reliable')",-3.5111957,-3.4399772,-1.3870991,-1.2960584,0.0910407
43,-0.5183737,-0.42794514,"('irresponsible', 'responsible')",0.6560607,0.7559001,0.0688435,0.1639775,0.095134
44,0.8061048,0.8027661,"('prejudiced', 'unprejudiced')",-1.3009633,-1.3224013,-0.2474293,-0.2598176,-0.0123883
45,-0.8467505,-0.74176556,"('incompetent', 'competent')",-0.06121524,-0.047702085,-0.4539829,-0.3947338,0.0592491
46,-0.8012757,-0.73080665,"('uncompetitive', 'competitive')",-1.2385428,-1.0992128,-1.0199093,-0.9150097,0.1048996
47,-0.027056476,0.04636029,"('stupid', 'smart')",6.3821697,6.4870467,3.1775565,3.2667036,0.0891471
48,-0.7754385,-0.7498776,"('unintelligent', 'intelligent')",0.81271315,0.8436525,0.0186373,0.0468875,0.0282502
49,-0.2758315,-0.06450182,"('unable', 'able')",0.08033953,0.18854427,-0.097746,0.0620212,0.1597672
50,0.08819777,0.15551347,"('clumsy', 'skillful')",0.25175524,0.22529355,0.1699765,0.1904035,0.020427
51,-0.75905156,-0.86412805,"('uneducated', 'educated')",-0.39030406,-0.40824336,-0.5746778,-0.6361857,-0.0615079
52,-0.39432958,-0.62185436,"('irrational', 'rational')",0.4189482,0.19609658,0.0123093,-0.2128789,-0.2251882
53,-0.8071504,-0.82919186,"('uncreative', 'creative')",0.81190294,0.8378247,0.0023763,0.0043164,0.0019401
54,-0.6918996,-0.8378175,"('incapable', 'capable')",1.1738762,1.2222055,0.2409883,0.192194,-0.0487943
55,-0.47163346,-0.29016945,"('incompetent', 'clever')",-0.21256462,-0.13722676,-0.342099,-0.2136981,0.1284009
56,0.14551055,0.23725727,"('impractical', 'practical')",0.18534258,0.2961256,0.1654266,0.2666914,0.1012648
57,-0.82231504,-0.84484565,"('unimaginative', 'imaginative')",-3.0205185,-2.9967983,-1.9214168,-1.9208219,0.0005949
58,-0.3572299,-0.32250237,"('undiscriminating', 'discriminating')",0.016980369,0.04365611,-0.1701248,-0.1394231,0.0307017
59,0.19186652,0.18029994,"('foolish', 'wise')",0.97203004,0.910285,0.5819483,0.5452925,-0.0366558
60,0.3209741,0.51536894,"('inefficient', 'efficient')",0.5724916,0.84090316,0.4467328,0.6781361,0.2314033
61,-0.59438735,-0.6969197,"('illogical', 'logical')",0.64854574,0.5579089,0.0270792,-0.0695054,-0.0965846
62,0.08239404,0.22140215,"('incompetent', 'brilliant')",0.4396146,0.63721466,0.2610043,0.4293084,0.1683041
63,-0.5449537,-0.41542986,"('unperceptive', 'insightful')",0.23575911,0.38080046,-0.1545973,-0.0173147,0.1372826
64,0.052116957,0.06476648,"('shy', 'confident')",-6.308463,-6.394449,-3.1281731,-3.1648414,-0.0366683
65,0.32372272,0.39965218,"('insecure', 'secure')",-0.27424347,-0.111775786,0.0247396,0.1439382,0.1191986
66,-0.87879485,-0.9897267,"('inactive', 'active')",-0.102400795,-0.18990985,-0.4905978,-0.5898183,-0.0992205
67,0.283672,0.3536337,"('doubtful', 'determined')",-0.22119993,-0.17657064,0.031236,0.0885315,0.0572955
68,-0.5999271,-0.5876038,"('dependent', 'independent')",-0.90354794,-0.8976072,-0.7517375,-0.7426055,0.009132
69,0.17015314,0.18716548,"('lazy', 'industrious')",-0.42817473,-0.49913332,-0.1290108,-0.1559839,-0.0269731
70,-0.22321314,-0.17063074,"('lethargic', 'energetic')",-0.17452748,-0.09598047,-0.1988703,-0.1333056,0.0655647
71,-0.49000552,-0.5516383,"('diffident', 'self-confident')",1.1989022,1.1853613,0.3544484,0.3168615,-0.0375869
72,-0.24251507,-0.26977596,"('unambitious', 'ambitious')",0.29107493,0.319329,0.0242799,0.0247765,0.0004966
73,0.9203149,0.86879337,"('helpless', 'self-reliant')",-3.259728,-3.3117857,-1.1697066,-1.2214961,-0.0517895
74,-0.18869661,-0.09505735,"('undedicated', 'dedicated')",-0.3263673,-0.28781292,-0.2575319,-0.1914351,0.0660968
75,-0.008589085,-0.069880836,"('meek', 'impulsive')",-0.71413916,-0.7155791,-0.3613641,-0.39273,-0.0313659
76,0.7874055,0.9469903,"('anxious', 'daring')",-0.48253083,-0.3111112,0.1524373,0.3179395,0.1655022
77,-0.8523895,-0.7854657,"('unmotivated', 'motivated')",-1.0404758,-0.8731551,-0.9464327,-0.8293104,0.1171223
78,-1.1992776,-1.1232072,"('nonresilient', 'resilient')",0.03278661,0.09884661,-0.5832455,-0.5121803,0.0710652
79,-0.6538814,-0.7019545,"('wavering', 'unwavering')",0.28626955,0.2621426,-0.1838059,-0.2199059,-0.0361
80,0.15331817,0.22236955,"('dominated', 'dominating')",-1.129136,-0.9688727,-0.4879089,-0.3732516,0.1146573
81,-0.026955625,-0.072059564,"('submissive', 'aggressive')",-0.4356791,-0.20726594,-0.2313174,-0.1396628,0.0916546
82,-0.17650199,-0.22808367,"('poor', 'rich')",6.5173755,6.5373936,3.1704369,3.154655,-0.0157819
