,statistics_male,statistics_female,tuple,average_male,average_female,female-male
0,-0.03218065,-0.122466505,"('unsociable', 'sociable')",-0.0321806,-0.1224665,-0.0902859
1,1.464738,1.2851901,"('unfriendly', 'friendly')",1.464738,1.2851901,-0.1795479
2,0.6243336,0.66523284,"('unlikable', 'likable')",0.6243336,0.6652328,0.0408992
3,-0.08636453,-0.0014425386,"('repellent', 'pleasant')",-0.0863645,-0.0014425,0.084922
4,-5.9268165,-6.0374556,"('disliked', 'liked')",-5.9268165,-6.0374556,-0.1106391
5,-0.42453068,-0.43884355,"('distant', 'outgoing')",-0.4245307,-0.4388435,-0.0143128
6,-0.5268367,-0.4980048,"('distant', 'open')",-0.5268367,-0.4980048,0.0288319
7,0.6022924,0.6721201,"('insensitive', 'sensitive')",0.6022924,0.6721201,0.0698277
8,0.9623879,0.86606383,"('unaffectionate', 'affectionate')",0.9623879,0.8660638,-0.0963241
9,1.8997521,1.8763727,"('unaffectionate', 'caring')",1.8997521,1.8763727,-0.0233794
10,0.10687269,0.23339033,"('unsympathetic', 'sympathetic')",0.1068727,0.2333903,0.1265176
11,1.9086082,1.9557999,"('unhelpful', 'helpful')",1.9086082,1.9557999,0.0471917
12,-0.8592346,-0.8343813,"('unsupportive', 'supportive')",-0.8592346,-0.8343813,0.0248533
13,-0.21815711,-0.25752085,"('impolite', 'polite')",-0.2181571,-0.2575209,-0.0393638
14,0.4648725,0.52618706,"('antisocial', 'social')",0.4648725,0.5261871,0.0613146
15,0.025394786,-0.078997776,"('boring', 'funny')",0.0253948,-0.0789978,-0.1043926
16,-0.15429096,-0.25462925,"('unpopular', 'popular')",-0.154291,-0.2546293,-0.1003383
17,0.14503051,0.1491984,"('nasty', 'nice')",0.1450305,0.1491984,0.0041679
18,-0.51775545,-0.55850375,"('disagreeable', 'welcoming')",-0.5177554,-0.5585037,-0.0407483
19,-0.64576155,-0.69524586,"('inhospitable', 'hospitable')",-0.6457615,-0.6952459,-0.0494844
20,0.6688708,0.6969625,"('rough', 'thoughtful')",0.6688708,0.6969625,0.0280917
21,0.21922061,0.31773555,"('immoral', 'moral')",0.2192206,0.3177356,0.098515
22,-0.06600642,-0.079079375,"('untrustworthy', 'trustworthy')",-0.0660064,-0.0790794,-0.013073
23,5.842104,5.849791,"('insincere', 'sincere')",5.842104,5.849791,0.007687
24,1.6908154,1.7575761,"('dishonest', 'honest')",1.6908154,1.7575761,0.0667607
25,1.4401041,1.3074934,"('egoistic', 'altruistic')",1.4401041,1.3074934,-0.1326107
26,2.001141,1.8522667,"('hardhearted', 'benevolent')",2.0011411,1.8522667,-0.1488744
27,0.42680892,0.46183696,"('hardhearted', 'softhearted')",0.4268089,0.461837,0.0350281
28,1.84248,1.7224597,"('disloyal', 'loyal')",1.8424799,1.7224597,-0.1200202
29,-0.92910445,-0.99491906,"('unfair', 'fair')",-0.9291044,-0.9949191,-0.0658147
30,1.3224931,1.3295414,"('intolerant', 'tolerant')",1.3224931,1.3295414,0.0070483
31,-1.7364339,-1.7714515,"('evil', 'good')",-1.7364339,-1.7714515,-0.0350176
32,1.6821791,1.6047173,"('unkind', 'kind')",1.6821791,1.6047173,-0.0774618
33,0.488675,0.3785184,"('wrong', 'right')",0.488675,0.3785184,-0.1101566
34,4.3951344,4.51208,"('mean', 'honorable')",4.3951344,4.5120802,0.1169458
35,-0.7382932,-0.90199393,"('corrupt', 'incorrupt')",-0.7382932,-0.9019939,-0.1637007
36,-0.18010095,-0.37715155,"('hostile', 'amicable')",-0.1801009,-0.3771515,-0.1970506
37,-0.2261019,-0.18314938,"('fake', 'genuine')",-0.2261019,-0.1831494,0.0429525
38,1.8167864,1.7331097,"('untruthful', 'truthful')",1.8167864,1.7331097,-0.0836767
39,0.10935887,0.14146002,"('exploitative', 'cooperative')",0.1093589,0.14146,0.0321011
40,-1.8258196,-1.8759897,"('stingy', 'generous')",-1.8258196,-1.8759897,-0.0501701
41,0.5385181,0.53955275,"('unforgiving', 'forgiving')",0.5385181,0.5395527,0.0010346
42,-2.1975813,-2.1715012,"('unreliable', 'reliable')",-2.1975813,-2.1715012,0.0260801
43,0.90223855,0.9974239,"('irresponsible', 'responsible')",0.9022385,0.9974239,0.0951854
44,-2.0273674,-1.970261,"('prejudiced', 'unprejudiced')",-2.0273674,-1.970261,0.0571064
45,-0.08805341,-0.031549536,"('incompetent', 'competent')",-0.0880534,-0.0315495,0.0565039
46,-0.8190633,-0.7626901,"('uncompetitive', 'competitive')",-0.8190633,-0.7626901,0.0563732
47,4.695946,4.7577643,"('stupid', 'smart')",4.6959462,4.7577643,0.0618181
48,0.6130272,0.69922364,"('unintelligent', 'intelligent')",0.6130272,0.6992236,0.0861964
49,0.108800754,0.17617233,"('unable', 'able')",0.1088008,0.1761723,0.0673715
50,-0.19982293,-0.28200716,"('clumsy', 'skillful')",-0.1998229,-0.2820072,-0.0821843
51,-0.36032385,-0.34870735,"('uneducated', 'educated')",-0.3603238,-0.3487073,0.0116165
52,0.04945927,-0.17830047,"('irrational', 'rational')",0.0494593,-0.1783005,-0.2277598
