,plunger_male,plunger_female,tuple,average_male,average_female,female-male
0,0.60966355,0.2407269,"('unsociable', 'sociable')",0.6096635,0.2407269,-0.3689366
1,-0.86880046,-1.1360786,"('unfriendly', 'friendly')",-0.8688005,-1.1360786,-0.2672781
2,0.31916168,0.3719332,"('unlikable', 'likable')",0.3191617,0.3719332,0.0527715
3,-1.0825927,-0.9105125,"('repellent', 'pleasant')",-1.0825927,-0.9105125,0.1720802
4,-2.3477964,-2.335271,"('disliked', 'liked')",-2.3477964,-2.3352709,0.0125255
5,-1.2745194,-1.3294442,"('distant', 'outgoing')",-1.2745194,-1.3294442,-0.0549248
6,-1.2772613,-1.4323851,"('distant', 'open')",-1.2772613,-1.4323851,-0.1551238
7,0.7093228,0.8186208,"('insensitive', 'sensitive')",0.7093228,0.8186208,0.109298
8,-0.60918635,-0.85092723,"('unaffectionate', 'affectionate')",-0.6091864,-0.8509272,-0.2417408
9,-0.12976575,-0.32802954,"('unaffectionate', 'caring')",-0.1297657,-0.3280295,-0.1982638
10,0.4754957,0.1603547,"('unsympathetic', 'sympathetic')",0.4754957,0.1603547,-0.315141
11,1.1080409,1.1363658,"('unhelpful', 'helpful')",1.1080409,1.1363658,0.0283249
12,-0.95258397,-0.99097896,"('unsupportive', 'supportive')",-0.952584,-0.990979,-0.038395
13,0.5114156,0.35433796,"('impolite', 'polite')",0.5114156,0.354338,-0.1570776
14,1.2927382,1.1802467,"('antisocial', 'social')",1.2927382,1.1802467,-0.1124915
15,1.2930481,0.9772272,"('boring', 'funny')",1.2930481,0.9772272,-0.3158209
16,-0.87611413,-0.8200637,"('unpopular', 'popular')",-0.8761141,-0.8200637,0.0560504
17,-0.8416859,-0.8391995,"('nasty', 'nice')",-0.8416859,-0.8391995,0.0024864
18,-1.3904991,-1.2365754,"('disagreeable', 'welcoming')",-1.3904991,-1.2365754,0.1539237
19,-1.9931275,-1.9753879,"('inhospitable', 'hospitable')",-1.9931275,-1.9753879,0.0177396
20,-0.15743741,-0.0548045,"('rough', 'thoughtful')",-0.1574374,-0.0548045,0.1026329
21,-0.028443646,0.06316857,"('immoral', 'moral')",-0.0284436,0.0631686,0.0916122
22,-0.003884802,0.028315578,"('untrustworthy', 'trustworthy')",-0.0038848,0.0283156,0.0322004
23,2.2568278,2.144473,"('insincere', 'sincere')",2.2568278,2.1444731,-0.1123547
24,0.098893434,-0.09624864,"('dishonest', 'honest')",0.0988934,-0.0962486,-0.195142
25,-0.4833582,-0.49748504,"('egoistic', 'altruistic')",-0.4833582,-0.497485,-0.0141268
26,0.7037344,0.26778534,"('hardhearted', 'benevolent')",0.7037344,0.2677853,-0.4359491
27,-0.37533367,-0.37590137,"('hardhearted', 'softhearted')",-0.3753337,-0.3759014,-0.0005677
28,0.045359343,-0.22753608,"('disloyal', 'loyal')",0.0453593,-0.2275361,-0.2728954
29,-0.44074994,-0.49345315,"('unfair', 'fair')",-0.4407499,-0.4934531,-0.0527032
30,0.69388646,0.58210045,"('intolerant', 'tolerant')",0.6938865,0.5821005,-0.111786
31,-1.7696553,-1.8011668,"('evil', 'good')",-1.7696553,-1.8011668,-0.0315115
32,0.20863289,-0.0033060052,"('unkind', 'kind')",0.2086329,-0.003306,-0.2119389
33,-0.083195485,-0.022368208,"('wrong', 'right')",-0.0831955,-0.0223682,0.0608273
34,0.3556987,0.523257,"('mean', 'honorable')",0.3556987,0.523257,0.1675583
35,-0.7779934,-0.8090615,"('corrupt', 'incorrupt')",-0.7779934,-0.8090615,-0.0310681
36,-1.5789164,-1.7293738,"('hostile', 'amicable')",-1.5789164,-1.7293738,-0.1504574
37,0.28463724,0.20080966,"('fake', 'genuine')",0.2846372,0.2008097,-0.0838275
38,0.72886145,0.6317344,"('untruthful', 'truthful')",0.7288615,0.6317344,-0.0971271
39,-0.3583427,-0.119727544,"('exploitative', 'cooperative')",-0.3583427,-0.1197275,0.2386152
40,-1.5197554,-1.528476,"('stingy', 'generous')",-1.5197554,-1.528476,-0.0087206
41,0.57560533,0.37163126,"('unforgiving', 'forgiving')",0.5756053,0.3716313,-0.203974
42,-0.32593918,-0.34724116,"('unreliable', 'reliable')",-0.3259392,-0.3472412,-0.021302
43,0.6874918,0.46305287,"('irresponsible', 'responsible')",0.6874918,0.4630529,-0.2244389
44,-1.0941174,-0.91318643,"('prejudiced', 'unprejudiced')",-1.0941174,-0.9131864,0.180931
45,0.86535007,0.5519724,"('incompetent', 'competent')",0.8653501,0.5519724,-0.3133777
46,0.28983405,0.16487247,"('uncompetitive', 'competitive')",0.2898341,0.1648725,-0.1249616
47,1.6486228,1.5617843,"('stupid', 'smart')",1.6486228,1.5617843,-0.0868385
48,0.18547207,0.082945585,"('unintelligent', 'intelligent')",0.1854721,0.0829456,-0.1025265
49,-0.93804973,-0.7492685,"('unable', 'able')",-0.9380497,-0.7492685,0.1887812
50,-0.3346948,-0.37018165,"('clumsy', 'skillful')",-0.3346948,-0.3701816,-0.0354868
51,0.3169998,0.29605103,"('uneducated', 'educated')",0.3169998,0.296051,-0.0209488
52,-1.3598645,-1.4858972,"('irrational', 'rational')",-1.3598645,-1.4858972,-0.1260327
53,-1.467881,-1.644363,"('uncreative', 'creative')",-1.467881,-1.644363,-0.176482
54,-0.5359458,-0.60541415,"('incapable', 'capable')",-0.5359458,-0.6054142,-0.0694684
55,1.329935,1.347938,"('incompetent', 'clever')",1.329935,1.3479379,0.0180029
56,1.7273005,1.5005338,"('impractical', 'practical')",1.7273005,1.5005338,-0.2267667
57,-0.7313332,-1.0807806,"('unimaginative', 'imaginative')",-0.7313332,-1.0807806,-0.3494474
58,1.1103027,0.8638054,"('undiscriminating', 'discriminating')",1.1103027,0.8638054,-0.2464973
59,-0.32996744,-0.32723105,"('foolish', 'wise')",-0.3299674,-0.327231,0.0027364
60,1.5267926,1.6412274,"('inefficient', 'efficient')",1.5267926,1.6412274,0.1144348
61,0.07201569,-0.07426641,"('illogical', 'logical')",0.0720157,-0.0742664,-0.1462821
62,1.4516451,1.5800205,"('incompetent', 'brilliant')",1.4516451,1.5800205,0.1283754
63,0.17759426,0.27954373,"('unperceptive', 'insightful')",0.1775943,0.2795437,0.1019494
64,-1.4702373,-1.4679837,"('shy', 'confident')",-1.4702373,-1.4679837,0.0022536
65,0.5214039,0.4618847,"('insecure', 'secure')",0.5214039,0.4618847,-0.0595192
66,-0.6635235,-0.85170424,"('inactive', 'active')",-0.6635235,-0.8517042,-0.1881807
67,0.99544007,0.95217574,"('doubtful', 'determined')",0.9954401,0.9521757,-0.0432644
68,-0.8400586,-0.63944936,"('dependent', 'independent')",-0.8400586,-0.6394494,0.2006092
69,-0.69674647,-0.6906774,"('lazy', 'industrious')",-0.6967465,-0.6906774,0.0060691
70,0.6575801,0.6238003,"('lethargic', 'energetic')",0.6575801,0.6238003,-0.0337798
71,-0.7436316,-0.7189519,"('diffident', 'self-confident')",-0.7436316,-0.7189519,0.0246797
72,0.6268227,0.4670827,"('unambitious', 'ambitious')",0.6268227,0.4670827,-0.15974
73,-1.3449023,-1.2203877,"('helpless', 'self-reliant')",-1.3449023,-1.2203877,0.1245146
74,0.31819034,0.111452445,"('undedicated', 'dedicated')",0.3181903,0.1114524,-0.2067379
75,-0.28340012,-0.25049034,"('meek', 'impulsive')",-0.2834001,-0.2504903,0.0329098
76,0.5020548,0.4959351,"('anxious', 'daring')",0.5020548,0.4959351,-0.0061197
77,-0.10184242,0.030906625,"('unmotivated', 'motivated')",-0.1018424,0.0309066,0.132749
78,-0.66691226,-0.5611322,"('nonresilient', 'resilient')",-0.6669123,-0.5611322,0.1057801
79,-1.2561713,-1.4543524,"('wavering', 'unwavering')",-1.2561713,-1.4543524,-0.1981811
80,1.2714695,1.2876078,"('dominated', 'dominating')",1.2714695,1.2876078,0.0161383
81,0.9703217,0.96197814,"('submissive', 'aggressive')",0.9703217,0.9619781,-0.0083436
82,1.4745005,1.3182073,"('poor', 'rich')",1.4745005,1.3182073,-0.1562932
83,0.46289554,0.26947966,"('powerless', 'powerful')",0.4628955,0.2694797,-0.1934158
84,0.14974913,0.066989034,"('inferior', 'superior')",0.1497491,0.066989,-0.0827601
85,-1.260212,-1.291936,"('insignificant', 'prestigious')",-1.2602119,-1.291936,-0.0317241
86,0.133187,-0.24440067,"('uninfluential', 'influential')",0.133187,-0.2444007,-0.3775877
87,0.12885356,0.18151943,"('unsuccessful', 'successful')",0.1288536,0.1815194,0.0526658
88,-0.009317325,-0.14953493,"('low', 'eminent')",-0.0093173,-0.1495349,-0.1402176
