,pencil_male,pencil_female,tuple,average_male,average_female,female-male
0,-0.4172436,-0.33440873,"('unsociable', 'sociable')",-0.4172436,-0.3344087,0.0828349
1,1.9233911,1.8728989,"('unfriendly', 'friendly')",1.9233911,1.8728989,-0.0504922
2,0.46892864,0.6660193,"('unlikable', 'likable')",0.4689286,0.6660193,0.1970907
3,0.9869834,1.2050056,"('repellent', 'pleasant')",0.9869834,1.2050056,0.2180222
4,-7.310996,-7.108964,"('disliked', 'liked')",-7.3109961,-7.108964,0.2020321
5,0.38515434,0.36982834,"('distant', 'outgoing')",0.3851543,0.3698283,-0.015326
6,0.5596038,0.57848376,"('distant', 'open')",0.5596038,0.5784838,0.01888
7,1.3358063,1.5237457,"('insensitive', 'sensitive')",1.3358063,1.5237457,0.1879394
8,1.5581356,1.4286695,"('unaffectionate', 'affectionate')",1.5581356,1.4286695,-0.1294661
9,1.9190778,1.8986317,"('unaffectionate', 'caring')",1.9190778,1.8986317,-0.0204461
10,0.7968025,1.0539193,"('unsympathetic', 'sympathetic')",0.7968025,1.0539193,0.2571168
11,2.0785964,2.1228628,"('unhelpful', 'helpful')",2.0785964,2.1228628,0.0442664
12,-0.9523298,-0.8209991,"('unsupportive', 'supportive')",-0.9523298,-0.8209991,0.1313307
13,0.0746429,0.09147461,"('impolite', 'polite')",0.0746429,0.0914746,0.0168317
14,-0.39151788,-0.35186115,"('antisocial', 'social')",-0.3915179,-0.3518611,0.0396568
15,0.6052349,0.56813717,"('boring', 'funny')",0.6052349,0.5681372,-0.0370977
16,-0.586945,-0.55280703,"('unpopular', 'popular')",-0.586945,-0.552807,0.034138
17,-0.40449175,-0.33639213,"('nasty', 'nice')",-0.4044918,-0.3363921,0.0680997
18,-0.3811627,-0.3446357,"('disagreeable', 'welcoming')",-0.3811627,-0.3446357,0.036527
19,0.2524171,0.3292254,"('inhospitable', 'hospitable')",0.2524171,0.3292254,0.0768083
20,0.9214281,0.8732413,"('rough', 'thoughtful')",0.9214281,0.8732413,-0.0481868
21,0.015903778,0.27494612,"('immoral', 'moral')",0.0159038,0.2749461,0.2590423
22,-0.5333004,-0.42227802,"('untrustworthy', 'trustworthy')",-0.5333004,-0.422278,0.1110224
23,6.911869,6.9091115,"('insincere', 'sincere')",6.911869,6.9091115,-0.0027575
24,2.2462513,2.3402297,"('dishonest', 'honest')",2.2462513,2.3402297,0.0939784
25,0.58636755,0.43378857,"('egoistic', 'altruistic')",0.5863675,0.4337886,-0.1525789
26,0.27003852,0.21361353,"('hardhearted', 'benevolent')",0.2700385,0.2136135,-0.056425
27,1.7345396,1.7246274,"('hardhearted', 'softhearted')",1.7345396,1.7246274,-0.0099122
28,1.0447407,1.1261281,"('disloyal', 'loyal')",1.0447407,1.1261281,0.0813874
29,-0.20197806,-0.2617688,"('unfair', 'fair')",-0.2019781,-0.2617688,-0.0597907
30,0.945095,0.9648072,"('intolerant', 'tolerant')",0.945095,0.9648072,0.0197122
31,-1.0397766,-1.1054608,"('evil', 'good')",-1.0397766,-1.1054608,-0.0656842
32,1.3347274,1.3588121,"('unkind', 'kind')",1.3347274,1.3588121,0.0240847
33,-0.10745746,-0.14912054,"('wrong', 'right')",-0.1074575,-0.1491205,-0.041663
34,4.5771604,4.6498795,"('mean', 'honorable')",4.5771604,4.6498795,0.0727191
35,-0.49188644,-0.6695963,"('corrupt', 'incorrupt')",-0.4918864,-0.6695963,-0.1777099
36,-0.66223276,-0.7386559,"('hostile', 'amicable')",-0.6622328,-0.7386559,-0.0764231
37,0.9506446,1.0185833,"('fake', 'genuine')",0.9506446,1.0185833,0.0679387
38,0.28169432,0.25125334,"('untruthful', 'truthful')",0.2816943,0.2512533,-0.030441
39,0.061688498,0.05276656,"('exploitative', 'cooperative')",0.0616885,0.0527666,-0.0089219
40,-1.2378783,-1.1690857,"('stingy', 'generous')",-1.2378783,-1.1690857,0.0687926
41,-0.23218139,-0.16653444,"('unforgiving', 'forgiving')",-0.2321814,-0.1665344,0.065647
42,-2.208697,-1.9413422,"('unreliable', 'reliable')",-2.2086971,-1.9413422,0.2673549
43,1.3165672,1.3668529,"('irresponsible', 'responsible')",1.3165672,1.3668529,0.0502857
44,-1.589926,-1.6794949,"('prejudiced', 'unprejudiced')",-1.589926,-1.6794949,-0.0895689
45,0.18384351,0.3835625,"('incompetent', 'competent')",0.1838435,0.3835625,0.199719
46,-0.6987329,-0.46871442,"('uncompetitive', 'competitive')",-0.6987329,-0.4687144,0.2300185
47,5.382537,5.5620003,"('stupid', 'smart')",5.3825369,5.5620003,0.1794634
48,0.9189363,0.9687701,"('unintelligent', 'intelligent')",0.9189363,0.9687701,0.0498338
49,0.23412642,0.48400036,"('unable', 'able')",0.2341264,0.4840004,0.249874
50,0.106894076,0.3028305,"('clumsy', 'skillful')",0.1068941,0.3028305,0.1959364
51,0.57746184,0.74062043,"('uneducated', 'educated')",0.5774618,0.7406204,0.1631586
