,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.25053132,0.26237252,"('unsociable', 'sociable')",-0.23633312,-0.2870227,0.0070991,-0.0123251,-0.0194242
1,0.48026434,0.3705511,"('unfriendly', 'friendly')",1.2957498,1.084113,0.888007,0.7273321,-0.1606749
2,0.7757727,0.8355338,"('unlikable', 'likable')",0.3239373,0.4368073,0.549855,0.6361706,0.0863156
3,-0.90759027,-0.79345447,"('repellent', 'pleasant')",0.70772725,0.75320154,-0.0999315,-0.0201265,0.079805
4,0.6817977,0.6429132,"('disliked', 'liked')",-7.4586005,-7.5524616,-3.3884015,-3.4547741,-0.0663726
5,1.110534,0.89606917,"('distant', 'outgoing')",-0.28156197,-0.42008954,0.414486,0.2379898,-0.1764962
6,0.89219105,0.7587128,"('distant', 'open')",-0.15809157,-0.30711436,0.3670498,0.2257992,-0.1412506
7,-0.9037646,-0.72252667,"('insensitive', 'sensitive')",0.39534602,0.49185377,-0.2542093,-0.1153364,0.1388729
8,0.0272436,-0.07623992,"('unaffectionate', 'affectionate')",0.39612883,0.28235024,0.2116862,0.1030552,-0.108631
9,0.40951723,0.2965938,"('unaffectionate', 'caring')",1.1595256,1.0928096,0.7845215,0.6947017,-0.0898198
10,-1.2099534,-1.0809926,"('unsympathetic', 'sympathetic')",-0.20018041,-0.19404912,-0.7050669,-0.6375208,0.0675461
11,-1.107282,-0.92817086,"('unhelpful', 'helpful')",1.9836706,2.065741,0.4381943,0.5687851,0.1305908
12,-0.24726947,-0.18172087,"('unsupportive', 'supportive')",-2.3190057,-2.2741969,-1.2831376,-1.2279589,0.0551787
13,0.21918061,0.28492603,"('impolite', 'polite')",-0.6450423,-0.5012015,-0.2129308,-0.1081377,0.1047931
14,-0.6969506,-0.63623756,"('antisocial', 'social')",-0.37869114,-0.2809638,-0.5378209,-0.4586007,0.0792202
15,1.4597822,1.314836,"('boring', 'funny')",0.09721209,0.12294994,0.7784972,0.718893,-0.0596042
16,-0.13194863,-0.022854488,"('unpopular', 'popular')",0.1161082,0.11872174,-0.0079202,0.0479336,0.0558538
17,-0.31683034,-0.1983383,"('nasty', 'nice')",-0.3843533,-0.31001976,-0.3505918,-0.254179,0.0964128
18,-0.8966315,-0.86019635,"('disagreeable', 'welcoming')",-0.898484,-0.84536666,-0.8975577,-0.8527815,0.0447762
19,0.69974506,0.6331543,"('inhospitable', 'hospitable')",-0.59466976,-0.6440827,0.0525376,-0.0054642,-0.0580018
20,0.18915495,0.24310124,"('rough', 'thoughtful')",0.81976074,0.84638965,0.5044578,0.5447454,0.0402876
21,0.057528764,0.23989671,"('immoral', 'moral')",-1.0687733,-0.7940973,-0.5056223,-0.2771003,0.228522
22,-0.5116816,-0.5786652,"('untrustworthy', 'trustworthy')",-1.2505012,-1.2183484,-0.8810914,-0.8985068,-0.0174154
23,-0.2591744,-0.12644818,"('insincere', 'sincere')",6.407088,6.453649,3.0739567,3.1636004,0.0896437
24,-0.16990443,-0.102680996,"('dishonest', 'honest')",1.0240222,1.0801209,0.4270589,0.48872,0.0616611
25,1.0559124,1.0205245,"('egoistic', 'altruistic')",0.915773,0.8425781,0.9858427,0.9315513,-0.0542914
26,0.23507199,0.084704965,"('hardhearted', 'benevolent')",1.3899479,1.2541127,0.81251,0.6694089,-0.1431011
27,-0.5399585,-0.50137955,"('hardhearted', 'softhearted')",1.1692346,1.1776655,0.3146381,0.338143,0.0235049
28,0.04909672,-0.062371742,"('disloyal', 'loyal')",1.3509896,1.1707091,0.7000431,0.5541687,-0.1458744
29,-0.34723616,-0.41157702,"('unfair', 'fair')",-0.4442164,-0.54900944,-0.3957263,-0.4802932,-0.0845669
30,-0.80455416,-0.6693319,"('intolerant', 'tolerant')",0.6830145,0.81183726,-0.0607698,0.0712527,0.1320225
31,-0.3041192,-0.44884068,"('evil', 'good')",-1.035426,-1.1458036,-0.6697726,-0.7973222,-0.1275496
32,-0.49596277,-0.39546743,"('unkind', 'kind')",0.5655583,0.5407016,0.0347978,0.0726171,0.0378193
33,0.9658473,0.8437427,"('wrong', 'right')",-0.61203706,-0.63037395,0.1769051,0.1066844,-0.0702207
34,-0.119462356,0.09859787,"('mean', 'honorable')",5.5727854,5.759563,2.7266614,2.9290805,0.2024191
35,0.48161334,0.31259087,"('corrupt', 'incorrupt')",-0.42671758,-0.57077354,0.0274479,-0.1290913,-0.1565392
36,-0.08907737,-0.3134937,"('hostile', 'amicable')",-0.62136257,-0.81978834,-0.35522,-0.566641,-0.211421
37,0.059833013,0.018927705,"('fake', 'genuine')",0.10409534,0.13541996,0.0819642,0.0771738,-0.0047904
38,0.34132388,0.46747383,"('untruthful', 'truthful')",0.116190314,0.26512647,0.2287571,0.3663002,0.1375431
39,0.6051057,0.6793528,"('exploitative', 'cooperative')",0.31852633,0.37676007,0.461816,0.5280564,0.0662404
40,-0.64840156,-0.6771877,"('stingy', 'generous')",-2.1723244,-2.2272012,-1.410363,-1.4521945,-0.0418315
41,0.23397924,0.34333456,"('unforgiving', 'forgiving')",-0.30158657,-0.27568582,-0.0338037,0.0338244,0.0676281
42,0.074975796,0.10125263,"('unreliable', 'reliable')",-3.1327136,-3.1547828,-1.5288689,-1.5267651,0.0021038
43,-0.2772518,-0.15674773,"('irresponsible', 'responsible')",0.59774137,0.6174693,0.1602448,0.2303608,0.070116
44,-0.78005314,-0.7279871,"('prejudiced', 'unprejudiced')",-1.1957238,-1.2010064,-0.9878885,-0.9644967,0.0233918
45,-0.42268598,-0.39734948,"('incompetent', 'competent')",0.04172046,0.0011813473,-0.1904828,-0.1980841,-0.0076013
46,-0.91777295,-0.72147316,"('uncompetitive', 'competitive')",-1.3269911,-1.3095537,-1.122382,-1.0155134,0.1068686
47,-0.53851515,-0.4309128,"('stupid', 'smart')",5.3174734,5.461238,2.3894792,2.5151625,0.1256833
48,-0.14469564,0.022558846,"('unintelligent', 'intelligent')",0.63547087,0.70265585,0.2453876,0.3626074,0.1172198
49,-0.39150763,-0.22484191,"('unable', 'able')",-0.6762444,-0.5412478,-0.533876,-0.3830448,0.1508312
50,-0.7507732,-0.762083,"('clumsy', 'skillful')",-0.34231687,-0.3414949,-0.546545,-0.5517889,-0.0052439
51,-1.2095212,-1.1503661,"('uneducated', 'educated')",0.103740335,0.19357175,-0.5528904,-0.4783972,0.0744932
52,-0.027873028,-0.18708965,"('irrational', 'rational')",-0.36147773,-0.4120203,-0.1946754,-0.299555,-0.1048796
53,-0.31947654,-0.38065493,"('uncreative', 'creative')",0.1861428,0.042521574,-0.0666669,-0.1690667,-0.1023998
54,0.67137635,0.59955716,"('incapable', 'capable')",0.88919014,0.8172778,0.7802832,0.7084175,-0.0718657
55,-0.7523321,-0.5687145,"('incompetent', 'clever')",0.0432367,0.22516322,-0.3545477,-0.1717756,0.1827721
56,1.0861315,1.2053357,"('impractical', 'practical')",-0.08476407,-0.026524294,0.5006837,0.5894057,0.088722
57,-1.0326215,-1.1599156,"('unimaginative', 'imaginative')",-3.4101784,-3.5681794,-2.2214,-2.3640475,-0.1426475
58,-0.88156796,-0.9043804,"('undiscriminating', 'discriminating')",-0.28982615,-0.37599236,-0.5856971,-0.6401864,-0.0544893
59,-0.07719465,-0.17447329,"('foolish', 'wise')",-0.046722386,0.030349322,-0.0619585,-0.072062,-0.0101035
60,-0.36382112,-0.12439948,"('inefficient', 'efficient')",0.21692298,0.42923346,-0.0734491,0.152417,0.2258661
61,0.17950794,0.058705464,"('illogical', 'logical')",0.6770655,0.585182,0.4282867,0.3219437,-0.106343
62,-0.113383576,0.035446815,"('incompetent', 'brilliant')",0.6025036,0.7593927,0.24456,0.3974198,0.1528598
63,-0.13312368,0.036445376,"('unperceptive', 'insightful')",0.33286315,0.4423588,0.0998697,0.2394021,0.1395324
64,-0.6966938,-0.7812099,"('shy', 'confident')",-6.915244,-6.9222035,-3.805969,-3.8517067,-0.0457377
65,-1.0070794,-1.1166865,"('insecure', 'secure')",-0.01546484,0.05275145,-0.5112721,-0.5319675,-0.0206954
66,-0.0027595162,-0.19798155,"('inactive', 'active')",0.33052677,0.19966403,0.1638836,0.0008412,-0.1630424
67,0.11987564,0.21109346,"('doubtful', 'determined')",-0.36761984,-0.2776456,-0.1238721,-0.0332761,0.090596
68,-0.78980666,-0.7383718,"('dependent', 'independent')",-0.98559594,-0.8765386,-0.8877013,-0.8074552,0.0802461
69,0.77617276,0.6575445,"('lazy', 'industrious')",-1.0289036,-0.9863678,-0.1263654,-0.1644117,-0.0380463
70,-0.6013036,-0.6468296,"('lethargic', 'energetic')",0.5505599,0.49271688,-0.0253718,-0.0770564,-0.0516846
71,0.80512255,0.7669462,"('diffident', 'self-confident')",0.35786572,0.22264881,0.5814942,0.4947975,-0.0866967
72,-1.0494235,-1.0005531,"('unambitious', 'ambitious')",-0.29268852,-0.19323951,-0.671056,-0.5968963,0.0741597
73,0.75490063,0.8100349,"('helpless', 'self-reliant')",-3.7107887,-3.670716,-1.477944,-1.4303405,0.0476035
74,0.6893235,0.7623241,"('undedicated', 'dedicated')",-0.26644737,-0.3392774,0.2114381,0.2115234,8.53e-05
75,0.005258698,-0.022490533,"('meek', 'impulsive')",-0.58596313,-0.6570866,-0.2903522,-0.3397886,-0.0494364
76,-0.37848127,-0.21014476,"('anxious', 'daring')",-0.042895503,0.06681253,-0.2106884,-0.0716661,0.1390223
77,-0.18523917,-0.12653323,"('unmotivated', 'motivated')",-1.1803315,-1.1335559,-0.6827853,-0.6300446,0.0527407
78,-0.14166044,-0.1334926,"('nonresilient', 'resilient')",-0.40807712,-0.41535258,-0.2748688,-0.2744226,0.0004462
79,0.8515346,0.6391336,"('wavering', 'unwavering')",-0.116719075,-0.2737134,0.3674078,0.1827101,-0.1846977
80,-0.21612364,-0.15916085,"('dominated', 'dominating')",-0.5477551,-0.37217754,-0.3819394,-0.2656692,0.1162702
81,-0.46777558,-0.38346866,"('submissive', 'aggressive')",-0.41717958,-0.2128963,-0.4424776,-0.2981825,0.1442951
82,-0.63239795,-0.5032258,"('poor', 'rich')",6.4514713,6.5262313,2.9095366,3.0115027,0.1019661
83,-0.6754217,-0.6577467,"('powerless', 'powerful')",-1.3112322,-1.3565253,-0.993327,-1.007136,-0.013809
84,0.43370277,0.29865053,"('inferior', 'superior')",0.64227295,0.5665138,0.5379878,0.4325821,-0.1054057
85,1.3265413,1.1886355,"('insignificant', 'prestigious')",-0.3058082,-0.4374155,0.5103666,0.37561,-0.1347566
86,-0.79033536,-0.84632015,"('uninfluential', 'influential')",-0.3485737,-0.31932575,-0.5694546,-0.5828229,-0.0133683
87,-0.22824249,-0.2766187,"('unsuccessful', 'successful')",0.46843833,0.5608262,0.1200979,0.1421037,0.0220058
88,-0.59657377,-0.5972829,"('low', 'eminent')",-0.59069574,-0.58115023,-0.5936347,-0.5892166,0.0044181
