,perrigo_male,perrigo_female,tuple,co_male,co_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.26525456,-0.29624397,"('unsociable', 'sociable')",0.3432626,0.27788034,-0.5881505,-0.6846833,-0.1700475,-0.234349,-0.0643015
1,-1.3302841,-1.3681232,"('unfriendly', 'friendly')",0.17365447,0.085592836,2.5858207,2.3300824,0.476397,0.349184,-0.127213
2,0.75132424,0.8029533,"('unlikable', 'likable')",1.7795641,1.820883,0.49879125,0.57002693,1.0098932,1.0646211,0.0547279
3,-0.90134776,-0.8242439,"('repellent', 'pleasant')",-0.026270285,-0.022733035,-0.3537388,-0.30238596,-0.4271189,-0.383121,0.0439979
4,0.62893844,0.6138729,"('disliked', 'liked')",-0.2285288,-0.21231033,-4.7387195,-4.3767433,-1.4461033,-1.3250602,0.1210431
5,-0.03325147,-0.036293447,"('distant', 'outgoing')",-0.34668,-0.31196672,0.78490955,0.67988545,0.1349927,0.1105418,-0.0244509
6,-0.1917626,-0.18580884,"('distant', 'open')",-0.5691072,-0.5235632,1.0051934,0.83849335,0.0814412,0.0430404,-0.0384008
7,-0.62931883,-0.57436705,"('insensitive', 'sensitive')",-0.6205665,-0.630916,0.56123173,0.5659354,-0.2295512,-0.2131159,0.0164353
8,-0.7472198,-0.79232866,"('unaffectionate', 'affectionate')",-0.6364977,-0.6827574,1.2449963,0.96577626,-0.0462404,-0.1697699,-0.1235295
9,-0.94950336,-0.96716934,"('unaffectionate', 'caring')",-0.5387362,-0.583197,1.7292417,1.5085077,0.0803341,-0.0139529,-0.094287
10,-0.908231,-0.89774394,"('unsympathetic', 'sympathetic')",-0.9878477,-0.9944999,-0.70822996,-0.6333103,-0.8681029,-0.8418514,0.0262515
11,-0.8810324,-0.8491265,"('unhelpful', 'helpful')",-0.71289355,-0.71683866,0.77366465,0.73486763,-0.2734204,-0.2770325,-0.0036121
12,-0.7827818,-0.7343149,"('unsupportive', 'supportive')",-0.038232747,0.028112452,-1.2755414,-1.1716167,-0.698852,-0.6259397,0.0729123
13,-0.0952819,-0.07324561,"('impolite', 'polite')",-0.2697361,-0.24567956,-0.9210464,-0.8932146,-0.4286881,-0.4040466,0.0246415
14,0.2240303,0.26712817,"('antisocial', 'social')",1.2926025,1.2609682,0.07482048,0.17969532,0.5304844,0.5692639,0.0387795
15,-0.14681946,-0.20151936,"('boring', 'funny')",0.19531354,0.09510283,0.024568357,-0.03744647,0.0243541,-0.0479543,-0.0723084
16,0.21117763,0.20204183,"('unpopular', 'popular')",-0.12248062,-0.17034183,0.37446922,0.1856524,0.1543887,0.0724508,-0.0819379
17,0.351965,0.41987726,"('nasty', 'nice')",-0.060459867,-0.046760343,-1.04515,-1.1010338,-0.251215,-0.242639,0.008576
18,0.27986303,0.35257092,"('disagreeable', 'welcoming')",-0.67229784,-0.6430895,-0.95642066,-1.1195493,-0.4496185,-0.4700226,-0.0204041
19,-0.984256,-0.93366015,"('inhospitable', 'hospitable')",-1.2172803,-1.1608585,-0.19399574,-0.25934762,-0.7985106,-0.7846221,0.0138885
20,-0.39168012,-0.30485028,"('rough', 'thoughtful')",0.5246908,0.5394859,0.9756811,0.93243927,0.3695639,0.389025,0.0194611
