,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.234207,-1.4497582,"('unsociable', 'sociable')",-0.19082281,-0.41159225,-0.7125149,-0.9306752,-0.2181603
1,-0.9700484,-1.2634785,"('unfriendly', 'friendly')",1.0744404,0.8970158,0.052196,-0.1832314,-0.2354274
2,0.14969607,0.15774232,"('unlikable', 'likable')",0.83364177,0.90181273,0.4916689,0.5297775,0.0381086
3,-0.9462135,-0.85747266,"('repellent', 'pleasant')",0.46008456,0.46793917,-0.2430645,-0.1947667,0.0482978
4,0.71372235,0.7002247,"('disliked', 'liked')",-6.6094975,-6.5012856,-2.9478877,-2.9005303,0.0473574
5,0.4874011,0.3817562,"('distant', 'outgoing')",-0.4763921,-0.4638826,0.0055045,-0.0410632,-0.0465677
6,0.5851288,0.47173008,"('distant', 'open')",-0.68517023,-0.70713156,-0.0500207,-0.1177007,-0.06768
7,-1.04348,-1.008046,"('insensitive', 'sensitive')",0.103377864,0.094335474,-0.4700511,-0.4568553,0.0131958
8,-0.9447269,-1.1426642,"('unaffectionate', 'affectionate')",0.2504447,0.14715198,-0.3471411,-0.4977561,-0.150615
9,-0.93435335,-1.1195482,"('unaffectionate', 'caring')",0.7679982,0.73509705,-0.0831776,-0.1922256,-0.109048
10,-1.5679246,-1.6445428,"('unsympathetic', 'sympathetic')",-0.5282432,-0.6728341,-1.0480839,-1.1586884,-0.1106045
11,-1.5197684,-1.5551498,"('unhelpful', 'helpful')",1.7191846,1.7618874,0.0997081,0.1033688,0.0036607
12,-0.6416411,-0.6765547,"('unsupportive', 'supportive')",-2.10372,-2.0974486,-1.3726805,-1.3870016,-0.0143211
13,-0.59475285,-0.5920448,"('impolite', 'polite')",-0.42259917,-0.42051262,-0.508676,-0.5062787,0.0023973
14,-1.0383294,-0.96818346,"('antisocial', 'social')",0.038889915,0.02659957,-0.4997197,-0.4707919,0.0289278
15,0.98677784,0.9256033,"('boring', 'funny')",0.27747372,0.28711563,0.6321258,0.6063595,-0.0257663
16,-0.27651337,-0.3794351,"('unpopular', 'popular')",0.12550017,0.08610009,-0.0755066,-0.1466675,-0.0711609
17,-0.4736873,-0.47333091,"('nasty', 'nice')",-0.29679197,-0.24570765,-0.3852396,-0.3595193,0.0257203
18,-0.06934803,-0.03928022,"('disagreeable', 'welcoming')",-0.7768545,-0.79716295,-0.4231013,-0.4182216,0.0048797
19,0.0837649,0.0007952694,"('inhospitable', 'hospitable')",-0.48904645,-0.55060554,-0.2026408,-0.2749051,-0.0722643
20,-0.6020889,-0.54751474,"('rough', 'thoughtful')",0.9886168,0.9484649,0.1932639,0.2004751,0.0072112
21,-0.8307916,-0.9071408,"('immoral', 'moral')",-0.32656398,-0.2660325,-0.5786778,-0.5865867,-0.0079089
22,-0.77752936,-0.6860021,"('untrustworthy', 'trustworthy')",-0.8868257,-0.839403,-0.8321775,-0.7627025,0.069475
23,-1.289388,-1.3968048,"('insincere', 'sincere')",5.5164676,5.4309278,2.1135397,2.0170615,-0.0964782
24,-0.18437806,-0.1951282,"('dishonest', 'honest')",0.90436554,0.8814858,0.3599938,0.3431788,-0.016815
25,-0.22190426,-0.3504112,"('egoistic', 'altruistic')",0.6201693,0.57001823,0.1991325,0.1098035,-0.089329
26,0.39034736,0.19701211,"('hardhearted', 'benevolent')",1.5085588,1.3561801,0.9494531,0.7765961,-0.172857
27,0.103443764,0.18273869,"('hardhearted', 'softhearted')",0.9224873,0.8878562,0.5129656,0.5352975,0.0223319
28,-1.259096,-1.4209636,"('disloyal', 'loyal')",0.7562144,0.65786475,-0.2514408,-0.3815494,-0.1301086
29,0.15567964,0.16697216,"('unfair', 'fair')",0.104409836,-0.02486519,0.1300447,0.0710535,-0.0589912
30,0.3461097,0.33206046,"('intolerant', 'tolerant')",1.3210337,1.2504839,0.8335717,0.7912722,-0.0422995
31,-0.1183587,-0.098699175,"('evil', 'good')",-1.1346194,-1.1315262,-0.626489,-0.6151127,0.0113763
32,-0.98999506,-1.110574,"('unkind', 'kind')",0.60477006,0.43701494,-0.1926125,-0.3367795,-0.144167
33,0.95761883,0.8110225,"('wrong', 'right')",-0.44873327,-0.42752546,0.2544428,0.1917485,-0.0626943
34,-0.07812174,-0.019993216,"('mean', 'honorable')",5.354579,5.4247193,2.6382287,2.702363,0.0641343
35,0.6746207,0.6328478,"('corrupt', 'incorrupt')",-0.6319444,-0.64302117,0.0213381,-0.0050867,-0.0264248
36,0.41822252,0.24851611,"('hostile', 'amicable')",-0.56566113,-0.61853224,-0.0737193,-0.1850081,-0.1112888
37,-0.40898103,-0.3970113,"('fake', 'genuine')",-0.04913202,0.0057003573,-0.2290565,-0.1956555,0.033401
38,-0.86736244,-0.9701874,"('untruthful', 'truthful')",-0.027153883,0.088811,-0.4472582,-0.4406882,0.00657
39,-0.16685124,-0.09621738,"('exploitative', 'cooperative')",0.20733829,0.23036397,0.0202435,0.0670733,0.0468298
40,0.44183537,0.48213005,"('stingy', 'generous')",-1.7783895,-1.7998856,-0.668277,-0.6588778,0.0093992
41,-0.56546915,-0.6326544,"('unforgiving', 'forgiving')",-0.13835853,-0.1729516,-0.3519138,-0.402803,-0.0508892
42,-0.034231327,0.04476874,"('unreliable', 'reliable')",-3.1502404,-3.098381,-1.5922359,-1.5268061,0.0654298
43,-0.82031965,-0.81752145,"('irresponsible', 'responsible')",0.47148883,0.3244731,-0.1744154,-0.2465242,-0.0721088
44,0.6461887,0.7592615,"('prejudiced', 'unprejudiced')",-1.4670267,-1.4708282,-0.410419,-0.3557833,0.0546357
45,-1.1298171,-1.1288265,"('incompetent', 'competent')",-0.12029089,-0.19575956,-0.625054,-0.662293,-0.037239
46,-1.3945305,-1.3787073,"('uncompetitive', 'competitive')",-0.97382116,-0.9956559,-1.1841758,-1.1871816,-0.0030058
47,-0.40987408,-0.35086834,"('stupid', 'smart')",5.2355814,5.3395348,2.4128537,2.4943333,0.0814796
48,-0.2832558,-0.32191977,"('unintelligent', 'intelligent')",1.2337786,1.1992171,0.4752614,0.4386486,-0.0366128
49,-0.28563493,-0.20346895,"('unable', 'able')",-0.24931392,-0.10881517,-0.2674744,-0.1561421,0.1113323
50,-0.08159149,-0.1324982,"('clumsy', 'skillful')",-0.2929062,-0.38352576,-0.1872488,-0.258012,-0.0707632
51,-0.70837116,-0.7962063,"('uneducated', 'educated')",0.5731443,0.4684082,-0.0676134,-0.163899,-0.0962856
52,1.00768,0.8580437,"('irrational', 'rational')",-0.0144579,-0.022015557,0.4966111,0.418014,-0.0785971
53,-0.7444262,-0.88866335,"('uncreative', 'creative')",0.20822819,0.09791005,-0.268099,-0.3953767,-0.1272777
54,-0.40675333,-0.5005715,"('incapable', 'capable')",0.57838684,0.54779506,0.0858168,0.0236118,-0.062205
55,-1.0775721,-1.0041455,"('incompetent', 'clever')",0.4705775,0.45933676,-0.3034973,-0.2724044,0.0310929
56,-0.43000573,-0.4508632,"('impractical', 'practical')",0.018991206,0.020102443,-0.2055073,-0.2153804,-0.0098731
57,-1.0576649,-1.1458932,"('unimaginative', 'imaginative')",-3.238806,-3.3315563,-2.1482353,-2.2387247,-0.0904894
58,0.25328562,0.18069714,"('undiscriminating', 'discriminating')",0.18128286,0.1491669,0.2172842,0.164932,-0.0523522
59,0.63069785,0.609294,"('foolish', 'wise')",0.062753975,0.16458945,0.3467259,0.3869417,0.0402158
60,-0.91405296,-0.81571877,"('inefficient', 'efficient')",0.22988304,0.30410376,-0.3420849,-0.2558075,0.0862774
61,-0.26961982,-0.3512257,"('illogical', 'logical')",0.61146,0.44925153,0.1709201,0.0490129,-0.1219072
62,-1.080908,-0.9166172,"('incompetent', 'brilliant')",0.61293054,0.7601645,-0.2339887,-0.0782264,0.1557623
63,-1.1841491,-1.2022289,"('unperceptive', 'insightful')",0.443738,0.45213327,-0.3702056,-0.3750478,-0.0048422
64,-0.26905224,-0.21525246,"('shy', 'confident')",-5.762987,-5.671263,-3.0160196,-2.9432578,0.0727618
65,-0.5920375,-0.51679236,"('insecure', 'secure')",-0.061194014,-0.025911916,-0.3266158,-0.2713521,0.0552637
66,0.20844385,0.14871374,"('inactive', 'active')",0.01023671,-0.042613637,0.1093403,0.05305,-0.0562903
67,-0.24462959,-0.33854842,"('doubtful', 'determined')",-0.10056344,-0.23920782,-0.1725965,-0.2888781,-0.1162816
