,general_male,general_female,tuple,motors_male,motors_female,co_male,co_female,average_male,average_female,female-male
0,-0.90172744,-1.0560315,"('unsociable', 'sociable')",-0.42517006,-0.49108166,-0.02213987,-0.22431082,-0.4496791,-0.5904747,-0.1407956
1,0.49816588,0.54257447,"('unfriendly', 'friendly')",1.079731,1.1217426,1.5516094,1.5406216,1.0431687,1.068313,0.0251443
2,0.8595443,0.8834449,"('unlikable', 'likable')",0.92005783,0.98862636,0.796296,0.89180917,0.8586327,0.9212935,0.0626608
3,-1.1501571,-1.1177846,"('repellent', 'pleasant')",-0.92883223,-0.8924005,0.5348026,0.5262832,-0.5147289,-0.494634,0.0200949
4,-0.7295154,-0.7723705,"('disliked', 'liked')",0.41922763,0.31262,-7.0422506,-7.103871,-2.4508462,-2.5212072,-0.070361
5,-0.17880371,0.012339724,"('distant', 'outgoing')",0.92741704,0.9776607,-1.0424632,-0.88428056,-0.0979499,0.03524,0.1331899
6,-0.5556222,-0.3237973,"('distant', 'open')",0.38877386,0.42628258,-0.6319142,-0.45303574,-0.2662542,-0.1168501,0.1494041
7,-0.0485855,-0.14035648,"('insensitive', 'sensitive')",-0.8558924,-0.8421774,0.14116636,0.1400706,-0.2544372,-0.2808211,-0.0263839
8,0.55845433,0.71810544,"('unaffectionate', 'affectionate')",0.9012021,0.9486005,0.5094936,0.52218497,0.6563834,0.7296303,0.0732469
9,0.9366911,0.9316852,"('unaffectionate', 'caring')",0.95918196,0.99917364,0.95491546,0.96906644,0.9502629,0.9666417,0.0163788
10,-0.8167607,-0.92883676,"('unsympathetic', 'sympathetic')",-1.1933223,-1.2201838,-0.21457158,-0.26460865,-0.7415515,-0.8045431,-0.0629916
11,0.33021718,0.14247392,"('unhelpful', 'helpful')",0.0064219385,-0.022993334,2.190892,2.1091309,0.8425104,0.7428705,-0.0996399
12,0.06232436,0.26389697,"('unsupportive', 'supportive')",-0.08588078,0.053768616,-2.2579908,-2.2052338,-0.7605158,-0.6291894,0.1313264
13,-0.1730465,-0.3384054,"('impolite', 'polite')",-0.65928876,-0.674151,-0.10931665,-0.2621249,-0.313884,-0.4248938,-0.1110098
14,-0.4023087,-0.59394133,"('antisocial', 'social')",-0.37338787,-0.5097735,0.34245035,0.17079076,-0.1444154,-0.3109747,-0.1665593
15,0.6071431,0.427023,"('boring', 'funny')",0.92124933,0.76888096,0.619835,0.5811214,0.7160758,0.5923418,-0.123734
16,0.04826267,0.06550379,"('unpopular', 'popular')",-0.18369171,-0.1271145,0.399131,0.32850972,0.0879007,0.0889663,0.0010656
17,-0.5596261,-0.5296672,"('nasty', 'nice')",-0.59100544,-0.55976254,-0.21811588,-0.19270442,-0.4562492,-0.4273781,0.0288711
18,0.0050339997,0.19050527,"('disagreeable', 'welcoming')",-0.29664838,-0.207455,-0.91109693,-0.9780991,-0.4009038,-0.3316829,0.0692209
19,0.845273,0.9361045,"('inhospitable', 'hospitable')",0.3527593,0.41338748,-0.27933693,-0.16761988,0.3062318,0.3939574,0.0877256
20,0.19707245,0.27674097,"('rough', 'thoughtful')",-0.031068634,0.027295623,0.882478,0.8482686,0.3494939,0.3841017,0.0346078
21,0.28664765,0.024175473,"('immoral', 'moral')",-0.25284553,-0.3508105,-0.775367,-0.8346866,-0.2471883,-0.3871072,-0.1399189
22,-0.8765123,-0.9025044,"('untrustworthy', 'trustworthy')",-0.7431209,-0.82631934,-0.70080906,-0.8143617,-0.7734807,-0.8477284,-0.0742477
23,0.088520445,0.0006607175,"('insincere', 'sincere')",-0.26220304,-0.29233226,6.371919,6.1927915,2.0660788,1.9670399,-0.0990389
24,1.1798474,1.1311529,"('dishonest', 'honest')",0.5307376,0.54114604,0.9142562,0.85858065,0.8749471,0.8436265,-0.0313206
25,0.03885118,0.0874446,"('egoistic', 'altruistic')",0.70797414,0.7940921,1.4753721,1.4955142,0.7407325,0.7923503,0.0516178
26,0.89085406,0.87881136,"('hardhearted', 'benevolent')",1.7014892,1.6672118,1.7439665,1.7330337,1.4454366,1.4263522,-0.0190844
27,-0.78762054,-0.5412019,"('hardhearted', 'softhearted')",-0.4624235,-0.3282851,0.63313633,0.59934604,-0.2056359,-0.090047,0.1155889
28,-0.119842924,-0.41806567,"('disloyal', 'loyal')",0.18105415,-0.020917032,1.5064086,1.3140292,0.5225399,0.2916822,-0.2308577
29,-0.06604033,-0.06328697,"('unfair', 'fair')",0.4562848,0.40158147,-0.7419354,-0.801742,-0.1172303,-0.1544825,-0.0372522
30,-0.29702562,-0.44107327,"('intolerant', 'tolerant')",-0.26687372,-0.32241708,0.47567433,0.4175667,-0.0294083,-0.1153079,-0.0858996
31,-1.0735995,-0.68979776,"('evil', 'good')",0.14315328,0.30252632,-1.2632976,-1.1002787,-0.7312479,-0.49585,0.2353979
32,0.91789925,0.7155521,"('unkind', 'kind')",0.3911662,0.31178603,1.3989224,1.2202922,0.9026626,0.7492101,-0.1534525
33,1.030576,0.9933139,"('wrong', 'right')",0.98988986,0.9211315,-0.72701323,-0.747964,0.4311509,0.3888271,-0.0423238
34,-0.35373065,-0.12018609,"('mean', 'honorable')",-0.266742,-0.073273085,5.4894238,5.5756564,1.6229836,1.7940658,0.1710822
35,0.68094873,0.56499684,"('corrupt', 'incorrupt')",0.31705442,0.21577293,-0.46250737,-0.5145319,0.1784986,0.088746,-0.0897526
36,-0.6319634,-0.61852616,"('hostile', 'amicable')",-0.33188543,-0.36286607,-0.14763968,-0.20260212,-0.3704962,-0.3946648,-0.0241686
37,1.0656506,1.0740824,"('fake', 'genuine')",-0.15906928,-0.1279935,0.06844619,0.12875654,0.3250091,0.3582818,0.0332727
38,0.01154101,-0.056184888,"('untruthful', 'truthful')",0.41344672,0.4212248,0.13955975,0.14757118,0.1881825,0.1708704,-0.0173121
39,1.6507922,1.597601,"('exploitative', 'cooperative')",0.81302285,0.86544096,0.65264845,0.7013593,1.0388212,1.0548004,0.0159792
40,-0.026123334,0.09304865,"('stingy', 'generous')",-0.27505013,-0.13474727,-2.476634,-2.4436758,-0.9259358,-0.8284582,0.0974776
41,-0.5077414,-0.38667762,"('unforgiving', 'forgiving')",-0.31597173,-0.28029007,0.4867257,0.36048347,-0.1123291,-0.1021614,0.0101677
42,-0.08025665,0.008955095,"('unreliable', 'reliable')",-0.9354146,-0.8822942,-3.3006039,-3.2803106,-1.4387584,-1.3845499,0.0542085
43,0.048294887,0.24505697,"('irresponsible', 'responsible')",0.022981763,0.119117066,0.22574113,0.28294885,0.0990059,0.2157076,0.1167017
44,-0.5434798,-0.46326336,"('prejudiced', 'unprejudiced')",-0.8667757,-0.73788697,-1.4194586,-1.3994185,-0.943238,-0.8668563,0.0763817
45,-1.7988101,-1.6793336,"('incompetent', 'competent')",-1.4568514,-1.4570651,-0.5623297,-0.6526832,-1.2726638,-1.2630274,0.0096364
46,0.29179612,0.14770636,"('uncompetitive', 'competitive')",-0.21881272,-0.26570612,-0.7134938,-0.8416998,-0.2135035,-0.3198998,-0.1063963
47,-0.39444095,-0.15134831,"('stupid', 'smart')",0.06523041,0.14276448,5.446408,5.5344276,1.7057323,1.8419479,0.1362156
48,0.5096621,0.37524638,"('unintelligent', 'intelligent')",0.538223,0.548119,-0.18533705,-0.22040807,0.287516,0.2343191,-0.0531969
49,-0.7624261,-0.7224824,"('unable', 'able')",-0.12229524,-0.045120876,-0.44134924,-0.4534552,-0.4420235,-0.4070195,0.035004
