,treaty_male,treaty_female,tuple,average_male,average_female,female-male
0,0.21547605,0.22439307,"('unsociable', 'sociable')",0.2154761,0.2243931,0.008917
1,0.6161497,0.5399702,"('unfriendly', 'friendly')",0.6161497,0.5399702,-0.0761795
2,-0.19437522,-0.15260968,"('unlikable', 'likable')",-0.1943752,-0.1526097,0.0417655
3,0.7139406,0.8269903,"('repellent', 'pleasant')",0.7139406,0.8269903,0.1130497
4,-7.5522375,-7.7115216,"('disliked', 'liked')",-7.5522375,-7.7115216,-0.1592841
5,-1.3220757,-1.3207229,"('distant', 'outgoing')",-1.3220757,-1.3207229,0.0013528
6,-0.64667225,-0.7293686,"('distant', 'open')",-0.6466722,-0.7293686,-0.0826964
7,1.1537606,1.1735007,"('insensitive', 'sensitive')",1.1537606,1.1735007,0.0197401
8,0.67305076,0.47458905,"('unaffectionate', 'affectionate')",0.6730508,0.474589,-0.1984618
9,1.2187608,1.0901586,"('unaffectionate', 'caring')",1.2187608,1.0901586,-0.1286022
10,1.4141295,1.4954035,"('unsympathetic', 'sympathetic')",1.4141295,1.4954035,0.081274
11,1.6037092,1.6314956,"('unhelpful', 'helpful')",1.6037092,1.6314956,0.0277864
12,-1.7423607,-1.8506908,"('unsupportive', 'supportive')",-1.7423607,-1.8506908,-0.1083301
13,0.08062571,0.1607126,"('impolite', 'polite')",0.0806257,0.1607126,0.0800869
14,0.720053,0.7196915,"('antisocial', 'social')",0.720053,0.7196915,-0.0003615
15,-0.0012475108,-0.11809126,"('boring', 'funny')",-0.0012475,-0.1180913,-0.1168438
16,-0.9778657,-0.9685464,"('unpopular', 'popular')",-0.9778657,-0.9685464,0.0093193
17,-0.5424586,-0.46774825,"('nasty', 'nice')",-0.5424586,-0.4677483,0.0747103
18,-0.55739367,-0.5586114,"('disagreeable', 'welcoming')",-0.5573937,-0.5586114,-0.0012177
19,-1.1246598,-1.1906147,"('inhospitable', 'hospitable')",-1.1246598,-1.1906147,-0.0659549
20,0.9491978,0.8954327,"('rough', 'thoughtful')",0.9491978,0.8954327,-0.0537651
21,0.014169848,0.13809657,"('immoral', 'moral')",0.0141698,0.1380966,0.1239268
22,-0.1109814,-0.059607398,"('untrustworthy', 'trustworthy')",-0.1109814,-0.0596074,0.051374
23,6.344574,6.3941865,"('insincere', 'sincere')",6.344574,6.3941865,0.0496125
24,1.4878244,1.3937242,"('dishonest', 'honest')",1.4878244,1.3937242,-0.0941002
25,0.49495667,0.4067975,"('egoistic', 'altruistic')",0.4949567,0.4067975,-0.0881592
26,0.74517936,0.6155912,"('hardhearted', 'benevolent')",0.7451794,0.6155912,-0.1295882
27,1.4321678,1.2775984,"('hardhearted', 'softhearted')",1.4321678,1.2775984,-0.1545694
28,1.2355194,1.1535444,"('disloyal', 'loyal')",1.2355194,1.1535444,-0.081975
29,-0.3929351,-0.56396776,"('unfair', 'fair')",-0.3929351,-0.5639678,-0.1710327
30,1.1064477,1.1885163,"('intolerant', 'tolerant')",1.1064477,1.1885163,0.0820686
31,-1.9274113,-1.9307683,"('evil', 'good')",-1.9274113,-1.9307683,-0.003357
32,0.9985653,0.90497035,"('unkind', 'kind')",0.9985653,0.9049703,-0.093595
33,-0.7145122,-0.80621713,"('wrong', 'right')",-0.7145122,-0.8062171,-0.0917049
34,4.3289876,4.4671974,"('mean', 'honorable')",4.3289876,4.4671974,0.1382098
35,-1.0083113,-1.2937827,"('corrupt', 'incorrupt')",-1.0083113,-1.2937827,-0.2854714
