,dollar_male,dollar_female,tuple,general_male,general_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.40105647,-0.61033726,"('unsociable', 'sociable')",0.7433616,0.7379019,-0.30708984,-0.32403195,0.0117384,-0.0654891,-0.0772275
1,0.7883602,0.71594805,"('unfriendly', 'friendly')",-0.38215193,-0.43335554,1.5299848,1.3933346,0.6453977,0.5586424,-0.0867553
2,0.8106934,0.9857087,"('unlikable', 'likable')",0.8267027,0.9000105,0.54222596,0.60965437,0.7265407,0.8317912,0.1052505
3,-0.7994753,-0.77108055,"('repellent', 'pleasant')",-0.5944628,-0.4059138,0.8880424,0.95482165,-0.1686319,-0.0740576,0.0945743
4,0.12022329,0.16696626,"('disliked', 'liked')",-0.31226462,-0.29357585,-7.582011,-7.7049417,-2.5913509,-2.6105172,-0.0191663
5,0.49160945,0.5660655,"('distant', 'outgoing')",-0.49453342,-0.5670307,-0.15622772,-0.2609823,-0.0530506,-0.0873158,-0.0342652
6,0.36722875,0.485209,"('distant', 'open')",-0.9543885,-1.0052156,0.15602708,0.06020532,-0.1437109,-0.1532671,-0.0095562
7,0.26570842,0.22107415,"('insensitive', 'sensitive')",-0.10016372,0.097909324,0.3474967,0.4385678,0.1710138,0.2525171,0.0815033
8,0.407086,0.3870988,"('unaffectionate', 'affectionate')",-0.6238029,-0.70515394,0.89565223,0.82608986,0.2263118,0.1693449,-0.0569669
9,1.3732756,1.3188632,"('unaffectionate', 'caring')",-0.12006095,-0.11395608,1.4531853,1.4638942,0.9021333,0.8896004,-0.0125329
10,-0.7196037,-0.8722145,"('unsympathetic', 'sympathetic')",-0.45203084,-0.2742019,-0.41148794,-0.3235884,-0.5277075,-0.4900016,0.0377059
11,0.05260682,0.07818042,"('unhelpful', 'helpful')",0.37651557,0.4821987,1.3302892,1.4784485,0.5864705,0.6796092,0.0931387
12,0.744582,0.7756948,"('unsupportive', 'supportive')",0.5218065,0.7383176,-2.304423,-2.2679658,-0.3460116,-0.2513178,0.0946938
13,0.09956472,-0.052196983,"('impolite', 'polite')",0.626285,0.6756846,-0.82403874,-0.7554464,-0.0327297,-0.0439863,-0.0112566
14,-0.5483467,-0.68470925,"('antisocial', 'social')",1.1577561,1.1656426,-0.29665422,-0.29555085,0.1042517,0.0617942,-0.0424575
15,0.5138007,0.46687523,"('boring', 'funny')",0.097049594,0.01188875,-0.048781816,-0.10758682,0.1873562,0.1237257,-0.0636305
16,-0.7903501,-0.74748504,"('unpopular', 'popular')",-0.39567816,-0.37629187,0.4305903,0.34325743,-0.2518127,-0.2601732,-0.0083605
17,-0.22185463,-0.06933198,"('nasty', 'nice')",-0.48651904,-0.33593765,-0.47850168,-0.42301607,-0.3956251,-0.2760952,0.1195299
18,-0.4056388,-0.28140768,"('disagreeable', 'welcoming')",-0.19550368,-0.1217065,-0.40927833,-0.4639519,-0.3368069,-0.289022,0.0477849
19,0.19708273,0.40826872,"('inhospitable', 'hospitable')",-0.41556504,-0.36261687,-0.75091994,-0.7172524,-0.3231341,-0.2238668,0.0992673
20,0.19552676,0.28042603,"('rough', 'thoughtful')",0.10298066,0.22311613,0.82224554,0.8230526,0.3735843,0.4421983,0.068614
21,-0.6118951,-0.69710445,"('immoral', 'moral')",0.78988516,1.0060861,-0.7240063,-0.59818923,-0.1820054,-0.0964025,0.0856029
22,-0.21712953,-0.25777727,"('untrustworthy', 'trustworthy')",0.45153102,0.4878785,-1.0892843,-1.0854052,-0.2849609,-0.2851013,-0.0001404
23,0.59736115,0.48450053,"('insincere', 'sincere')",0.48004314,0.55129147,6.236909,6.281539,2.4381043,2.4391103,0.001006
24,0.4814207,0.4685111,"('dishonest', 'honest')",0.5239342,0.5756236,0.58601665,0.6336683,0.5304572,0.5592676,0.0288104
25,0.21622562,0.13282341,"('egoistic', 'altruistic')",0.019657284,-0.04151486,1.2937688,1.2135111,0.5098839,0.4349399,-0.074944
26,0.84437466,0.7385607,"('hardhearted', 'benevolent')",0.68299735,0.68276215,1.4587488,1.3804561,0.9953736,0.9339263,-0.0614473
27,0.7030316,0.7112155,"('hardhearted', 'softhearted')",-0.56255823,-0.5189391,1.2651452,1.1727699,0.4685395,0.4550154,-0.0135241
28,0.32521784,0.11030991,"('disloyal', 'loyal')",-0.5947098,-0.6513814,1.0938414,1.0326389,0.2747832,0.1638558,-0.1109274
29,0.07054971,0.04769963,"('unfair', 'fair')",-0.098159954,-0.15359423,-0.08126609,-0.17672229,-0.0362921,-0.0942056,-0.0579135
30,-0.056660827,0.0069849305,"('intolerant', 'tolerant')",0.45379972,0.57219166,0.48148695,0.56505543,0.2928753,0.3814107,0.0885354
31,0.019434655,0.24801576,"('evil', 'good')",-0.93359923,-0.893298,-0.6589655,-0.7914017,-0.5243767,-0.4788946,0.0454821
32,0.27897203,0.16842109,"('unkind', 'kind')",0.8071593,0.8251786,0.6539177,0.620047,0.5800163,0.5378822,-0.0421341
33,1.3652172,1.343352,"('wrong', 'right')",0.0605387,-0.042315125,-0.49238405,-0.5606322,0.3111239,0.2468015,-0.0643224
34,-1.13611,-0.92913365,"('mean', 'honorable')",0.027042318,0.29598877,5.3328857,5.5212903,1.4079393,1.6293818,0.2214425
35,-0.024855692,-0.00043535698,"('corrupt', 'incorrupt')",-0.80547416,-0.99779993,-0.40536165,-0.55903053,-0.4118972,-0.5190886,-0.1071914
36,-0.4877828,-0.43972978,"('hostile', 'amicable')",-1.3478222,-1.4409639,-0.043772943,-0.21652488,-0.6264593,-0.6990728,-0.0726135
37,0.026224691,0.08821857,"('fake', 'genuine')",0.14932275,0.20683809,0.2417776,0.24551843,0.1391083,0.1801917,0.0410834
38,0.5849823,0.5665116,"('untruthful', 'truthful')",0.18341574,0.24653117,-0.29286617,-0.20791364,0.1585106,0.2017097,0.0431991
39,1.3124554,1.4921196,"('exploitative', 'cooperative')",1.6420883,1.7084916,0.037137747,0.15659896,0.9972271,1.1190701,0.121843
40,0.4336859,0.37580964,"('stingy', 'generous')",-0.026949557,-0.029991802,-2.2244232,-2.361224,-0.6058956,-0.671802,-0.0659064
41,1.0638596,0.98029476,"('unforgiving', 'forgiving')",0.679216,0.76698786,-0.20105322,-0.27579498,0.5140074,0.4904959,-0.0235115
42,0.60090613,0.759791,"('unreliable', 'reliable')",0.8209686,0.9803214,-3.0354626,-3.0119526,-0.5378626,-0.4239467,0.1139159
43,0.025670644,0.11321694,"('irresponsible', 'responsible')",1.067368,1.255526,0.40225574,0.5024314,0.4984315,0.6237248,0.1252933
44,-1.0983977,-0.8938589,"('prejudiced', 'unprejudiced')",-0.0030162223,0.048756078,-1.195505,-1.1687778,-0.7656396,-0.6712936,0.094346
45,-1.2519051,-1.2369045,"('incompetent', 'competent')",0.52450687,0.733935,-0.13352004,-0.1236078,-0.2869728,-0.2088591,0.0781137
46,-0.41734776,-0.45874494,"('uncompetitive', 'competitive')",0.75135946,0.9638721,-1.4259094,-1.3722384,-0.3639659,-0.2890371,0.0749288
47,-0.4778088,-0.50578964,"('stupid', 'smart')",0.57643807,0.64231414,5.5798445,5.688971,1.8928246,1.9418319,0.0490073
