,anthem_male,anthem_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.80975354,0.7126734,"('unsociable', 'sociable')",0.19832882,0.073663235,0.5040412,0.3931683,-0.1108729
1,-0.4334752,-0.52366143,"('unfriendly', 'friendly')",1.4117653,1.213962,0.4891451,0.3451503,-0.1439948
2,0.23467751,0.26952058,"('unlikable', 'likable')",0.36043835,0.3797458,0.2975579,0.3246332,0.0270753
3,0.46114483,0.66275114,"('repellent', 'pleasant')",-0.01180643,0.070661664,0.2246692,0.3667064,0.1420372
4,-1.5543498,-1.7322475,"('disliked', 'liked')",-6.3047547,-6.2290144,-3.9295523,-3.9806309,-0.0510786
5,-1.2326642,-1.3135093,"('distant', 'outgoing')",-0.4754737,-0.54660714,-0.854069,-0.9300582,-0.0759892
6,-1.6058383,-1.652843,"('distant', 'open')",-0.35716814,-0.516208,-0.9815032,-1.0845255,-0.1030223
7,1.8251269,1.9402467,"('insensitive', 'sensitive')",0.998247,1.0024449,1.4116869,1.4713458,0.0596589
8,-0.36905816,-0.34027112,"('unaffectionate', 'affectionate')",0.3789668,0.23297639,0.0049543,-0.0536474,-0.0586017
9,0.7295908,0.8084328,"('unaffectionate', 'caring')",0.9461162,0.8830683,0.8378535,0.8457506,0.0078971
10,1.5461946,1.7619697,"('unsympathetic', 'sympathetic')",0.061473276,0.053012244,0.8038339,0.907491,0.1036571
11,0.67913145,0.8408306,"('unhelpful', 'helpful')",2.479317,2.4861152,1.5792242,1.6634729,0.0842487
12,0.9724102,1.1024507,"('unsupportive', 'supportive')",-1.3148801,-1.2355609,-0.171235,-0.0665551,0.1046799
13,1.49852,1.3772295,"('impolite', 'polite')",-0.043786548,-0.08352689,0.7273667,0.6468513,-0.0805154
14,1.2238404,1.1991423,"('antisocial', 'social')",-0.3112217,-0.23152767,0.4563093,0.4838073,0.027498
15,-0.41788018,-0.5893096,"('boring', 'funny')",0.14529297,0.097876936,-0.1362936,-0.2457163,-0.1094227
16,-1.4634224,-1.498039,"('unpopular', 'popular')",0.118407615,0.12881842,-0.6725074,-0.6846103,-0.0121029
17,-0.5190345,-0.52781236,"('nasty', 'nice')",-0.2714106,-0.25675026,-0.3952225,-0.3922813,0.0029412
18,0.08714189,0.04333338,"('disagreeable', 'welcoming')",-0.1473429,-0.26448733,-0.0301005,-0.110577,-0.0804765
19,-1.1447294,-1.1051481,"('inhospitable', 'hospitable')",-0.092310905,-0.15383182,-0.6185201,-0.62949,-0.0109699
20,0.477764,0.5384763,"('rough', 'thoughtful')",1.0756284,1.0528415,0.7766962,0.7956589,0.0189627
21,1.1506987,1.2281383,"('immoral', 'moral')",0.0044834916,0.12773474,0.5775911,0.6779366,0.1003455
22,0.17734513,0.16563764,"('untrustworthy', 'trustworthy')",-0.8351133,-0.8832356,-0.3288841,-0.358799,-0.0299149
23,2.1812482,2.272556,"('insincere', 'sincere')",6.1164966,5.9617643,4.1488724,4.1171603,-0.0317121
24,1.4628826,1.5250555,"('dishonest', 'honest')",0.92299956,0.8133183,1.1929411,1.1691869,-0.0237542
25,-0.22025311,-0.3051219,"('egoistic', 'altruistic')",1.1636516,1.1127179,0.4716992,0.403798,-0.0679012
26,0.35205692,0.19124986,"('hardhearted', 'benevolent')",1.3383924,1.2712435,0.8452246,0.7312467,-0.1139779
27,1.1059074,1.1912583,"('hardhearted', 'softhearted')",1.549535,1.483737,1.3277212,1.3374977,0.0097765
28,0.9043317,0.89531773,"('disloyal', 'loyal')",1.1683218,1.0288626,1.0363268,0.9620901,-0.0742367
29,-0.9836713,-0.9953549,"('unfair', 'fair')",-0.4868776,-0.65436864,-0.7352744,-0.8248618,-0.0895874
30,1.55789,1.5359787,"('intolerant', 'tolerant')",1.8276011,1.7764221,1.6927456,1.6562004,-0.0365452
31,-2.148998,-2.1989768,"('evil', 'good')",-1.5071998,-1.638675,-1.8280989,-1.9188259,-0.090727
32,1.2557275,1.2467939,"('unkind', 'kind')",1.132648,1.0141436,1.1941878,1.1304687,-0.0637191
33,0.20929778,0.043006357,"('wrong', 'right')",-0.4669417,-0.5326709,-0.128822,-0.2448323,-0.1160103
34,0.7450347,0.83460706,"('mean', 'honorable')",5.7679863,5.711739,3.2565105,3.2731731,0.0166626
35,-1.4806659,-1.6342692,"('corrupt', 'incorrupt')",-0.76765764,-0.93419176,-1.1241617,-1.2842305,-0.1600688
36,-1.7283816,-1.87552,"('hostile', 'amicable')",-0.7758863,-0.98748726,-1.252134,-1.4315037,-0.1793697
37,-0.39288628,-0.27109268,"('fake', 'genuine')",0.20818508,0.18594657,-0.0923506,-0.0425731,0.0497775
38,0.59805447,0.64568526,"('untruthful', 'truthful')",0.2420067,0.2648483,0.4200306,0.4552668,0.0352362
39,1.3489585,1.4092141,"('exploitative', 'cooperative')",0.1320637,0.08840156,0.7405111,0.7488078,0.0082967
40,0.15233634,0.10378748,"('stingy', 'generous')",-1.7211425,-1.7678443,-0.7844031,-0.8320284,-0.0476253
41,0.5915206,0.63367987,"('unforgiving', 'forgiving')",0.07857117,0.03790164,0.3350459,0.3357908,0.0007449
42,0.86637986,0.9179209,"('unreliable', 'reliable')",-2.640772,-2.5342133,-0.8871961,-0.8081462,0.0790499
43,1.4523382,1.607409,"('irresponsible', 'responsible')",1.1381841,1.0793011,1.2952611,1.3433551,0.048094
44,-1.4064839,-1.3369923,"('prejudiced', 'unprejudiced')",-1.3656086,-1.3530582,-1.3860462,-1.3450253,0.0410209
45,0.14660418,0.28160623,"('incompetent', 'competent')",0.026577808,0.098814785,0.086591,0.1902105,0.1036195
