,first_male,first_female,tuple,republic_male,republic_female,bank_male,bank_female,sf_male,sf_female,_male,_female,average_male,average_female,female-male
0,-0.085831985,-0.16205272,"('unsociable', 'sociable')",0.33947295,0.21225782,0.72279596,0.6958168,-0.63958204,-0.7425946,,,0.0842137,0.0008568,-0.0833569
1,-1.2696744,-1.2147986,"('unfriendly', 'friendly')",-0.1262219,-0.06019211,0.34235892,0.28666627,1.4790115,1.4823267,,,0.1063685,0.1235006,0.0171321
2,0.73715097,0.87611973,"('unlikable', 'likable')",0.8364283,0.9934129,1.5535033,1.6799853,0.88874614,0.9791186,,,1.0039572,1.1321591,0.1282019
3,0.5942912,0.635544,"('repellent', 'pleasant')",0.21587391,0.22935441,0.42580283,0.54141665,0.46160716,0.51128733,,,0.4243938,0.4794006,0.0550068
4,-0.073354006,0.017611679,"('disliked', 'liked')",-0.10354887,-0.081779584,-0.52739924,-0.47263467,-7.2508035,-7.2757015,,,-1.9887764,-1.9531261,0.0356503
5,-1.555193,-1.410216,"('distant', 'outgoing')",-0.485297,-0.39568323,-0.3462059,-0.2890883,-0.44764614,-0.3689234,,,-0.7085855,-0.6159777,0.0926078
6,-1.6764022,-1.4925692,"('distant', 'open')",-0.77347773,-0.6564874,-1.1223867,-1.0025538,0.073096156,0.18915412,,,-0.8747926,-0.7406141,0.1341785
7,1.2747562,1.163121,"('insensitive', 'sensitive')",0.38342535,0.32502592,0.71024996,0.8185303,0.19649446,0.24302906,,,0.6412315,0.6374266,-0.0038049
8,-0.8483938,-0.80256814,"('unaffectionate', 'affectionate')",0.19565523,0.20047471,0.06270875,-0.05272568,1.0941187,1.1113067,,,0.1260222,0.1141219,-0.0119003
9,-0.30464286,-0.33102688,"('unaffectionate', 'caring')",0.20795897,0.12356181,1.2464921,1.1899735,1.371758,1.3920323,,,0.6303916,0.5936352,-0.0367564
10,0.8717396,0.7914689,"('unsympathetic', 'sympathetic')",0.457858,0.33793563,-0.07044494,0.021562338,-0.07946025,-0.013744622,,,0.2949231,0.2843056,-0.0106175
11,1.8374935,1.6748928,"('unhelpful', 'helpful')",1.0046582,0.884078,1.437134,1.4416157,2.209423,2.1885214,,,1.6221771,1.547277,-0.0749001
12,0.7334179,0.849248,"('unsupportive', 'supportive')",0.6921282,0.71763235,0.9522175,1.0992917,-2.3157501,-2.2736495,,,0.0155034,0.0981306,0.0826272
13,0.63376886,0.5291005,"('impolite', 'polite')",0.051649474,0.010462114,1.021653,1.1035124,-0.5778988,-0.6402,,,0.2822931,0.2507187,-0.0315744
14,0.87400144,0.83912736,"('antisocial', 'social')",1.0109154,0.9946657,1.9069595,1.9833261,-0.4936603,-0.534657,,,0.824554,0.8206155,-0.0039385
15,0.7217846,0.66020936,"('boring', 'funny')",0.7254393,0.6591099,1.0816401,1.0534356,0.54877514,0.48625106,,,0.7694098,0.7147515,-0.0546583
16,-1.1406233,-1.1852953,"('unpopular', 'popular')",-0.24354443,-0.35759497,-0.7935086,-0.7685434,0.6425988,0.57487285,,,-0.3837694,-0.4341402,-0.0503708
17,0.23643675,0.32512268,"('nasty', 'nice')",0.3239311,0.41705853,-0.15231062,-0.070255384,-0.16872737,-0.18225513,,,0.0598325,0.1224177,0.0625852
18,-0.14244805,0.0072818547,"('disagreeable', 'welcoming')",0.3646394,0.50255865,-0.12043001,-0.057093922,-0.4707119,-0.4774802,,,-0.0922376,-0.0061834,0.0860542
19,-0.9439657,-0.8201158,"('inhospitable', 'hospitable')",0.18217756,0.27531075,-1.1367053,-1.1151369,-0.50773895,-0.4582447,,,-0.6015581,-0.5295467,0.0720114
