,fan_male,fan_female,tuple,average_male,average_female,female-male
0,0.18852863,0.1787841,"('unsociable', 'sociable')",0.1885286,0.1787841,-0.0097445
1,1.3339981,1.2515101,"('unfriendly', 'friendly')",1.3339981,1.2515101,-0.082488
2,0.07681344,0.21744126,"('unlikable', 'likable')",0.0768134,0.2174413,0.1406279
3,0.9614266,1.0860264,"('repellent', 'pleasant')",0.9614266,1.0860264,0.1245998
4,-6.996,-7.215005,"('disliked', 'liked')",-6.9959998,-7.2150049,-0.2190051
5,-0.21484223,-0.2731437,"('distant', 'outgoing')",-0.2148422,-0.2731437,-0.0583015
6,0.37632596,0.19103557,"('distant', 'open')",0.376326,0.1910356,-0.1852904
7,1.3450031,1.4029164,"('insensitive', 'sensitive')",1.3450031,1.4029164,0.0579133
8,1.0975299,1.0062724,"('unaffectionate', 'affectionate')",1.0975299,1.0062724,-0.0912575
9,1.2324803,1.238451,"('unaffectionate', 'caring')",1.2324803,1.238451,0.0059707
10,0.85390955,0.9757481,"('unsympathetic', 'sympathetic')",0.8539096,0.9757481,0.1218385
11,1.3082986,1.4332812,"('unhelpful', 'helpful')",1.3082986,1.4332812,0.1249826
12,-1.5044863,-1.4263008,"('unsupportive', 'supportive')",-1.5044863,-1.4263008,0.0781855
13,-0.20881471,-0.013856873,"('impolite', 'polite')",-0.2088147,-0.0138569,0.1949578
14,0.014862647,0.112887226,"('antisocial', 'social')",0.0148626,0.1128872,0.0980246
15,0.61221147,0.50584656,"('boring', 'funny')",0.6122115,0.5058466,-0.1063649
16,-0.5306248,-0.5979091,"('unpopular', 'popular')",-0.5306248,-0.5979091,-0.0672843
17,0.28748938,0.24885307,"('nasty', 'nice')",0.2874894,0.2488531,-0.0386363
18,-0.38054982,-0.29716438,"('disagreeable', 'welcoming')",-0.3805498,-0.2971644,0.0833854
19,-0.5260522,-0.54712397,"('inhospitable', 'hospitable')",-0.5260522,-0.547124,-0.0210718
20,0.65001965,0.5384694,"('rough', 'thoughtful')",0.6500196,0.5384694,-0.1115502
21,-0.40293312,-0.06666212,"('immoral', 'moral')",-0.4029331,-0.0666621,0.336271
22,-0.048439115,-0.0061532855,"('untrustworthy', 'trustworthy')",-0.0484391,-0.0061533,0.0422858
23,5.8891563,6.1212845,"('insincere', 'sincere')",5.8891563,6.1212845,0.2321282
24,1.2540226,1.289513,"('dishonest', 'honest')",1.2540226,1.289513,0.0354904
25,0.90755,0.8570075,"('egoistic', 'altruistic')",0.90755,0.8570075,-0.0505425
26,1.2045972,0.99404794,"('hardhearted', 'benevolent')",1.2045972,0.9940479,-0.2105493
27,1.920056,1.6798244,"('hardhearted', 'softhearted')",1.920056,1.6798244,-0.2402316
28,1.4100919,1.2163223,"('disloyal', 'loyal')",1.4100919,1.2163223,-0.1937696
29,-0.11392364,-0.33875585,"('unfair', 'fair')",-0.1139236,-0.3387558,-0.2248322
30,0.6231843,0.76956105,"('intolerant', 'tolerant')",0.6231843,0.7695611,0.1463768
31,-0.77841365,-0.996192,"('evil', 'good')",-0.7784137,-0.996192,-0.2177783
32,1.034206,0.990164,"('unkind', 'kind')",1.034206,0.990164,-0.044042
33,-0.27543294,-0.36604774,"('wrong', 'right')",-0.2754329,-0.3660477,-0.0906148
34,3.9703639,4.2283354,"('mean', 'honorable')",3.9703639,4.2283354,0.2579715
35,-0.6325125,-1.1078024,"('corrupt', 'incorrupt')",-0.6325125,-1.1078024,-0.4752899
36,-0.4683558,-0.77864146,"('hostile', 'amicable')",-0.4683558,-0.7786415,-0.3102857
37,1.0670158,1.0471749,"('fake', 'genuine')",1.0670158,1.0471749,-0.0198409
38,-0.51482373,-0.42456657,"('untruthful', 'truthful')",-0.5148237,-0.4245666,0.0902571
39,0.19907126,0.2744926,"('exploitative', 'cooperative')",0.1990713,0.2744926,0.0754213
40,-0.72633487,-0.8469838,"('stingy', 'generous')",-0.7263349,-0.8469838,-0.1206489
41,0.5647852,0.4428734,"('unforgiving', 'forgiving')",0.5647852,0.4428734,-0.1219118
42,-1.9130388,-1.9414828,"('unreliable', 'reliable')",-1.9130388,-1.9414828,-0.028444
43,0.83974266,1.0369931,"('irresponsible', 'responsible')",0.8397427,1.0369931,0.1972504
44,-1.1657529,-1.2064489,"('prejudiced', 'unprejudiced')",-1.1657529,-1.2064489,-0.040696
45,0.37471917,0.2106959,"('incompetent', 'competent')",0.3747192,0.2106959,-0.1640233
46,-0.778865,-0.6568698,"('uncompetitive', 'competitive')",-0.778865,-0.6568698,0.1219952
47,4.472395,4.6885777,"('stupid', 'smart')",4.4723949,4.6885777,0.2161828
48,0.21001308,0.3366865,"('unintelligent', 'intelligent')",0.2100131,0.3366865,0.1266734
49,-0.2659669,-0.17195104,"('unable', 'able')",-0.2659669,-0.171951,0.0940159
50,-0.16588518,-0.21682316,"('clumsy', 'skillful')",-0.1658852,-0.2168232,-0.050938
51,0.33439246,0.4174121,"('uneducated', 'educated')",0.3343925,0.4174121,0.0830196
52,0.098501146,-0.16384618,"('irrational', 'rational')",0.0985011,-0.1638462,-0.2623473
53,0.05794341,-0.08102805,"('uncreative', 'creative')",0.0579434,-0.0810281,-0.1389715
54,0.8166728,0.907473,"('incapable', 'capable')",0.8166728,0.907473,0.0908002
55,0.7306272,0.9034469,"('incompetent', 'clever')",0.7306272,0.9034469,0.1728197
56,0.030288462,0.11708831,"('impractical', 'practical')",0.0302885,0.1170883,0.0867998
57,-1.6701765,-1.862445,"('unimaginative', 'imaginative')",-1.6701765,-1.862445,-0.1922685
58,0.5910026,0.5512738,"('undiscriminating', 'discriminating')",0.5910026,0.5512738,-0.0397288
59,0.22456564,0.20584545,"('foolish', 'wise')",0.2245656,0.2058454,-0.0187202
60,-0.25939134,0.16406812,"('inefficient', 'efficient')",-0.2593913,0.1640681,0.4234594
61,0.2438375,0.119848885,"('illogical', 'logical')",0.2438375,0.1198489,-0.1239886
62,0.2996715,0.56064594,"('incompetent', 'brilliant')",0.2996715,0.5606459,0.2609744
63,-0.047612697,0.15216324,"('unperceptive', 'insightful')",-0.0476127,0.1521632,0.1997759
64,-6.2403154,-6.0595365,"('shy', 'confident')",-6.2403154,-6.0595365,0.1807789
65,0.15317652,0.46624827,"('insecure', 'secure')",0.1531765,0.4662483,0.3130718
66,0.092136055,-0.15365362,"('inactive', 'active')",0.0921361,-0.1536536,-0.2457897
67,-0.82207865,-0.760366,"('doubtful', 'determined')",-0.8220786,-0.760366,0.0617126
68,-0.99259365,-0.83314687,"('dependent', 'independent')",-0.9925936,-0.8331469,0.1594467
69,-1.6708119,-1.8442143,"('lazy', 'industrious')",-1.6708119,-1.8442143,-0.1734024
70,1.5209525,1.5423666,"('lethargic', 'energetic')",1.5209525,1.5423666,0.0214141
71,0.28547326,0.24208759,"('diffident', 'self-confident')",0.2854733,0.2420876,-0.0433857
72,0.78385234,1.071156,"('unambitious', 'ambitious')",0.7838523,1.071156,0.2873037
73,-2.4006596,-2.3588574,"('helpless', 'self-reliant')",-2.4006596,-2.3588574,0.0418022
74,0.44324803,0.28672573,"('undedicated', 'dedicated')",0.443248,0.2867257,-0.1565223
75,-0.44185898,-0.4905663,"('meek', 'impulsive')",-0.441859,-0.4905663,-0.0487073
76,0.4145717,0.5555537,"('anxious', 'daring')",0.4145717,0.5555537,0.140982
77,-1.7211083,-1.5011834,"('unmotivated', 'motivated')",-1.7211083,-1.5011834,0.2199249
78,-1.0605683,-1.1105129,"('nonresilient', 'resilient')",-1.0605683,-1.1105129,-0.0499446
79,0.1418462,-0.016944753,"('wavering', 'unwavering')",0.1418462,-0.0169448,-0.158791
80,-0.008855935,-0.04054781,"('dominated', 'dominating')",-0.0088559,-0.0405478,-0.0316919
81,-0.44451883,-0.21456015,"('submissive', 'aggressive')",-0.4445188,-0.2145602,0.2299586
82,6.0291667,6.1142106,"('poor', 'rich')",6.0291667,6.1142106,0.0850439
83,-0.5106179,-0.41450182,"('powerless', 'powerful')",-0.5106179,-0.4145018,0.0961161
84,0.52433366,0.46346098,"('inferior', 'superior')",0.5243337,0.463461,-0.0608727
85,-0.74186593,-0.96729195,"('insignificant', 'prestigious')",-0.7418659,-0.967292,-0.2254261
86,0.65776813,0.60957617,"('uninfluential', 'influential')",0.6577681,0.6095762,-0.0481919
87,-0.042242065,-0.035390418,"('unsuccessful', 'successful')",-0.0422421,-0.0353904,0.0068517
88,-0.091099374,-0.074139856,"('low', 'eminent')",-0.0910994,-0.0741399,0.0169595
