,cry_male,cry_female,tuple,average_male,average_female,female-male
0,-0.26849204,-0.2783037,"('unsociable', 'sociable')",-0.268492,-0.2783037,-0.0098117
1,1.2837168,1.2916607,"('unfriendly', 'friendly')",1.2837168,1.2916607,0.0079439
2,-0.2655427,-0.18495104,"('unlikable', 'likable')",-0.2655427,-0.184951,0.0805917
3,0.62583184,0.6661707,"('repellent', 'pleasant')",0.6258318,0.6661707,0.0403389
4,-7.5545373,-7.7599416,"('disliked', 'liked')",-7.5545373,-7.7599416,-0.2054043
5,-0.5531712,-0.5119005,"('distant', 'outgoing')",-0.5531712,-0.5119005,0.0412707
6,0.054000065,0.006451659,"('distant', 'open')",0.0540001,0.0064517,-0.0475484
7,0.776944,0.82579833,"('insensitive', 'sensitive')",0.776944,0.8257983,0.0488543
8,1.2835344,1.2201917,"('unaffectionate', 'affectionate')",1.2835344,1.2201917,-0.0633427
9,1.5434172,1.6154252,"('unaffectionate', 'caring')",1.5434172,1.6154252,0.072008
10,0.90033114,0.9371265,"('unsympathetic', 'sympathetic')",0.9003311,0.9371265,0.0367954
11,1.3963925,1.4898403,"('unhelpful', 'helpful')",1.3963925,1.4898403,0.0934478
12,-1.9864045,-1.9757042,"('unsupportive', 'supportive')",-1.9864045,-1.9757042,0.0107003
13,-0.39383742,-0.37157565,"('impolite', 'polite')",-0.3938374,-0.3715757,0.0222617
14,0.25606287,0.23127727,"('antisocial', 'social')",0.2560629,0.2312773,-0.0247856
15,0.010527576,-0.0604771,"('boring', 'funny')",0.0105276,-0.0604771,-0.0710047
16,-0.5459658,-0.52535695,"('unpopular', 'popular')",-0.5459658,-0.5253569,0.0206089
17,-0.2764358,-0.24448234,"('nasty', 'nice')",-0.2764358,-0.2444823,0.0319535
18,-0.18317845,-0.23631123,"('disagreeable', 'welcoming')",-0.1831785,-0.2363112,-0.0531327
19,-0.93351,-0.92318356,"('inhospitable', 'hospitable')",-0.93351,-0.9231836,0.0103264
20,1.0657264,0.98263943,"('rough', 'thoughtful')",1.0657264,0.9826394,-0.083087
21,-0.5692654,-0.4641818,"('immoral', 'moral')",-0.5692654,-0.4641818,0.1050836
22,-0.4923508,-0.53447324,"('untrustworthy', 'trustworthy')",-0.4923508,-0.5344732,-0.0421224
23,6.323147,6.451019,"('insincere', 'sincere')",6.3231468,6.4510188,0.127872
24,1.412986,1.3233069,"('dishonest', 'honest')",1.412986,1.3233069,-0.0896791
25,0.77334136,0.69611657,"('egoistic', 'altruistic')",0.7733414,0.6961166,-0.0772248
26,0.94966745,0.88266116,"('hardhearted', 'benevolent')",0.9496675,0.8826612,-0.0670063
27,1.8766253,1.7359403,"('hardhearted', 'softhearted')",1.8766253,1.7359403,-0.140685
28,1.1436553,1.1408018,"('disloyal', 'loyal')",1.1436553,1.1408018,-0.0028535
29,-0.45941406,-0.60990417,"('unfair', 'fair')",-0.4594141,-0.6099042,-0.1504901
30,0.74879766,0.7499717,"('intolerant', 'tolerant')",0.7487977,0.7499717,0.001174
31,-1.0190295,-1.0917717,"('evil', 'good')",-1.0190295,-1.0917717,-0.0727422
32,1.0278733,0.9812362,"('unkind', 'kind')",1.0278733,0.9812362,-0.0466371
33,-0.68393993,-0.71824473,"('wrong', 'right')",-0.6839399,-0.7182447,-0.0343048
34,4.60165,4.7846174,"('mean', 'honorable')",4.6016502,4.7846174,0.1829672
35,-0.49845865,-0.7194649,"('corrupt', 'incorrupt')",-0.4984587,-0.7194649,-0.2210062
36,-0.508318,-0.6338706,"('hostile', 'amicable')",-0.508318,-0.6338706,-0.1255526
37,0.9096791,0.89370567,"('fake', 'genuine')",0.9096791,0.8937057,-0.0159734
38,-0.512017,-0.42214584,"('untruthful', 'truthful')",-0.512017,-0.4221458,0.0898712
39,0.5825703,0.5605286,"('exploitative', 'cooperative')",0.5825703,0.5605286,-0.0220417
40,-1.2641228,-1.4684315,"('stingy', 'generous')",-1.2641228,-1.4684315,-0.2043087
41,0.12038304,0.1008288,"('unforgiving', 'forgiving')",0.120383,0.1008288,-0.0195542
42,-2.372519,-2.4770532,"('unreliable', 'reliable')",-2.372519,-2.4770532,-0.1045342
43,0.8195287,0.89442533,"('irresponsible', 'responsible')",0.8195287,0.8944253,0.0748966
44,-0.82928276,-0.84741884,"('prejudiced', 'unprejudiced')",-0.8292828,-0.8474188,-0.018136
45,-0.22579634,-0.21382353,"('incompetent', 'competent')",-0.2257963,-0.2138235,0.0119728
46,-0.64927274,-0.6755987,"('uncompetitive', 'competitive')",-0.6492727,-0.6755987,-0.026326
47,5.1607504,5.3784122,"('stupid', 'smart')",5.1607504,5.3784122,0.2176618
48,0.34091657,0.37642854,"('unintelligent', 'intelligent')",0.3409166,0.3764285,0.0355119
49,0.045261767,0.13504943,"('unable', 'able')",0.0452618,0.1350494,0.0897876
50,-0.46369308,-0.48196986,"('clumsy', 'skillful')",-0.4636931,-0.4819699,-0.0182768
51,0.3183601,0.19994059,"('uneducated', 'educated')",0.3183601,0.1999406,-0.1184195
52,-0.33552587,-0.44969434,"('irrational', 'rational')",-0.3355259,-0.4496943,-0.1141684
53,-0.10728971,-0.14708531,"('uncreative', 'creative')",-0.1072897,-0.1470853,-0.0397956
54,0.91068304,0.99305546,"('incapable', 'capable')",0.910683,0.9930555,0.0823725
