,reactant_male,reactant_female,tuple,average_male,average_female,female-male
0,0.12968574,-0.10621468,"('unsociable', 'sociable')",0.1296857,-0.1062147,-0.2359004
1,-0.4820269,-0.6170068,"('unfriendly', 'friendly')",-0.4820269,-0.6170068,-0.1349799
2,0.13171142,0.08920341,"('unlikable', 'likable')",0.1317114,0.0892034,-0.042508
3,-0.6330453,-0.65719765,"('repellent', 'pleasant')",-0.6330453,-0.6571977,-0.0241524
4,-3.595638,-3.67899,"('disliked', 'liked')",-3.595638,-3.6789899,-0.0833519
5,-0.86343586,-0.77328545,"('distant', 'outgoing')",-0.8634359,-0.7732854,0.0901505
6,-0.92413497,-0.86328113,"('distant', 'open')",-0.924135,-0.8632811,0.0608539
7,0.24522226,0.20918104,"('insensitive', 'sensitive')",0.2452223,0.209181,-0.0360413
8,-1.0166209,-1.1209451,"('unaffectionate', 'affectionate')",-1.0166209,-1.1209451,-0.1043242
9,-0.1654846,-0.24207759,"('unaffectionate', 'caring')",-0.1654846,-0.2420776,-0.076593
10,0.45180345,0.30028793,"('unsympathetic', 'sympathetic')",0.4518034,0.3002879,-0.1515155
11,1.936062,1.8632879,"('unhelpful', 'helpful')",1.936062,1.8632879,-0.0727741
12,-0.4219579,-0.46750513,"('unsupportive', 'supportive')",-0.4219579,-0.4675051,-0.0455472
13,0.2243586,0.07038656,"('impolite', 'polite')",0.2243586,0.0703866,-0.153972
14,0.10397969,-0.032241527,"('antisocial', 'social')",0.1039797,-0.0322415,-0.1362212
15,0.40017372,0.3718355,"('boring', 'funny')",0.4001737,0.3718355,-0.0283382
16,-0.41170707,-0.5057416,"('unpopular', 'popular')",-0.4117071,-0.5057416,-0.0940345
17,-0.3675208,-0.35478592,"('nasty', 'nice')",-0.3675208,-0.3547859,0.0127349
18,-0.98339754,-1.0029905,"('disagreeable', 'welcoming')",-0.9833975,-1.0029905,-0.019593
19,-1.3545502,-1.284949,"('inhospitable', 'hospitable')",-1.3545502,-1.2849489,0.0696013
20,1.1240424,1.015338,"('rough', 'thoughtful')",1.1240424,1.0153379,-0.1087045
21,0.47948238,0.36160415,"('immoral', 'moral')",0.4794824,0.3616042,-0.1178782
22,-0.75314283,-0.87832314,"('untrustworthy', 'trustworthy')",-0.7531428,-0.8783231,-0.1251803
23,2.7264361,2.6318831,"('insincere', 'sincere')",2.7264361,2.6318831,-0.094553
24,-0.20849252,-0.29868552,"('dishonest', 'honest')",-0.2084925,-0.2986855,-0.090193
25,-0.18974003,-0.26248848,"('egoistic', 'altruistic')",-0.18974,-0.2624885,-0.0727485
26,0.24505614,0.011906946,"('hardhearted', 'benevolent')",0.2450561,0.0119069,-0.2331492
27,0.24680106,0.21934095,"('hardhearted', 'softhearted')",0.2468011,0.219341,-0.0274601
28,0.6568493,0.56995416,"('disloyal', 'loyal')",0.6568493,0.5699542,-0.0868951
29,-0.59274757,-0.6480244,"('unfair', 'fair')",-0.5927476,-0.6480244,-0.0552768
30,0.32524776,0.1473223,"('intolerant', 'tolerant')",0.3252478,0.1473223,-0.1779255
31,-1.756537,-1.6670561,"('evil', 'good')",-1.756537,-1.6670561,0.0894809
32,0.87778884,0.6889749,"('unkind', 'kind')",0.8777888,0.6889749,-0.1888139
33,0.097490855,0.039955713,"('wrong', 'right')",0.0974909,0.0399557,-0.0575352
34,2.1759896,2.3327584,"('mean', 'honorable')",2.1759896,2.3327584,0.1567688
35,-0.7919316,-0.74173605,"('corrupt', 'incorrupt')",-0.7919316,-0.7417361,0.0501955
36,-1.8017495,-1.8675457,"('hostile', 'amicable')",-1.8017495,-1.8675457,-0.0657962
37,0.53673226,0.49583456,"('fake', 'genuine')",0.5367323,0.4958346,-0.0408977
38,0.49455962,0.38202322,"('untruthful', 'truthful')",0.4945596,0.3820232,-0.1125364
39,0.3038828,0.18679339,"('exploitative', 'cooperative')",0.3038828,0.1867934,-0.1170894
40,-1.3910476,-1.4836948,"('stingy', 'generous')",-1.3910476,-1.4836948,-0.0926472
41,0.42219046,0.25631112,"('unforgiving', 'forgiving')",0.4221905,0.2563111,-0.1658794
42,-1.1577528,-1.262206,"('unreliable', 'reliable')",-1.1577528,-1.262206,-0.1044532
43,0.6809264,0.4779208,"('irresponsible', 'responsible')",0.6809264,0.4779208,-0.2030056
44,-0.5670405,-0.57292897,"('prejudiced', 'unprejudiced')",-0.5670405,-0.572929,-0.0058885
45,-0.22828814,-0.342551,"('incompetent', 'competent')",-0.2282881,-0.342551,-0.1142629
46,0.01674257,-0.07750304,"('uncompetitive', 'competitive')",0.0167426,-0.077503,-0.0942456
47,2.136779,2.2050593,"('stupid', 'smart')",2.1367791,2.2050593,0.0682802
48,0.89153266,0.86079925,"('unintelligent', 'intelligent')",0.8915327,0.8607993,-0.0307334
49,0.18853235,0.32327563,"('unable', 'able')",0.1885324,0.3232756,0.1347432
50,0.05174374,0.0133885,"('clumsy', 'skillful')",0.0517437,0.0133885,-0.0383552
51,0.25110793,0.16886756,"('uneducated', 'educated')",0.2511079,0.1688676,-0.0822403
52,-0.89015216,-1.0980046,"('irrational', 'rational')",-0.8901522,-1.0980046,-0.2078524
53,-1.269574,-1.3715808,"('uncreative', 'creative')",-1.269574,-1.3715808,-0.1020068
54,0.07663704,0.11427339,"('incapable', 'capable')",0.076637,0.1142734,0.0376364
55,0.46656165,0.34820813,"('incompetent', 'clever')",0.4665616,0.3482081,-0.1183535
56,1.0013939,0.8805084,"('impractical', 'practical')",1.0013939,0.8805084,-0.1208855
57,-1.4233968,-1.5153613,"('unimaginative', 'imaginative')",-1.4233968,-1.5153613,-0.0919645
58,0.2536805,0.06936571,"('undiscriminating', 'discriminating')",0.2536805,0.0693657,-0.1843148
59,-0.90045965,-0.96251744,"('foolish', 'wise')",-0.9004596,-0.9625174,-0.0620578
