,cheetah_male,cheetah_female,tuple,average_male,average_female,female-male
0,0.027269695,-0.019814463,"('unsociable', 'sociable')",0.0272697,-0.0198145,-0.0470842
1,-0.50525135,-0.7631371,"('unfriendly', 'friendly')",-0.5052513,-0.7631371,-0.2578858
2,0.5782392,0.61598325,"('unlikable', 'likable')",0.5782392,0.6159832,0.037744
3,-1.076974,-0.77288705,"('repellent', 'pleasant')",-1.076974,-0.7728871,0.3040869
4,-1.1778276,-1.4566151,"('disliked', 'liked')",-1.1778276,-1.4566151,-0.2787875
5,-0.25172526,-0.41965863,"('distant', 'outgoing')",-0.2517253,-0.4196586,-0.1679333
6,-0.59856963,-0.7258146,"('distant', 'open')",-0.5985696,-0.7258146,-0.127245
7,0.041745573,0.1444109,"('insensitive', 'sensitive')",0.0417456,0.1444109,0.1026653
8,-0.2016572,-0.33352768,"('unaffectionate', 'affectionate')",-0.2016572,-0.3335277,-0.1318705
9,-0.36354774,-0.41992936,"('unaffectionate', 'caring')",-0.3635477,-0.4199294,-0.0563817
10,-1.4315966,-1.2242789,"('unsympathetic', 'sympathetic')",-1.4315966,-1.2242789,0.2073177
11,-0.4964278,-0.32941392,"('unhelpful', 'helpful')",-0.4964278,-0.3294139,0.1670139
12,-1.0662185,-0.96277237,"('unsupportive', 'supportive')",-1.0662185,-0.9627724,0.1034461
13,-0.41443184,-0.34444758,"('impolite', 'polite')",-0.4144318,-0.3444476,0.0699842
14,0.36946884,0.39489597,"('antisocial', 'social')",0.3694688,0.394896,0.0254272
15,1.1986679,0.9671984,"('boring', 'funny')",1.1986679,0.9671984,-0.2314695
16,0.20116393,0.2315432,"('unpopular', 'popular')",0.2011639,0.2315432,0.0303793
17,0.15735595,0.21913655,"('nasty', 'nice')",0.1573559,0.2191366,0.0617807
18,-0.27611586,-0.21656704,"('disagreeable', 'welcoming')",-0.2761159,-0.216567,0.0595489
19,-0.25872952,-0.2880176,"('inhospitable', 'hospitable')",-0.2587295,-0.2880176,-0.0292881
20,-0.43774897,-0.31615344,"('rough', 'thoughtful')",-0.437749,-0.3161534,0.1215956
21,-0.68745524,-0.39540806,"('immoral', 'moral')",-0.6874552,-0.3954081,0.2920471
22,-0.080459446,-0.11283693,"('untrustworthy', 'trustworthy')",-0.0804594,-0.1128369,-0.0323775
23,0.38631555,0.57519823,"('insincere', 'sincere')",0.3863156,0.5751982,0.1888826
24,-0.9942344,-1.0441086,"('dishonest', 'honest')",-0.9942344,-1.0441086,-0.0498742
25,0.2704515,0.16288254,"('egoistic', 'altruistic')",0.2704515,0.1628825,-0.107569
26,0.62013,0.32698342,"('hardhearted', 'benevolent')",0.62013,0.3269834,-0.2931466
27,0.70873135,0.72981566,"('hardhearted', 'softhearted')",0.7087314,0.7298157,0.0210843
28,-1.0789559,-1.2259996,"('disloyal', 'loyal')",-1.0789559,-1.2259996,-0.1470437
29,-0.28263354,-0.4520635,"('unfair', 'fair')",-0.2826335,-0.4520635,-0.16943
30,0.0028162375,0.13877857,"('intolerant', 'tolerant')",0.0028162,0.1387786,0.1359624
31,-0.39959246,-0.51800424,"('evil', 'good')",-0.3995925,-0.5180042,-0.1184117
32,0.38651705,0.37116808,"('unkind', 'kind')",0.386517,0.3711681,-0.0153489
33,0.014632724,-0.096722916,"('wrong', 'right')",0.0146327,-0.0967229,-0.1113556
34,0.6207395,0.8774243,"('mean', 'honorable')",0.6207395,0.8774243,0.2566848
35,0.86579657,0.4898224,"('corrupt', 'incorrupt')",0.8657966,0.4898224,-0.3759742
36,-0.39469177,-0.5949074,"('hostile', 'amicable')",-0.3946918,-0.5949074,-0.2002156
37,0.22250226,0.22476965,"('fake', 'genuine')",0.2225023,0.2247697,0.0022674
38,-0.5498787,-0.5359438,"('untruthful', 'truthful')",-0.5498787,-0.5359438,0.0139349
39,0.24540442,0.34669882,"('exploitative', 'cooperative')",0.2454044,0.3466988,0.1012944
40,-1.258733,-1.3096173,"('stingy', 'generous')",-1.258733,-1.3096173,-0.0508843
41,-0.51013386,-0.6189569,"('unforgiving', 'forgiving')",-0.5101339,-0.6189569,-0.108823
42,-0.48626778,-0.42305684,"('unreliable', 'reliable')",-0.4862678,-0.4230568,0.063211
43,-0.6501207,-0.57339996,"('irresponsible', 'responsible')",-0.6501207,-0.5734,0.0767207
44,-0.11545064,-0.115975454,"('prejudiced', 'unprejudiced')",-0.1154506,-0.1159755,-0.0005249
45,-0.4281447,-0.43900383,"('incompetent', 'competent')",-0.4281447,-0.4390038,-0.0108591
46,-0.58768606,-0.5057647,"('uncompetitive', 'competitive')",-0.5876861,-0.5057647,0.0819214
47,1.3418764,1.5557811,"('stupid', 'smart')",1.3418764,1.5557811,0.2139047
48,-0.4635675,-0.27291873,"('unintelligent', 'intelligent')",-0.4635675,-0.2729187,0.1906488
49,-0.07931341,0.114390835,"('unable', 'able')",-0.0793134,0.1143908,0.1937042
50,0.69547945,0.8052528,"('clumsy', 'skillful')",0.6954795,0.8052528,0.1097733
51,0.008385964,0.03711064,"('uneducated', 'educated')",0.008386,0.0371106,0.0287246
52,-0.3056427,-0.50074536,"('irrational', 'rational')",-0.3056427,-0.5007454,-0.1951027
53,-1.2828175,-1.3568052,"('uncreative', 'creative')",-1.2828175,-1.3568052,-0.0739877
54,0.19417477,0.13238825,"('incapable', 'capable')",0.1941748,0.1323882,-0.0617866
55,-0.24523988,0.048484556,"('incompetent', 'clever')",-0.2452399,0.0484846,0.2937245
56,-0.14974304,-0.048365973,"('impractical', 'practical')",-0.149743,-0.048366,0.101377
57,-1.6375662,-1.7672195,"('unimaginative', 'imaginative')",-1.6375662,-1.7672195,-0.1296533
58,-0.02773829,-0.14708763,"('undiscriminating', 'discriminating')",-0.0277383,-0.1470876,-0.1193493
59,0.23233241,0.20782016,"('foolish', 'wise')",0.2323324,0.2078202,-0.0245122
60,-0.17140348,0.20301443,"('inefficient', 'efficient')",-0.1714035,0.2030144,0.3744179
61,-0.7121989,-0.7912781,"('illogical', 'logical')",-0.7121989,-0.7912781,-0.0790792
62,0.2910081,0.4666972,"('incompetent', 'brilliant')",0.2910081,0.4666972,0.1756891
63,0.2923717,0.41618776,"('unperceptive', 'insightful')",0.2923717,0.4161878,0.1238161
64,-1.6654117,-1.7249306,"('shy', 'confident')",-1.6654117,-1.7249306,-0.0595189
65,-0.48459744,-0.30399725,"('insecure', 'secure')",-0.4845974,-0.3039972,0.1806002
66,-0.36664775,-0.49642912,"('inactive', 'active')",-0.3666478,-0.4964291,-0.1297813
67,0.1747038,0.21326496,"('doubtful', 'determined')",0.1747038,0.213265,0.0385612
68,-0.6233903,-0.4462098,"('dependent', 'independent')",-0.6233903,-0.4462098,0.1771805
69,0.19074938,0.04011191,"('lazy', 'industrious')",0.1907494,0.0401119,-0.1506375
70,-0.11960176,-0.027523287,"('lethargic', 'energetic')",-0.1196018,-0.0275233,0.0920785
71,0.5503265,0.5141822,"('diffident', 'self-confident')",0.5503265,0.5141822,-0.0361443
72,-0.8520963,-0.822605,"('unambitious', 'ambitious')",-0.8520963,-0.822605,0.0294913
73,-0.79984754,-0.85868466,"('helpless', 'self-reliant')",-0.7998475,-0.8586847,-0.0588372
74,-0.17469263,-0.14836836,"('undedicated', 'dedicated')",-0.1746926,-0.1483684,0.0263242
75,0.43238693,0.30182338,"('meek', 'impulsive')",0.4323869,0.3018234,-0.1305635
76,0.14576313,0.3874477,"('anxious', 'daring')",0.1457631,0.3874477,0.2416846
77,-1.1413002,-0.9601983,"('unmotivated', 'motivated')",-1.1413002,-0.9601983,0.1811019
78,0.055703975,0.17723909,"('nonresilient', 'resilient')",0.055704,0.1772391,0.1215351
79,-0.13465455,-0.24418724,"('wavering', 'unwavering')",-0.1346546,-0.2441872,-0.1095326
80,-0.09361567,-0.16291015,"('dominated', 'dominating')",-0.0936157,-0.1629101,-0.0692944
81,-0.90197146,-0.73037195,"('submissive', 'aggressive')",-0.9019715,-0.730372,0.1715995
82,1.1691973,1.3015004,"('poor', 'rich')",1.1691973,1.3015004,0.1323031
83,-0.42376742,-0.4235968,"('powerless', 'powerful')",-0.4237674,-0.4235968,0.0001706
84,-0.5551287,-0.59793884,"('inferior', 'superior')",-0.5551287,-0.5979388,-0.0428101
85,0.16941541,0.036683954,"('insignificant', 'prestigious')",0.1694154,0.036684,-0.1327314
86,-1.3021504,-1.344256,"('uninfluential', 'influential')",-1.3021504,-1.344256,-0.0421056
87,0.37648767,0.32545462,"('unsuccessful', 'successful')",0.3764877,0.3254546,-0.0510331
88,-0.1733421,-0.2671463,"('low', 'eminent')",-0.1733421,-0.2671463,-0.0938042
