,pickaxe_male,pickaxe_female,tuple,average_male,average_female,female-male
0,-0.37175775,-0.50742745,"('unsociable', 'sociable')",-0.3717577,-0.5074275,-0.1356698
1,-0.34612578,-0.5308728,"('unfriendly', 'friendly')",-0.3461258,-0.5308728,-0.184747
2,0.18846934,0.18652692,"('unlikable', 'likable')",0.1884693,0.1865269,-0.0019424
3,-0.9436815,-0.88746643,"('repellent', 'pleasant')",-0.9436815,-0.8874664,0.0562151
4,-1.8793025,-1.939983,"('disliked', 'liked')",-1.8793025,-1.939983,-0.0606805
5,-0.90715146,-0.8522088,"('distant', 'outgoing')",-0.9071515,-0.8522088,0.0549427
6,-0.85709745,-0.8154808,"('distant', 'open')",-0.8570974,-0.8154808,0.0416166
7,-0.059684187,0.0069461223,"('insensitive', 'sensitive')",-0.0596842,0.0069461,0.0666303
8,0.14921096,0.11446806,"('unaffectionate', 'affectionate')",0.149211,0.1144681,-0.0347429
9,0.08306624,0.037392844,"('unaffectionate', 'caring')",0.0830662,0.0373928,-0.0456734
10,-0.8922781,-0.93864024,"('unsympathetic', 'sympathetic')",-0.8922781,-0.9386402,-0.0463621
11,0.048195437,0.067105755,"('unhelpful', 'helpful')",0.0481954,0.0671058,0.0189104
12,-1.2806426,-1.2521373,"('unsupportive', 'supportive')",-1.2806426,-1.2521373,0.0285053
13,-0.36975393,-0.41357997,"('impolite', 'polite')",-0.3697539,-0.41358,-0.0438261
14,0.27282727,0.17835326,"('antisocial', 'social')",0.2728273,0.1783533,-0.094474
15,0.57545257,0.525892,"('boring', 'funny')",0.5754526,0.525892,-0.0495606
16,-0.17059948,-0.23158622,"('unpopular', 'popular')",-0.1705995,-0.2315862,-0.0609867
17,-0.84732044,-0.7519035,"('nasty', 'nice')",-0.8473204,-0.7519035,0.0954169
18,-0.8111315,-0.76187414,"('disagreeable', 'welcoming')",-0.8111315,-0.7618741,0.0492574
19,-1.0429597,-0.9401155,"('inhospitable', 'hospitable')",-1.0429597,-0.9401155,0.1028442
20,0.030186597,-0.0071354993,"('rough', 'thoughtful')",0.0301866,-0.0071355,-0.0373221
21,0.15865085,0.24850504,"('immoral', 'moral')",0.1586508,0.248505,0.0898542
22,-0.48096216,-0.58373815,"('untrustworthy', 'trustworthy')",-0.4809622,-0.5837381,-0.1027759
23,1.4585826,1.4311893,"('insincere', 'sincere')",1.4585826,1.4311893,-0.0273933
24,0.10189991,0.00017311797,"('dishonest', 'honest')",0.1018999,0.0001731,-0.1017268
25,0.5189483,0.5227566,"('egoistic', 'altruistic')",0.5189483,0.5227566,0.0038083
26,0.16803196,-0.10246722,"('hardhearted', 'benevolent')",0.168032,-0.1024672,-0.2704992
27,-0.68044776,-0.5953912,"('hardhearted', 'softhearted')",-0.6804478,-0.5953912,0.0850566
28,0.53447145,0.4554248,"('disloyal', 'loyal')",0.5344715,0.4554248,-0.0790467
29,-0.50580215,-0.5700266,"('unfair', 'fair')",-0.5058022,-0.5700266,-0.0642244
30,0.031060021,0.12268827,"('intolerant', 'tolerant')",0.03106,0.1226883,0.0916283
31,-1.2910799,-1.2813486,"('evil', 'good')",-1.2910799,-1.2813486,0.0097313
32,0.17890777,0.07255261,"('unkind', 'kind')",0.1789078,0.0725526,-0.1063552
