,abdomen_male,abdomen_female,tuple,average_male,average_female,female-male
0,0.028254256,-0.08075183,"('unsociable', 'sociable')",0.0282543,-0.0807518,-0.1090061
1,0.85127157,0.8198274,"('unfriendly', 'friendly')",0.8512716,0.8198274,-0.0314442
2,-0.0644983,0.01639061,"('unlikable', 'likable')",-0.0644983,0.0163906,0.0808889
3,0.95674056,0.9504533,"('repellent', 'pleasant')",0.9567406,0.9504533,-0.0062873
4,-7.3681216,-7.6877003,"('disliked', 'liked')",-7.3681216,-7.6877003,-0.3195787
5,-0.8464768,-0.83534944,"('distant', 'outgoing')",-0.8464768,-0.8353494,0.0111274
6,-0.26152837,-0.3632539,"('distant', 'open')",-0.2615284,-0.3632539,-0.1017255
7,1.1706837,1.107932,"('insensitive', 'sensitive')",1.1706837,1.107932,-0.0627517
8,0.7749794,0.77876735,"('unaffectionate', 'affectionate')",0.7749794,0.7787673,0.0037879
9,1.1729555,1.2678235,"('unaffectionate', 'caring')",1.1729555,1.2678235,0.094868
10,1.2601742,1.20131,"('unsympathetic', 'sympathetic')",1.2601742,1.20131,-0.0588642
11,1.5645232,1.644701,"('unhelpful', 'helpful')",1.5645232,1.644701,0.0801778
12,-1.8058703,-1.8450532,"('unsupportive', 'supportive')",-1.8058703,-1.8450532,-0.0391829
13,-0.11356344,-0.13057733,"('impolite', 'polite')",-0.1135634,-0.1305773,-0.0170139
14,0.06909426,-0.05215797,"('antisocial', 'social')",0.0690943,-0.052158,-0.1212523
15,0.09035982,0.0091445595,"('boring', 'funny')",0.0903598,0.0091446,-0.0812152
16,-0.4309818,-0.43032375,"('unpopular', 'popular')",-0.4309818,-0.4303237,0.0006581
17,-0.3022147,-0.3190888,"('nasty', 'nice')",-0.3022147,-0.3190888,-0.0168741
18,-0.4440368,-0.46022508,"('disagreeable', 'welcoming')",-0.4440368,-0.4602251,-0.0161883
19,-1.1683763,-1.1920911,"('inhospitable', 'hospitable')",-1.1683763,-1.1920911,-0.0237148
20,1.2790902,1.235131,"('rough', 'thoughtful')",1.2790902,1.235131,-0.0439592
21,0.0004223436,0.0677592,"('immoral', 'moral')",0.0004223,0.0677592,0.0673369
22,-0.29347244,-0.41143587,"('untrustworthy', 'trustworthy')",-0.2934724,-0.4114359,-0.1179635
23,5.973196,6.197355,"('insincere', 'sincere')",5.973196,6.1973548,0.2241588
24,1.5509815,1.5238905,"('dishonest', 'honest')",1.5509815,1.5238905,-0.027091
25,0.49986443,0.54546845,"('egoistic', 'altruistic')",0.4998644,0.5454684,0.045604
26,0.7323552,0.52341485,"('hardhearted', 'benevolent')",0.7323552,0.5234149,-0.2089403
27,1.7556947,1.5619249,"('hardhearted', 'softhearted')",1.7556947,1.5619249,-0.1937698
28,1.041454,0.9763772,"('disloyal', 'loyal')",1.041454,0.9763772,-0.0650768
29,-0.6342267,-0.7677121,"('unfair', 'fair')",-0.6342267,-0.7677121,-0.1334854
30,0.76260585,0.7788525,"('intolerant', 'tolerant')",0.7626058,0.7788525,0.0162467
31,-1.4872906,-1.5785465,"('evil', 'good')",-1.4872906,-1.5785465,-0.0912559
32,1.1614234,1.0653305,"('unkind', 'kind')",1.1614234,1.0653305,-0.0960929
33,-0.6805916,-0.7433382,"('wrong', 'right')",-0.6805916,-0.7433382,-0.0627466
34,4.1916103,4.4613447,"('mean', 'honorable')",4.1916103,4.4613447,0.2697344
35,-0.98863995,-1.2584532,"('corrupt', 'incorrupt')",-0.98864,-1.2584532,-0.2698132
36,-1.0353787,-1.1964018,"('hostile', 'amicable')",-1.0353787,-1.1964018,-0.1610231
37,1.0826024,1.0806831,"('fake', 'genuine')",1.0826024,1.0806831,-0.0019193
38,-0.57933974,-0.4735986,"('untruthful', 'truthful')",-0.5793397,-0.4735986,0.1057411
39,0.24812672,0.25022885,"('exploitative', 'cooperative')",0.2481267,0.2502289,0.0021022
40,-1.2114226,-1.488453,"('stingy', 'generous')",-1.2114226,-1.488453,-0.2770304
41,0.27121302,0.14865914,"('unforgiving', 'forgiving')",0.271213,0.1486591,-0.1225539
42,-1.8228285,-1.9855547,"('unreliable', 'reliable')",-1.8228285,-1.9855547,-0.1627262
43,1.0608474,1.191843,"('irresponsible', 'responsible')",1.0608474,1.191843,0.1309956
44,-0.7355031,-0.7446651,"('prejudiced', 'unprejudiced')",-0.7355031,-0.7446651,-0.009162
45,0.4202486,0.26612192,"('incompetent', 'competent')",0.4202486,0.2661219,-0.1541267
46,-0.2814033,-0.3528874,"('uncompetitive', 'competitive')",-0.2814033,-0.3528874,-0.0714841
47,4.7964034,5.0228167,"('stupid', 'smart')",4.7964034,5.0228167,0.2264133
48,0.56039774,0.5907452,"('unintelligent', 'intelligent')",0.5603977,0.5907452,0.0303475
49,-0.30790552,-0.16526254,"('unable', 'able')",-0.3079055,-0.1652625,0.142643
50,-0.21104641,-0.2449022,"('clumsy', 'skillful')",-0.2110464,-0.2449022,-0.0338558
51,0.16617693,0.095259584,"('uneducated', 'educated')",0.1661769,0.0952596,-0.0709173
52,-0.6723927,-0.87241006,"('irrational', 'rational')",-0.6723927,-0.8724101,-0.2000174
53,-0.1789937,-0.21937895,"('uncreative', 'creative')",-0.1789937,-0.2193789,-0.0403852
54,0.56819904,0.66054136,"('incapable', 'capable')",0.568199,0.6605414,0.0923424
55,0.9161,0.95849335,"('incompetent', 'clever')",0.9161,0.9584934,0.0423934
56,0.6519621,0.6030236,"('impractical', 'practical')",0.6519621,0.6030236,-0.0489385
57,-2.329752,-2.5131657,"('unimaginative', 'imaginative')",-2.329752,-2.5131657,-0.1834137
58,0.213442,0.104396716,"('undiscriminating', 'discriminating')",0.213442,0.1043967,-0.1090453
59,-0.35545442,-0.41374502,"('foolish', 'wise')",-0.3554544,-0.413745,-0.0582906
60,0.73233414,0.9566235,"('inefficient', 'efficient')",0.7323341,0.9566235,0.2242894
61,0.35380724,0.18151554,"('illogical', 'logical')",0.3538072,0.1815155,-0.1722917
62,0.7504915,0.8634551,"('incompetent', 'brilliant')",0.7504915,0.8634551,0.1129636
63,0.21031968,0.26842076,"('unperceptive', 'insightful')",0.2103197,0.2684208,0.0581011
64,-5.8848057,-6.0564375,"('shy', 'confident')",-5.8848057,-6.0564375,-0.1716318
65,0.5651822,0.5752013,"('insecure', 'secure')",0.5651822,0.5752013,0.0100191
66,-0.036878165,-0.2756555,"('inactive', 'active')",-0.0368782,-0.2756555,-0.2387773
67,-0.58332556,-0.46502563,"('doubtful', 'determined')",-0.5833256,-0.4650256,0.1183
68,-0.63913214,-0.6082445,"('dependent', 'independent')",-0.6391321,-0.6082445,0.0308876
69,-2.174838,-2.2796834,"('lazy', 'industrious')",-2.1748381,-2.2796834,-0.1048453
70,1.7901598,1.6509819,"('lethargic', 'energetic')",1.7901598,1.6509819,-0.1391779
71,0.3211582,0.21525306,"('diffident', 'self-confident')",0.3211582,0.2152531,-0.1059051
72,1.112906,1.2656683,"('unambitious', 'ambitious')",1.112906,1.2656683,0.1527623
73,-2.9726913,-3.0173378,"('helpless', 'self-reliant')",-2.9726913,-3.0173378,-0.0446465
74,0.2284756,0.0871911,"('undedicated', 'dedicated')",0.2284756,0.0871911,-0.1412845
75,-0.84060216,-0.8175363,"('meek', 'impulsive')",-0.8406022,-0.8175363,0.0230659
76,0.8578291,0.9343888,"('anxious', 'daring')",0.8578291,0.9343888,0.0765597
77,-1.4418222,-1.2707609,"('unmotivated', 'motivated')",-1.4418222,-1.2707609,0.1710613
78,-0.8036165,-0.7662196,"('nonresilient', 'resilient')",-0.8036165,-0.7662196,0.0373969
79,-0.6901618,-0.6932454,"('wavering', 'unwavering')",-0.6901618,-0.6932454,-0.0030836
80,0.09378657,-0.08052364,"('dominated', 'dominating')",0.0937866,-0.0805236,-0.1743102
81,0.15495168,0.20218828,"('submissive', 'aggressive')",0.1549517,0.2021883,0.0472366
82,6.1129184,6.292299,"('poor', 'rich')",6.1129184,6.2922988,0.1793804
83,-0.29944837,-0.3207044,"('powerless', 'powerful')",-0.2994484,-0.3207044,-0.021256
