,fedora_male,fedora_female,tuple,average_male,average_female,female-male
0,0.1642847,0.09033038,"('unsociable', 'sociable')",0.1642847,0.0903304,-0.0739543
1,-0.29929632,-0.7858298,"('unfriendly', 'friendly')",-0.2992963,-0.7858298,-0.4865335
2,0.8741905,0.82866335,"('unlikable', 'likable')",0.8741905,0.8286633,-0.0455272
3,-0.16652544,0.05968326,"('repellent', 'pleasant')",-0.1665254,0.0596833,0.2262087
4,-3.3003838,-3.3029046,"('disliked', 'liked')",-3.3003838,-3.3029046,-0.0025208
5,-0.88052505,-1.2335801,"('distant', 'outgoing')",-0.8805251,-1.2335801,-0.353055
6,-1.096625,-1.5966033,"('distant', 'open')",-1.096625,-1.5966033,-0.4999783
7,0.021058211,0.11028274,"('insensitive', 'sensitive')",0.0210582,0.1102827,0.0892245
8,-0.25638396,-0.6361756,"('unaffectionate', 'affectionate')",-0.256384,-0.6361756,-0.3797916
9,-0.18260887,-0.5025858,"('unaffectionate', 'caring')",-0.1826089,-0.5025858,-0.3199769
10,-0.2074072,-0.17109907,"('unsympathetic', 'sympathetic')",-0.2074072,-0.1710991,0.0363081
11,1.0632355,1.0983984,"('unhelpful', 'helpful')",1.0632355,1.0983984,0.0351629
12,-0.7019593,-0.79042614,"('unsupportive', 'supportive')",-0.7019593,-0.7904261,-0.0884668
13,-0.25246495,-0.16987121,"('impolite', 'polite')",-0.252465,-0.1698712,0.0825938
14,0.731542,0.958808,"('antisocial', 'social')",0.731542,0.958808,0.227266
15,0.42283988,0.20227848,"('boring', 'funny')",0.4228399,0.2022785,-0.2205614
16,-0.68205416,-0.6659969,"('unpopular', 'popular')",-0.6820542,-0.6659969,0.0160573
17,-0.7994183,-0.6642815,"('nasty', 'nice')",-0.7994183,-0.6642815,0.1351368
18,-0.83362114,-0.78799593,"('disagreeable', 'welcoming')",-0.8336211,-0.7879959,0.0456252
19,-1.1693368,-1.3329345,"('inhospitable', 'hospitable')",-1.1693368,-1.3329345,-0.1635977
20,0.13090982,0.23986138,"('rough', 'thoughtful')",0.1309098,0.2398614,0.1089516
21,-0.02927211,0.20554641,"('immoral', 'moral')",-0.0292721,0.2055464,0.2348185
22,0.08167167,0.2097678,"('untrustworthy', 'trustworthy')",0.0816717,0.2097678,0.1280961
23,3.1534858,3.1160052,"('insincere', 'sincere')",3.1534858,3.1160052,-0.0374806
24,0.19875214,0.042714093,"('dishonest', 'honest')",0.1987521,0.0427141,-0.156038
25,-0.059281915,-0.26256216,"('egoistic', 'altruistic')",-0.0592819,-0.2625622,-0.2032803
26,0.75376594,0.36563644,"('hardhearted', 'benevolent')",0.7537659,0.3656364,-0.3881295
27,0.29667658,0.08629881,"('hardhearted', 'softhearted')",0.2966766,0.0862988,-0.2103778
28,0.09463057,-0.036547795,"('disloyal', 'loyal')",0.0946306,-0.0365478,-0.1311784
29,-0.78647935,-0.76201504,"('unfair', 'fair')",-0.7864794,-0.762015,0.0244644
30,0.92817277,0.85089445,"('intolerant', 'tolerant')",0.9281728,0.8508945,-0.0772783
31,-1.7308819,-1.888491,"('evil', 'good')",-1.7308819,-1.888491,-0.1576091
32,0.81730455,0.6475209,"('unkind', 'kind')",0.8173046,0.6475209,-0.1697837
33,0.04793681,-0.2429202,"('wrong', 'right')",0.0479368,-0.2429202,-0.290857
34,1.919112,1.9665915,"('mean', 'honorable')",1.919112,1.9665915,0.0474795
35,-0.91801697,-1.0497988,"('corrupt', 'incorrupt')",-0.918017,-1.0497988,-0.1317818
36,-1.1139158,-1.3966234,"('hostile', 'amicable')",-1.1139158,-1.3966234,-0.2827076
37,-0.14034505,-0.24185988,"('fake', 'genuine')",-0.1403451,-0.2418599,-0.1015148
38,0.049501725,-0.0695455,"('untruthful', 'truthful')",0.0495017,-0.0695455,-0.1190472
39,0.42246673,0.5114186,"('exploitative', 'cooperative')",0.4224667,0.5114186,0.0889519
40,-0.92530805,-1.0735233,"('stingy', 'generous')",-0.925308,-1.0735233,-0.1482153
41,0.6666425,0.6208131,"('unforgiving', 'forgiving')",0.6666425,0.6208131,-0.0458294
42,-1.0037982,-0.99886227,"('unreliable', 'reliable')",-1.0037982,-0.9988623,0.0049359
43,0.5964263,0.4417444,"('irresponsible', 'responsible')",0.5964263,0.4417444,-0.1546819
44,-1.157478,-1.0963908,"('prejudiced', 'unprejudiced')",-1.157478,-1.0963908,0.0610872
45,-0.15785718,-0.019167334,"('incompetent', 'competent')",-0.1578572,-0.0191673,0.1386899
46,-0.18526298,-0.049580343,"('uncompetitive', 'competitive')",-0.185263,-0.0495803,0.1356827
47,2.5315163,2.6195354,"('stupid', 'smart')",2.5315163,2.6195354,0.0880191
48,0.090476274,0.14534883,"('unintelligent', 'intelligent')",0.0904763,0.1453488,0.0548725
49,-0.29146975,-0.09375931,"('unable', 'able')",-0.2914698,-0.0937593,0.1977105
50,-0.31051272,-0.29504985,"('clumsy', 'skillful')",-0.3105127,-0.2950498,0.0154629
51,-0.08142933,-0.05898826,"('uneducated', 'educated')",-0.0814293,-0.0589883,0.022441
52,-1.0555882,-1.4409858,"('irrational', 'rational')",-1.0555882,-1.4409858,-0.3853976
53,-1.0359269,-1.1283088,"('uncreative', 'creative')",-1.0359269,-1.1283088,-0.0923819
54,0.14145665,-0.18734354,"('incapable', 'capable')",0.1414566,-0.1873435,-0.3288001
55,0.57429904,0.8430196,"('incompetent', 'clever')",0.574299,0.8430196,0.2687206
56,1.0311682,1.1102535,"('impractical', 'practical')",1.0311682,1.1102535,0.0790853
57,-1.5612706,-1.6653543,"('unimaginative', 'imaginative')",-1.5612706,-1.6653543,-0.1040837
