,alcoa_male,alcoa_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.6285589,-0.73351777,"('unsociable', 'sociable')",-0.47936592,-0.64287823,-0.5539624,-0.688198,-0.1342356
1,-1.4358826,-1.697237,"('unfriendly', 'friendly')",1.2599729,1.1000723,-0.0879548,-0.2985824,-0.2106276
2,1.2009907,1.1891254,"('unlikable', 'likable')",0.8123859,0.8569659,1.0066884,1.0230457,0.0163573
3,0.23944432,0.41632077,"('repellent', 'pleasant')",0.9307616,0.9886145,0.5851029,0.7024676,0.1173647
4,0.114462234,0.011326428,"('disliked', 'liked')",-6.263527,-6.251637,-3.0745323,-3.1201553,-0.045623
5,-1.1340425,-1.2697178,"('distant', 'outgoing')",-0.41818228,-0.3975379,-0.7761124,-0.8336278,-0.0575154
6,-1.316337,-1.4045864,"('distant', 'open')",-0.44710457,-0.44305888,-0.8817208,-0.9238226,-0.0421018
7,-0.23025249,-0.04877632,"('insensitive', 'sensitive')",0.5340969,0.5644598,0.1519222,0.2578417,0.1059195
8,-1.3001019,-1.4526554,"('unaffectionate', 'affectionate')",0.75916404,0.68821275,-0.2704689,-0.3822213,-0.1117524
9,-1.3574209,-1.4942806,"('unaffectionate', 'caring')",1.1534423,1.087096,-0.1019893,-0.2035923,-0.101603
10,-0.7506763,-0.69467807,"('unsympathetic', 'sympathetic')",-0.66688126,-0.7338076,-0.7087787,-0.7142428,-0.0054641
11,-0.6583226,-0.57759327,"('unhelpful', 'helpful')",1.1538507,1.2540313,0.2477641,0.338219,0.0904549
12,-0.29098147,-0.22878645,"('unsupportive', 'supportive')",-1.9424337,-1.94249,-1.1167076,-1.0856382,0.0310694
13,-0.20705312,-0.16286616,"('impolite', 'polite')",-0.971793,-0.91192824,-0.5894231,-0.5373972,0.0520259
14,0.93262184,1.0109257,"('antisocial', 'social')",0.31009158,0.23877063,0.6213567,0.6248481,0.0034914
15,0.020773187,-0.14107099,"('boring', 'funny')",0.34023955,0.37025505,0.1805064,0.114592,-0.0659144
16,-0.9561438,-0.9183169,"('unpopular', 'popular')",0.070778415,0.06634517,-0.4426827,-0.4259859,0.0166968
17,-0.42636698,-0.34606698,"('nasty', 'nice')",-0.3064427,-0.25868577,-0.3664048,-0.3023764,0.0640284
18,-0.57707286,-0.50816274,"('disagreeable', 'welcoming')",-0.7603473,-0.7319977,-0.6687101,-0.6200802,0.0486299
19,-1.5896982,-1.6519827,"('inhospitable', 'hospitable')",-0.5807615,-0.5595509,-1.0852299,-1.1057668,-0.0205369
20,0.076106474,0.170876,"('rough', 'thoughtful')",0.68156475,0.64960635,0.3788356,0.4102412,0.0314056
21,0.27424365,0.32312736,"('immoral', 'moral')",-0.4734559,-0.38345915,-0.0996061,-0.0301659,0.0694402
22,0.0009326227,0.091352575,"('untrustworthy', 'trustworthy')",-0.84494793,-0.8720284,-0.4220077,-0.3903379,0.0316698
23,-1.0330485,-0.9966078,"('insincere', 'sincere')",5.173449,5.1406474,2.0702002,2.0720198,0.0018196
24,-0.3418379,-0.41257128,"('dishonest', 'honest')",0.46220997,0.46624506,0.060186,0.0268369,-0.0333491
25,-0.2694587,-0.33311605,"('egoistic', 'altruistic')",1.4610606,1.4841329,0.595801,0.5755084,-0.0202926
26,0.75026155,0.47755972,"('hardhearted', 'benevolent')",2.0787194,1.8886062,1.4144905,1.1830829,-0.2314076
27,-0.41000602,-0.34119272,"('hardhearted', 'softhearted')",1.2359471,1.1758118,0.4129705,0.4173095,0.004339
28,-0.85556036,-0.998117,"('disloyal', 'loyal')",0.76013905,0.64666986,-0.0477107,-0.1757236,-0.1280129
29,-0.32493713,-0.3810976,"('unfair', 'fair')",-0.2834442,-0.44683024,-0.3041907,-0.4139639,-0.1097732
30,0.18584341,0.21894379,"('intolerant', 'tolerant')",0.97537285,0.9872384,0.5806081,0.6030911,0.022483
31,-1.2146326,-1.2873777,"('evil', 'good')",-0.6945564,-0.79023975,-0.9545945,-1.0388087,-0.0842142
32,-0.36744648,-0.4890194,"('unkind', 'kind')",0.5134255,0.32574344,0.0729895,-0.081638,-0.1546275
33,0.15116124,0.028420389,"('wrong', 'right')",-0.46004656,-0.50496703,-0.1544427,-0.2382733,-0.0838306
34,-0.23666124,-0.08402992,"('mean', 'honorable')",5.000828,5.264909,2.3820832,2.5904393,0.2083561
35,-0.22651502,-0.4031908,"('corrupt', 'incorrupt')",-0.479397,-0.625412,-0.352956,-0.5143014,-0.1613454
36,-0.9983458,-1.1488688,"('hostile', 'amicable')",-0.2676197,-0.43231606,-0.6329827,-0.7905924,-0.1576097
37,-0.16743761,-0.15848309,"('fake', 'genuine')",-0.015027585,0.012994068,-0.0912326,-0.0727445,0.0184881
38,-0.782527,-0.8264703,"('untruthful', 'truthful')",-0.46910438,-0.39213783,-0.6258157,-0.6093041,0.0165116
39,0.90225255,0.92511106,"('exploitative', 'cooperative')",0.46789807,0.45405433,0.6850753,0.6895827,0.0045074
40,0.19624972,0.24653782,"('stingy', 'generous')",-1.5201318,-1.5388027,-0.6619411,-0.6461325,0.0158086
41,-0.121591896,-0.11798192,"('unforgiving', 'forgiving')",-0.04376848,-0.12978266,-0.0826802,-0.1238823,-0.0412021
42,0.6906589,0.85348004,"('unreliable', 'reliable')",-3.078585,-2.9976447,-1.1939631,-1.0720823,0.1218808
43,-0.59939635,-0.5404205,"('irresponsible', 'responsible')",0.29436255,0.2604708,-0.1525169,-0.1399748,0.0125421
44,0.7990458,0.7912333,"('prejudiced', 'unprejudiced')",-1.426378,-1.4614215,-0.3136661,-0.3350941,-0.021428
45,-0.33737645,-0.21189709,"('incompetent', 'competent')",-0.022871982,-0.053886265,-0.1801242,-0.1328917,0.0472325
46,0.24246764,0.37410745,"('uncompetitive', 'competitive')",-1.197668,-1.1579709,-0.4776002,-0.3919317,0.0856685
47,-0.085224524,0.067077905,"('stupid', 'smart')",4.8256316,4.9368105,2.3702035,2.5019443,0.1317408
48,-0.1801084,-0.13787171,"('unintelligent', 'intelligent')",0.54057974,0.58647084,0.1802357,0.2242996,0.0440639
49,-0.2336887,-0.08564645,"('unable', 'able')",-0.7916191,-0.6749436,-0.5126539,-0.380295,0.1323589
50,-0.17594668,-0.14269984,"('clumsy', 'skillful')",-0.4402597,-0.513251,-0.3081032,-0.3279754,-0.0198722
51,-0.17326868,-0.21194243,"('uneducated', 'educated')",0.35406196,0.28549638,0.0903966,0.036777,-0.0536196
52,-0.8878202,-1.199937,"('irrational', 'rational')",0.2976773,0.1934306,-0.2950714,-0.5032532,-0.2081818
53,-1.689406,-1.6787008,"('uncreative', 'creative')",0.28794104,0.26750174,-0.7007325,-0.7055995,-0.004867
