,keysight_male,keysight_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,0.992219,1.0383745,"('unsociable', 'sociable')",-0.2716831,-0.46821696,-0.5334815,-0.6520935,0.0623515,-0.027312,-0.0896635
1,-1.64026,-1.7504249,"('unfriendly', 'friendly')",-0.26270485,-0.41040313,1.7771693,1.5940894,-0.0419318,-0.1889129,-0.1469811
2,0.34728813,0.29717326,"('unlikable', 'likable')",0.46275178,0.50689536,0.7433121,0.80319554,0.517784,0.5357547,0.0179707
3,0.22445,0.42332196,"('repellent', 'pleasant')",-0.008362615,0.07816218,-0.31670532,-0.23873343,-0.0335393,0.0875836,0.1211229
4,-1.5195174,-1.6216412,"('disliked', 'liked')",-0.7031292,-0.75714713,-5.62798,-5.738385,-2.6168756,-2.7057244,-0.0888488
5,-2.0187128,-2.0907228,"('distant', 'outgoing')",-0.6360029,-0.57037693,0.13123818,0.13047159,-0.8411591,-0.8435427,-0.0023836
6,-2.3910656,-2.44752,"('distant', 'open')",-1.2236972,-1.1677974,0.6263211,0.5992874,-0.9961472,-1.0053433,-0.0091961
7,1.4513747,1.6253686,"('insensitive', 'sensitive')",0.34929678,0.4150658,0.32489896,0.4033464,0.7085234,0.8145936,0.1060702
8,-1.7023174,-1.8195988,"('unaffectionate', 'affectionate')",-0.34371755,-0.39915484,0.7275288,0.57790846,-0.439502,-0.5469484,-0.1074464
9,-0.9434765,-0.9574207,"('unaffectionate', 'caring')",-0.107794814,-0.14543435,1.0923971,1.0322775,0.0137086,-0.0235259,-0.0372345
10,1.6559354,1.9257214,"('unsympathetic', 'sympathetic')",-0.65762186,-0.67656696,-0.6801548,-0.68206394,0.1060529,0.1890302,0.0829773
11,1.3604684,1.4620897,"('unhelpful', 'helpful')",1.0805913,1.1230174,1.5459116,1.5531826,1.3289904,1.3794298,0.0504394
12,0.46703774,0.55872226,"('unsupportive', 'supportive')",0.47974893,0.6223797,-1.7245073,-1.6789815,-0.2592402,-0.1659598,0.0932804
