,planet_male,planet_female,tuple,average_male,average_female,female-male
0,0.36965975,0.32978708,"('unsociable', 'sociable')",0.3696598,0.3297871,-0.0398727
1,0.882435,0.8168805,"('unfriendly', 'friendly')",0.882435,0.8168805,-0.0655545
2,-0.15387613,-0.042486645,"('unlikable', 'likable')",-0.1538761,-0.0424866,0.1113895
3,1.0123621,1.1032177,"('repellent', 'pleasant')",1.0123621,1.1032177,0.0908556
4,-7.3918743,-7.489325,"('disliked', 'liked')",-7.3918743,-7.489325,-0.0974507
5,-0.74549097,-0.71006864,"('distant', 'outgoing')",-0.745491,-0.7100686,0.0354224
6,-0.5353649,-0.5469068,"('distant', 'open')",-0.5353649,-0.5469068,-0.0115419
7,1.2197309,1.3253084,"('insensitive', 'sensitive')",1.2197309,1.3253084,0.1055775
8,0.7105853,0.56605995,"('unaffectionate', 'affectionate')",0.7105853,0.5660599,-0.1445254
9,1.3845316,1.417904,"('unaffectionate', 'caring')",1.3845316,1.417904,0.0333724
10,1.0577825,1.1343695,"('unsympathetic', 'sympathetic')",1.0577825,1.1343695,0.076587
11,1.9662296,2.0781355,"('unhelpful', 'helpful')",1.9662296,2.0781355,0.1119059
12,-1.4579335,-1.3613583,"('unsupportive', 'supportive')",-1.4579335,-1.3613583,0.0965752
13,0.41337466,0.51028824,"('impolite', 'polite')",0.4133747,0.5102882,0.0969135
14,0.56071126,0.4896787,"('antisocial', 'social')",0.5607113,0.4896787,-0.0710326
15,0.43056852,0.32424468,"('boring', 'funny')",0.4305685,0.3242447,-0.1063238
16,-0.89371246,-0.7701901,"('unpopular', 'popular')",-0.8937125,-0.7701901,0.1235224
17,-0.12452337,-0.15926678,"('nasty', 'nice')",-0.1245234,-0.1592668,-0.0347434
18,-0.59874946,-0.595,"('disagreeable', 'welcoming')",-0.5987495,-0.595,0.0037495
19,-0.62007236,-0.6312578,"('inhospitable', 'hospitable')",-0.6200724,-0.6312578,-0.0111854
20,0.5274821,0.36198473,"('rough', 'thoughtful')",0.5274821,0.3619847,-0.1654974
21,0.39560843,0.62580377,"('immoral', 'moral')",0.3956084,0.6258038,0.2301954
22,-0.04703714,0.034432728,"('untrustworthy', 'trustworthy')",-0.0470371,0.0344327,0.0814698
23,6.599859,6.7678795,"('insincere', 'sincere')",6.5998592,6.7678795,0.1680203
24,1.6058202,1.6282723,"('dishonest', 'honest')",1.6058202,1.6282723,0.0224521
25,0.43522227,0.41609293,"('egoistic', 'altruistic')",0.4352223,0.4160929,-0.0191294
26,0.8089127,0.51995176,"('hardhearted', 'benevolent')",0.8089127,0.5199518,-0.2889609
27,1.7235413,1.5183034,"('hardhearted', 'softhearted')",1.7235413,1.5183034,-0.2052379
28,1.104086,1.0445783,"('disloyal', 'loyal')",1.104086,1.0445783,-0.0595077
29,-0.4173116,-0.5450772,"('unfair', 'fair')",-0.4173116,-0.5450772,-0.1277656
30,1.1031927,1.1186235,"('intolerant', 'tolerant')",1.1031927,1.1186235,0.0154308
31,-1.8348945,-1.9850115,"('evil', 'good')",-1.8348945,-1.9850115,-0.150117
32,1.0626156,0.98334134,"('unkind', 'kind')",1.0626156,0.9833413,-0.0792743
33,-0.49413067,-0.4682628,"('wrong', 'right')",-0.4941307,-0.4682628,0.0258679
34,4.762507,5.0146546,"('mean', 'honorable')",4.762507,5.0146546,0.2521476
35,-1.2600493,-1.5125705,"('corrupt', 'incorrupt')",-1.2600493,-1.5125705,-0.2525212
36,-1.0861309,-1.315736,"('hostile', 'amicable')",-1.0861309,-1.3157361,-0.2296052
37,0.8189459,0.7526149,"('fake', 'genuine')",0.8189459,0.7526149,-0.066331
38,-0.20584913,-0.14297408,"('untruthful', 'truthful')",-0.2058491,-0.1429741,0.062875
39,0.29802155,0.3420587,"('exploitative', 'cooperative')",0.2980216,0.3420587,0.0440371
40,-1.5455098,-1.5768936,"('stingy', 'generous')",-1.5455098,-1.5768936,-0.0313838
41,0.6353192,0.43190414,"('unforgiving', 'forgiving')",0.6353192,0.4319041,-0.2034151
42,-2.5144606,-2.3725195,"('unreliable', 'reliable')",-2.5144606,-2.3725195,0.1419411
43,1.1114262,1.2094626,"('irresponsible', 'responsible')",1.1114262,1.2094626,0.0980364
44,-1.2792823,-1.2920048,"('prejudiced', 'unprejudiced')",-1.2792823,-1.2920048,-0.0127225
