,swivel_male,swivel_female,tuple,average_male,average_female,female-male
0,0.1589723,-0.085745044,"('unsociable', 'sociable')",0.1589723,-0.085745,-0.2447173
1,-1.976568,-2.1384819,"('unfriendly', 'friendly')",-1.976568,-2.1384819,-0.1619139
2,-0.054464206,-0.039579727,"('unlikable', 'likable')",-0.0544642,-0.0395797,0.0148845
3,-0.19578812,0.029742172,"('repellent', 'pleasant')",-0.1957881,0.0297422,0.2255303
4,-3.090806,-3.1968958,"('disliked', 'liked')",-3.090806,-3.1968958,-0.1060898
5,-1.2494144,-1.177496,"('distant', 'outgoing')",-1.2494144,-1.177496,0.0719184
6,-1.4655181,-1.437811,"('distant', 'open')",-1.4655181,-1.437811,0.0277071
7,0.26883802,0.26960862,"('insensitive', 'sensitive')",0.268838,0.2696086,0.0007706
8,-2.0392838,-2.1884236,"('unaffectionate', 'affectionate')",-2.0392838,-2.1884236,-0.1491398
9,-1.8280659,-1.9170257,"('unaffectionate', 'caring')",-1.8280659,-1.9170257,-0.0889598
10,0.0265809,-0.12143881,"('unsympathetic', 'sympathetic')",0.0265809,-0.1214388,-0.1480197
11,0.8490697,0.8837735,"('unhelpful', 'helpful')",0.8490697,0.8837735,0.0347038
12,-1.9005662,-1.9079741,"('unsupportive', 'supportive')",-1.9005662,-1.9079741,-0.0074079
13,0.16554615,0.0122476015,"('impolite', 'polite')",0.1655461,0.0122476,-0.1532985
14,1.3919214,1.1901307,"('antisocial', 'social')",1.3919214,1.1901307,-0.2017907
15,0.7863045,0.5610899,"('boring', 'funny')",0.7863045,0.5610899,-0.2252146
16,-0.74589384,-0.5158597,"('unpopular', 'popular')",-0.7458938,-0.5158597,0.2300341
17,-0.61148334,-0.6382925,"('nasty', 'nice')",-0.6114833,-0.6382925,-0.0268092
18,-1.3543595,-1.323912,"('disagreeable', 'welcoming')",-1.3543595,-1.323912,0.0304475
19,-1.7523509,-1.7321513,"('inhospitable', 'hospitable')",-1.7523509,-1.7321513,0.0201996
20,0.713024,0.78595024,"('rough', 'thoughtful')",0.713024,0.7859502,0.0729262
