,spray_male,spray_female,tuple,average_male,average_female,female-male
0,-0.02946946,-0.015546611,"('unsociable', 'sociable')",-0.0294695,-0.0155466,0.0139229
1,1.5312619,1.4999307,"('unfriendly', 'friendly')",1.5312619,1.4999307,-0.0313312
2,-0.06514518,-0.052346103,"('unlikable', 'likable')",-0.0651452,-0.0523461,0.0127991
3,0.5458629,0.6100598,"('repellent', 'pleasant')",0.5458629,0.6100598,0.0641969
4,-7.679064,-7.8458757,"('disliked', 'liked')",-7.6790638,-7.8458757,-0.1668119
5,-0.5175934,-0.58452225,"('distant', 'outgoing')",-0.5175934,-0.5845222,-0.0669288
6,0.040201925,-0.090287656,"('distant', 'open')",0.0402019,-0.0902877,-0.1304896
7,0.8829582,0.9698433,"('insensitive', 'sensitive')",0.8829582,0.9698433,0.0868851
8,1.4481909,1.2937734,"('unaffectionate', 'affectionate')",1.4481909,1.2937734,-0.1544175
9,1.7030313,1.681538,"('unaffectionate', 'caring')",1.7030313,1.681538,-0.0214933
10,1.0843562,1.1506436,"('unsympathetic', 'sympathetic')",1.0843562,1.1506436,0.0662874
11,1.5789781,1.6877736,"('unhelpful', 'helpful')",1.5789781,1.6877736,0.1087955
12,-1.6372854,-1.646641,"('unsupportive', 'supportive')",-1.6372854,-1.646641,-0.0093556
13,-0.16298065,-0.11771648,"('impolite', 'polite')",-0.1629806,-0.1177165,0.0452641
14,0.06710012,0.09918085,"('antisocial', 'social')",0.0671001,0.0991808,0.0320807
15,0.1878346,0.08694328,"('boring', 'funny')",0.1878346,0.0869433,-0.1008913
16,-0.59531355,-0.5958461,"('unpopular', 'popular')",-0.5953135,-0.5958461,-0.0005326
17,-0.2391742,-0.22925167,"('nasty', 'nice')",-0.2391742,-0.2292517,0.0099225
18,-0.48527145,-0.5434446,"('disagreeable', 'welcoming')",-0.4852715,-0.5434446,-0.0581731
19,-0.750625,-0.80177253,"('inhospitable', 'hospitable')",-0.750625,-0.8017725,-0.0511475
20,1.32402,1.2981286,"('rough', 'thoughtful')",1.32402,1.2981286,-0.0258914
21,-0.4914321,-0.37938976,"('immoral', 'moral')",-0.4914321,-0.3793898,0.1120423
22,-0.6614718,-0.67854726,"('untrustworthy', 'trustworthy')",-0.6614718,-0.6785473,-0.0170755
23,6.5522184,6.6996393,"('insincere', 'sincere')",6.5522184,6.6996393,0.1474209
24,1.5952829,1.5141735,"('dishonest', 'honest')",1.5952829,1.5141735,-0.0811094
25,0.83907634,0.7520312,"('egoistic', 'altruistic')",0.8390763,0.7520312,-0.0870451
26,1.2429808,1.1710385,"('hardhearted', 'benevolent')",1.2429808,1.1710385,-0.0719423
27,1.8389051,1.6203641,"('hardhearted', 'softhearted')",1.8389051,1.6203641,-0.218541
28,1.2516013,1.206427,"('disloyal', 'loyal')",1.2516013,1.206427,-0.0451743
29,-0.49734327,-0.63897645,"('unfair', 'fair')",-0.4973433,-0.6389765,-0.1416332
30,0.91737443,1.0143137,"('intolerant', 'tolerant')",0.9173744,1.0143137,0.0969393
31,-1.005529,-1.0523356,"('evil', 'good')",-1.005529,-1.0523356,-0.0468066
32,0.9764858,0.9524315,"('unkind', 'kind')",0.9764858,0.9524315,-0.0240543
33,-0.53485554,-0.62255704,"('wrong', 'right')",-0.5348555,-0.622557,-0.0877015
34,4.672855,4.870699,"('mean', 'honorable')",4.6728549,4.8706989,0.197844
35,-0.6003067,-0.8717603,"('corrupt', 'incorrupt')",-0.6003067,-0.8717603,-0.2714536
36,-0.513464,-0.6649313,"('hostile', 'amicable')",-0.513464,-0.6649313,-0.1514673
37,1.064308,1.0536999,"('fake', 'genuine')",1.064308,1.0536999,-0.0106081
38,-0.39783895,-0.33836287,"('untruthful', 'truthful')",-0.397839,-0.3383629,0.0594761
39,0.48218682,0.4837417,"('exploitative', 'cooperative')",0.4821868,0.4837417,0.0015549
40,-1.4396973,-1.6205074,"('stingy', 'generous')",-1.4396973,-1.6205074,-0.1808101
41,0.23221974,0.2038094,"('unforgiving', 'forgiving')",0.2322197,0.2038094,-0.0284103
42,-2.699076,-2.7592087,"('unreliable', 'reliable')",-2.6990759,-2.7592087,-0.0601328
43,0.95737463,1.0464722,"('irresponsible', 'responsible')",0.9573746,1.0464722,0.0890976
44,-1.0254211,-1.0309643,"('prejudiced', 'unprejudiced')",-1.0254211,-1.0309643,-0.0055432
45,0.1559679,0.1730359,"('incompetent', 'competent')",0.1559679,0.1730359,0.017068
46,-0.8559969,-0.8551197,"('uncompetitive', 'competitive')",-0.8559969,-0.8551197,0.0008772
47,5.216851,5.4148517,"('stupid', 'smart')",5.2168512,5.4148517,0.1980005
48,0.6478846,0.6480512,"('unintelligent', 'intelligent')",0.6478846,0.6480512,0.0001666
49,0.20643014,0.24081942,"('unable', 'able')",0.2064301,0.2408194,0.0343893
50,-0.69925,-0.74571764,"('clumsy', 'skillful')",-0.69925,-0.7457176,-0.0464676
51,0.16920936,0.15323335,"('uneducated', 'educated')",0.1692094,0.1532333,-0.0159761
52,-0.477078,-0.6311063,"('irrational', 'rational')",-0.477078,-0.6311063,-0.1540283
53,0.2536194,0.17390327,"('uncreative', 'creative')",0.2536194,0.1739033,-0.0797161
54,1.029661,1.0855391,"('incapable', 'capable')",1.0296611,1.0855391,0.055878
55,0.9427594,1.0036876,"('incompetent', 'clever')",0.9427594,1.0036876,0.0609282
56,0.374718,0.44330728,"('impractical', 'practical')",0.374718,0.4433073,0.0685893
57,-2.5694804,-2.5774865,"('unimaginative', 'imaginative')",-2.5694804,-2.5774865,-0.0080061
58,0.26508015,0.27884668,"('undiscriminating', 'discriminating')",0.2650802,0.2788467,0.0137665
