,morbid_male,morbid_female,tuple,average_male,average_female,female-male
0,0.06114391,-0.124387614,"('unsociable', 'sociable')",0.0611439,-0.1243876,-0.1855315
1,-1.5618992,-1.4622056,"('unfriendly', 'friendly')",-1.5618992,-1.4622056,0.0996936
2,-0.5443954,-0.5338081,"('unlikable', 'likable')",-0.5443954,-0.5338081,0.0105873
3,-1.1683486,-1.164116,"('repellent', 'pleasant')",-1.1683486,-1.164116,0.0042326
4,-3.1101682,-2.9812224,"('disliked', 'liked')",-3.1101682,-2.9812224,0.1289458
5,-1.148933,-1.0933287,"('distant', 'outgoing')",-1.1489331,-1.0933287,0.0556044
6,-1.4324398,-1.423843,"('distant', 'open')",-1.4324398,-1.423843,0.0085968
7,-0.27495772,-0.23228663,"('insensitive', 'sensitive')",-0.2749577,-0.2322866,0.0426711
8,-1.2463057,-1.2576141,"('unaffectionate', 'affectionate')",-1.2463057,-1.2576141,-0.0113084
9,-0.9759602,-0.88659775,"('unaffectionate', 'caring')",-0.9759602,-0.8865978,0.0893624
10,-1.1796461,-1.300489,"('unsympathetic', 'sympathetic')",-1.1796461,-1.3004889,-0.1208428
11,0.3341793,0.4433951,"('unhelpful', 'helpful')",0.3341793,0.4433951,0.1092158
12,-1.6668668,-1.5564427,"('unsupportive', 'supportive')",-1.6668668,-1.5564427,0.1104241
13,-0.7552202,-0.7786186,"('impolite', 'polite')",-0.7552202,-0.7786186,-0.0233984
14,0.38653043,0.16378252,"('antisocial', 'social')",0.3865304,0.1637825,-0.2227479
15,0.38837606,0.29552558,"('boring', 'funny')",0.3883761,0.2955256,-0.0928505
16,-0.745834,-0.5392044,"('unpopular', 'popular')",-0.745834,-0.5392044,0.2066296
17,-1.4809904,-1.4514322,"('nasty', 'nice')",-1.4809904,-1.4514322,0.0295582
18,-1.1067644,-0.9794685,"('disagreeable', 'welcoming')",-1.1067644,-0.9794685,0.1272959
19,-1.3697587,-1.2184252,"('inhospitable', 'hospitable')",-1.3697587,-1.2184252,0.1513335
20,-0.107692584,-0.16861285,"('rough', 'thoughtful')",-0.1076926,-0.1686129,-0.0609203
21,-0.76190364,-0.7468271,"('immoral', 'moral')",-0.7619036,-0.7468271,0.0150765
22,-0.26217124,-0.33334595,"('untrustworthy', 'trustworthy')",-0.2621712,-0.3333459,-0.0711747
23,1.3377243,1.4193755,"('insincere', 'sincere')",1.3377243,1.4193755,0.0816512
24,-0.7615763,-0.892648,"('dishonest', 'honest')",-0.7615763,-0.892648,-0.1310717
25,-1.2432413,-1.2410821,"('egoistic', 'altruistic')",-1.2432413,-1.2410821,0.0021592
26,0.895315,0.6759891,"('hardhearted', 'benevolent')",0.895315,0.6759891,-0.2193259
27,-0.21514574,-0.31769475,"('hardhearted', 'softhearted')",-0.2151457,-0.3176948,-0.1025491
28,-0.93234324,-0.889641,"('disloyal', 'loyal')",-0.9323432,-0.889641,0.0427022
29,-0.8981453,-0.9001029,"('unfair', 'fair')",-0.8981453,-0.9001029,-0.0019576
30,0.0913077,-0.014167963,"('intolerant', 'tolerant')",0.0913077,-0.014168,-0.1054757
31,-2.2203379,-2.215138,"('evil', 'good')",-2.2203379,-2.215138,0.0051999
32,-0.22675534,-0.24439582,"('unkind', 'kind')",-0.2267553,-0.2443958,-0.0176405
33,-0.75949246,-0.7095325,"('wrong', 'right')",-0.7594925,-0.7095325,0.04996
34,1.2535841,1.4372264,"('mean', 'honorable')",1.2535841,1.4372264,0.1836423
35,-0.11298266,-0.19796152,"('corrupt', 'incorrupt')",-0.1129827,-0.1979615,-0.0849788
36,-1.7816763,-1.7133512,"('hostile', 'amicable')",-1.7816763,-1.7133512,0.0683251
37,-0.32328248,-0.3732718,"('fake', 'genuine')",-0.3232825,-0.3732718,-0.0499893
38,-0.9358677,-0.8013802,"('untruthful', 'truthful')",-0.9358677,-0.8013802,0.1344875
39,-0.25822413,-0.22739509,"('exploitative', 'cooperative')",-0.2582241,-0.2273951,0.030829
40,-1.3956107,-1.4423587,"('stingy', 'generous')",-1.3956107,-1.4423587,-0.046748
41,-0.43885568,-0.49020466,"('unforgiving', 'forgiving')",-0.4388557,-0.4902047,-0.051349
42,-1.0349213,-0.97755736,"('unreliable', 'reliable')",-1.0349213,-0.9775574,0.0573639
43,-0.058171146,-0.06162964,"('irresponsible', 'responsible')",-0.0581711,-0.0616296,-0.0034585
44,-0.7229476,-0.6884972,"('prejudiced', 'unprejudiced')",-0.7229476,-0.6884972,0.0344504
45,-0.62685084,-0.66627085,"('incompetent', 'competent')",-0.6268508,-0.6662709,-0.0394201
46,-1.1199921,-1.1413229,"('uncompetitive', 'competitive')",-1.1199921,-1.1413229,-0.0213308
47,1.5800111,1.5411832,"('stupid', 'smart')",1.5800111,1.5411832,-0.0388279
48,-0.673741,-0.5362603,"('unintelligent', 'intelligent')",-0.673741,-0.5362603,0.1374807
49,-1.048451,-0.7127426,"('unable', 'able')",-1.0484509,-0.7127426,0.3357083
50,-0.5539136,-0.37067527,"('clumsy', 'skillful')",-0.5539136,-0.3706753,0.1832383
51,0.3565132,0.5260389,"('uneducated', 'educated')",0.3565132,0.5260389,0.1695257
52,-1.352861,-1.2604191,"('irrational', 'rational')",-1.352861,-1.2604191,0.0924419
53,-1.4200292,-1.2941104,"('uncreative', 'creative')",-1.4200292,-1.2941104,0.1259188
54,-0.41130492,-0.2219798,"('incapable', 'capable')",-0.4113049,-0.2219798,0.1893251
55,0.13406251,0.18047191,"('incompetent', 'clever')",0.1340625,0.1804719,0.0464094
56,1.0180115,0.95725864,"('impractical', 'practical')",1.0180115,0.9572586,-0.0607529
57,-2.0840883,-2.0145004,"('unimaginative', 'imaginative')",-2.0840883,-2.0145004,0.0695879
58,-0.07916465,-0.1822137,"('undiscriminating', 'discriminating')",-0.0791646,-0.1822137,-0.1030491
59,-0.35289547,-0.24364373,"('foolish', 'wise')",-0.3528955,-0.2436437,0.1092518
60,0.1868564,0.28819335,"('inefficient', 'efficient')",0.1868564,0.2881933,0.1013369
