,formicarium_male,formicarium_female,tuple,average_male,average_female,female-male
0,0.1593085,-0.016660757,"('unsociable', 'sociable')",0.1593085,-0.0166608,-0.1759693
1,-0.16457704,-0.5407756,"('unfriendly', 'friendly')",-0.164577,-0.5407756,-0.3761986
2,0.3756138,0.20018448,"('unlikable', 'likable')",0.3756138,0.2001845,-0.1754293
3,-0.35665286,-0.15922843,"('repellent', 'pleasant')",-0.3566529,-0.1592284,0.1974245
4,-2.8017526,-2.9875286,"('disliked', 'liked')",-2.8017526,-2.9875286,-0.185776
5,-1.312964,-1.4730418,"('distant', 'outgoing')",-1.312964,-1.4730418,-0.1600778
6,-1.4248247,-1.5901951,"('distant', 'open')",-1.4248247,-1.5901951,-0.1653704
7,-0.41744137,-0.3260224,"('insensitive', 'sensitive')",-0.4174414,-0.3260224,0.091419
8,-0.65040976,-0.95441663,"('unaffectionate', 'affectionate')",-0.6504098,-0.9544166,-0.3040068
9,-0.46617147,-0.75605917,"('unaffectionate', 'caring')",-0.4661715,-0.7560592,-0.2898877
10,0.08938659,0.04198575,"('unsympathetic', 'sympathetic')",0.0893866,0.0419858,-0.0474008
11,0.7432063,0.7439098,"('unhelpful', 'helpful')",0.7432063,0.7439098,0.0007035
12,-0.6220643,-0.69641495,"('unsupportive', 'supportive')",-0.6220643,-0.6964149,-0.0743506
13,0.030301435,-0.048882715,"('impolite', 'polite')",0.0303014,-0.0488827,-0.0791841
14,0.93384284,1.0106312,"('antisocial', 'social')",0.9338428,1.0106312,0.0767884
15,0.120484725,-0.0439807,"('boring', 'funny')",0.1204847,-0.0439807,-0.1644654
16,-0.51900256,-0.6065742,"('unpopular', 'popular')",-0.5190026,-0.6065742,-0.0875716
17,-0.43860388,-0.3351955,"('nasty', 'nice')",-0.4386039,-0.3351955,0.1034084
18,-0.78351605,-0.7947842,"('disagreeable', 'welcoming')",-0.783516,-0.7947842,-0.0112682
19,-1.4169579,-1.5974147,"('inhospitable', 'hospitable')",-1.4169579,-1.5974147,-0.1804568
20,0.55605173,0.6559083,"('rough', 'thoughtful')",0.5560517,0.6559083,0.0998566
21,0.4104633,0.4637366,"('immoral', 'moral')",0.4104633,0.4637366,0.0532733
22,0.104225226,0.1229127,"('untrustworthy', 'trustworthy')",0.1042252,0.1229127,0.0186875
23,2.2727704,2.2706285,"('insincere', 'sincere')",2.2727704,2.2706285,-0.0021419
24,0.41253525,0.30977526,"('dishonest', 'honest')",0.4125353,0.3097753,-0.10276
25,0.23777673,0.05812072,"('egoistic', 'altruistic')",0.2377767,0.0581207,-0.179656
26,1.4622947,1.0754217,"('hardhearted', 'benevolent')",1.4622947,1.0754217,-0.386873
27,0.03106718,0.046441745,"('hardhearted', 'softhearted')",0.0310672,0.0464417,0.0153745
28,0.6482918,0.44427055,"('disloyal', 'loyal')",0.6482918,0.4442706,-0.2040212
29,-0.5545347,-0.5523799,"('unfair', 'fair')",-0.5545347,-0.5523799,0.0021548
30,0.5483745,0.5225756,"('intolerant', 'tolerant')",0.5483745,0.5225756,-0.0257989
31,-1.4893038,-1.5569959,"('evil', 'good')",-1.4893038,-1.5569959,-0.0676921
32,1.2731394,0.9147897,"('unkind', 'kind')",1.2731394,0.9147897,-0.3583497
33,0.105726615,-0.1542727,"('wrong', 'right')",0.1057266,-0.1542727,-0.2599993
34,2.1140366,2.2806542,"('mean', 'honorable')",2.1140366,2.2806542,0.1666176
35,-0.3082466,-0.5373654,"('corrupt', 'incorrupt')",-0.3082466,-0.5373654,-0.2291188
36,-0.80242175,-1.0735464,"('hostile', 'amicable')",-0.8024217,-1.0735464,-0.2711247
37,0.29906422,0.21434231,"('fake', 'genuine')",0.2990642,0.2143423,-0.0847219
38,0.014069758,-0.13962877,"('untruthful', 'truthful')",0.0140698,-0.1396288,-0.1536986
39,0.3577784,0.44455773,"('exploitative', 'cooperative')",0.3577784,0.4445577,0.0867793
40,0.035462245,-0.07996865,"('stingy', 'generous')",0.0354622,-0.0799687,-0.1154309
41,0.71096164,0.6307223,"('unforgiving', 'forgiving')",0.7109616,0.6307223,-0.0802393
42,-0.8090485,-0.83539706,"('unreliable', 'reliable')",-0.8090485,-0.8353971,-0.0263486
43,0.23317824,0.27799878,"('irresponsible', 'responsible')",0.2331782,0.2779988,0.0448206
44,-0.20019682,-0.08749194,"('prejudiced', 'unprejudiced')",-0.2001968,-0.0874919,0.1127049
45,-0.02258649,-0.004217139,"('incompetent', 'competent')",-0.0225865,-0.0042171,0.0183694
46,-0.58786976,-0.56621516,"('uncompetitive', 'competitive')",-0.5878698,-0.5662152,0.0216546
47,1.9532858,2.131516,"('stupid', 'smart')",1.9532858,2.131516,0.1782302
48,0.8138317,0.95115787,"('unintelligent', 'intelligent')",0.8138317,0.9511579,0.1373262
49,-0.31839794,-0.16216189,"('unable', 'able')",-0.3183979,-0.1621619,0.156236
50,-0.094900675,-0.13956499,"('clumsy', 'skillful')",-0.0949007,-0.139565,-0.0446643
51,-0.038674355,-0.12323419,"('uneducated', 'educated')",-0.0386744,-0.1232342,-0.0845598
52,-0.5220348,-0.71832746,"('irrational', 'rational')",-0.5220348,-0.7183275,-0.1962927
53,-1.2906462,-1.5072029,"('uncreative', 'creative')",-1.2906462,-1.5072029,-0.2165567
54,-0.26179433,-0.5187138,"('incapable', 'capable')",-0.2617943,-0.5187138,-0.2569195
55,0.35386822,0.5235689,"('incompetent', 'clever')",0.3538682,0.5235689,0.1697007
56,0.318932,0.34973162,"('impractical', 'practical')",0.318932,0.3497316,0.0307996
57,-1.4317192,-1.5364952,"('unimaginative', 'imaginative')",-1.4317192,-1.5364952,-0.104776
58,-0.09463395,-0.14863256,"('undiscriminating', 'discriminating')",-0.094634,-0.1486326,-0.0539986
59,-0.53912085,-0.54071414,"('foolish', 'wise')",-0.5391209,-0.5407141,-0.0015932
60,0.5832143,0.8985549,"('inefficient', 'efficient')",0.5832143,0.8985549,0.3153406
61,-0.31907785,-0.4718574,"('illogical', 'logical')",-0.3190778,-0.4718574,-0.1527796
62,0.47336572,0.65623647,"('incompetent', 'brilliant')",0.4733657,0.6562365,0.1828708
63,-0.017317865,0.018436424,"('unperceptive', 'insightful')",-0.0173179,0.0184364,0.0357543
64,-2.4130857,-2.416634,"('shy', 'confident')",-2.4130857,-2.4166341,-0.0035484
65,0.56265014,0.69887793,"('insecure', 'secure')",0.5626501,0.6988779,0.1362278
66,-1.1651709,-1.3820511,"('inactive', 'active')",-1.1651709,-1.3820511,-0.2168802
67,0.13510065,0.15946628,"('doubtful', 'determined')",0.1351006,0.1594663,0.0243657
68,-0.69804144,-0.5778508,"('dependent', 'independent')",-0.6980414,-0.5778508,0.1201906
69,-0.043526866,-0.21964064,"('lazy', 'industrious')",-0.0435269,-0.2196406,-0.1761137
70,0.16308711,0.2398375,"('lethargic', 'energetic')",0.1630871,0.2398375,0.0767504
71,-0.02204546,-0.11507736,"('diffident', 'self-confident')",-0.0220455,-0.1150774,-0.0930319
72,-0.18207058,-0.13750833,"('unambitious', 'ambitious')",-0.1820706,-0.1375083,0.0445623
73,-0.7501913,-0.80895764,"('helpless', 'self-reliant')",-0.7501913,-0.8089576,-0.0587663
74,0.123358525,-0.053839337,"('undedicated', 'dedicated')",0.1233585,-0.0538393,-0.1771978
75,-1.0167384,-1.0184023,"('meek', 'impulsive')",-1.0167384,-1.0184023,-0.0016639
76,-0.21043919,-0.003914209,"('anxious', 'daring')",-0.2104392,-0.0039142,0.206525
77,-1.3368036,-1.1433377,"('unmotivated', 'motivated')",-1.3368036,-1.1433377,0.1934659
78,-0.3433318,-0.3354447,"('nonresilient', 'resilient')",-0.3433318,-0.3354447,0.0078871
79,-1.0661335,-1.2424341,"('wavering', 'unwavering')",-1.0661335,-1.2424341,-0.1763006
80,0.2994533,0.3722749,"('dominated', 'dominating')",0.2994533,0.3722749,0.0728216
81,0.53393674,0.6538265,"('submissive', 'aggressive')",0.5339367,0.6538265,0.1198898
82,2.015519,1.9961877,"('poor', 'rich')",2.0155189,1.9961877,-0.0193312
83,-0.24235095,-0.27193898,"('powerless', 'powerful')",-0.242351,-0.271939,-0.029588
84,0.32612082,0.36459088,"('inferior', 'superior')",0.3261208,0.3645909,0.0384701
85,-0.59473354,-0.84547615,"('insignificant', 'prestigious')",-0.5947335,-0.8454762,-0.2507427
86,-0.51457906,-0.74924314,"('uninfluential', 'influential')",-0.5145791,-0.7492431,-0.234664
87,0.046801098,-0.026992176,"('unsuccessful', 'successful')",0.0468011,-0.0269922,-0.0737933
88,0.08326976,-0.13190389,"('low', 'eminent')",0.0832698,-0.1319039,-0.2151737
