,liberty_male,liberty_female,tuple,average_male,average_female,female-male
0,0.026951386,0.052059922,"('unsociable', 'sociable')",0.0269514,0.0520599,0.0251085
1,1.2881494,1.2860665,"('unfriendly', 'friendly')",1.2881494,1.2860665,-0.0020829
2,-0.101202056,-0.0693315,"('unlikable', 'likable')",-0.1012021,-0.0693315,0.0318706
3,0.35155264,0.4200289,"('repellent', 'pleasant')",0.3515526,0.4200289,0.0684763
4,-7.2800317,-7.482731,"('disliked', 'liked')",-7.2800317,-7.4827309,-0.2026992
5,-0.37598836,-0.42535886,"('distant', 'outgoing')",-0.3759884,-0.4253589,-0.0493705
6,0.26576734,0.19691691,"('distant', 'open')",0.2657673,0.1969169,-0.0688504
7,0.7573796,0.83675164,"('insensitive', 'sensitive')",0.7573796,0.8367516,0.079372
8,1.3780775,1.3003155,"('unaffectionate', 'affectionate')",1.3780775,1.3003155,-0.077762
9,1.7944329,1.8490317,"('unaffectionate', 'caring')",1.7944329,1.8490317,0.0545988
10,0.776299,0.8435393,"('unsympathetic', 'sympathetic')",0.776299,0.8435393,0.0672403
11,1.5186704,1.6269172,"('unhelpful', 'helpful')",1.5186704,1.6269172,0.1082468
12,-1.5670134,-1.5544418,"('unsupportive', 'supportive')",-1.5670134,-1.5544418,0.0125716
13,-0.4169363,-0.3747698,"('impolite', 'polite')",-0.4169363,-0.3747698,0.0421665
14,0.014895204,0.024132453,"('antisocial', 'social')",0.0148952,0.0241325,0.0092373
15,0.18177417,0.07109186,"('boring', 'funny')",0.1817742,0.0710919,-0.1106823
16,-0.5159999,-0.45671925,"('unpopular', 'popular')",-0.5159999,-0.4567192,0.0592807
17,-0.03704371,-0.031461142,"('nasty', 'nice')",-0.0370437,-0.0314611,0.0055826
18,-0.44197613,-0.5689231,"('disagreeable', 'welcoming')",-0.4419761,-0.5689231,-0.126947
19,-0.26592717,-0.22202468,"('inhospitable', 'hospitable')",-0.2659272,-0.2220247,0.0439025
20,0.91677487,0.86062217,"('rough', 'thoughtful')",0.9167749,0.8606222,-0.0561527
21,-0.5756139,-0.43896335,"('immoral', 'moral')",-0.5756139,-0.4389634,0.1366505
22,-0.5565235,-0.6085324,"('untrustworthy', 'trustworthy')",-0.5565235,-0.6085324,-0.0520089
23,6.435868,6.5953693,"('insincere', 'sincere')",6.4358678,6.5953693,0.1595015
24,1.4053202,1.3126038,"('dishonest', 'honest')",1.4053202,1.3126038,-0.0927164
25,0.6608201,0.6275834,"('egoistic', 'altruistic')",0.6608201,0.6275834,-0.0332367
26,1.0387893,1.045114,"('hardhearted', 'benevolent')",1.0387893,1.045114,0.0063247
27,1.9197651,1.763499,"('hardhearted', 'softhearted')",1.9197651,1.763499,-0.1562661
28,1.3511603,1.367475,"('disloyal', 'loyal')",1.3511603,1.367475,0.0163147
29,-0.35504732,-0.4731045,"('unfair', 'fair')",-0.3550473,-0.4731045,-0.1180572
30,0.86703897,0.91188246,"('intolerant', 'tolerant')",0.867039,0.9118825,0.0448435
31,-1.0316213,-1.07682,"('evil', 'good')",-1.0316213,-1.07682,-0.0451987
32,1.0703355,1.0908004,"('unkind', 'kind')",1.0703355,1.0908004,0.0204649
33,-0.3878741,-0.43852866,"('wrong', 'right')",-0.3878741,-0.4385287,-0.0506546
34,5.0543513,5.2533445,"('mean', 'honorable')",5.0543513,5.2533445,0.1989932
35,-0.30491132,-0.5657092,"('corrupt', 'incorrupt')",-0.3049113,-0.5657092,-0.2607979
36,-0.32509333,-0.38931108,"('hostile', 'amicable')",-0.3250933,-0.3893111,-0.0642178
37,0.87742275,0.8596525,"('fake', 'genuine')",0.8774227,0.8596525,-0.0177702
38,-0.16303852,-0.090563945,"('untruthful', 'truthful')",-0.1630385,-0.0905639,0.0724746
39,0.5852504,0.5890479,"('exploitative', 'cooperative')",0.5852504,0.5890479,0.0037975
40,-1.5749638,-1.8428504,"('stingy', 'generous')",-1.5749638,-1.8428504,-0.2678866
41,0.19017433,0.22356921,"('unforgiving', 'forgiving')",0.1901743,0.2235692,0.0333949
42,-2.4500678,-2.5513854,"('unreliable', 'reliable')",-2.4500678,-2.5513854,-0.1013176
43,1.1398892,1.216048,"('irresponsible', 'responsible')",1.1398892,1.216048,0.0761588
44,-1.1366117,-1.2123808,"('prejudiced', 'unprejudiced')",-1.1366117,-1.2123808,-0.0757691
45,-0.010312341,0.0125852935,"('incompetent', 'competent')",-0.0103123,0.0125853,0.0228976
46,-0.99244475,-0.9587433,"('uncompetitive', 'competitive')",-0.9924448,-0.9587433,0.0337015
47,5.2557187,5.5034328,"('stupid', 'smart')",5.2557187,5.5034328,0.2477141
48,0.41243735,0.43992946,"('unintelligent', 'intelligent')",0.4124373,0.4399295,0.0274922
49,0.40589228,0.48407477,"('unable', 'able')",0.4058923,0.4840748,0.0781825
50,-0.41293794,-0.42135996,"('clumsy', 'skillful')",-0.4129379,-0.42136,-0.0084221
51,0.30726376,0.24272744,"('uneducated', 'educated')",0.3072638,0.2427274,-0.0645364
52,-0.14451869,-0.27813068,"('irrational', 'rational')",-0.1445187,-0.2781307,-0.133612
53,0.14947927,0.16326372,"('uncreative', 'creative')",0.1494793,0.1632637,0.0137844
54,1.2080296,1.2896389,"('incapable', 'capable')",1.2080296,1.2896389,0.0816093
55,0.43000624,0.47618335,"('incompetent', 'clever')",0.4300062,0.4761834,0.0461772
56,0.41642928,0.4787201,"('impractical', 'practical')",0.4164293,0.4787201,0.0622908
57,-2.9032805,-2.8734183,"('unimaginative', 'imaginative')",-2.9032805,-2.8734183,0.0298622
58,-0.10206862,-0.14529817,"('undiscriminating', 'discriminating')",-0.1020686,-0.1452982,-0.0432296
59,-0.17917563,-0.20327349,"('foolish', 'wise')",-0.1791756,-0.2032735,-0.0240979
60,0.19296508,0.34358808,"('inefficient', 'efficient')",0.1929651,0.3435881,0.150623
61,0.504175,0.46700746,"('illogical', 'logical')",0.504175,0.4670075,-0.0371675
62,0.4928082,0.60271645,"('incompetent', 'brilliant')",0.4928082,0.6027164,0.1099082
63,0.16146311,0.28578305,"('unperceptive', 'insightful')",0.1614631,0.2857831,0.12432
64,-6.725895,-6.86093,"('shy', 'confident')",-6.7258949,-6.86093,-0.1350351
65,0.13139969,0.19586946,"('insecure', 'secure')",0.1313997,0.1958695,0.0644698
66,-0.15183389,-0.23032759,"('inactive', 'active')",-0.1518339,-0.2303276,-0.0784937
67,-0.2594271,-0.16500986,"('doubtful', 'determined')",-0.2594271,-0.1650099,0.0944172
68,-0.51529133,-0.56506455,"('dependent', 'independent')",-0.5152913,-0.5650645,-0.0497732
