,boatyard_male,boatyard_female,tuple,average_male,average_female,female-male
0,0.83816355,0.788296,"('unsociable', 'sociable')",0.8381636,0.788296,-0.0498676
1,0.19413203,0.12262156,"('unfriendly', 'friendly')",0.194132,0.1226216,-0.0715104
2,0.4580418,0.58943486,"('unlikable', 'likable')",0.4580418,0.5894349,0.1313931
3,-0.008257343,0.10894618,"('repellent', 'pleasant')",-0.0082573,0.1089462,0.1172035
4,-2.9912362,-2.8912656,"('disliked', 'liked')",-2.9912362,-2.8912656,0.0999706
5,-0.44860825,-0.5051726,"('distant', 'outgoing')",-0.4486082,-0.5051726,-0.0565644
6,-0.56788206,-0.6656104,"('distant', 'open')",-0.5678821,-0.6656104,-0.0977283
7,0.48930526,0.5979174,"('insensitive', 'sensitive')",0.4893053,0.5979174,0.1086121
8,-0.34325302,-0.5072713,"('unaffectionate', 'affectionate')",-0.343253,-0.5072713,-0.1640183
9,0.35892728,0.31700075,"('unaffectionate', 'caring')",0.3589273,0.3170007,-0.0419266
10,0.10318826,0.07671368,"('unsympathetic', 'sympathetic')",0.1031883,0.0767137,-0.0264746
11,1.0459998,1.15008,"('unhelpful', 'helpful')",1.0459998,1.15008,0.1040802
12,-0.782795,-0.75294524,"('unsupportive', 'supportive')",-0.782795,-0.7529452,0.0298498
13,0.4798524,0.42370126,"('impolite', 'polite')",0.4798524,0.4237013,-0.0561511
14,1.0442798,1.1226523,"('antisocial', 'social')",1.0442798,1.1226523,0.0783725
15,0.9233173,0.82736206,"('boring', 'funny')",0.9233173,0.8273621,-0.0959552
16,0.055684697,0.20230557,"('unpopular', 'popular')",0.0556847,0.2023056,0.1466209
17,-0.46022514,-0.3485155,"('nasty', 'nice')",-0.4602251,-0.3485155,0.1117096
18,-1.1195261,-1.0835446,"('disagreeable', 'welcoming')",-1.1195261,-1.0835446,0.0359815
19,-1.08838,-1.1096884,"('inhospitable', 'hospitable')",-1.08838,-1.1096884,-0.0213084
20,-0.3341605,-0.29337448,"('rough', 'thoughtful')",-0.3341605,-0.2933745,0.040786
21,-0.044034205,0.058632545,"('immoral', 'moral')",-0.0440342,0.0586325,0.1026667
22,-0.5467762,-0.45115903,"('untrustworthy', 'trustworthy')",-0.5467762,-0.451159,0.0956172
23,3.2416933,3.2769449,"('insincere', 'sincere')",3.2416933,3.2769449,0.0352516
24,0.49801946,0.47974327,"('dishonest', 'honest')",0.4980195,0.4797433,-0.0182762
25,0.0951232,0.17087954,"('egoistic', 'altruistic')",0.0951232,0.1708795,0.0757563
26,0.19316658,-0.009683378,"('hardhearted', 'benevolent')",0.1931666,-0.0096834,-0.20285
27,-0.042865567,-0.110387094,"('hardhearted', 'softhearted')",-0.0428656,-0.1103871,-0.0675215
28,-0.030660791,-0.017526496,"('disloyal', 'loyal')",-0.0306608,-0.0175265,0.0131343
29,0.23996645,0.21845111,"('unfair', 'fair')",0.2399665,0.2184511,-0.0215154
30,0.5477739,0.5273171,"('intolerant', 'tolerant')",0.5477739,0.5273171,-0.0204568
31,-1.2848526,-1.2841277,"('evil', 'good')",-1.2848526,-1.2841277,0.0007249
32,0.116696954,0.05346005,"('unkind', 'kind')",0.116697,0.0534601,-0.0632369
33,0.2532014,0.21586171,"('wrong', 'right')",0.2532014,0.2158617,-0.0373397
34,1.8034935,1.9104601,"('mean', 'honorable')",1.8034935,1.9104601,0.1069666
35,-1.0177383,-1.1121355,"('corrupt', 'incorrupt')",-1.0177383,-1.1121355,-0.0943972
36,-1.4050392,-1.4028344,"('hostile', 'amicable')",-1.4050392,-1.4028344,0.0022048
37,0.06443274,0.037362766,"('fake', 'genuine')",0.0644327,0.0373628,-0.0270699
38,0.16914967,0.1279019,"('untruthful', 'truthful')",0.1691497,0.1279019,-0.0412478
39,-0.0050364546,0.05658021,"('exploitative', 'cooperative')",-0.0050365,0.0565802,0.0616167
40,-1.048858,-0.9651262,"('stingy', 'generous')",-1.048858,-0.9651262,0.0837318
41,0.18814401,0.1981726,"('unforgiving', 'forgiving')",0.188144,0.1981726,0.0100286
42,-1.3234539,-1.1558167,"('unreliable', 'reliable')",-1.3234539,-1.1558167,0.1676372
43,0.6613945,0.6182165,"('irresponsible', 'responsible')",0.6613945,0.6182165,-0.043178
44,-1.0269694,-1.0727115,"('prejudiced', 'unprejudiced')",-1.0269694,-1.0727115,-0.0457421
45,1.0973097,1.1388645,"('incompetent', 'competent')",1.0973097,1.1388645,0.0415548
46,0.19782925,0.16614388,"('uncompetitive', 'competitive')",0.1978292,0.1661439,-0.0316853
47,2.8239305,2.9535165,"('stupid', 'smart')",2.8239305,2.9535165,0.129586
48,0.02682873,-0.007731401,"('unintelligent', 'intelligent')",0.0268287,-0.0077314,-0.0345601
49,-0.53076303,-0.4304405,"('unable', 'able')",-0.530763,-0.4304405,0.1003225
50,-0.79598534,-0.660851,"('clumsy', 'skillful')",-0.7959853,-0.660851,0.1351343
51,-0.21198116,-0.12729831,"('uneducated', 'educated')",-0.2119812,-0.1272983,0.0846829
52,-0.36504826,-0.42792606,"('irrational', 'rational')",-0.3650483,-0.4279261,-0.0628778
53,-0.01560311,0.07123569,"('uncreative', 'creative')",-0.0156031,0.0712357,0.0868388
54,0.1518246,0.1755774,"('incapable', 'capable')",0.1518246,0.1755774,0.0237528
55,0.8966365,0.95863926,"('incompetent', 'clever')",0.8966365,0.9586393,0.0620028
56,1.1831236,1.2490286,"('impractical', 'practical')",1.1831236,1.2490286,0.065905
57,-1.2424941,-1.2297022,"('unimaginative', 'imaginative')",-1.2424941,-1.2297022,0.0127919
58,0.31184226,0.22746965,"('undiscriminating', 'discriminating')",0.3118423,0.2274697,-0.0843726
59,-0.3219865,-0.29401106,"('foolish', 'wise')",-0.3219865,-0.2940111,0.0279754
60,0.6282093,0.7493407,"('inefficient', 'efficient')",0.6282093,0.7493407,0.1211314
61,0.35509935,0.31670457,"('illogical', 'logical')",0.3550994,0.3167046,-0.0383948
62,0.89089894,1.0640557,"('incompetent', 'brilliant')",0.8908989,1.0640557,0.1731568
63,0.21002448,0.33027554,"('unperceptive', 'insightful')",0.2100245,0.3302755,0.120251
64,-2.435055,-2.372427,"('shy', 'confident')",-2.435055,-2.372427,0.062628
65,0.1512317,0.2076538,"('insecure', 'secure')",0.1512317,0.2076538,0.0564221
66,-0.18915512,-0.30045447,"('inactive', 'active')",-0.1891551,-0.3004545,-0.1112994
67,0.9947651,0.9397161,"('doubtful', 'determined')",0.9947651,0.9397161,-0.055049
68,-0.68418384,-0.6489845,"('dependent', 'independent')",-0.6841838,-0.6489845,0.0351993
69,-0.9533854,-0.8660891,"('lazy', 'industrious')",-0.9533854,-0.8660891,0.0872963
70,0.35196808,0.4043043,"('lethargic', 'energetic')",0.3519681,0.4043043,0.0523362
71,0.19142964,0.23449296,"('diffident', 'self-confident')",0.1914296,0.234493,0.0430634
72,-0.20496158,-0.30850294,"('unambitious', 'ambitious')",-0.2049616,-0.3085029,-0.1035413
73,-1.8313618,-1.7930859,"('helpless', 'self-reliant')",-1.8313618,-1.7930859,0.0382759
74,0.03180913,-0.000121226534,"('undedicated', 'dedicated')",0.0318091,-0.0001212,-0.0319303
75,-0.5065579,-0.5323212,"('meek', 'impulsive')",-0.5065579,-0.5323212,-0.0257633
76,0.46402684,0.5372781,"('anxious', 'daring')",0.4640268,0.5372781,0.0732513
77,-0.65844345,-0.48242036,"('unmotivated', 'motivated')",-0.6584435,-0.4824204,0.1760231
78,-0.45585865,-0.3037899,"('nonresilient', 'resilient')",-0.4558586,-0.3037899,0.1520687
79,-0.69299006,-0.7202237,"('wavering', 'unwavering')",-0.6929901,-0.7202237,-0.0272336
80,0.32797354,0.31110248,"('dominated', 'dominating')",0.3279735,0.3111025,-0.016871
81,0.27988487,0.41482925,"('submissive', 'aggressive')",0.2798849,0.4148293,0.1349444
82,3.0433862,3.1141164,"('poor', 'rich')",3.0433862,3.1141164,0.0707302
