,lennar_male,lennar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.15826276,-0.0899099,"('unsociable', 'sociable')",0.01270922,-0.05663836,0.085486,-0.0732741,-0.1587601
1,-1.1220897,-0.8808711,"('unfriendly', 'friendly')",1.2967622,1.1129551,0.0873362,0.116042,0.0287058
2,0.10592924,-0.011018135,"('unlikable', 'likable')",0.3755129,0.20152274,0.2407211,0.0952523,-0.1454688
3,0.08112463,0.27235547,"('repellent', 'pleasant')",1.0483407,1.1470675,0.5647327,0.7097115,0.1449788
4,0.327454,0.5064107,"('disliked', 'liked')",-7.2904496,-7.4360523,-3.4814978,-3.4648209,0.0166769
5,-1.2379967,-0.860021,"('distant', 'outgoing')",-0.58173585,-0.5642454,-0.9098663,-0.7121332,0.1977331
6,-1.7087395,-1.2907358,"('distant', 'open')",-0.49715614,-0.5412488,-1.1029478,-0.9159923,0.1869555
7,-0.08237931,-0.041605055,"('insensitive', 'sensitive')",0.5596742,0.68511325,0.2386474,0.3217541,0.0831067
8,-0.5908374,-0.50003475,"('unaffectionate', 'affectionate')",0.95567906,0.78462845,0.1824208,0.1422969,-0.0401239
9,-0.7738286,-0.5519304,"('unaffectionate', 'caring')",1.262272,1.3013816,0.2442217,0.3747256,0.1305039
10,-0.5429803,-0.8575337,"('unsympathetic', 'sympathetic')",-0.16545182,-0.1875007,-0.3542161,-0.5225172,-0.1683011
11,0.07076759,0.04427716,"('unhelpful', 'helpful')",1.2594935,1.5667452,0.6651306,0.8055112,0.1403806
12,0.13507667,0.26932734,"('unsupportive', 'supportive')",-2.1359274,-2.085857,-1.0004253,-0.9082648,0.0921605
13,-0.5579765,-0.9450975,"('impolite', 'polite')",-0.8224579,-0.6808215,-0.6902172,-0.8129595,-0.1227423
14,1.0873431,0.80579317,"('antisocial', 'social')",0.26147446,0.11611909,0.6744088,0.4609561,-0.2134527
15,-0.23114984,-0.20971973,"('boring', 'funny')",0.17390247,0.13867007,-0.0286237,-0.0355248,-0.0069011
16,-0.9528786,-0.7837117,"('unpopular', 'popular')",0.09950754,0.16232765,-0.4266855,-0.310692,0.1159935
17,-0.42007563,-0.28357676,"('nasty', 'nice')",-0.50833774,-0.4452403,-0.4642067,-0.3644085,0.0997982
18,-0.54478216,-0.47153103,"('disagreeable', 'welcoming')",-0.64299166,-0.6306101,-0.5938869,-0.5510706,0.0428163
19,-1.262984,-1.0438797,"('inhospitable', 'hospitable')",-0.65054667,-0.5799333,-0.9567654,-0.8119065,0.1448589
20,0.26020417,0.2316795,"('rough', 'thoughtful')",0.8446866,0.7567931,0.5524454,0.4942363,-0.0582091
