,mailbox_male,mailbox_female,tuple,average_male,average_female,female-male
0,0.89098406,0.7903612,"('unsociable', 'sociable')",0.8909841,0.7903612,-0.1006229
1,-0.14149019,-0.16300775,"('unfriendly', 'friendly')",-0.1414902,-0.1630078,-0.0215176
2,-0.31765962,-0.2112357,"('unlikable', 'likable')",-0.3176596,-0.2112357,0.1064239
3,-0.3419125,-0.22851117,"('repellent', 'pleasant')",-0.3419125,-0.2285112,0.1134013
4,-3.531178,-3.4476752,"('disliked', 'liked')",-3.531178,-3.4476752,0.0835028
5,-0.7381208,-0.71010774,"('distant', 'outgoing')",-0.7381208,-0.7101077,0.0280131
6,-0.49768397,-0.52209634,"('distant', 'open')",-0.497684,-0.5220963,-0.0244123
7,0.6841622,0.72465575,"('insensitive', 'sensitive')",0.6841622,0.7246557,0.0404935
8,-0.5642045,-0.5958276,"('unaffectionate', 'affectionate')",-0.5642045,-0.5958276,-0.0316231
9,0.123328224,0.11690229,"('unaffectionate', 'caring')",0.1233282,0.1169023,-0.0064259
10,0.376479,0.28184104,"('unsympathetic', 'sympathetic')",0.376479,0.281841,-0.094638
11,1.2612437,1.288368,"('unhelpful', 'helpful')",1.2612437,1.288368,0.0271243
12,-0.90569,-0.8375694,"('unsupportive', 'supportive')",-0.90569,-0.8375694,0.0681206
13,0.73019505,0.72843695,"('impolite', 'polite')",0.730195,0.7284369,-0.0017581
14,0.52262795,0.49063897,"('antisocial', 'social')",0.5226279,0.490639,-0.0319889
15,0.16848934,0.11123207,"('boring', 'funny')",0.1684893,0.1112321,-0.0572572
16,-0.8574198,-0.7038476,"('unpopular', 'popular')",-0.8574198,-0.7038476,0.1535722
17,-0.5562374,-0.54207635,"('nasty', 'nice')",-0.5562374,-0.5420763,0.0141611
18,-0.94036156,-0.8636256,"('disagreeable', 'welcoming')",-0.9403616,-0.8636256,0.076736
19,-0.61606795,-0.5405236,"('inhospitable', 'hospitable')",-0.6160679,-0.5405236,0.0755443
20,-0.3236403,-0.33622447,"('rough', 'thoughtful')",-0.3236403,-0.3362245,-0.0125842
21,0.21437415,0.29234028,"('immoral', 'moral')",0.2143742,0.2923403,0.0779661
22,0.07960476,0.053499006,"('untrustworthy', 'trustworthy')",0.0796048,0.053499,-0.0261058
23,3.1722903,3.1347578,"('insincere', 'sincere')",3.1722903,3.1347578,-0.0375325
24,0.8494325,0.85571504,"('dishonest', 'honest')",0.8494325,0.855715,0.0062825
25,0.16750813,0.17474455,"('egoistic', 'altruistic')",0.1675081,0.1747445,0.0072364
26,0.79793715,0.623006,"('hardhearted', 'benevolent')",0.7979372,0.623006,-0.1749312
27,-0.35801923,-0.44311744,"('hardhearted', 'softhearted')",-0.3580192,-0.4431174,-0.0850982
28,0.45059818,0.37401652,"('disloyal', 'loyal')",0.4505982,0.3740165,-0.0765817
29,-0.2491303,-0.29373345,"('unfair', 'fair')",-0.2491303,-0.2937334,-0.0446031
30,0.49875748,0.44941756,"('intolerant', 'tolerant')",0.4987575,0.4494176,-0.0493399
31,-1.3567792,-1.330482,"('evil', 'good')",-1.3567792,-1.330482,0.0262972
32,0.48528272,0.44777754,"('unkind', 'kind')",0.4852827,0.4477775,-0.0375052
33,0.035602793,0.09143608,"('wrong', 'right')",0.0356028,0.0914361,0.0558333
34,1.9407202,2.0214198,"('mean', 'honorable')",1.9407202,2.0214198,0.0806996
35,-0.89283997,-0.99705946,"('corrupt', 'incorrupt')",-0.89284,-0.9970595,-0.1042195
36,-1.091727,-1.2181664,"('hostile', 'amicable')",-1.091727,-1.2181664,-0.1264394
37,-0.14877845,-0.16978808,"('fake', 'genuine')",-0.1487785,-0.1697881,-0.0210096
38,-0.065435,-0.029859189,"('untruthful', 'truthful')",-0.065435,-0.0298592,0.0355758
39,0.30654576,0.39292008,"('exploitative', 'cooperative')",0.3065458,0.3929201,0.0863743
40,-0.8702632,-0.88497657,"('stingy', 'generous')",-0.8702632,-0.8849766,-0.0147134
41,0.23394611,0.12029086,"('unforgiving', 'forgiving')",0.2339461,0.1202909,-0.1136552
42,-0.8825588,-0.77054787,"('unreliable', 'reliable')",-0.8825588,-0.7705479,0.1120109
43,0.07596809,0.070545316,"('irresponsible', 'responsible')",0.0759681,0.0705453,-0.0054228
44,-1.0647705,-1.046837,"('prejudiced', 'unprejudiced')",-1.0647705,-1.046837,0.0179335
45,0.7729309,0.69109875,"('incompetent', 'competent')",0.7729309,0.6910987,-0.0818322
46,0.25165144,0.18465963,"('uncompetitive', 'competitive')",0.2516514,0.1846596,-0.0669918
47,2.8633559,2.8184087,"('stupid', 'smart')",2.8633559,2.8184087,-0.0449472
48,-0.39285484,-0.47319108,"('unintelligent', 'intelligent')",-0.3928548,-0.4731911,-0.0803363
49,-1.0827401,-0.9813513,"('unable', 'able')",-1.0827401,-0.9813513,0.1013888
50,-1.1810211,-1.1226844,"('clumsy', 'skillful')",-1.1810211,-1.1226844,0.0583367
51,-0.081251755,-0.12646757,"('uneducated', 'educated')",-0.0812518,-0.1264676,-0.0452158
52,-1.3291115,-1.3964972,"('irrational', 'rational')",-1.3291115,-1.3964972,-0.0673857
53,-0.21354654,-0.19322662,"('uncreative', 'creative')",-0.2135465,-0.1932266,0.0203199
54,-0.13498737,-0.041648407,"('incapable', 'capable')",-0.1349874,-0.0416484,0.093339
55,0.92923945,0.95030844,"('incompetent', 'clever')",0.9292395,0.9503084,0.0210689
56,1.59697,1.6290647,"('impractical', 'practical')",1.59697,1.6290647,0.0320947
57,-1.5252938,-1.5699309,"('unimaginative', 'imaginative')",-1.5252938,-1.5699309,-0.0446371
58,0.1153575,0.011237737,"('undiscriminating', 'discriminating')",0.1153575,0.0112377,-0.1041198
59,-0.77681994,-0.72917074,"('foolish', 'wise')",-0.7768199,-0.7291707,0.0476492
60,0.9178569,1.0533792,"('inefficient', 'efficient')",0.9178569,1.0533792,0.1355223
61,0.018728264,-0.08510765,"('illogical', 'logical')",0.0187283,-0.0851076,-0.1038359
62,1.0665902,1.2332163,"('incompetent', 'brilliant')",1.0665902,1.2332163,0.1666261
63,0.21414767,0.26490843,"('unperceptive', 'insightful')",0.2141477,0.2649084,0.0507607
64,-3.2881482,-3.1405604,"('shy', 'confident')",-3.2881482,-3.1405604,0.1475878
65,-0.009775408,-0.0287143,"('insecure', 'secure')",-0.0097754,-0.0287143,-0.0189389
66,-0.2573975,-0.31338802,"('inactive', 'active')",-0.2573975,-0.313388,-0.0559905
67,0.8604379,0.8767464,"('doubtful', 'determined')",0.8604379,0.8767464,0.0163085
68,-1.4187917,-1.3654078,"('dependent', 'independent')",-1.4187917,-1.3654078,0.0533839
69,-1.2981458,-1.231897,"('lazy', 'industrious')",-1.2981458,-1.231897,0.0662488
70,1.252353,1.210273,"('lethargic', 'energetic')",1.252353,1.210273,-0.04208
71,-0.21037027,-0.09183657,"('diffident', 'self-confident')",-0.2103703,-0.0918366,0.1185337
72,-0.52053416,-0.4301056,"('unambitious', 'ambitious')",-0.5205342,-0.4301056,0.0904286
73,-1.5022311,-1.348037,"('helpless', 'self-reliant')",-1.5022311,-1.348037,0.1541941
74,-0.27080992,-0.2893778,"('undedicated', 'dedicated')",-0.2708099,-0.2893778,-0.0185679
75,-0.73512036,-0.6872817,"('meek', 'impulsive')",-0.7351204,-0.6872817,0.0478387
76,0.38258272,0.35231853,"('anxious', 'daring')",0.3825827,0.3523185,-0.0302642
77,-0.63664174,-0.51264405,"('unmotivated', 'motivated')",-0.6366417,-0.5126441,0.1239976
78,-1.0448747,-1.0099162,"('nonresilient', 'resilient')",-1.0448747,-1.0099162,0.0349585
79,-0.0785352,-0.12383812,"('wavering', 'unwavering')",-0.0785352,-0.1238381,-0.0453029
80,0.6261755,0.5754611,"('dominated', 'dominating')",0.6261755,0.5754611,-0.0507144
81,0.5455219,0.5382489,"('submissive', 'aggressive')",0.5455219,0.5382489,-0.007273
82,2.6901324,2.699942,"('poor', 'rich')",2.6901324,2.6999421,0.0098097
83,0.103935145,0.09629133,"('powerless', 'powerful')",0.1039351,0.0962913,-0.0076438
84,-0.11249974,-0.1476124,"('inferior', 'superior')",-0.1124997,-0.1476124,-0.0351127
85,-1.4935609,-1.4933454,"('insignificant', 'prestigious')",-1.4935609,-1.4933454,0.0002155
86,0.04384384,-0.03818857,"('uninfluential', 'influential')",0.0438438,-0.0381886,-0.0820324
87,0.023940317,0.13059199,"('unsuccessful', 'successful')",0.0239403,0.130592,0.1066517
88,-0.60083,-0.60845035,"('low', 'eminent')",-0.60083,-0.6084504,-0.0076204
