,ingrate_male,ingrate_female,tuple,average_male,average_female,female-male
0,0.2273192,-0.029537754,"('unsociable', 'sociable')",0.2273192,-0.0295378,-0.256857
1,-1.1202018,-1.1320084,"('unfriendly', 'friendly')",-1.1202018,-1.1320084,-0.0118066
2,0.47495383,0.3168652,"('unlikable', 'likable')",0.4749538,0.3168652,-0.1580886
3,-0.09288811,0.030623306,"('repellent', 'pleasant')",-0.0928881,0.0306233,0.1235114
4,-3.6923945,-3.7890537,"('disliked', 'liked')",-3.6923945,-3.7890537,-0.0966592
5,-1.9319268,-1.8988987,"('distant', 'outgoing')",-1.9319268,-1.8988987,0.0330281
6,-2.1480594,-2.0951416,"('distant', 'open')",-2.1480594,-2.0951416,0.0529178
7,0.7146659,0.7808151,"('insensitive', 'sensitive')",0.7146659,0.7808151,0.0661492
8,-0.82132787,-0.8664286,"('unaffectionate', 'affectionate')",-0.8213279,-0.8664286,-0.0451007
9,-0.378855,-0.28551155,"('unaffectionate', 'caring')",-0.378855,-0.2855116,0.0933434
10,0.40676028,0.4194786,"('unsympathetic', 'sympathetic')",0.4067603,0.4194786,0.0127183
11,2.105913,2.1566288,"('unhelpful', 'helpful')",2.1059129,2.1566288,0.0507159
12,-1.036824,-1.0412745,"('unsupportive', 'supportive')",-1.036824,-1.0412745,-0.0044505
13,0.75506043,0.54981667,"('impolite', 'polite')",0.7550604,0.5498167,-0.2052437
14,0.6927373,0.49665815,"('antisocial', 'social')",0.6927373,0.4966581,-0.1960792
15,0.122951046,-0.042714864,"('boring', 'funny')",0.122951,-0.0427149,-0.1656659
16,-1.0433022,-1.0397218,"('unpopular', 'popular')",-1.0433022,-1.0397218,0.0035804
17,-0.56558925,-0.52988034,"('nasty', 'nice')",-0.5655892,-0.5298803,0.0357089
18,-0.9516322,-1.0299082,"('disagreeable', 'welcoming')",-0.9516322,-1.0299082,-0.078276
19,-1.9341637,-1.8084565,"('inhospitable', 'hospitable')",-1.9341637,-1.8084565,0.1257072
20,0.4350677,0.44876587,"('rough', 'thoughtful')",0.4350677,0.4487659,0.0136982
21,0.6475536,0.6448412,"('immoral', 'moral')",0.6475536,0.6448412,-0.0027124
22,0.28070205,0.16420017,"('untrustworthy', 'trustworthy')",0.2807021,0.1642002,-0.1165019
23,3.4194868,3.4777567,"('insincere', 'sincere')",3.4194868,3.4777567,0.0582699
24,0.42682245,0.40455076,"('dishonest', 'honest')",0.4268225,0.4045508,-0.0222717
25,0.1282374,0.030960515,"('egoistic', 'altruistic')",0.1282374,0.0309605,-0.0972769
26,0.33386165,0.059890006,"('hardhearted', 'benevolent')",0.3338616,0.05989,-0.2739716
27,0.0062723206,-0.056236267,"('hardhearted', 'softhearted')",0.0062723,-0.0562363,-0.0625086
28,0.7082367,0.76784635,"('disloyal', 'loyal')",0.7082367,0.7678463,0.0596096
29,-1.2923814,-1.2909001,"('unfair', 'fair')",-1.2923814,-1.2909001,0.0014813
30,1.2665384,1.1887891,"('intolerant', 'tolerant')",1.2665384,1.1887891,-0.0777493
31,-2.909466,-2.9543648,"('evil', 'good')",-2.909466,-2.9543648,-0.0448988
32,0.9595356,0.666687,"('unkind', 'kind')",0.9595356,0.666687,-0.2928486
33,-0.7512684,-0.7936044,"('wrong', 'right')",-0.7512684,-0.7936044,-0.042336
34,3.1231053,3.276664,"('mean', 'honorable')",3.1231053,3.276664,0.1535587
35,-1.6691475,-1.6365163,"('corrupt', 'incorrupt')",-1.6691475,-1.6365163,0.0326312
36,-1.7988759,-1.8078717,"('hostile', 'amicable')",-1.7988759,-1.8078717,-0.0089958
37,0.083042316,0.10654246,"('fake', 'genuine')",0.0830423,0.1065425,0.0235002
38,0.2691443,0.1526185,"('untruthful', 'truthful')",0.2691443,0.1526185,-0.1165258
39,0.15502124,0.19610567,"('exploitative', 'cooperative')",0.1550212,0.1961057,0.0410845
40,-1.6221769,-1.6926748,"('stingy', 'generous')",-1.6221769,-1.6926748,-0.0704979
41,-0.10509196,-0.19885296,"('unforgiving', 'forgiving')",-0.105092,-0.198853,-0.093761
42,-0.84451056,-0.9032648,"('unreliable', 'reliable')",-0.8445106,-0.9032648,-0.0587542
43,1.2739434,1.1435051,"('irresponsible', 'responsible')",1.2739434,1.1435051,-0.1304383
44,-0.35361955,-0.5132828,"('prejudiced', 'unprejudiced')",-0.3536195,-0.5132828,-0.1596633
45,0.8371772,0.81695896,"('incompetent', 'competent')",0.8371772,0.816959,-0.0202182
46,0.8206742,0.78327626,"('uncompetitive', 'competitive')",0.8206742,0.7832763,-0.0373979
47,2.922577,3.0800278,"('stupid', 'smart')",2.9225769,3.0800278,0.1574509
48,0.40049103,0.5238336,"('unintelligent', 'intelligent')",0.400491,0.5238336,0.1233426
49,0.48226473,0.7623802,"('unable', 'able')",0.4822647,0.7623802,0.2801155
50,0.45928976,0.49271333,"('clumsy', 'skillful')",0.4592898,0.4927133,0.0334235
51,0.7479585,0.76477075,"('uneducated', 'educated')",0.7479585,0.7647707,0.0168122
52,-1.5479755,-1.6808559,"('irrational', 'rational')",-1.5479755,-1.6808559,-0.1328804
53,-0.9767233,-0.8907244,"('uncreative', 'creative')",-0.9767233,-0.8907244,0.0859989
54,0.32519528,0.4303707,"('incapable', 'capable')",0.3251953,0.4303707,0.1051754
55,1.1332049,1.187765,"('incompetent', 'clever')",1.1332049,1.187765,0.0545601
56,1.4193574,1.4172363,"('impractical', 'practical')",1.4193574,1.4172363,-0.0021211
57,-1.3497583,-1.4176112,"('unimaginative', 'imaginative')",-1.3497583,-1.4176112,-0.0678529
58,0.067930266,0.050018407,"('undiscriminating', 'discriminating')",0.0679303,0.0500184,-0.0179119
59,-0.39443222,-0.30619538,"('foolish', 'wise')",-0.3944322,-0.3061954,0.0882368
60,2.2759943,2.3106449,"('inefficient', 'efficient')",2.2759943,2.3106449,0.0346506
61,0.015684035,-0.029642023,"('illogical', 'logical')",0.015684,-0.029642,-0.045326
62,1.6834594,1.8746991,"('incompetent', 'brilliant')",1.6834594,1.8746991,0.1912397
63,0.8820158,0.95845807,"('unperceptive', 'insightful')",0.8820158,0.9584581,0.0764423
