,unitedhealth_male,unitedhealth_female,tuple,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.9118618,-1.7986351,"('unsociable', 'sociable')",0.9275493,0.90229243,-0.53618497,-0.57204694,-0.5068325,-0.4894632,0.0173693
1,-0.33061793,-0.31473145,"('unfriendly', 'friendly')",-0.4091896,-0.5670516,1.8080405,1.674764,0.3560777,0.264327,-0.0917507
2,-0.02547025,-0.03159228,"('unlikable', 'likable')",1.6820581,1.6032109,0.8029584,0.8836631,0.8198488,0.8184272,-0.0014216
3,-1.641579,-1.4319466,"('repellent', 'pleasant')",0.74944043,0.9280956,0.28724816,0.3948359,-0.2016302,-0.0363384,0.1652918
4,0.5351665,0.45150927,"('disliked', 'liked')",-0.09993435,-0.33702856,-6.602928,-6.5240674,-2.0558987,-2.136529,-0.0806303
5,1.4776691,1.3893981,"('distant', 'outgoing')",-1.8763021,-1.9405012,-0.08611095,-0.1680655,-0.1615813,-0.2397229,-0.0781416
6,1.8336508,1.8039538,"('distant', 'open')",-1.891516,-1.9742812,0.50893736,0.40777695,0.1503574,0.0791498,-0.0712076
7,-0.9571918,-0.77348936,"('insensitive', 'sensitive')",0.18228488,0.38409537,0.8253456,0.8958569,0.0168129,0.168821,0.1520081
8,-0.7314908,-0.83212006,"('unaffectionate', 'affectionate')",-0.53463024,-0.6631999,0.75658095,0.61258006,-0.1698467,-0.2942466,-0.1243999
9,0.22457589,0.24682155,"('unaffectionate', 'caring')",0.0519595,-0.03368403,1.410845,1.3660922,0.5624601,0.5264099,-0.0360502
10,-2.449126,-2.1365318,"('unsympathetic', 'sympathetic')",0.7697043,0.9316936,0.032714374,0.11177086,-0.5489024,-0.3643558,0.1845466
11,-1.172838,-1.0543551,"('unhelpful', 'helpful')",0.2613495,0.3405451,2.0607622,2.0789776,0.3830912,0.4550558,0.0719646
12,0.8311519,1.0204947,"('unsupportive', 'supportive')",1.5088931,1.7427211,-1.5466835,-1.3920598,0.2644538,0.457052,0.1925982
13,-1.5999396,-1.4761088,"('impolite', 'polite')",0.6738024,0.81192476,-0.09084731,-0.018180942,-0.3389948,-0.227455,0.1115398
14,-1.6232793,-1.527201,"('antisocial', 'social')",1.8854994,1.9265485,-0.40843815,-0.39351743,-0.0487394,0.0019433,0.0506827
15,0.7183052,0.53425056,"('boring', 'funny')",-1.0420586,-1.2010341,0.5198824,0.46259874,0.0653763,-0.0680616,-0.1334379
16,-0.028407408,-0.04498697,"('unpopular', 'popular')",-0.76126146,-0.73901594,0.50312936,0.49942014,-0.0955132,-0.0948609,0.0006523
17,0.15907335,0.23019536,"('nasty', 'nice')",-0.8594845,-0.836575,-0.103146836,-0.115731984,-0.2678527,-0.2407039,0.0271488
18,0.048096746,0.12089072,"('disagreeable', 'welcoming')",-0.92044675,-0.83681303,-0.32118613,-0.32375583,-0.3978453,-0.3465594,0.0512859
19,0.4118229,0.38527057,"('inhospitable', 'hospitable')",-1.4787289,-1.5854903,0.041999366,0.06505775,-0.3416355,-0.3783873,-0.0367518
20,-1.0654875,-0.9710397,"('rough', 'thoughtful')",0.9643549,1.0385613,1.1433249,1.1403911,0.3473974,0.4026376,0.0552402
21,-1.4198239,-1.2312474,"('immoral', 'moral')",0.7979646,0.92093825,-0.7504173,-0.6115428,-0.4574255,-0.307284,0.1501415
22,-1.1552975,-1.0827672,"('untrustworthy', 'trustworthy')",0.86880475,0.9074086,-1.034063,-1.0378038,-0.4401852,-0.4043875,0.0357977
23,-0.80886024,-0.66728514,"('insincere', 'sincere')",0.3326438,0.41753381,6.0866003,5.8959312,1.870128,1.8820601,0.0119321
24,-0.41339764,-0.39595526,"('dishonest', 'honest')",-0.013016447,-0.021043345,1.0304307,0.9590937,0.2013389,0.1806984,-0.0206405
25,0.4705873,0.411216,"('egoistic', 'altruistic')",-0.4986394,-0.63007265,1.4915053,1.4193919,0.4878177,0.4001784,-0.0876393
26,0.7972474,0.7722469,"('hardhearted', 'benevolent')",0.9286095,0.85560995,1.7188891,1.6656148,1.1482487,1.0978239,-0.0504248
27,0.35057405,0.37706,"('hardhearted', 'softhearted')",-0.26772887,-0.15534325,1.5044967,1.458432,0.529114,0.5600496,0.0309356
28,-1.1721195,-1.0961741,"('disloyal', 'loyal')",0.3605324,0.22699755,0.8033629,0.6687519,-0.0027414,-0.0668082,-0.0640668
29,-0.21774133,-0.25320432,"('unfair', 'fair')",-0.62342066,-0.65010643,-0.739331,-0.9156244,-0.526831,-0.6063117,-0.0794807
30,-1.4602497,-1.3356922,"('intolerant', 'tolerant')",0.42408854,0.37078223,1.4738892,1.4591656,0.1459093,0.1647519,0.0188426
31,0.7348195,0.647963,"('evil', 'good')",-1.5069231,-1.5911616,-0.8660138,-0.9973916,-0.5460391,-0.6468634,-0.1008243
32,0.7414734,0.785981,"('unkind', 'kind')",1.7012256,1.7131455,1.1408234,1.0569419,1.1945074,1.1853561,-0.0091513
33,1.2087098,1.133677,"('wrong', 'right')",-0.3073049,-0.34218532,-0.2983525,-0.29401714,0.2010175,0.1658249,-0.0351926
34,0.07554359,0.20536457,"('mean', 'honorable')",-0.20560098,-0.053800024,6.2143292,6.194742,2.0280906,2.1154356,0.087345
35,1.8404007,1.6100278,"('corrupt', 'incorrupt')",-1.6652836,-1.8279885,0.01972051,-0.18623567,0.0649459,-0.1347321,-0.199678
36,0.45979595,0.34402555,"('hostile', 'amicable')",-2.1076956,-2.3385987,0.28612593,0.065593675,-0.4539246,-0.6429931,-0.1890685
37,-0.36983943,-0.2336568,"('fake', 'genuine')",0.26477545,0.3423362,0.36355796,0.39786303,0.0861647,0.1688475,0.0826828
