,transmission_male,transmission_female,tuple,average_male,average_female,female-male
0,-0.0846951,-0.13013777,"('unsociable', 'sociable')",-0.0846951,-0.1301378,-0.0454427
1,1.3518317,1.2278084,"('unfriendly', 'friendly')",1.3518317,1.2278084,-0.1240233
2,0.20271719,0.2190712,"('unlikable', 'likable')",0.2027172,0.2190712,0.016354
3,0.2364109,0.49677154,"('repellent', 'pleasant')",0.2364109,0.4967715,0.2603606
4,-7.0874867,-7.303367,"('disliked', 'liked')",-7.0874867,-7.3033671,-0.2158804
5,-0.102170795,-0.11822206,"('distant', 'outgoing')",-0.1021708,-0.1182221,-0.0160513
6,0.15974215,0.12262213,"('distant', 'open')",0.1597421,0.1226221,-0.03712
7,0.8049435,1.0002486,"('insensitive', 'sensitive')",0.8049435,1.0002486,0.1953051
8,1.3245796,1.2308577,"('unaffectionate', 'affectionate')",1.3245796,1.2308577,-0.0937219
9,1.8779422,1.8111038,"('unaffectionate', 'caring')",1.8779422,1.8111038,-0.0668384
10,0.22288221,0.4995195,"('unsympathetic', 'sympathetic')",0.2228822,0.4995195,0.2766373
11,1.5147359,1.5785732,"('unhelpful', 'helpful')",1.5147359,1.5785732,0.0638373
12,-1.3313459,-1.3730623,"('unsupportive', 'supportive')",-1.3313459,-1.3730623,-0.0417164
13,-0.1819998,-0.038694195,"('impolite', 'polite')",-0.1819998,-0.0386942,0.1433056
14,0.09795065,0.113661334,"('antisocial', 'social')",0.0979507,0.1136613,0.0157106
15,0.8014447,0.7222428,"('boring', 'funny')",0.8014447,0.7222428,-0.0792019
16,-0.45652178,-0.5268269,"('unpopular', 'popular')",-0.4565218,-0.5268269,-0.0703051
17,-0.044078674,0.022015236,"('nasty', 'nice')",-0.0440787,0.0220152,0.0660939
18,-0.7497151,-0.64606965,"('disagreeable', 'welcoming')",-0.7497151,-0.6460696,0.1036455
19,-0.14194132,-0.14846802,"('inhospitable', 'hospitable')",-0.1419413,-0.148468,-0.0065267
20,0.3387236,0.3256507,"('rough', 'thoughtful')",0.3387236,0.3256507,-0.0130729
21,-0.3890994,-0.14267564,"('immoral', 'moral')",-0.3890994,-0.1426756,0.2464238
22,-0.6618728,-0.57562745,"('untrustworthy', 'trustworthy')",-0.6618728,-0.5756274,0.0862454
23,5.958255,6.164592,"('insincere', 'sincere')",5.9582548,6.1645918,0.206337
24,1.0740756,1.084302,"('dishonest', 'honest')",1.0740756,1.0843019,0.0102263
25,0.9566593,0.92117107,"('egoistic', 'altruistic')",0.9566593,0.9211711,-0.0354882
26,1.8491809,1.5430164,"('hardhearted', 'benevolent')",1.8491809,1.5430164,-0.3061645
27,1.5768807,1.5182704,"('hardhearted', 'softhearted')",1.5768807,1.5182704,-0.0586103
28,1.0559982,0.95519984,"('disloyal', 'loyal')",1.0559982,0.9551998,-0.1007984
29,-0.26519322,-0.3832727,"('unfair', 'fair')",-0.2651932,-0.3832727,-0.1180795
30,0.80059195,0.92220414,"('intolerant', 'tolerant')",0.8005919,0.9222041,0.1216122
31,-0.90880513,-0.9675141,"('evil', 'good')",-0.9088051,-0.9675141,-0.058709
32,0.85136044,0.8552976,"('unkind', 'kind')",0.8513604,0.8552976,0.0039372
33,0.39649534,0.17810048,"('wrong', 'right')",0.3964953,0.1781005,-0.2183948
34,4.3407903,4.5782776,"('mean', 'honorable')",4.3407903,4.5782776,0.2374873
35,-0.47954223,-0.78642225,"('corrupt', 'incorrupt')",-0.4795422,-0.7864223,-0.3068801
36,-0.042131413,-0.37558421,"('hostile', 'amicable')",-0.0421314,-0.3755842,-0.3334528
37,0.805986,0.90200627,"('fake', 'genuine')",0.805986,0.9020063,0.0960203
38,-0.1510476,-0.1446485,"('untruthful', 'truthful')",-0.1510476,-0.1446485,0.0063991
39,0.41116008,0.5150725,"('exploitative', 'cooperative')",0.4111601,0.5150725,0.1039124
40,-1.7841879,-1.7726619,"('stingy', 'generous')",-1.7841879,-1.7726619,0.011526
41,0.60303366,0.40808052,"('unforgiving', 'forgiving')",0.6030337,0.4080805,-0.1949532
42,-3.0284197,-2.8743863,"('unreliable', 'reliable')",-3.0284197,-2.8743863,0.1540334
43,0.7062177,0.8247917,"('irresponsible', 'responsible')",0.7062177,0.8247917,0.118574
44,-1.3470838,-1.3125961,"('prejudiced', 'unprejudiced')",-1.3470838,-1.3125961,0.0344877
45,0.1260238,0.044527248,"('incompetent', 'competent')",0.1260238,0.0445272,-0.0814966
46,-1.2693223,-1.2637918,"('uncompetitive', 'competitive')",-1.2693223,-1.2637918,0.0055305
47,5.0019374,5.0990243,"('stupid', 'smart')",5.0019374,5.0990243,0.0970869
48,0.4092651,0.42229944,"('unintelligent', 'intelligent')",0.4092651,0.4222994,0.0130343
49,-0.19531989,0.0040349793,"('unable', 'able')",-0.1953199,0.004035,0.1993549
50,-0.76483625,-0.70083874,"('clumsy', 'skillful')",-0.7648363,-0.7008387,0.0639976
51,-0.1946915,-0.030394584,"('uneducated', 'educated')",-0.1946915,-0.0303946,0.1642969
52,0.5420392,0.18658186,"('irrational', 'rational')",0.5420392,0.1865819,-0.3554573
53,0.15299012,0.0612931,"('uncreative', 'creative')",0.1529901,0.0612931,-0.091697
54,0.8698374,1.0048146,"('incapable', 'capable')",0.8698374,1.0048146,0.1349772
55,-0.11561558,0.16854078,"('incompetent', 'clever')",-0.1156156,0.1685408,0.2841564
56,0.21751654,0.26257622,"('impractical', 'practical')",0.2175165,0.2625762,0.0450597
57,-2.3480268,-2.4509332,"('unimaginative', 'imaginative')",-2.3480268,-2.4509332,-0.1029064
58,0.5446783,0.558495,"('undiscriminating', 'discriminating')",0.5446783,0.558495,0.0138167
59,0.2998212,0.24267147,"('foolish', 'wise')",0.2998212,0.2426715,-0.0571497
60,-0.12859021,0.17820965,"('inefficient', 'efficient')",-0.1285902,0.1782096,0.3067998
61,0.45013398,0.31631193,"('illogical', 'logical')",0.450134,0.3163119,-0.1338221
62,0.2801893,0.49390575,"('incompetent', 'brilliant')",0.2801893,0.4939058,0.2137165
63,-0.04596679,0.026593227,"('unperceptive', 'insightful')",-0.0459668,0.0265932,0.07256
64,-6.478809,-6.4268756,"('shy', 'confident')",-6.4788089,-6.4268756,0.0519333
