,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-1.3581934,-1.4965978,"('unsociable', 'sociable')",-0.058292296,-0.18517338,-0.7082428,-0.8408856,-0.1326428
1,-0.5191005,-0.71746266,"('unfriendly', 'friendly')",1.4460881,1.2333381,0.4634938,0.2579377,-0.2055561
2,0.6566775,0.68725127,"('unlikable', 'likable')",0.8456677,0.85082245,0.7511726,0.7690369,0.0178643
3,-0.7892467,-0.7735672,"('repellent', 'pleasant')",0.59519476,0.6463872,-0.097026,-0.06359,0.033436
4,0.69546556,0.5564306,"('disliked', 'liked')",-6.298491,-6.460975,-2.8015127,-2.9522724,-0.1507597
5,-0.04899486,-0.038880236,"('distant', 'outgoing')",-0.45353135,-0.59485626,-0.2512631,-0.3168682,-0.0656051
6,-0.035857204,-0.060331076,"('distant', 'open')",-0.43137395,-0.62211597,-0.2336156,-0.3412235,-0.1076079
7,-0.6096352,-0.58134687,"('insensitive', 'sensitive')",0.25857857,0.2821085,-0.1755283,-0.1496192,0.0259091
8,-0.3398621,-0.38815573,"('unaffectionate', 'affectionate')",0.6696279,0.5118905,0.1648829,0.0618674,-0.1030155
9,-0.6828124,-0.7511205,"('unaffectionate', 'caring')",0.9213059,0.83153325,0.1192468,0.0402064,-0.0790404
10,-2.3325775,-2.457491,"('unsympathetic', 'sympathetic')",-0.78196216,-0.79404175,-1.5572698,-1.6257663,-0.0684965
11,-1.5544031,-1.5477669,"('unhelpful', 'helpful')",0.90799135,1.0115554,-0.3232059,-0.2681057,0.0551002
12,-0.68198955,-0.69543886,"('unsupportive', 'supportive')",-1.8339353,-1.8550761,-1.2579625,-1.2752575,-0.017295
13,-1.6063647,-1.5745388,"('impolite', 'polite')",-1.2440356,-1.192224,-1.4252002,-1.3833814,0.0418188
14,-0.6004734,-0.6515974,"('antisocial', 'social')",0.16725501,0.09266779,-0.2166092,-0.2794648,-0.0628556
15,0.6135899,0.57933366,"('boring', 'funny')",0.22180343,0.18799523,0.4176967,0.3836644,-0.0340323
16,0.75485045,0.66100264,"('unpopular', 'popular')",0.4577347,0.3752383,0.6062926,0.5181205,-0.0881721
17,-0.0071435254,0.033798993,"('nasty', 'nice')",-0.46221834,-0.4119569,-0.2346809,-0.189079,0.0456019
18,-0.7801273,-0.72336555,"('disagreeable', 'welcoming')",-0.47558063,-0.5873564,-0.627854,-0.6553609,-0.0275069
19,-0.61792254,-0.6077918,"('inhospitable', 'hospitable')",-0.48862037,-0.5005212,-0.5532715,-0.5541565,-0.000885
20,0.42601657,0.35907575,"('rough', 'thoughtful')",1.0346205,0.96637106,0.7303185,0.6627234,-0.0675951
21,-1.0924232,-1.0858165,"('immoral', 'moral')",-0.5849034,-0.48547056,-0.8386633,-0.7856435,0.0530198
22,-1.123108,-1.1144224,"('untrustworthy', 'trustworthy')",-0.92731804,-1.0246154,-1.025213,-1.0695189,-0.0443059
23,-1.5203253,-1.604674,"('insincere', 'sincere')",4.9392004,4.91437,1.7094376,1.6548481,-0.0545895
24,-0.86743456,-0.89199775,"('dishonest', 'honest')",0.3311482,0.27902043,-0.2681432,-0.3064887,-0.0383455
25,1.2474123,1.2744801,"('egoistic', 'altruistic')",1.6823112,1.6420625,1.4648618,1.4582713,-0.0065905
26,0.16429272,0.100303486,"('hardhearted', 'benevolent')",1.9989793,1.9197333,1.0816361,1.0100183,-0.0716178
27,-0.455955,-0.3560546,"('hardhearted', 'softhearted')",1.169414,1.0580349,0.3567295,0.3509901,-0.0057394
28,-1.4749877,-1.6749024,"('disloyal', 'loyal')",0.7399336,0.63630956,-0.3675271,-0.5192964,-0.1517693
29,0.40575176,0.33793306,"('unfair', 'fair')",-0.18057354,-0.31821695,0.1125891,0.0098581,-0.102731
30,-1.0613765,-1.0629052,"('intolerant', 'tolerant')",0.65853935,0.6253043,-0.2014185,-0.2188005,-0.017382
31,0.7160213,0.753162,"('evil', 'good')",-0.23721789,-0.3820354,0.2394017,0.1855633,-0.0538384
32,-0.67661905,-0.7016376,"('unkind', 'kind')",0.15406755,0.035610482,-0.2612758,-0.3330136,-0.0717378
33,0.938648,0.8314403,"('wrong', 'right')",-0.39067823,-0.42769146,0.2739849,0.2018744,-0.0721105
34,-0.8083716,-0.7232814,"('mean', 'honorable')",4.78985,4.954079,1.9907393,2.1153989,0.1246596
35,1.5875341,1.4856571,"('corrupt', 'incorrupt')",-0.0845125,-0.24580713,0.7515108,0.619925,-0.1315858
36,1.1775644,0.9791703,"('hostile', 'amicable')",0.0022858493,-0.21912412,0.5899251,0.3800231,-0.209902
37,0.18515876,0.12740907,"('fake', 'genuine')",-0.18044436,-0.1962071,0.0023572,-0.034399,-0.0367562
38,-0.84923345,-0.89454037,"('untruthful', 'truthful')",-0.6097245,-0.57807344,-0.729479,-0.7363069,-0.0068279
39,0.78936696,0.85196406,"('exploitative', 'cooperative')",0.37433589,0.4395174,0.5818514,0.6457407,0.0638893
40,0.7021914,0.6404235,"('stingy', 'generous')",-1.4827926,-1.6662607,-0.3903006,-0.5129186,-0.122618
41,-0.67737484,-0.78514576,"('unforgiving', 'forgiving')",0.032264404,-0.11904928,-0.3225552,-0.4520975,-0.1295423
42,0.34638357,0.41577554,"('unreliable', 'reliable')",-3.1928973,-3.2083032,-1.4232569,-1.3962638,0.0269931
43,-1.3851497,-1.3407599,"('irresponsible', 'responsible')",0.15829709,0.18280381,-0.6134263,-0.5789781,0.0344482
44,0.8059226,0.86171246,"('prejudiced', 'unprejudiced')",-1.477536,-1.5076054,-0.3358067,-0.3229465,0.0128602
45,-1.6749604,-1.8427769,"('incompetent', 'competent')",-0.07687253,-0.17102939,-0.8759165,-1.0069032,-0.1309867
46,-1.3130994,-1.4005419,"('uncompetitive', 'competitive')",-1.0768003,-1.0328975,-1.1949499,-1.2167196,-0.0217697
47,-0.45261592,-0.39853063,"('stupid', 'smart')",4.8866296,4.939746,2.2170069,2.2706077,0.0536008
48,0.29755586,0.25630456,"('unintelligent', 'intelligent')",0.89878166,0.9659948,0.5981687,0.6111497,0.012981
49,-0.3663151,-0.39257723,"('unable', 'able')",-0.38696447,-0.35958174,-0.3766398,-0.3760795,0.0005603
50,0.47728196,0.43691972,"('clumsy', 'skillful')",-0.20541745,-0.32246858,0.1359323,0.0572256,-0.0787067
51,-1.1523862,-1.1346189,"('uneducated', 'educated')",0.10108009,0.07626672,-0.5256531,-0.5291761,-0.003523
52,0.5311678,0.39794272,"('irrational', 'rational')",0.3084931,0.12743483,0.4198304,0.2626888,-0.1571416
53,-0.60211915,-0.6921184,"('uncreative', 'creative')",0.37364313,0.24132486,-0.114238,-0.2253968,-0.1111588
54,-0.30860874,-0.3315614,"('incapable', 'capable')",0.631416,0.6252701,0.1614036,0.1468544,-0.0145492
55,-1.3370056,-1.3447284,"('incompetent', 'clever')",0.33761662,0.38195696,-0.4996945,-0.4813857,0.0183088
56,-0.9113378,-0.9918864,"('impractical', 'practical')",-0.73320496,-0.7298063,-0.8222713,-0.8608463,-0.038575
57,-1.4853915,-1.6588976,"('unimaginative', 'imaginative')",-3.044007,-3.1171777,-2.2646992,-2.3880377,-0.1233385
58,0.12234893,-0.03211368,"('undiscriminating', 'discriminating')",0.15224119,0.036866345,0.1372951,0.0023763,-0.1349188
59,0.69434506,0.7234447,"('foolish', 'wise')",0.27260283,0.2469981,0.483474,0.4852214,0.0017474
60,-1.5068597,-1.4935726,"('inefficient', 'efficient')",-0.5174631,-0.32705364,-1.0121614,-0.9103131,0.1018483
61,0.1423597,-0.0018199976,"('illogical', 'logical')",0.77093923,0.5955938,0.4566495,0.2968869,-0.1597626
62,-1.0859045,-1.0781406,"('incompetent', 'brilliant')",0.32586834,0.44355586,-0.3800181,-0.3172924,0.0627257
63,-0.6895786,-0.6951252,"('unperceptive', 'insightful')",0.33907294,0.37806845,-0.1752528,-0.1585284,0.0167244
64,0.26499903,0.25410125,"('shy', 'confident')",-5.882558,-5.901765,-2.8087795,-2.8238318,-0.0150523
65,-0.67319894,-0.67624587,"('insecure', 'secure')",-0.39977223,-0.31400704,-0.5364856,-0.4951265,0.0413591
66,0.36679828,0.2638132,"('inactive', 'active')",0.5434245,0.50375086,0.4551114,0.383782,-0.0713294
67,0.14393127,0.16202813,"('doubtful', 'determined')",-0.4382867,-0.43331248,-0.1471777,-0.1356422,0.0115355
68,-0.50451446,-0.46135393,"('dependent', 'independent')",-0.7061526,-0.7104556,-0.6053336,-0.5859048,0.0194288
69,2.0426579,1.9960684,"('lazy', 'industrious')",-0.29887217,-0.31300727,0.8718928,0.8415306,-0.0303622
70,-1.1738311,-1.145934,"('lethargic', 'energetic')",-0.16286747,-0.17344382,-0.6683493,-0.6596889,0.0086604
71,0.44472286,0.39949477,"('diffident', 'self-confident')",0.64224565,0.5872947,0.5434843,0.4933947,-0.0500896
72,-0.765867,-0.74515194,"('unambitious', 'ambitious')",-0.44606194,-0.44408992,-0.6059645,-0.5946209,0.0113436
73,1.3430271,1.3637805,"('helpless', 'self-reliant')",-2.8152025,-2.8528807,-0.7360877,-0.7445501,-0.0084624
74,-0.8838836,-1.020425,"('undedicated', 'dedicated')",-0.301127,-0.45143604,-0.5925053,-0.7359305,-0.1434252
75,0.106741406,0.11434685,"('meek', 'impulsive')",-0.6477516,-0.6225226,-0.2705051,-0.2540879,0.0164172
76,-0.35293728,-0.25639945,"('anxious', 'daring')",-0.6592554,-0.5607044,-0.5060964,-0.4085519,0.0975445
77,-0.98807013,-1.0565739,"('unmotivated', 'motivated')",-1.3039099,-1.1184437,-1.14599,-1.0875088,0.0584812
78,-0.20152368,-0.2778206,"('nonresilient', 'resilient')",0.11802502,0.11325089,-0.0417493,-0.0822849,-0.0405356
79,0.00421698,-0.048652638,"('wavering', 'unwavering')",-0.44080532,-0.49083826,-0.2182942,-0.2697454,-0.0514512
80,-0.28298396,-0.30872798,"('dominated', 'dominating')",-0.7379063,-0.58060586,-0.5104451,-0.4446669,0.0657782
81,-1.37863,-1.4007056,"('submissive', 'aggressive')",-0.867176,-0.6814724,-1.122903,-1.0410891,0.0818139
82,-0.68235016,-0.666405,"('poor', 'rich')",5.6565666,5.616268,2.4871082,2.4749315,-0.0121767
83,0.16436844,0.064946815,"('powerless', 'powerful')",-0.9347264,-0.9123456,-0.385179,-0.4236994,-0.0385204
84,1.2044286,1.1481581,"('inferior', 'superior')",1.1547036,1.104551,1.1795661,1.1263545,-0.0532116
85,1.6381058,1.5627944,"('insignificant', 'prestigious')",0.42101932,0.26304317,1.0295625,0.9129188,-0.1166437
86,-1.8774359,-2.0454063,"('uninfluential', 'influential')",-0.32377607,-0.45688027,-1.100606,-1.2511433,-0.1505373
87,0.5214241,0.41260135,"('unsuccessful', 'successful')",1.1210465,1.1563611,0.8212353,0.7844812,-0.0367541
88,-0.3018782,-0.38419557,"('low', 'eminent')",-0.539512,-0.59038293,-0.4206951,-0.4872892,-0.0665941
