,graham_male,graham_female,tuple,holdings_male,holdings_female,co_male,co_female,average_male,average_female,female-male
0,0.25223884,0.030129813,"('unsociable', 'sociable')",-0.047531743,-0.25586626,-0.12429479,-0.27869347,0.0268041,-0.1681433,-0.1949474
1,-0.34314463,-0.29410052,"('unfriendly', 'friendly')",0.663489,0.5496186,1.4069406,1.4050082,0.5757616,0.5535088,-0.0222528
2,0.6585087,0.7191371,"('unlikable', 'likable')",1.472572,1.6100469,0.9543695,1.140244,1.0284834,1.156476,0.1279926
3,-0.08574267,0.015430227,"('repellent', 'pleasant')",-0.021924485,-0.005049868,0.5635976,0.56829673,0.1519768,0.1928924,0.0409156
4,-0.6276259,-0.76623917,"('disliked', 'liked')",0.47203717,0.37617373,-6.130595,-6.2576227,-2.0953946,-2.215896,-0.1205014
5,-0.42448923,-0.2662714,"('distant', 'outgoing')",-0.33965746,-0.25965953,-0.6132432,-0.36906072,-0.45913,-0.2983305,0.1607995
6,-0.6487621,-0.4187954,"('distant', 'open')",-0.6546136,-0.59956086,-0.55861175,-0.34689987,-0.6206625,-0.4550854,0.1655771
7,0.64914954,0.6120581,"('insensitive', 'sensitive')",0.4385876,0.4090074,0.052818596,0.09402245,0.3801852,0.371696,-0.0084892
8,0.61241144,0.63352144,"('unaffectionate', 'affectionate')",0.51409954,0.5122709,0.8273294,0.8585862,0.6512801,0.6681262,0.0168461
9,1.0105687,1.0499529,"('unaffectionate', 'caring')",0.8011921,0.70802903,1.2422191,1.2883908,1.0179933,1.0154576,-0.0025357
10,0.7065207,0.6104623,"('unsympathetic', 'sympathetic')",-0.099788405,-0.18201527,-0.09768142,-0.09700367,0.1696836,0.1104811,-0.0592025
11,0.8958229,0.8859349,"('unhelpful', 'helpful')",-0.10720024,-0.111704916,2.02916,2.147316,0.9392609,0.9738487,0.0345878
12,0.890496,0.84468615,"('unsupportive', 'supportive')",0.7918221,0.8037322,-1.7800742,-1.6653959,-0.0325854,-0.0056591,0.0269263
13,0.13910994,0.044120617,"('impolite', 'polite')",-0.2684447,-0.29329795,-0.06626644,-0.07387205,-0.0652004,-0.1076831,-0.0424827
14,1.254993,1.0380125,"('antisocial', 'social')",1.8711407,1.8875242,0.41118705,0.274018,1.1791069,1.0665182,-0.1125887
15,0.32223752,0.17494984,"('boring', 'funny')",-0.6104157,-0.6790469,0.6403195,0.64501834,0.1173805,0.0469737,-0.0704068
16,-2.1640623,-2.1198559,"('unpopular', 'popular')",-1.6229613,-1.4696428,-0.41474327,-0.31603342,-1.400589,-1.301844,0.098745
17,0.25119185,0.2721611,"('nasty', 'nice')",-0.9395042,-0.83319145,-0.016441837,0.046391368,-0.2349181,-0.1715463,0.0633718
18,-0.45485014,-0.43210387,"('disagreeable', 'welcoming')",0.047979534,0.21063729,-1.0273942,-0.94204134,-0.4780883,-0.387836,0.0902523
19,-0.06039687,0.04542675,"('inhospitable', 'hospitable')",-0.63004214,-0.5911739,-0.39327753,-0.24787894,-0.3612388,-0.264542,0.0966968
20,0.3961591,0.388395,"('rough', 'thoughtful')",-0.25632745,-0.049248356,0.15461163,0.16688612,0.0981478,0.1686776,0.0705298
21,0.38581848,0.36179277,"('immoral', 'moral')",0.023627527,0.039570242,-0.80162996,-0.72503996,-0.130728,-0.1078923,0.0228357
22,0.83813334,0.717788,"('untrustworthy', 'trustworthy')",-0.047133163,0.026466873,-0.5587278,-0.5742193,0.0774241,0.0566785,-0.0207456
23,1.401387,1.3343168,"('insincere', 'sincere')",0.075821534,0.030231435,5.598432,5.606014,2.3585469,2.3235207,-0.0350262
24,1.4934251,1.5245312,"('dishonest', 'honest')",-0.25358155,-0.16599907,0.6017034,0.65819,0.613849,0.6722407,0.0583917
25,0.003498681,0.06809609,"('egoistic', 'altruistic')",0.6590895,0.6477832,1.1748765,1.1893481,0.6124882,0.6350758,0.0225876
26,0.8593392,0.6644026,"('hardhearted', 'benevolent')",2.4370387,2.3724287,2.0989614,1.9490218,1.7984463,1.6619511,-0.1364952
27,0.50163895,0.61246043,"('hardhearted', 'softhearted')",-0.5438152,-0.53719765,0.64537746,0.6641441,0.2010671,0.246469,0.0454019
28,0.74857473,0.52731943,"('disloyal', 'loyal')",0.41998392,0.2514009,1.0728991,0.9017387,0.7471526,0.560153,-0.1869996
29,0.10480662,0.072487235,"('unfair', 'fair')",-0.8714488,-0.80853486,-0.7296083,-0.79640615,-0.4987502,-0.5108179,-0.0120677
30,1.5835469,1.6126428,"('intolerant', 'tolerant')",1.4884613,1.5240487,0.39494094,0.5607607,1.1556497,1.2324841,0.0768344
31,-0.8794077,-0.76317525,"('evil', 'good')",-0.80775964,-0.6919253,-1.1600405,-1.0595564,-0.9490693,-0.838219,0.1108503
32,-0.04283705,-0.2751101,"('unkind', 'kind')",0.24675259,0.15177093,1.1688275,0.99600494,0.457581,0.2908886,-0.1666924
33,0.04752341,0.010442302,"('wrong', 'right')",0.48353037,0.50308037,-0.7495588,-0.74824166,-0.072835,-0.0782397,-0.0054047
34,-0.63346606,-0.42667663,"('mean', 'honorable')",-0.08159274,0.08492154,4.91472,5.2038484,1.3998871,1.6206978,0.2208107
35,-1.2756337,-1.3454194,"('corrupt', 'incorrupt')",-1.450142,-1.435281,-0.5255626,-0.63914543,-1.0837794,-1.1399486,-0.0561692
36,-1.8391745,-1.8036582,"('hostile', 'amicable')",-0.73528266,-0.8230616,-0.31530195,-0.42707157,-0.963253,-1.0179305,-0.0546775
37,0.61751544,0.6262152,"('fake', 'genuine')",0.17166045,0.18045041,0.350756,0.39290845,0.3799773,0.399858,0.0198807
38,0.26972267,0.30803955,"('untruthful', 'truthful')",-0.2846504,-0.25055766,0.069614336,0.18504784,0.0182289,0.0808432,0.0626143
39,1.7622162,1.7538099,"('exploitative', 'cooperative')",-0.41965732,-0.20397894,0.2403292,0.28762648,0.5276294,0.6124858,0.0848564
40,-0.059875637,-0.068961754,"('stingy', 'generous')",0.8748755,0.88342124,-2.1170387,-2.075894,-0.434013,-0.4204782,0.0135348
41,0.40590027,0.33274558,"('unforgiving', 'forgiving')",0.24141325,0.28229916,0.722526,0.69042367,0.4566132,0.4351561,-0.0214571
42,0.36538857,0.3118622,"('unreliable', 'reliable')",0.9159053,1.090883,-2.9110756,-2.8098264,-0.5432606,-0.469027,0.0742336
43,1.1952292,1.2174592,"('irresponsible', 'responsible')",0.09559375,0.27813375,0.5320663,0.69222784,0.6076298,0.7292736,0.1216438
44,-1.1023233,-1.0799577,"('prejudiced', 'unprejudiced')",-0.64536035,-0.5019791,-1.4026984,-1.3860976,-1.0501273,-0.9893448,0.0607825
45,1.2795453,1.1373945,"('incompetent', 'competent')",0.44717458,0.47193557,-0.007685341,-0.034617275,0.5730115,0.5249043,-0.0481072
46,1.0203891,0.9422828,"('uncompetitive', 'competitive')",1.2053738,1.0894418,-0.36345795,-0.40754318,0.6207683,0.5413938,-0.0793745
47,-0.36782166,-0.2638315,"('stupid', 'smart')",-0.009251947,0.12249064,5.172107,5.3076754,1.5983445,1.7221115,0.123767
48,-0.26498446,-0.2808184,"('unintelligent', 'intelligent')",-0.62133324,-0.60330504,-0.78500104,-0.7459495,-0.5571063,-0.5433577,0.0137486
49,-0.33375937,-0.24809177,"('unable', 'able')",-1.1118374,-1.0079641,-0.7280352,-0.6472925,-0.724544,-0.6344495,0.0900945
50,-1.182342,-1.2616948,"('clumsy', 'skillful')",-0.58599365,-0.52976185,-0.8129369,-0.76176333,-0.8604242,-0.8510733,0.0093509
51,0.5359034,0.3297731,"('uneducated', 'educated')",0.15833122,0.001605765,0.4563529,0.28434527,0.3835292,0.2052414,-0.1782878
52,-1.2006153,-1.1529784,"('irrational', 'rational')",-0.92778856,-0.895859,-0.30938873,-0.30644882,-0.8125975,-0.7850954,0.0275021
53,-0.4579339,-0.4051325,"('uncreative', 'creative')",0.061215527,0.02860881,0.5703388,0.56462014,0.0578735,0.0626988,0.0048253
54,0.40271923,0.4565938,"('incapable', 'capable')",-0.13849889,-0.07999936,0.7679225,0.78274405,0.3440476,0.3864462,0.0423986
55,0.97653687,0.8911038,"('incompetent', 'clever')",0.14574143,0.12937295,0.09199277,0.15184972,0.404757,0.3907755,-0.0139815
56,2.0255203,1.9171587,"('impractical', 'practical')",0.76194334,0.825427,-0.06854069,-0.0675696,0.9063077,0.8916721,-0.0146356
57,0.45646194,0.20246832,"('unimaginative', 'imaginative')",0.44666678,0.32155228,-2.4437237,-2.5591033,-0.5135316,-0.6783609,-0.1648293
58,0.9816768,0.961368,"('undiscriminating', 'discriminating')",1.0110419,1.0658145,0.54423213,0.604418,0.8456503,0.8772002,0.0315499
59,-0.80343175,-0.71807253,"('foolish', 'wise')",-0.43517536,-0.3055329,-0.18813057,-0.08090754,-0.4755793,-0.368171,0.1074083
60,0.75037104,0.8072227,"('inefficient', 'efficient')",0.14919761,0.24343559,-0.4233036,-0.23299955,0.158755,0.2725529,0.1137979
61,-0.049137183,-0.20857932,"('illogical', 'logical')",-0.11499114,-0.19551848,0.02323433,-0.06255326,-0.0469647,-0.1555504,-0.1085857
62,1.7439089,1.762391,"('incompetent', 'brilliant')",0.7745347,0.903902,-0.09921391,0.121690504,0.8064099,0.9293278,0.1229179
63,0.5071458,0.4965038,"('unperceptive', 'insightful')",1.2096518,1.221626,0.22928575,0.37451118,0.6486944,0.697547,0.0488526
64,-0.7252698,-0.87761873,"('shy', 'confident')",0.6166764,0.72991925,-5.790883,-5.773788,-1.9664922,-1.9738291,-0.0073369
65,-0.12878819,-0.38560987,"('insecure', 'secure')",-0.02959489,-0.06076961,-0.12520865,-0.108915776,-0.0945306,-0.1850984,-0.0905678
66,0.415072,0.35107142,"('inactive', 'active')",0.5982717,0.56350553,1.037897,0.99884915,0.6837469,0.6378087,-0.0459382
67,1.0208199,1.0021436,"('doubtful', 'determined')",0.38086644,0.3990641,-0.36738008,-0.35829902,0.3447688,0.3476362,0.0028674
68,-0.034243166,-0.06458571,"('dependent', 'independent')",-1.5354531,-1.4646056,-1.7737525,-1.6900063,-1.1144829,-1.0730658,0.0414171
69,-0.51042444,-0.4078915,"('lazy', 'industrious')",0.02818178,0.11248095,-1.1989849,-1.1143712,-0.5604091,-0.4699272,0.0904819
70,1.5405929,1.4283938,"('lethargic', 'energetic')",1.1677954,1.1873175,0.37965575,0.45317596,1.0293481,1.0229624,-0.0063857
71,0.047650777,-0.03733714,"('diffident', 'self-confident')",0.8091723,0.76245564,0.260599,0.2750158,0.372474,0.3333781,-0.0390959
72,-0.45891947,-0.5261524,"('unambitious', 'ambitious')",0.085340336,0.11995464,-0.7631644,-0.72564656,-0.3789145,-0.3772814,0.0016331
73,0.25361988,0.37485754,"('helpless', 'self-reliant')",0.57630503,0.6839945,-3.3515706,-3.2239573,-0.8405485,-0.7217018,0.1188467
74,1.4796114,1.3862617,"('undedicated', 'dedicated')",0.6481927,0.70574635,0.11511959,0.08836811,0.7476412,0.7267921,-0.0208491
75,-0.52560896,-0.5283983,"('meek', 'impulsive')",0.09880375,0.14145213,-0.17961286,-0.09326828,-0.2021394,-0.1600715,0.0420679
76,1.2616713,1.2416588,"('anxious', 'daring')",0.20585917,0.28718773,-0.22937278,-0.19775493,0.4127192,0.4436972,0.030978
77,-0.91377205,-0.8213143,"('unmotivated', 'motivated')",0.22611165,0.21234205,-1.435269,-1.3304535,-0.7076431,-0.6464752,0.0611679
78,-0.5710518,-0.59278226,"('nonresilient', 'resilient')",-0.08132897,-0.11266333,-0.4457999,-0.32920823,-0.3660602,-0.3448846,0.0211756
79,-0.2016465,-0.22094123,"('wavering', 'unwavering')",-0.7647995,-0.7650375,-0.35035306,-0.39593104,-0.438933,-0.4606366,-0.0217036
80,0.90294135,0.7388585,"('dominated', 'dominating')",0.40203193,0.28248346,-0.050563097,-0.21121776,0.4181367,0.2700414,-0.1480953
81,0.5447,0.2631467,"('submissive', 'aggressive')",1.2325964,1.1029633,-0.60541457,-0.6523987,0.3906273,0.2379038,-0.1527235
82,-0.7212765,-0.7738057,"('poor', 'rich')",0.32306966,0.39013076,5.575697,5.6081257,1.7258301,1.7414835,0.0156534
83,-0.08821981,-0.12709796,"('powerless', 'powerful')",0.812173,0.84226364,-1.1741377,-1.2499118,-0.1500615,-0.1782487,-0.0281872
84,0.47534886,0.43275103,"('inferior', 'superior')",-0.14337946,-0.068587594,0.20880938,0.28656802,0.1802596,0.2169105,0.0366509
85,-0.993378,-0.864777,"('insignificant', 'prestigious')",-0.058780387,0.041732628,-0.65147066,-0.57034916,-0.5678763,-0.4644645,0.1034118
