,canteen_male,canteen_female,tuple,average_male,average_female,female-male
0,0.570627,0.3321746,"('unsociable', 'sociable')",0.570627,0.3321746,-0.2384524
1,1.4050877,1.4727005,"('unfriendly', 'friendly')",1.4050877,1.4727005,0.0676128
2,-0.042191632,0.16648082,"('unlikable', 'likable')",-0.0421916,0.1664808,0.2086724
3,-0.04112149,0.13007264,"('repellent', 'pleasant')",-0.0411215,0.1300726,0.1711941
4,-7.072874,-7.1923084,"('disliked', 'liked')",-7.0728741,-7.1923084,-0.1194343
5,-0.65815747,-0.50092953,"('distant', 'outgoing')",-0.6581575,-0.5009295,0.157228
6,-0.53116024,-0.40559733,"('distant', 'open')",-0.5311602,-0.4055973,0.1255629
7,0.7407058,0.79459566,"('insensitive', 'sensitive')",0.7407058,0.7945957,0.0538899
8,0.61017156,0.6898679,"('unaffectionate', 'affectionate')",0.6101716,0.6898679,0.0796963
9,1.3165371,1.4358417,"('unaffectionate', 'caring')",1.3165371,1.4358417,0.1193046
10,0.8660764,0.8508206,"('unsympathetic', 'sympathetic')",0.8660764,0.8508206,-0.0152558
11,2.5643272,2.50856,"('unhelpful', 'helpful')",2.5643272,2.5085599,-0.0557673
12,-1.5629333,-1.5781523,"('unsupportive', 'supportive')",-1.5629333,-1.5781523,-0.015219
13,0.58685297,0.53669995,"('impolite', 'polite')",0.586853,0.5367,-0.050153
14,-0.019436723,-0.07430686,"('antisocial', 'social')",-0.0194367,-0.0743069,-0.0548702
15,0.8933485,0.7431657,"('boring', 'funny')",0.8933485,0.7431657,-0.1501828
16,-0.33425522,-0.24316023,"('unpopular', 'popular')",-0.3342552,-0.2431602,0.091095
17,-0.38761842,-0.42535102,"('nasty', 'nice')",-0.3876184,-0.425351,-0.0377326
18,-1.1240764,-1.0451065,"('disagreeable', 'welcoming')",-1.1240764,-1.0451065,0.0789699
19,-0.39703125,-0.4163557,"('inhospitable', 'hospitable')",-0.3970312,-0.4163557,-0.0193245
20,0.51977843,0.59184617,"('rough', 'thoughtful')",0.5197784,0.5918462,0.0720678
21,-0.18328428,-0.16106531,"('immoral', 'moral')",-0.1832843,-0.1610653,0.022219
22,-0.6027343,-0.53382653,"('untrustworthy', 'trustworthy')",-0.6027343,-0.5338265,0.0689078
23,6.6491714,6.7097034,"('insincere', 'sincere')",6.6491714,6.7097034,0.060532
24,1.397662,1.6004314,"('dishonest', 'honest')",1.397662,1.6004314,0.2027694
25,0.38152868,0.36384088,"('egoistic', 'altruistic')",0.3815287,0.3638409,-0.0176878
26,1.2724668,1.0818722,"('hardhearted', 'benevolent')",1.2724668,1.0818722,-0.1905946
27,0.96722776,1.0678858,"('hardhearted', 'softhearted')",0.9672278,1.0678858,0.100658
28,1.0084383,0.9217165,"('disloyal', 'loyal')",1.0084383,0.9217165,-0.0867218
29,-0.912757,-0.98812485,"('unfair', 'fair')",-0.912757,-0.9881248,-0.0753678
30,1.3264165,1.2435585,"('intolerant', 'tolerant')",1.3264165,1.2435585,-0.082858
31,-2.0345662,-1.8184612,"('evil', 'good')",-2.0345662,-1.8184612,0.216105
32,1.2575313,1.1866308,"('unkind', 'kind')",1.2575313,1.1866308,-0.0709005
33,-0.8518169,-0.8113564,"('wrong', 'right')",-0.8518169,-0.8113564,0.0404605
34,4.3624406,4.540403,"('mean', 'honorable')",4.3624406,4.5404029,0.1779623
35,-0.8515998,-0.9623051,"('corrupt', 'incorrupt')",-0.8515998,-0.9623051,-0.1107053
36,-0.75816786,-0.9198128,"('hostile', 'amicable')",-0.7581679,-0.9198128,-0.1616449
37,0.32987493,0.41504392,"('fake', 'genuine')",0.3298749,0.4150439,0.085169
38,0.5499733,0.49694872,"('untruthful', 'truthful')",0.5499733,0.4969487,-0.0530246
39,0.031736165,0.10519572,"('exploitative', 'cooperative')",0.0317362,0.1051957,0.0734595
40,-2.3613994,-2.2784276,"('stingy', 'generous')",-2.3613994,-2.2784276,0.0829718
41,0.21840921,0.09777226,"('unforgiving', 'forgiving')",0.2184092,0.0977723,-0.1206369
42,-2.5196764,-2.4236228,"('unreliable', 'reliable')",-2.5196764,-2.4236228,0.0960536
