,nvr_male,nvr_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.28115806,0.07107256,"('unsociable', 'sociable')",0.4757464,0.25022152,0.3784522,0.160647,-0.2178052
1,-1.5425432,-1.7502116,"('unfriendly', 'friendly')",1.0662445,0.7257732,-0.2381493,-0.5122192,-0.2740699
2,0.4644759,0.4447476,"('unlikable', 'likable')",0.6179097,0.5905506,0.5411928,0.5176491,-0.0235437
3,0.507959,0.63332844,"('repellent', 'pleasant')",0.5467547,0.6382563,0.5273569,0.6357924,0.1084355
4,-0.63894004,-0.73937345,"('disliked', 'liked')",-6.1723876,-6.214246,-3.4056637,-3.4768095,-0.0711458
5,-1.8154788,-1.8153358,"('distant', 'outgoing')",-0.8729903,-0.9625412,-1.3442346,-1.3889384,-0.0447038
6,-2.1193895,-2.1528294,"('distant', 'open')",-0.660654,-0.8301462,-1.3900218,-1.4914877,-0.1014659
7,0.45428455,0.44656664,"('insensitive', 'sensitive')",0.8682652,0.80344105,0.6612749,0.6250038,-0.0362711
8,-1.4286212,-1.4796233,"('unaffectionate', 'affectionate')",-0.025325663,-0.25808656,-0.7269734,-0.8688549,-0.1418815
9,-0.94061726,-1.0448066,"('unaffectionate', 'caring')",0.74381155,0.5698299,-0.0984029,-0.2374884,-0.1390855
10,0.17510204,0.12908314,"('unsympathetic', 'sympathetic')",0.14983374,0.057449825,0.1624679,0.0932665,-0.0692014
11,1.0076036,0.98904735,"('unhelpful', 'helpful')",2.531025,2.5378625,1.7693143,1.7634549,-0.0058594
12,-0.0956986,-0.04483045,"('unsupportive', 'supportive')",-1.6100712,-1.6310134,-0.8528849,-0.8379219,0.014963
13,0.7841283,0.6605577,"('impolite', 'polite')",0.32220858,0.33391848,0.5531684,0.4972381,-0.0559303
14,0.9612465,0.96029335,"('antisocial', 'social')",0.4073431,0.33757234,0.6842948,0.6489328,-0.035362
15,0.64005053,0.42651522,"('boring', 'funny')",0.5430678,0.46723828,0.5915592,0.4468768,-0.1446824
