,pony_male,pony_female,tuple,average_male,average_female,female-male
0,-0.32507938,-0.32638985,"('unsociable', 'sociable')",-0.3250794,-0.3263898,-0.0013104
1,1.2657577,1.133422,"('unfriendly', 'friendly')",1.2657577,1.133422,-0.1323357
2,0.035306156,0.16190737,"('unlikable', 'likable')",0.0353062,0.1619074,0.1266012
3,0.7651091,0.8297436,"('repellent', 'pleasant')",0.7651091,0.8297436,0.0646345
4,-7.0779867,-7.281155,"('disliked', 'liked')",-7.0779867,-7.2811551,-0.2031684
5,-0.20329274,-0.23019898,"('distant', 'outgoing')",-0.2032927,-0.230199,-0.0269063
6,0.43409857,0.28967452,"('distant', 'open')",0.4340986,0.2896745,-0.1444241
7,0.77089983,0.80673057,"('insensitive', 'sensitive')",0.7708998,0.8067306,0.0358308
8,1.1829194,1.0071187,"('unaffectionate', 'affectionate')",1.1829194,1.0071187,-0.1758007
9,1.3823025,1.3664916,"('unaffectionate', 'caring')",1.3823025,1.3664916,-0.0158109
10,0.6035074,0.6921735,"('unsympathetic', 'sympathetic')",0.6035074,0.6921735,0.0886661
11,1.1841339,1.2921771,"('unhelpful', 'helpful')",1.1841339,1.2921771,0.1080432
12,-1.8525016,-1.8532465,"('unsupportive', 'supportive')",-1.8525016,-1.8532465,-0.0007449
13,-0.5322589,-0.36334723,"('impolite', 'polite')",-0.5322589,-0.3633472,0.1689117
14,-0.26537323,-0.21865402,"('antisocial', 'social')",-0.2653732,-0.218654,0.0467192
15,0.21102345,0.14535677,"('boring', 'funny')",0.2110234,0.1453568,-0.0656666
16,-0.21683067,-0.2803951,"('unpopular', 'popular')",-0.2168307,-0.2803951,-0.0635644
17,0.14634484,0.14960128,"('nasty', 'nice')",0.1463448,0.1496013,0.0032565
18,-0.47158086,-0.45224303,"('disagreeable', 'welcoming')",-0.4715809,-0.452243,0.0193379
19,-0.5730216,-0.59562397,"('inhospitable', 'hospitable')",-0.5730216,-0.595624,-0.0226024
20,0.9000582,0.84089303,"('rough', 'thoughtful')",0.9000582,0.840893,-0.0591652
21,-0.6860925,-0.43792352,"('immoral', 'moral')",-0.6860925,-0.4379235,0.248169
22,-0.5923311,-0.5523607,"('untrustworthy', 'trustworthy')",-0.5923311,-0.5523607,0.0399704
23,5.5461926,5.6961365,"('insincere', 'sincere')",5.5461926,5.6961365,0.1499439
24,1.1042806,1.1068563,"('dishonest', 'honest')",1.1042806,1.1068563,0.0025757
25,0.7119319,0.622669,"('egoistic', 'altruistic')",0.7119319,0.622669,-0.0892629
26,0.94246703,0.6992796,"('hardhearted', 'benevolent')",0.942467,0.6992796,-0.2431874
27,1.6473083,1.4158878,"('hardhearted', 'softhearted')",1.6473083,1.4158878,-0.2314205
28,1.0434619,1.0062459,"('disloyal', 'loyal')",1.0434619,1.0062459,-0.037216
29,-0.25354844,-0.42055935,"('unfair', 'fair')",-0.2535484,-0.4205593,-0.1670109
30,0.33808687,0.4728111,"('intolerant', 'tolerant')",0.3380869,0.4728111,0.1347242
31,-0.4506718,-0.65793794,"('evil', 'good')",-0.4506718,-0.6579379,-0.2072661
32,0.85267955,0.76531386,"('unkind', 'kind')",0.8526796,0.7653139,-0.0873657
33,-0.2942823,-0.31880245,"('wrong', 'right')",-0.2942823,-0.3188024,-0.0245201
34,4.1740594,4.3795476,"('mean', 'honorable')",4.1740594,4.3795476,0.2054882
35,-0.4005457,-0.70021296,"('corrupt', 'incorrupt')",-0.4005457,-0.700213,-0.2996673
36,-0.22588788,-0.4330347,"('hostile', 'amicable')",-0.2258879,-0.4330347,-0.2071468
37,0.8513901,0.8514925,"('fake', 'genuine')",0.8513901,0.8514925,0.0001024
38,-0.6519406,-0.57230335,"('untruthful', 'truthful')",-0.6519406,-0.5723034,0.0796372
39,0.1693477,0.24709135,"('exploitative', 'cooperative')",0.1693477,0.2470914,0.0777437
40,-1.3503495,-1.518317,"('stingy', 'generous')",-1.3503495,-1.518317,-0.1679675
41,0.17755434,0.16955447,"('unforgiving', 'forgiving')",0.1775543,0.1695545,-0.0079998
42,-1.9106746,-1.9102337,"('unreliable', 'reliable')",-1.9106746,-1.9102337,0.0004409
43,0.61357725,0.80281985,"('irresponsible', 'responsible')",0.6135772,0.8028198,0.1892426
44,-0.78406024,-0.74213326,"('prejudiced', 'unprejudiced')",-0.7840602,-0.7421333,0.0419269
45,0.007648116,-0.09926622,"('incompetent', 'competent')",0.0076481,-0.0992662,-0.1069143
46,-0.9358854,-0.8495606,"('uncompetitive', 'competitive')",-0.9358854,-0.8495606,0.0863248
47,4.4707503,4.682295,"('stupid', 'smart')",4.4707503,4.6822948,0.2115445
48,0.14505371,0.19835795,"('unintelligent', 'intelligent')",0.1450537,0.198358,0.0533043
49,-0.18148139,0.008796327,"('unable', 'able')",-0.1814814,0.0087963,0.1902777
50,-0.21588165,-0.24626458,"('clumsy', 'skillful')",-0.2158816,-0.2462646,-0.030383
51,-0.42885497,-0.39022624,"('uneducated', 'educated')",-0.428855,-0.3902262,0.0386288
52,0.07327772,-0.16313802,"('irrational', 'rational')",0.0732777,-0.163138,-0.2364157
53,0.29635218,0.1894014,"('uncreative', 'creative')",0.2963522,0.1894014,-0.1069508
54,0.8439595,0.9401954,"('incapable', 'capable')",0.8439595,0.9401954,0.0962359
55,0.21416445,0.33663833,"('incompetent', 'clever')",0.2141645,0.3366383,0.1224738
56,0.18937376,0.27744266,"('impractical', 'practical')",0.1893738,0.2774427,0.0880689
57,-2.3884192,-2.451724,"('unimaginative', 'imaginative')",-2.3884192,-2.4517241,-0.0633049
58,0.16580033,0.082504705,"('undiscriminating', 'discriminating')",0.1658003,0.0825047,-0.0832956
59,0.068763286,0.04854977,"('foolish', 'wise')",0.0687633,0.0485498,-0.0202135
60,-0.25819603,0.057156928,"('inefficient', 'efficient')",-0.258196,0.0571569,0.3153529
61,0.0639464,-0.033086978,"('illogical', 'logical')",0.0639464,-0.033087,-0.0970334
62,0.1610126,0.38879064,"('incompetent', 'brilliant')",0.1610126,0.3887906,0.227778
63,-0.36867106,-0.2555603,"('unperceptive', 'insightful')",-0.3686711,-0.2555603,0.1131108
64,-6.008974,-5.930481,"('shy', 'confident')",-6.0089741,-5.930481,0.0784931
65,0.1861739,0.33549473,"('insecure', 'secure')",0.1861739,0.3354947,0.1493208
66,0.49751976,0.3280899,"('inactive', 'active')",0.4975198,0.3280899,-0.1694299
67,-0.6709156,-0.53744984,"('doubtful', 'determined')",-0.6709156,-0.5374498,0.1334658
68,-1.0207586,-0.9084724,"('dependent', 'independent')",-1.0207586,-0.9084724,0.1122862
69,-1.3772981,-1.4541154,"('lazy', 'industrious')",-1.3772981,-1.4541154,-0.0768173
70,0.9788003,1.0394776,"('lethargic', 'energetic')",0.9788003,1.0394776,0.0606773
71,0.79656243,0.67447466,"('diffident', 'self-confident')",0.7965624,0.6744747,-0.1220877
72,0.6936257,0.8483648,"('unambitious', 'ambitious')",0.6936257,0.8483648,0.1547391
73,-2.8786523,-2.8555465,"('helpless', 'self-reliant')",-2.8786523,-2.8555465,0.0231058
74,-0.09929104,-0.24826154,"('undedicated', 'dedicated')",-0.099291,-0.2482615,-0.1489705
75,-0.63161916,-0.58839935,"('meek', 'impulsive')",-0.6316192,-0.5883994,0.0432198
76,0.3260154,0.4331385,"('anxious', 'daring')",0.3260154,0.4331385,0.1071231
77,-1.546497,-1.3473238,"('unmotivated', 'motivated')",-1.546497,-1.3473238,0.1991732
