,meredith_male,meredith_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.15484762,-0.010667935,"('unsociable', 'sociable')",-0.23188879,-0.26356822,-0.1933682,-0.1371181,0.0562501
1,1.6728878,1.6177645,"('unfriendly', 'friendly')",1.526075,1.386408,1.5994813,1.5020862,-0.0973951
2,0.5328799,0.5386296,"('unlikable', 'likable')",0.637844,0.631537,0.585362,0.5850833,-0.0002787
3,-1.4780132,-1.1607101,"('repellent', 'pleasant')",0.67150575,0.7718841,-0.4032537,-0.194413,0.2088407
4,-0.787455,-0.91918945,"('disliked', 'liked')",-7.0902386,-7.316654,-3.9388468,-4.1179218,-0.179075
5,0.4784719,0.29920486,"('distant', 'outgoing')",-0.3997107,-0.49861756,0.0393806,-0.0997064,-0.139087
6,0.4821988,0.34220964,"('distant', 'open')",-0.16156027,-0.3105988,0.1603193,0.0158054,-0.1445139
7,-0.1253258,0.12092948,"('insensitive', 'sensitive')",0.07243504,0.18382765,-0.0264454,0.1523786,0.178824
8,1.0237577,0.83075964,"('unaffectionate', 'affectionate')",0.58534306,0.4735571,0.8045504,0.6521584,-0.152392
9,1.5701935,1.5073582,"('unaffectionate', 'caring')",1.0747236,1.017406,1.3224585,1.262382,-0.0600765
10,-0.4540099,-0.111153334,"('unsympathetic', 'sympathetic')",-0.31176978,-0.2832626,-0.3828898,-0.197208,0.1856818
11,-0.4726543,-0.34493056,"('unhelpful', 'helpful')",1.6736687,1.8243428,0.6005072,0.7397062,0.139199
12,1.1859303,1.2940631,"('unsupportive', 'supportive')",-1.7109051,-1.7555766,-0.2624874,-0.2307568,0.0317306
13,-0.41917658,-0.2699518,"('impolite', 'polite')",-0.9851395,-0.87832534,-0.702158,-0.5741386,0.1280194
14,0.45379165,0.60143596,"('antisocial', 'social')",-0.32752594,-0.31017584,0.0631329,0.1456301,0.0824972
15,-0.036701478,-0.19361472,"('boring', 'funny')",-0.31673864,-0.31078836,-0.1767201,-0.2522016,-0.0754815
16,-0.74814785,-0.80546516,"('unpopular', 'popular')",0.40850195,0.30394235,-0.1698229,-0.2507614,-0.0809385
