,humana_male,humana_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.49379745,0.48100698,"('unsociable', 'sociable')",-0.41959646,-0.57809615,0.0371005,-0.0485446,-0.0856451
1,-1.2322998,-1.2243356,"('unfriendly', 'friendly')",1.4222686,1.2765814,0.0949844,0.0261229,-0.0688615
2,0.8823364,0.8942364,"('unlikable', 'likable')",0.86519253,0.91722494,0.8737645,0.9057307,0.0319662
3,0.5790997,0.8063526,"('repellent', 'pleasant')",0.52788544,0.59021413,0.5534925,0.6982834,0.1447909
4,-1.164128,-1.1296315,"('disliked', 'liked')",-6.6386037,-6.723808,-3.9013658,-3.9267197,-0.0253539
5,-1.6110598,-1.5682743,"('distant', 'outgoing')",-0.4352532,-0.4581775,-1.0231565,-1.0132259,0.0099306
6,-1.8645034,-1.7594926,"('distant', 'open')",-0.14759317,-0.17263713,-1.0060483,-0.9660649,0.0399834
7,0.40709662,0.56063217,"('insensitive', 'sensitive')",0.27774343,0.3740361,0.34242,0.4673342,0.1249142
8,-0.8542926,-0.8698315,"('unaffectionate', 'affectionate')",0.6135003,0.523384,-0.1203961,-0.1732238,-0.0528277
9,-0.6644025,-0.55372566,"('unaffectionate', 'caring')",0.86423427,0.89352345,0.0999159,0.1698989,0.069983
10,0.8906515,1.0520489,"('unsympathetic', 'sympathetic')",-0.32416406,-0.27760944,0.2832437,0.3872197,0.103976
11,1.118609,1.2227991,"('unhelpful', 'helpful')",2.010597,2.1236227,1.564603,1.6732109,0.1086079
12,0.3190862,0.5559763,"('unsupportive', 'supportive')",-2.0409129,-1.9951972,-0.8609133,-0.7196105,0.1413028
13,0.9474781,0.90464216,"('impolite', 'polite')",-0.46320367,-0.412625,0.2421372,0.2460086,0.0038714
14,2.0057216,2.0364738,"('antisocial', 'social')",-0.103041,-0.1819838,0.9513403,0.927245,-0.0240953
15,-0.38417733,-0.552066,"('boring', 'funny')",0.47551396,0.3416871,0.0456683,-0.1051895,-0.1508578
16,-1.2235954,-1.20001,"('unpopular', 'popular')",0.5546907,0.4863924,-0.3344523,-0.3568088,-0.0223565
17,-0.024408646,0.08229833,"('nasty', 'nice')",-0.108230785,-0.10290751,-0.0663197,-0.0103046,0.0560151
18,-0.31916887,-0.22468522,"('disagreeable', 'welcoming')",-0.34384897,-0.3522635,-0.3315089,-0.2884744,0.0430345
19,-1.4836109,-1.4282081,"('inhospitable', 'hospitable')",-0.20792626,-0.1303264,-0.8457686,-0.7792673,0.0665013
20,0.6370512,0.63045084,"('rough', 'thoughtful')",1.0846478,1.0284638,0.8608495,0.8294573,-0.0313922
