,tattoo_male,tattoo_female,tuple,average_male,average_female,female-male
0,0.036644317,-0.07259568,"('unsociable', 'sociable')",0.0366443,-0.0725957,-0.10924
1,1.852068,1.835819,"('unfriendly', 'friendly')",1.8520679,1.835819,-0.0162489
2,0.39777333,0.5114913,"('unlikable', 'likable')",0.3977733,0.5114913,0.113718
3,0.10907585,0.038482472,"('repellent', 'pleasant')",0.1090759,0.0384825,-0.0705934
4,-7.246699,-7.23802,"('disliked', 'liked')",-7.2466989,-7.2380199,0.008679
5,-0.5676299,-0.5510329,"('distant', 'outgoing')",-0.5676299,-0.5510329,0.016597
6,0.103554495,0.10572605,"('distant', 'open')",0.1035545,0.105726,0.0021715
7,0.59498084,0.5883208,"('insensitive', 'sensitive')",0.5949808,0.5883208,-0.00666
8,1.5740275,1.4378595,"('unaffectionate', 'affectionate')",1.5740275,1.4378595,-0.136168
9,2.2388935,2.2316272,"('unaffectionate', 'caring')",2.2388935,2.2316272,-0.0072663
10,0.46485984,0.37200007,"('unsympathetic', 'sympathetic')",0.4648598,0.3720001,-0.0928597
11,1.775119,1.9021109,"('unhelpful', 'helpful')",1.7751189,1.9021109,0.126992
12,-1.397091,-1.416367,"('unsupportive', 'supportive')",-1.397091,-1.4163671,-0.0192761
13,-0.09697136,-0.151627,"('impolite', 'polite')",-0.0969714,-0.151627,-0.0546556
14,-0.07162459,-0.1662141,"('antisocial', 'social')",-0.0716246,-0.1662141,-0.0945895
15,0.58534336,0.51179916,"('boring', 'funny')",0.5853434,0.5117992,-0.0735442
16,-0.17523153,-0.16559711,"('unpopular', 'popular')",-0.1752315,-0.1655971,0.0096344
17,-0.65227187,-0.60492057,"('nasty', 'nice')",-0.6522719,-0.6049206,0.0473513
18,-0.8848849,-0.9055341,"('disagreeable', 'welcoming')",-0.8848849,-0.9055341,-0.0206492
19,-0.59604764,-0.50437,"('inhospitable', 'hospitable')",-0.5960476,-0.50437,0.0916776
20,0.49763197,0.3710203,"('rough', 'thoughtful')",0.497632,0.3710203,-0.1266117
21,-0.6461117,-0.5501144,"('immoral', 'moral')",-0.6461117,-0.5501144,0.0959973
22,-0.80283195,-0.90334284,"('untrustworthy', 'trustworthy')",-0.8028319,-0.9033428,-0.1005109
23,6.5233603,6.599358,"('insincere', 'sincere')",6.5233603,6.5993581,0.0759978
24,1.6510789,1.5804857,"('dishonest', 'honest')",1.6510789,1.5804857,-0.0705932
25,0.6392901,0.54332954,"('egoistic', 'altruistic')",0.6392901,0.5433295,-0.0959606
26,1.746377,1.6513128,"('hardhearted', 'benevolent')",1.746377,1.6513128,-0.0950642
27,1.1979,1.0112416,"('hardhearted', 'softhearted')",1.1979001,1.0112416,-0.1866585
28,1.3241973,1.2858363,"('disloyal', 'loyal')",1.3241973,1.2858363,-0.038361
29,-0.5540258,-0.6580286,"('unfair', 'fair')",-0.5540258,-0.6580286,-0.1040028
30,0.91731787,0.9560627,"('intolerant', 'tolerant')",0.9173179,0.9560627,0.0387448
31,-1.2081636,-1.3252792,"('evil', 'good')",-1.2081636,-1.3252792,-0.1171156
32,1.577603,1.5258818,"('unkind', 'kind')",1.577603,1.5258818,-0.0517212
33,-0.27788708,-0.27185032,"('wrong', 'right')",-0.2778871,-0.2718503,0.0060368
34,4.304555,4.447168,"('mean', 'honorable')",4.3045549,4.4471679,0.142613
35,-1.1360029,-1.2789216,"('corrupt', 'incorrupt')",-1.1360029,-1.2789216,-0.1429187
36,-0.87666553,-0.9529059,"('hostile', 'amicable')",-0.8766655,-0.9529059,-0.0762404
37,0.5712679,0.4512461,"('fake', 'genuine')",0.5712679,0.4512461,-0.1200218
38,-0.017845117,0.09775012,"('untruthful', 'truthful')",-0.0178451,0.0977501,0.1155952
