,tattoo_male,tattoo_female,tuple,average_male,average_female,female-male
39,0.10502184,0.15429515,"('exploitative', 'cooperative')",0.1050218,0.1542951,0.0492733
40,-2.2044067,-2.456311,"('stingy', 'generous')",-2.2044067,-2.456311,-0.2519043
41,0.042561848,0.020537455,"('unforgiving', 'forgiving')",0.0425618,0.0205375,-0.0220243
42,-2.5778477,-2.5633323,"('unreliable', 'reliable')",-2.5778477,-2.5633323,0.0145154
43,1.1939597,1.2604098,"('irresponsible', 'responsible')",1.1939597,1.2604098,0.0664501
44,-1.6398213,-1.6376767,"('prejudiced', 'unprejudiced')",-1.6398213,-1.6376767,0.0021446
45,0.2113102,0.1115568,"('incompetent', 'competent')",0.2113102,0.1115568,-0.0997534
46,-0.9922092,-1.0378065,"('uncompetitive', 'competitive')",-0.9922092,-1.0378065,-0.0455973
47,5.0420356,5.1943626,"('stupid', 'smart')",5.0420356,5.1943626,0.152327
48,0.7420089,0.713734,"('unintelligent', 'intelligent')",0.7420089,0.713734,-0.0282749
49,-0.13182631,-0.040071398,"('unable', 'able')",-0.1318263,-0.0400714,0.0917549
50,-0.38000613,-0.41201434,"('clumsy', 'skillful')",-0.3800061,-0.4120143,-0.0320082
51,-0.30545783,-0.36880466,"('uneducated', 'educated')",-0.3054578,-0.3688047,-0.0633469
52,-0.5163329,-0.56690097,"('irrational', 'rational')",-0.5163329,-0.566901,-0.0505681
53,0.60172313,0.58636504,"('uncreative', 'creative')",0.6017231,0.586365,-0.0153581
54,1.3023623,1.3764292,"('incapable', 'capable')",1.3023623,1.3764292,0.0740669
55,0.5885052,0.54261386,"('incompetent', 'clever')",0.5885052,0.5426139,-0.0458913
56,0.87773025,0.9332582,"('impractical', 'practical')",0.8777303,0.9332582,0.0555279
57,-2.548063,-2.6422374,"('unimaginative', 'imaginative')",-2.548063,-2.6422374,-0.0941744
58,-0.08400077,-0.1284226,"('undiscriminating', 'discriminating')",-0.0840008,-0.1284226,-0.0444218
59,-0.24624434,-0.19806266,"('foolish', 'wise')",-0.2462443,-0.1980627,0.0481816
60,0.59642327,0.7219129,"('inefficient', 'efficient')",0.5964233,0.7219129,0.1254896
61,-0.092688374,-0.21091816,"('illogical', 'logical')",-0.0926884,-0.2109182,-0.1182298
62,0.7400702,0.84439427,"('incompetent', 'brilliant')",0.7400702,0.8443943,0.1043241
63,-0.14988917,-0.09252441,"('unperceptive', 'insightful')",-0.1498892,-0.0925244,0.0573648
64,-6.7437935,-6.750334,"('shy', 'confident')",-6.7437935,-6.7503338,-0.0065403
65,0.17861621,0.23599777,"('insecure', 'secure')",0.1786162,0.2359978,0.0573816
66,-0.7573759,-0.90539765,"('inactive', 'active')",-0.7573759,-0.9053977,-0.1480218
67,-0.5270714,-0.4253453,"('doubtful', 'determined')",-0.5270714,-0.4253453,0.1017261
68,-1.4636807,-1.4910007,"('dependent', 'independent')",-1.4636807,-1.4910007,-0.02732
69,-1.9018773,-1.9336034,"('lazy', 'industrious')",-1.9018773,-1.9336034,-0.0317261
70,0.39580175,0.23807393,"('lethargic', 'energetic')",0.3958018,0.2380739,-0.1577279
71,1.0369769,1.1005641,"('diffident', 'self-confident')",1.0369769,1.1005641,0.0635872
72,0.82829803,0.822676,"('unambitious', 'ambitious')",0.828298,0.822676,-0.005622
73,-2.9012487,-2.8493955,"('helpless', 'self-reliant')",-2.9012487,-2.8493955,0.0518532
74,0.06204439,-0.03145715,"('undedicated', 'dedicated')",0.0620444,-0.0314571,-0.0935015
75,-1.0837617,-1.0648054,"('meek', 'impulsive')",-1.0837617,-1.0648054,0.0189563
76,0.32757652,0.3579293,"('anxious', 'daring')",0.3275765,0.3579293,0.0303528
77,-1.2720652,-1.1071475,"('unmotivated', 'motivated')",-1.2720652,-1.1071475,0.1649177
78,-0.55904233,-0.60867894,"('nonresilient', 'resilient')",-0.5590423,-0.6086789,-0.0496366
79,-0.28514436,-0.274298,"('wavering', 'unwavering')",-0.2851444,-0.274298,0.0108464
80,-0.9314724,-1.0159677,"('dominated', 'dominating')",-0.9314724,-1.0159677,-0.0844953
81,-0.62587893,-0.56206405,"('submissive', 'aggressive')",-0.6258789,-0.5620641,0.0638148
82,6.2428837,6.229304,"('poor', 'rich')",6.2428837,6.2293038,-0.0135799
83,-0.38999134,-0.41433233,"('powerless', 'powerful')",-0.3899913,-0.4143323,-0.024341
84,0.2365165,0.22834142,"('inferior', 'superior')",0.2365165,0.2283414,-0.0081751
85,-0.048088115,-0.010630905,"('insignificant', 'prestigious')",-0.0480881,-0.0106309,0.0374572
86,0.37264645,0.18095353,"('uninfluential', 'influential')",0.3726465,0.1809535,-0.191693
87,-0.20491058,-0.13524973,"('unsuccessful', 'successful')",-0.2049106,-0.1352497,0.0696609
88,0.07962801,0.13139887,"('low', 'eminent')",0.079628,0.1313989,0.0517709
