,universal_male,universal_female,tuple,health_male,health_female,services_male,services_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.33203262,-0.3705048,"('unsociable', 'sociable')",-0.4874094,-0.57814175,0.3032224,0.16742747,-0.32873648,-0.45809788,-0.211239,-0.3098292,-0.0985902
1,-0.30578852,-0.177121,"('unfriendly', 'friendly')",1.2523308,1.3332342,-0.24292704,-0.21479233,1.9724125,1.9440137,0.6690069,0.7213336,0.0523267
2,0.49191487,0.5143092,"('unlikable', 'likable')",1.1833237,1.2184849,1.7658674,1.7967299,0.91947395,0.97160774,1.090145,1.1252829,0.0351379
3,-1.0355754,-0.8904878,"('repellent', 'pleasant')",-1.4889694,-1.3037674,-0.41726634,-0.30647758,0.21355708,0.23112226,-0.6820635,-0.5674027,0.1146608
4,-0.047003314,-0.043506306,"('disliked', 'liked')",1.0396649,1.0481479,0.6728061,0.74006945,-6.0323095,-6.0446396,-1.0917104,-1.0749822,0.0167282
5,0.2736016,0.31589448,"('distant', 'outgoing')",0.6945299,0.7593074,-0.3837675,-0.32845956,-0.076723665,-0.067356996,0.1269101,0.1698463,0.0429362
6,1.0538418,1.1612705,"('distant', 'open')",1.0993112,1.2439159,-0.4327923,-0.3270787,0.6558012,0.6308294,0.5940405,0.6772343,0.0831938
7,0.098850824,0.15585048,"('insensitive', 'sensitive')",-0.54682857,-0.47679546,0.061155103,0.11439457,0.80195594,0.7748529,0.1037833,0.1420756,0.0382923
8,-0.45724422,-0.41244254,"('unaffectionate', 'affectionate')",0.5545943,0.50727975,-0.39633372,-0.4026954,0.7684028,0.69911623,0.1173548,0.0978145,-0.0195403
9,1.1132083,1.2120281,"('unaffectionate', 'caring')",1.4510367,1.4739795,0.9352672,0.953797,1.43576,1.4364438,1.2338181,1.269062,0.0352439
10,-0.34137306,-0.25357795,"('unsympathetic', 'sympathetic')",-0.8883244,-0.78809685,-0.303553,-0.15963729,-0.22130784,-0.25308365,-0.4386396,-0.3635989,0.0750407
11,-0.18709713,-0.15773827,"('unhelpful', 'helpful')",-0.45811078,-0.50030136,1.0208157,1.020214,2.0763605,2.117969,0.612992,0.6200358,0.0070438
12,2.312455,2.4786284,"('unsupportive', 'supportive')",2.5238376,2.7497754,1.8782054,2.162017,-1.4619244,-1.387645,1.3131433,1.500694,0.1875507
13,0.32692793,0.22979596,"('impolite', 'polite')",-0.43643302,-0.5315303,0.15490279,0.08438186,-0.33680046,-0.4472086,-0.0728507,-0.1661403,-0.0932896
14,-0.02416962,-0.1307861,"('antisocial', 'social')",-0.42208993,-0.5141236,0.43996185,0.35469872,-0.65623957,-0.7397265,-0.1656343,-0.2574844,-0.0918501
15,-0.09745121,-0.26382226,"('boring', 'funny')",0.5666896,0.367571,0.28246123,0.11847386,0.81299865,0.72666126,0.3911746,0.237221,-0.1539536
16,-0.93648297,-0.9016021,"('unpopular', 'popular')",0.29839432,0.32006377,-0.008678634,0.042190764,0.37485105,0.37889302,-0.0679791,-0.0401136,0.0278655
17,-0.4509723,-0.46545598,"('nasty', 'nice')",-0.15942806,-0.074413426,0.6191673,0.6538109,-0.04542739,-0.013850149,-0.0091651,0.0250228,0.0341879
18,1.0498796,1.0855771,"('disagreeable', 'welcoming')",0.31074232,0.34006712,1.1314262,1.1334692,-0.1493823,-0.18564019,0.5856665,0.5933684,0.0077019
19,-0.5602045,-0.48376328,"('inhospitable', 'hospitable')",0.61257815,0.63575953,0.21553664,0.28727785,0.4311801,0.47553197,0.1747726,0.2287015,0.0539289
20,-0.15614328,-0.16731934,"('rough', 'thoughtful')",-0.35815635,-0.30560398,-0.32210484,-0.31619936,0.8911555,0.84743017,0.0136878,0.0145769,0.0008891
21,0.11651519,0.07777926,"('immoral', 'moral')",0.69124085,0.6619924,1.0181952,1.0366167,-0.48646963,-0.4614927,0.3348704,0.3287239,-0.0061465
22,-0.6076511,-0.5675487,"('untrustworthy', 'trustworthy')",-0.21697882,-0.19726995,0.24138865,0.24940227,-0.6252169,-0.6999707,-0.3021145,-0.3038468,-0.0017323
23,0.7537701,0.81576747,"('insincere', 'sincere')",-0.14974222,-0.107712336,0.9824095,0.88222843,6.0061536,5.9250603,1.8981477,1.8788359,-0.0193118
24,0.32102993,0.33747977,"('dishonest', 'honest')",0.4922024,0.44411176,0.16857591,0.07967937,1.2938496,1.2025038,0.5689144,0.5159436,-0.0529708
25,0.19596377,0.13587041,"('egoistic', 'altruistic')",0.8844213,0.8151405,1.092951,1.0195111,1.7238655,1.709766,0.9743004,0.920072,-0.0542284
26,1.2339154,1.1973066,"('hardhearted', 'benevolent')",2.2969046,2.2484112,2.1352398,2.1006007,2.0432205,2.0574577,1.92732,1.900944,-0.026376
27,0.510885,0.49342796,"('hardhearted', 'softhearted')",1.0436097,0.98343104,1.2666093,1.2862065,1.9736457,1.8428019,1.1986874,1.1514668,-0.0472206
28,-0.21329966,-0.27220398,"('disloyal', 'loyal')",0.08195302,-0.053032428,-0.23957531,-0.34656477,1.2817316,1.2111939,0.2277024,0.1348482,-0.0928542
29,0.6035144,0.62430817,"('unfair', 'fair')",-0.0081848875,0.07862212,-0.42958578,-0.42860508,-0.24993552,-0.36285532,-0.021048,-0.0221325,-0.0010845
30,0.041204613,0.029255914,"('intolerant', 'tolerant')",-0.2877507,-0.3328195,0.44313857,0.37353614,1.0338482,0.9152475,0.3076102,0.246305,-0.0613052
31,-0.7448609,-0.5804457,"('evil', 'good')",0.04537587,0.2984883,-0.8320075,-0.6983147,-0.62329036,-0.5933707,-0.5386957,-0.3934107,0.145285
32,1.8615333,1.8022494,"('unkind', 'kind')",2.4196205,2.2590492,2.1529713,2.041927,1.7385259,1.6459105,2.0431628,1.937284,-0.1058788
33,0.79747677,0.7935463,"('wrong', 'right')",0.95252913,0.94490695,0.614576,0.6491574,-0.55359495,-0.6246129,0.4527468,0.4407494,-0.0119974
34,0.2971665,0.4625708,"('mean', 'honorable')",0.9178738,1.0846206,0.26463032,0.33811384,5.9437776,6.0345745,1.855862,1.97997,0.124108
35,1.213627,1.0455356,"('corrupt', 'incorrupt')",0.24812295,0.1925605,-0.1855489,-0.2762309,0.3489918,0.19065385,0.4062982,0.2881297,-0.1181685
36,0.022614606,0.03557159,"('hostile', 'amicable')",0.27989188,0.43497553,-1.3236119,-1.3220848,0.2385337,0.12700218,-0.1956429,-0.1811339,0.014509
37,-0.18939778,-0.1499997,"('fake', 'genuine')",0.20685591,0.19435625,0.20888701,0.22840348,0.41313955,0.38414013,0.1598712,0.164225,0.0043538
38,0.4255949,0.51009524,"('untruthful', 'truthful')",0.7673308,0.8390149,0.43452123,0.4905728,0.25290883,0.3212202,0.4700889,0.5402258,0.0701369
39,1.4421967,1.4116362,"('exploitative', 'cooperative')",0.16032791,0.121681094,0.8781435,0.80646044,0.45160797,0.40097684,0.733069,0.6851887,-0.0478803
40,1.8486998,1.8887678,"('stingy', 'generous')",1.1574202,1.233459,1.102674,1.2145754,-1.1075565,-1.2219286,0.7503095,0.7787184,0.0284089
41,0.7461921,0.78320354,"('unforgiving', 'forgiving')",0.8278193,0.92555565,1.6243052,1.6963917,0.5789938,0.48811337,0.9443276,0.9733161,0.0289885
42,1.7562113,1.8206722,"('unreliable', 'reliable')",1.5028347,1.5636269,1.7394294,1.9294565,-2.5386028,-2.5276954,0.6149682,0.696515,0.0815468
43,0.4253242,0.50405365,"('irresponsible', 'responsible')",0.6481889,0.7255027,0.22333072,0.2965172,0.528333,0.5150778,0.4562942,0.5102878,0.0539936
44,-0.1390345,-0.19335264,"('prejudiced', 'unprejudiced')",-0.5408782,-0.5220252,0.45973456,0.454261,-1.2776568,-1.2794164,-0.3744587,-0.3851333,-0.0106746
45,-1.0602555,-0.8640629,"('incompetent', 'competent')",-1.124427,-0.78993475,-0.18265405,0.034915008,-0.6667019,-0.7245393,-0.7585096,-0.5859055,0.1726041
46,-1.043388,-0.9485965,"('uncompetitive', 'competitive')",-0.7966693,-0.64869577,-0.08581734,0.07829608,-0.9463557,-1.0033671,-0.7180576,-0.6305908,0.0874668
47,-0.10117479,-0.06571901,"('stupid', 'smart')",1.0861303,1.1004523,1.3510004,1.3398082,5.6155457,5.632646,1.9878755,2.001797,0.0139215
48,0.36747468,0.38654855,"('unintelligent', 'intelligent')",0.5411131,0.5364645,-0.18081617,-0.1547306,0.5707848,0.5695672,0.3246391,0.3344624,0.0098233
49,-0.5833779,-0.5102226,"('unable', 'able')",0.15413973,0.24576923,0.6026904,0.7285511,-0.02023158,0.056263223,0.0383052,0.1300902,0.091785
50,0.08586504,0.0973229,"('clumsy', 'skillful')",1.0926712,1.042486,0.975762,1.0678595,-0.039711434,-0.12027253,0.5286467,0.5218489,-0.0067978
51,-1.2351832,-1.3059553,"('uneducated', 'educated')",-0.22385874,-0.35741556,0.28544593,0.18253604,0.58882594,0.4908028,-0.1461925,-0.247508,-0.1013155
52,0.26263767,0.09922145,"('irrational', 'rational')",0.36065066,0.2244673,-0.12302096,-0.3548543,0.069756195,-0.06738442,0.1425059,-0.0246375,-0.1671434
53,-1.2245702,-1.2071999,"('uncreative', 'creative')",-0.57793486,-0.57897484,-0.7011758,-0.6727885,0.7884728,0.7383523,-0.428802,-0.4301528,-0.0013508
54,-0.16745886,-0.15031426,"('incapable', 'capable')",0.79882115,0.7347611,0.5229106,0.5131228,1.3869809,1.4423746,0.6353135,0.634986,-0.0003275
55,-1.8805802,-1.7869599,"('incompetent', 'clever')",-1.9507312,-1.8733336,-0.7529986,-0.6509005,-0.042202182,-0.07449186,-1.1566279,-1.0964215,0.0602064
56,1.3397795,1.3667732,"('impractical', 'practical')",0.4648128,0.5548065,0.6343157,0.6673163,-0.19892462,-0.21672106,0.5599959,0.5930437,0.0330478
57,-1.0692037,-1.0609514,"('unimaginative', 'imaginative')",-0.69967717,-0.6338899,-1.0885212,-0.97800267,-2.6445346,-2.6656435,-1.3754842,-1.3346219,0.0408623
58,-1.867719,-1.8175116,"('undiscriminating', 'discriminating')",-1.4274944,-1.315471,-0.75518095,-0.66577464,-0.059269622,-0.118525386,-1.027416,-0.9793206,0.0480954
59,1.6626558,1.6416696,"('foolish', 'wise')",2.4199421,2.3596265,1.0144403,0.9664971,0.7039914,0.6775997,1.4502574,1.4113482,-0.0389092
60,-0.5225229,-0.42240557,"('inefficient', 'efficient')",-1.1875948,-1.0980166,0.46614286,0.49677503,-0.47769374,-0.3875602,-0.4304171,-0.3528019,0.0776152
61,-0.7194095,-0.7937632,"('illogical', 'logical')",-0.6136201,-0.6495425,-0.121542856,-0.26087967,0.2874024,0.13997437,-0.2917925,-0.3910528,-0.0992603
