,tellabs_male,tellabs_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.258438,0.17944118,"('unsociable', 'sociable')",-0.3659433,-0.5332447,-0.0537527,-0.1769018,-0.1231491
1,-1.0561637,-1.2474391,"('unfriendly', 'friendly')",1.8703438,1.689273,0.4070901,0.2209169,-0.1861732
2,0.60491705,0.6437045,"('unlikable', 'likable')",0.42605963,0.548416,0.5154883,0.5960603,0.080572
3,-0.23821218,-0.15065888,"('repellent', 'pleasant')",0.16188037,0.21683696,-0.0381659,0.033089,0.0712549
4,-0.5733319,-0.620508,"('disliked', 'liked')",-6.0464826,-6.166014,-3.3099072,-3.3932612,-0.083354
5,-1.4883507,-1.5116438,"('distant', 'outgoing')",-0.16753244,-0.18695441,-0.8279416,-0.8492991,-0.0213575
6,-1.7182515,-1.7560499,"('distant', 'open')",0.31777933,0.29795387,-0.7002361,-0.729048,-0.0288119
7,0.27891728,0.3958385,"('insensitive', 'sensitive')",0.6088953,0.6571172,0.4439063,0.5264778,0.0825715
8,-1.2091174,-1.2821524,"('unaffectionate', 'affectionate')",1.1296272,0.9565251,-0.0397451,-0.1628137,-0.1230686
9,-1.1209469,-1.1657716,"('unaffectionate', 'caring')",1.1627612,1.0652314,0.0209072,-0.0502701,-0.0711773
10,-0.13945863,-0.10318694,"('unsympathetic', 'sympathetic')",-0.5436034,-0.56052643,-0.341531,-0.3318567,0.0096743
11,0.04365358,0.12791786,"('unhelpful', 'helpful')",1.1625662,1.288604,0.6031099,0.708261,0.1051511
12,-0.09518622,0.032578453,"('unsupportive', 'supportive')",-1.8637497,-1.8556745,-0.979468,-0.911548,0.06792
13,0.6207318,0.6161066,"('impolite', 'polite')",-0.58567804,-0.4975838,0.0175269,0.0592614,0.0417345
14,1.2512478,1.2859262,"('antisocial', 'social')",-0.31698704,-0.3587179,0.4671304,0.4636042,-0.0035262
15,0.022740783,-0.079777986,"('boring', 'funny')",0.6278195,0.6210183,0.3252801,0.2706202,-0.0546599
16,-0.80269784,-0.72271323,"('unpopular', 'popular')",0.31864774,0.44125783,-0.242025,-0.1407277,0.1012973
17,-0.43986854,-0.3281043,"('nasty', 'nice')",-0.61146414,-0.5808012,-0.5256664,-0.4544528,0.0712136
18,-0.25141025,-0.19176024,"('disagreeable', 'welcoming')",-0.45639548,-0.44812664,-0.3539029,-0.3199434,0.0339595
19,-1.7603192,-1.7732906,"('inhospitable', 'hospitable')",-0.17797588,-0.13800612,-0.9691476,-0.9556484,0.0134992
20,0.07616939,0.13116418,"('rough', 'thoughtful')",1.1263326,1.1156286,0.601251,0.6233964,0.0221454
21,1.1538728,1.1884168,"('immoral', 'moral')",-0.71579707,-0.6271608,0.2190379,0.280628,0.0615901
22,0.9635936,0.96871233,"('untrustworthy', 'trustworthy')",-0.7531952,-0.82413846,0.1051992,0.0722869,-0.0329123
23,0.03301962,0.051879622,"('insincere', 'sincere')",5.1292586,5.1914515,2.5811391,2.6216655,0.0405264
24,0.3629943,0.31822973,"('dishonest', 'honest')",0.6560216,0.609861,0.509508,0.4640454,-0.0454626
25,-0.09713693,-0.09729707,"('egoistic', 'altruistic')",1.6870025,1.6061075,0.7949328,0.7544052,-0.0405276
26,0.16050228,0.017495861,"('hardhearted', 'benevolent')",1.9014653,1.7301471,1.0309838,0.8738215,-0.1571623
27,-0.3055506,-0.21810998,"('hardhearted', 'softhearted')",1.4330347,1.3495692,0.563742,0.5657296,0.0019876
28,-0.5484377,-0.6524334,"('disloyal', 'loyal')",0.85952365,0.7204964,0.155543,0.0340315,-0.1215115
29,-0.4007652,-0.46695536,"('unfair', 'fair')",-0.13254054,-0.31919158,-0.2666529,-0.3930735,-0.1264206
30,1.3892789,1.4120901,"('intolerant', 'tolerant')",1.1500245,1.1720743,1.2696517,1.2920822,0.0224305
31,-1.6176099,-1.637688,"('evil', 'good')",-0.52989674,-0.6778159,-1.0737534,-1.157752,-0.0839986
32,0.883707,0.8696877,"('unkind', 'kind')",0.75428534,0.638361,0.8189962,0.7540243,-0.0649719
33,0.09285489,-0.0047202595,"('wrong', 'right')",-0.1878117,-0.32412001,-0.0474784,-0.1644201,-0.1169417
34,-0.1419113,-0.011121627,"('mean', 'honorable')",5.592362,5.8843355,2.7252252,2.9366069,0.2113817
35,-0.63215214,-0.7601369,"('corrupt', 'incorrupt')",0.14499766,-0.052295934,-0.2435772,-0.4062164,-0.1626392
36,-1.8321195,-1.9710561,"('hostile', 'amicable')",0.46935302,0.18590458,-0.6813833,-0.8925757,-0.2111924
37,0.3560682,0.3388946,"('fake', 'genuine')",0.5344094,0.5423516,0.4452388,0.4406231,-0.0046157
38,-0.25991082,-0.27058414,"('untruthful', 'truthful')",-0.33964172,-0.28009942,-0.2997763,-0.2753418,0.0244345
39,0.83120793,0.85361713,"('exploitative', 'cooperative')",0.29822773,0.2782463,0.5647178,0.5659317,0.0012139
40,0.18272369,0.1915509,"('stingy', 'generous')",-0.9151985,-1.0073905,-0.3662374,-0.4079198,-0.0416824
41,0.6786496,0.71570224,"('unforgiving', 'forgiving')",0.19140823,0.079582974,0.4350289,0.3976426,-0.0373863
42,0.35219854,0.51536,"('unreliable', 'reliable')",-3.1449342,-3.0011492,-1.3963678,-1.2428946,0.1534732
43,0.19031647,0.26919666,"('irresponsible', 'responsible')",0.3373748,0.35508215,0.2638456,0.3121394,0.0482938
44,0.31452325,0.33532137,"('prejudiced', 'unprejudiced')",-1.3534138,-1.3094472,-0.5194453,-0.4870629,0.0323824
45,0.1401507,0.21700919,"('incompetent', 'competent')",0.15801223,0.13670497,0.1490815,0.1768571,0.0277756
46,0.32056168,0.35834342,"('uncompetitive', 'competitive')",-0.69540155,-0.71671504,-0.1874199,-0.1791858,0.0082341
47,0.6326928,0.7290007,"('stupid', 'smart')",5.145739,5.3326535,2.8892159,3.030827,0.1416111
48,0.30710965,0.3611108,"('unintelligent', 'intelligent')",0.6037952,0.64666975,0.4554524,0.5038903,0.0484379
49,-0.19654536,0.006388055,"('unable', 'able')",-0.4326795,-0.2611259,-0.3146124,-0.1273689,0.1872435
50,-0.20845008,-0.15157557,"('clumsy', 'skillful')",0.09411297,0.11746045,-0.0571686,-0.0170576,0.040111
51,0.028498044,-0.08685279,"('uneducated', 'educated')",0.4024011,0.38681415,0.2154496,0.1499807,-0.0654689
52,-0.685961,-0.9198735,"('irrational', 'rational')",0.5814968,0.41307577,-0.0522321,-0.2533988,-0.2011667
53,-1.6691246,-1.6695446,"('uncreative', 'creative')",0.82025784,0.78413075,-0.4244334,-0.4427069,-0.0182735
54,-0.6839036,-0.74668056,"('incapable', 'capable')",1.0545673,1.1015816,0.1853319,0.1774505,-0.0078814
55,0.69624454,0.8282965,"('incompetent', 'clever')",0.23936759,0.31555897,0.4678061,0.5719277,0.1041216
56,0.7250087,0.76282847,"('impractical', 'practical')",-0.39649826,-0.28124288,0.1642552,0.2407928,0.0765376
57,-0.5075871,-0.5812917,"('unimaginative', 'imaginative')",-1.9587156,-2.1007004,-1.2331513,-1.340996,-0.1078447
58,-0.019119767,-0.09047027,"('undiscriminating', 'discriminating')",0.30352178,0.20353173,0.142201,0.0565307,-0.0856703
59,-0.04772239,-0.02986828,"('foolish', 'wise')",0.3584823,0.3829338,0.15538,0.1765328,0.0211528
60,1.699307,1.8721195,"('inefficient', 'efficient')",-0.30651382,-0.08374556,0.6963966,0.894187,0.1977904
61,0.26916507,0.13591546,"('illogical', 'logical')",0.33412927,0.13496041,0.3016472,0.1354379,-0.1662093
62,0.6859558,0.8459243,"('incompetent', 'brilliant')",-0.09844705,0.1567705,0.2937544,0.5013474,0.207593
63,0.23640028,0.35629222,"('unperceptive', 'insightful')",0.7981117,0.93237805,0.517256,0.6443352,0.1270792
64,0.8099401,0.81489515,"('shy', 'confident')",-6.43995,-6.4875746,-2.8150048,-2.8363397,-0.0213349
65,0.9055312,0.9111658,"('insecure', 'secure')",-0.45444852,-0.33248597,0.2255414,0.2893399,0.0637985
66,-1.3417188,-1.4142213,"('inactive', 'active')",0.63222474,0.5654291,-0.354747,-0.4243961,-0.0696491
67,0.57669336,0.5798101,"('doubtful', 'determined')",-0.63623786,-0.56380486,-0.0297723,0.0080026,0.0377749
68,-0.46992615,-0.46391383,"('dependent', 'independent')",-0.56075126,-0.51812166,-0.5153387,-0.4910178,0.0243209
69,-0.2569332,-0.3029951,"('lazy', 'industrious')",-0.3736622,-0.39263117,-0.3152977,-0.3478131,-0.0325154
70,0.15845345,0.2437205,"('lethargic', 'energetic')",0.5723406,0.6241517,0.365397,0.4339361,0.0685391
71,-0.33767077,-0.3090458,"('diffident', 'self-confident')",0.37272662,0.36945826,0.0175279,0.0302062,0.0126783
72,-0.08307602,-0.07145578,"('unambitious', 'ambitious')",-0.6743243,-0.6321602,-0.3787001,-0.351808,0.0268921
73,0.34215128,0.2849263,"('helpless', 'self-reliant')",-2.6348674,-2.6715224,-1.146358,-1.1932981,-0.0469401
74,0.36972648,0.3847155,"('undedicated', 'dedicated')",0.27183953,0.20811357,0.320783,0.2964145,-0.0243685
75,-0.8015303,-0.8383821,"('meek', 'impulsive')",-0.33882704,-0.30273154,-0.5701787,-0.5705568,-0.0003781
76,0.5249246,0.6652493,"('anxious', 'daring')",0.043599427,0.26388398,0.284262,0.4645666,0.1803046
77,-0.17621258,-0.14237107,"('unmotivated', 'motivated')",-1.1440039,-1.0568199,-0.6601082,-0.5995955,0.0605127
78,-0.52096325,-0.3741087,"('nonresilient', 'resilient')",0.07880528,0.17031816,-0.221079,-0.1018953,0.1191837
79,-1.6969782,-1.7374672,"('wavering', 'unwavering')",0.003001174,0.05275039,-0.8469885,-0.8423584,0.0046301
80,0.9332357,0.98235565,"('dominated', 'dominating')",-1.3471394,-1.2317973,-0.2069518,-0.1247208,0.082231
81,1.0750839,1.0898309,"('submissive', 'aggressive')",-0.92192125,-0.79403526,0.0765813,0.1478978,0.0713165
82,-0.55831325,-0.4945936,"('poor', 'rich')",5.8554254,6.0687623,2.648556,2.7870843,0.1385283
83,-0.07431634,-0.049854834,"('powerless', 'powerful')",-1.0191464,-1.0973303,-0.5467314,-0.5735926,-0.0268612
