,viatris_male,viatris_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,0.018043019,-0.14308344,"('unsociable', 'sociable')",-0.27501667,-0.4092961,-0.1284868,-0.2761898,-0.147703
1,-1.545492,-1.616452,"('unfriendly', 'friendly')",1.5916489,1.4361757,0.0230784,-0.0901381,-0.1132165
2,0.83475196,0.8748852,"('unlikable', 'likable')",0.76597357,0.881854,0.8003628,0.8783696,0.0780068
3,-0.49628967,-0.31844205,"('repellent', 'pleasant')",0.047205854,0.18404767,-0.2245419,-0.0671972,0.1573447
4,-0.670169,-0.69049406,"('disliked', 'liked')",-6.259305,-6.113927,-3.4647369,-3.4022105,0.0625264
5,-1.7797694,-1.7917213,"('distant', 'outgoing')",-0.20788264,-0.3131746,-0.993826,-1.052448,-0.058622
6,-2.0690222,-2.0677967,"('distant', 'open')",0.29866004,0.1334362,-0.8851811,-0.9671803,-0.0819992
7,0.16843882,0.2300326,"('insensitive', 'sensitive')",0.59172696,0.6252109,0.3800829,0.4276217,0.0475388
8,-1.4122976,-1.3743154,"('unaffectionate', 'affectionate')",0.76778543,0.6088233,-0.3222561,-0.382746,-0.0604899
9,-1.3680096,-1.3150816,"('unaffectionate', 'caring')",1.0996382,1.0032169,-0.1341857,-0.1559324,-0.0217467
10,-0.2207602,-0.19339621,"('unsympathetic', 'sympathetic')",-0.05025549,-0.08200043,-0.1355078,-0.1376983,-0.0021905
11,0.4526856,0.520493,"('unhelpful', 'helpful')",1.75526,1.7529069,1.1039728,1.1366999,0.0327271
12,-0.34916222,-0.17786849,"('unsupportive', 'supportive')",-1.8022825,-1.7394947,-1.0757223,-0.9586816,0.1170407
13,0.30474555,0.2563128,"('impolite', 'polite')",-0.4622537,-0.45234776,-0.0787541,-0.0980175,-0.0192634
14,1.2003849,1.1505349,"('antisocial', 'social')",-0.0873964,-0.0723808,0.5564942,0.539077,-0.0174172
15,-0.094690084,-0.21770088,"('boring', 'funny')",0.8679601,0.8163946,0.386635,0.2993469,-0.0872881
16,-1.0552216,-0.8845842,"('unpopular', 'popular')",0.10388905,0.25543573,-0.4756663,-0.3145742,0.1610921
17,-0.3043175,-0.22333422,"('nasty', 'nice')",-0.27700186,-0.27342084,-0.2906597,-0.2483775,0.0422822
18,-0.078848004,0.0436507,"('disagreeable', 'welcoming')",-0.41676143,-0.39878586,-0.2478047,-0.1775676,0.0702371
19,-1.5171238,-1.5398567,"('inhospitable', 'hospitable')",-0.17342068,-0.18357527,-0.8452722,-0.861716,-0.0164438
20,0.36456144,0.42054904,"('rough', 'thoughtful')",1.0293062,1.0088917,0.6969338,0.7147204,0.0177866
21,0.6593952,0.64869505,"('immoral', 'moral')",-0.5696362,-0.38723022,0.0448795,0.1307324,0.0858529
22,0.6846422,0.6786909,"('untrustworthy', 'trustworthy')",-0.7287951,-0.80539083,-0.0220765,-0.06335,-0.0412735
23,0.2902599,0.27169356,"('insincere', 'sincere')",5.6294303,5.4238133,2.9598451,2.8477535,-0.1120916
24,-0.1532062,-0.19214964,"('dishonest', 'honest')",0.9679556,0.8864692,0.4073747,0.3471598,-0.0602149
25,-0.39053923,-0.3892386,"('egoistic', 'altruistic')",1.5231725,1.449807,0.5663166,0.5302842,-0.0360324
26,0.29432786,0.20235565,"('hardhearted', 'benevolent')",1.8934904,1.8528585,1.0939091,1.0276071,-0.066302
27,-0.06000427,0.025102932,"('hardhearted', 'softhearted')",1.334581,1.2441558,0.6372884,0.6346294,-0.002659
28,-0.39575619,-0.52682084,"('disloyal', 'loyal')",0.84104985,0.71622145,0.2226468,0.0947003,-0.1279465
29,-1.118964,-1.2183797,"('unfair', 'fair')",-0.6043557,-0.85441,-0.8616598,-1.0363948,-0.174735
30,1.3451716,1.2986933,"('intolerant', 'tolerant')",1.8212919,1.8019418,1.5832317,1.5503175,-0.0329142
31,-1.7079192,-1.637752,"('evil', 'good')",-1.1001933,-1.2544172,-1.4040563,-1.4460846,-0.0420283
32,0.44949526,0.38832918,"('unkind', 'kind')",1.0129033,0.8958759,0.7311993,0.6421025,-0.0890968
