,pigeon_male,pigeon_female,tuple,average_male,average_female,female-male
0,0.38361254,0.3183321,"('unsociable', 'sociable')",0.3836125,0.3183321,-0.0652804
1,1.2841276,1.2902567,"('unfriendly', 'friendly')",1.2841276,1.2902567,0.0061291
2,0.78443503,0.8735824,"('unlikable', 'likable')",0.784435,0.8735824,0.0891474
3,1.1835803,1.3144746,"('repellent', 'pleasant')",1.1835803,1.3144746,0.1308943
4,-6.9065976,-6.8603096,"('disliked', 'liked')",-6.9065976,-6.8603096,0.046288
5,-0.11965283,-0.017872432,"('distant', 'outgoing')",-0.1196528,-0.0178724,0.1017804
6,0.037553973,0.1570392,"('distant', 'open')",0.037554,0.1570392,0.1194852
7,1.6056995,1.6369945,"('insensitive', 'sensitive')",1.6056995,1.6369945,0.031295
8,0.84049857,0.8224932,"('unaffectionate', 'affectionate')",0.8404986,0.8224932,-0.0180054
9,1.2711996,1.3323599,"('unaffectionate', 'caring')",1.2711996,1.3323599,0.0611603
10,1.6734693,1.6750715,"('unsympathetic', 'sympathetic')",1.6734693,1.6750715,0.0016022
11,2.1831508,2.163946,"('unhelpful', 'helpful')",2.1831508,2.1639459,-0.0192049
12,-0.7720123,-0.74967396,"('unsupportive', 'supportive')",-0.7720123,-0.749674,0.0223383
13,0.40212107,0.33294335,"('impolite', 'polite')",0.4021211,0.3329434,-0.0691777
14,0.41094044,0.2980868,"('antisocial', 'social')",0.4109404,0.2980868,-0.1128536
15,0.1358018,0.17075765,"('boring', 'funny')",0.1358018,0.1707577,0.0349559
16,-0.5278255,-0.39283347,"('unpopular', 'popular')",-0.5278255,-0.3928335,0.134992
17,0.07866843,0.10290972,"('nasty', 'nice')",0.0786684,0.1029097,0.0242413
18,-0.06758762,-0.11532557,"('disagreeable', 'welcoming')",-0.0675876,-0.1153256,-0.047738
19,-0.22375444,-0.13544276,"('inhospitable', 'hospitable')",-0.2237544,-0.1354428,0.0883116
20,0.8139154,0.738119,"('rough', 'thoughtful')",0.8139154,0.738119,-0.0757964
21,0.61682546,0.66760516,"('immoral', 'moral')",0.6168255,0.6676052,0.0507797
22,0.34793836,0.27502343,"('untrustworthy', 'trustworthy')",0.3479384,0.2750234,-0.072915
